dataset,model,method,schedule,reference,query_id,n_highest,membership_cutoff,gained_count,lost_count,gained_ids,lost_ids,membership_changed,integer_recall_cancellation,delta_Recall20,delta_nDCG20,abs_delta_nDCG20,delta_nDCG10,abs_delta_nDCG10,numerical_zero_nDCG20,numerical_zero_nDCG10
wands,minilm,raw,C2s5,C0,112,266,20,9,9,"[""12204"",""25786"",""28035"",""33169"",""5360"",""5361"",""5363"",""6302"",""6304""]","[""10493"",""11313"",""12138"",""15381"",""21276"",""28093"",""34750"",""40866"",""6320""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,115,202,20,4,4,"[""13483"",""26872"",""30630"",""4695""]","[""37455"",""38067"",""39608"",""5231""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,138,142,20,4,4,"[""15720"",""15729"",""37541"",""37547""]","[""10048"",""10061"",""15727"",""22156""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw,C2s5,C0,172,42,20,3,3,"[""12150"",""19491"",""31639""]","[""12246"",""19478"",""19490""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,227,176,20,2,2,"[""16781"",""32627""]","[""35908"",""37259""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,231,307,20,4,4,"[""20178"",""20192"",""20208"",""20210""]","[""20174"",""20185"",""5543"",""7793""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,235,133,20,2,2,"[""19023"",""994""]","[""24728"",""42501""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,248,39,20,2,2,"[""29118"",""40276""]","[""16396"",""16398""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,255,107,20,8,8,"[""1114"",""22573"",""2885"",""33298"",""35819"",""37756"",""37757"",""37765""]","[""20866"",""22569"",""2882"",""33300"",""37768"",""37778"",""37780"",""37781""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,355,30,20,3,3,"[""24355"",""35470"",""35707""]","[""13859"",""24352"",""26207""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw,C2s5,C0,368,81,20,1,1,"[""30198""]","[""10334""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,415,75,20,3,3,"[""15605"",""18552"",""19110""]","[""15958"",""18703"",""21520""]",True,True,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw,C2s5,C0,420,766,20,9,9,"[""11097"",""12782"",""12887"",""27472"",""29911"",""33780"",""33788"",""34861"",""6567""]","[""10661"",""12816"",""13802"",""19995"",""27052"",""27090"",""33838"",""33914"",""40304""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,426,223,20,3,3,"[""1203"",""29698"",""3826""]","[""2979"",""33666"",""41243""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,433,113,20,6,6,"[""18844"",""25495"",""25514"",""25989"",""41202"",""4569""]","[""17401"",""17703"",""30781"",""5454"",""7174"",""9007""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,446,57,20,3,3,"[""13214"",""31177"",""33514""]","[""23063"",""23064"",""23068""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw,C2s5,C0,464,85,20,1,1,"[""36495""]","[""16217""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,minilm,raw_hybrid,C1,C0,2,151,20,2,2,"[""24094"",""36534""]","[""29146"",""34737""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C1,C0,9,74,20,3,3,"[""24420"",""39718"",""7507""]","[""17613"",""30093"",""5873""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,-3.3306690738754696e-16,3.3306690738754696e-16,True,True
wands,minilm,raw_hybrid,C1,C0,59,43,20,3,3,"[""41607"",""41613"",""41616""]","[""41636"",""41640"",""41642""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,108,81,20,1,1,"[""3049""]","[""3032""]",True,True,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C1,C0,109,39,20,3,3,"[""26125"",""26134"",""26926""]","[""26119"",""26124"",""26930""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,111,69,20,3,3,"[""10161"",""10176"",""10181""]","[""10097"",""10157"",""10185""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,112,266,20,5,5,"[""25786"",""25977"",""31926"",""33169"",""37436""]","[""10493"",""11313"",""34748"",""40867"",""5349""]",True,True,0.0,0.0,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,minilm,raw_hybrid,C1,C0,115,202,20,4,4,"[""14016"",""22529"",""36541"",""36601""]","[""13867"",""37455"",""4695"",""5231""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,167,87,20,1,1,"[""36641""]","[""38584""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C1,C0,172,42,20,3,3,"[""31249"",""37418"",""39145""]","[""12246"",""19487"",""19492""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,175,70,20,3,3,"[""24490"",""25896"",""838""]","[""17073"",""28404"",""4733""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,185,34,20,1,1,"[""30021""]","[""26266""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,227,176,20,3,3,"[""21845"",""32545"",""32627""]","[""11174"",""21331"",""32546""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,231,307,20,4,4,"[""20176"",""3211"",""5544"",""7801""]","[""20148"",""20165"",""37239"",""5540""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,234,107,20,3,3,"[""15458"",""25381"",""7731""]","[""11548"",""28399"",""38240""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C1,C0,235,133,20,4,4,"[""11364"",""18104"",""33360"",""41985""]","[""23707"",""24728"",""9776"",""981""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,248,39,20,1,1,"[""16396""]","[""40276""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,302,59,20,3,3,"[""12670"",""1988"",""32822""]","[""23485"",""4334"",""7037""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,335,42,20,6,6,"[""14774"",""20641"",""20642"",""20643"",""39144"",""39299""]","[""13875"",""19538"",""19542"",""20644"",""20645"",""39148""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,352,29,20,1,1,"[""17656""]","[""22353""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,355,30,20,2,2,"[""35700"",""35707""]","[""1395"",""24352""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,368,81,20,1,1,"[""30200""]","[""35822""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C1,C0,415,75,20,1,1,"[""37612""]","[""15955""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,420,766,20,6,6,"[""11097"",""27170"",""33742"",""33743"",""33744"",""36462""]","[""13802"",""33788"",""33834"",""33838"",""34860"",""40304""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,423,285,20,7,7,"[""12101"",""16014"",""22508"",""3432"",""36138"",""5249"",""5805""]","[""10366"",""14200"",""15774"",""22497"",""26273"",""32733"",""36903""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,426,223,20,3,3,"[""21870"",""40885"",""40906""]","[""27981"",""33666"",""9369""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,433,113,20,6,6,"[""15885"",""17711"",""17730"",""25514"",""25989"",""5454""]","[""10841"",""13828"",""17401"",""23668"",""7904"",""9326""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C1,C0,464,85,20,2,2,"[""20063"",""2427""]","[""17789"",""32549""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,2,151,20,1,1,"[""24094""]","[""29146""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s1,C0,9,74,20,3,3,"[""24422"",""39718"",""39719""]","[""13615"",""15058"",""30093""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,59,43,20,2,2,"[""41613"",""41616""]","[""41639"",""41642""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,102,57,20,4,4,"[""13492"",""13595"",""19444"",""28007""]","[""12160"",""12164"",""3245"",""3264""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,109,39,20,3,3,"[""26125"",""26128"",""26136""]","[""26124"",""26930"",""26935""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s1,C0,111,69,20,1,1,"[""10176""]","[""10157""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,112,266,20,4,4,"[""25786"",""25977"",""31926"",""33155""]","[""10493"",""11313"",""34748"",""40870""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,115,202,20,4,4,"[""21342"",""36541"",""36601"",""36657""]","[""13867"",""29016"",""40173"",""5231""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,138,142,20,5,5,"[""15718"",""15732"",""15733"",""15738"",""15739""]","[""15726"",""15727"",""21472"",""37821"",""38177""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,167,87,20,1,1,"[""8035""]","[""17402""]",True,True,0.0,0.0,0.0,-3.3306690738754696e-16,3.3306690738754696e-16,True,True
wands,minilm,raw_hybrid,C2s1,C0,172,42,20,3,3,"[""12149"",""19489"",""37418""]","[""19476"",""19483"",""19487""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,175,70,20,2,2,"[""17812"",""838""]","[""17073"",""4733""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,185,34,20,1,1,"[""30021""]","[""11463""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,227,176,20,4,4,"[""16777"",""17682"",""32627"",""9580""]","[""11174"",""21331"",""24401"",""32546""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,231,307,20,5,5,"[""20176"",""3211"",""7794"",""7815"",""7816""]","[""20148"",""20184"",""20185"",""5540"",""7798""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,234,107,20,2,2,"[""38956"",""7731""]","[""28399"",""38240""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s1,C0,235,133,20,4,4,"[""11364"",""33360"",""3362"",""41985""]","[""24728"",""29540"",""4646"",""9776""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,245,57,20,2,2,"[""18899"",""34729""]","[""32628"",""4454""]",True,True,0.0,0.0,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,minilm,raw_hybrid,C2s1,C0,248,39,20,1,1,"[""406""]","[""40276""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,335,42,20,4,4,"[""14774"",""20642"",""20643"",""8140""]","[""19542"",""19544"",""20644"",""20645""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,352,29,20,3,3,"[""17656"",""27603"",""8883""]","[""22353"",""30347"",""7289""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,355,30,20,2,2,"[""35700"",""35707""]","[""24352"",""35699""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,415,75,20,1,1,"[""32673""]","[""15955""]",True,True,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s1,C0,418,608,20,2,2,"[""5326"",""7744""]","[""17083"",""40590""]",True,True,0.0,-5.551115123125783e-16,5.551115123125783e-16,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,minilm,raw_hybrid,C2s1,C0,420,766,20,5,5,"[""33740"",""33742"",""33743"",""33755"",""33772""]","[""19995"",""24085"",""27090"",""33838"",""34860""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,422,428,20,3,3,"[""12659"",""29213"",""42354""]","[""12265"",""20693"",""27035""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,423,285,20,5,5,"[""12101"",""40249"",""5249"",""5805"",""6366""]","[""14200"",""15774"",""22497"",""26273"",""36903""]",True,True,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s1,C0,426,223,20,2,2,"[""40885"",""40906""]","[""27981"",""33666""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,433,113,20,6,6,"[""15885"",""17705"",""25514"",""25989"",""41202"",""9441""]","[""10841"",""13828"",""17401"",""1752"",""7904"",""9326""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s1,C0,434,226,20,7,7,"[""20088"",""24915"",""29400"",""37878"",""42407"",""7296"",""9469""]","[""14281"",""21157"",""23709"",""29226"",""38159"",""40125"",""7297""]",True,True,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,minilm,raw_hybrid,C2s1,C0,464,85,20,1,1,"[""2427""]","[""17789""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,2,151,20,2,2,"[""24094"",""36534""]","[""29146"",""34737""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s2,C0,9,74,20,5,5,"[""20909"",""24420"",""28838"",""39718"",""7507""]","[""21802"",""24421"",""30093"",""30837"",""5873""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s2,C0,59,43,20,3,3,"[""41609"",""41613"",""41616""]","[""41632"",""41634"",""41642""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s2,C0,102,57,20,4,4,"[""12157"",""13492"",""3400"",""6740""]","[""12160"",""20553"",""3247"",""3264""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,109,39,20,3,3,"[""26122"",""26125"",""26136""]","[""26124"",""26919"",""26930""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s2,C0,111,69,20,2,2,"[""10156"",""10176""]","[""10157"",""10185""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,112,266,20,5,5,"[""18424"",""31926"",""33155"",""33169"",""37436""]","[""11313"",""26671"",""34748"",""39509"",""40867""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,115,202,20,4,4,"[""14016"",""22529"",""35239"",""40634""]","[""13867"",""29016"",""4695"",""5231""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,144,116,20,7,7,"[""19653"",""22659"",""273"",""29822"",""31029"",""37588"",""40121""]","[""16494"",""18447"",""20098"",""276"",""36799"",""36801"",""36804""]",True,True,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,167,87,20,2,2,"[""10026"",""8035""]","[""38584"",""39492""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s2,C0,172,42,20,4,4,"[""19491"",""31249"",""37418"",""37424""]","[""12246"",""19477"",""19492"",""6527""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,175,70,20,3,3,"[""24490"",""25896"",""839""]","[""17073"",""28404"",""4733""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,182,58,20,3,3,"[""17199"",""24216"",""29771""]","[""12830"",""27092"",""29772""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,185,34,20,1,1,"[""30021""]","[""26266""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,227,176,20,3,3,"[""16777"",""21845"",""9580""]","[""11174"",""24401"",""32546""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,231,307,20,5,5,"[""20176"",""3211"",""5544"",""7808"",""7816""]","[""20148"",""20165"",""20172"",""20184"",""5540""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,235,133,20,3,3,"[""11364"",""33360"",""41985""]","[""29540"",""40099"",""9776""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s2,C0,248,39,20,1,1,"[""406""]","[""40276""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,249,124,20,4,4,"[""20275"",""27939"",""30122"",""39434""]","[""1807"",""2694"",""39972"",""7390""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,335,42,20,7,7,"[""13458"",""14774"",""20641"",""20643"",""21271"",""31122"",""39144""]","[""13875"",""19354"",""19538"",""19541"",""19542"",""20645"",""42862""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,352,29,20,2,2,"[""30349"",""8883""]","[""30347"",""30348""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,355,30,20,1,1,"[""35700""]","[""24352""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,368,81,20,1,1,"[""30200""]","[""35822""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,415,75,20,2,2,"[""32673"",""37612""]","[""15955"",""37619""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,420,766,20,6,6,"[""33740"",""33742"",""33743"",""33744"",""33796"",""40303""]","[""13802"",""24085"",""27090"",""33838"",""34860"",""40304""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,426,223,20,3,3,"[""21870"",""31089"",""40906""]","[""27981"",""33666"",""40904""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,433,113,20,4,4,"[""16283"",""17730"",""25989"",""9441""]","[""13828"",""17401"",""24902"",""7904""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s2,C0,464,85,20,1,1,"[""2427""]","[""17789""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,2,151,20,1,1,"[""36534""]","[""29146""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s3,C0,9,74,20,4,4,"[""24420"",""39718"",""39719"",""7507""]","[""21802"",""24416"",""30093"",""5873""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s3,C0,59,43,20,3,3,"[""41607"",""41609"",""41616""]","[""41636"",""41639"",""41647""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,109,39,20,2,2,"[""26122"",""26926""]","[""26919"",""26935""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s3,C0,111,69,20,1,1,"[""10176""]","[""10185""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,112,266,20,6,6,"[""15334"",""25786"",""31926"",""33169"",""37436"",""6302""]","[""11313"",""21789"",""34748"",""39509"",""40867"",""5349""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s3,C0,115,202,20,3,3,"[""14016"",""36657"",""9609""]","[""13867"",""40173"",""4695""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,138,142,20,4,4,"[""15718"",""15738"",""15739"",""37541""]","[""15725"",""15726"",""15727"",""37821""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s3,C0,144,116,20,6,6,"[""19653"",""23114"",""29822"",""30150"",""40121"",""9134""]","[""20098"",""274"",""276"",""36799"",""36801"",""36804""]",True,True,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,167,87,20,2,2,"[""36641"",""8035""]","[""17402"",""30384""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s3,C0,172,42,20,5,5,"[""19489"",""37418"",""39145"",""39146"",""40932""]","[""19477"",""19478"",""19482"",""19487"",""6527""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,175,70,20,2,2,"[""17812"",""838""]","[""17073"",""4733""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,185,34,20,1,1,"[""30697""]","[""11463""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,227,176,20,2,2,"[""21845"",""24423""]","[""11174"",""32546""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,231,307,20,5,5,"[""20173"",""20176"",""20187"",""5544"",""7808""]","[""20165"",""20184"",""20185"",""5540"",""7798""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,235,133,20,4,4,"[""11364"",""18104"",""33360"",""41985""]","[""24728"",""26280"",""29540"",""9776""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,248,39,20,1,1,"[""37184""]","[""40276""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s3,C0,335,42,20,6,6,"[""14774"",""20641"",""20643"",""21271"",""39144"",""39299""]","[""13875"",""19354"",""19539"",""20644"",""20645"",""42862""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s3,C0,352,29,20,2,2,"[""17656"",""30349""]","[""22353"",""30347""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,355,30,20,1,1,"[""24355""]","[""24352""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,368,81,20,1,1,"[""30200""]","[""35822""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s3,C0,415,75,20,2,2,"[""21654"",""37612""]","[""15955"",""37217""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
