dataset,model,method,schedule,K,invariant_by_construction,vectors_per_product,construction_encodings_per_product,status,basis,sparse_branch,metric,estimate,ci_low,ci_high,queries,pairs,weighting,bootstrap_seed,bootstrap_resamples,interval,record_type,comparator,delta,reason
esci,minilm,canonical_hybrid_field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.10458380152175639,0.084764995949552543,0.12560773955810736,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.71478733918343529,0.68592922548556001,0.74214461138467069,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.63923917786677409,0.61443240290851597,0.66301087957850169,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.79905133997006983,0.78315328276720886,0.81438356094548636,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.58016032064128253,0.55751252505010018,0.60330911823647293,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.71478733918343529,0.68592922548556001,0.74214461138467069,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.28521266081656477,0.2578553886153292,0.31407077451443971,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.89506701526332888,0.87400818587329776,0.91497196245462509,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.71022039070044907,0.68790160599143624,0.73177043013499843,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.82899228881625364,0.81505209424392733,0.84251825329751229,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.1688376753507014,0.16058116232464933,0.177434869739479,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.89506701526332888,0.87400818587329776,0.91497196245462509,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.10493298473667106,0.085028037545374843,0.1259918141267023,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.71555070192148251,0.68677687705973489,0.74263487329340161,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.64049860555586557,0.61545719511380625,0.66435039111673189,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.79858136251042444,0.78251157059392373,0.81377565223531012,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.5821643286573146,0.55931863727454922,0.60511022044088181,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.71555070192148251,0.68677687705973489,0.74263487329340161,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.28444929807851732,0.25736512670659828,0.31322312294026511,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.89655825300206171,0.87555700118475344,0.91652338234467934,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.71093466079782153,0.6885999967784201,0.73244592764518213,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.82902865647144541,0.81517461848519812,0.84277909177467136,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.16905811623246494,0.16078156312625255,0.17767585170340683,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.89655825300206171,0.87555700118475344,0.91652338234467934,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.10344174699793833,0.083476617655320454,0.12444299881524658,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,Recall,0.67895193821719269,0.64916645599211287,0.70763614022920118,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,nDCG,0.6032937910280004,0.57774084893019706,0.62843042904183299,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,cNDCG,0.79624278019899153,0.78024440401202289,0.81118829682349991,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,judged_coverage,0.54929859719438878,0.52555110220440882,0.57324649298597197,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,persistent_inclusion,0.67895193821719269,0.64916645599211287,0.70763614022920118,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,persistent_omission,0.32104806178280731,0.29236385977079876,0.35083354400788719,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,Recall,0.86326558571723122,0.83950629691486811,0.88589987006757509,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,nDCG,0.67516476636602007,0.65182947967913907,0.69754086799034787,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,cNDCG,0.82727097480721712,0.81361259645586503,0.84032451862915536,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,judged_coverage,0.16296593186372743,0.15452905811623249,0.17168386773547098,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,persistent_inclusion,0.86326558571723122,0.83950629691486811,0.88589987006757509,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,persistent_omission,0.13673441428276883,0.11410012993242491,0.16049370308513183,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.67480353264988058,0.64525265544353505,0.7035926605750491,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.60133122838604669,0.57583235475998873,0.62614477457242779,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.79530189835351761,0.77940090579619659,0.81020452994586878,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.5482965931863728,0.52444889779559112,0.57204408817635277,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.67480353264988058,0.64525265544353505,0.7035926605750491,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.32519646735011942,0.2964073394249509,0.35474734455646484,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.86357045786579067,0.83994304038730561,0.88626425078520943,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.67496389509529742,0.65165789716112055,0.69740111644982905,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.82655517718748794,0.81287595812775193,0.83965269820367761,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.1630260521042084,0.15454909819639279,0.17182364729458921,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.86357045786579067,0.83994304038730561,0.88626425078520943,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.13642954213420933,0.11373574921479047,0.16005695961269428,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.67496547269158014,0.64530639302876913,0.70372497755685326,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.60154769502741368,0.57604992387833676,0.62638149823606692,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.79513330637283031,0.77924950386285718,0.81004723044326188,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.54819639278557131,0.52434869739478951,0.57184619238476952,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.67496547269158014,0.64530639302876913,0.70372497755685326,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.32503452730841986,0.29627502244314669,0.35469360697123081,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.8641170055065267,0.84050202364848459,0.88685980626938155,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.67530168159940285,0.65188168423513937,0.69771372582830926,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.8265163569428966,0.8128499990196083,0.83958622318773568,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.16306613226452907,0.15458867735470941,0.17186372745490985,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.8641170055065267,0.84050202364848459,0.88685980626938155,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.1358829944934733,0.1131401937306185,0.15949797635151539,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.67520754808138395,0.64586835992883018,0.70374634004031011,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.6008261920019683,0.57517659956379941,0.62572049677423891,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.79354128300607352,0.77781757118191586,0.80831655603363917,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.54879759519038085,0.52515030060120238,0.57274799599198389,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.67520754808138395,0.64586835992883018,0.70374634004031011,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.32479245191861617,0.29625365995968972,0.35413164007116965,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.86381462752378801,0.84018104561495599,0.88655087128605481,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.67365227742803868,0.6503537425410304,0.69583595817704036,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.82465294959049085,0.81100343604406311,0.83780252530375521,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.16306613226452907,0.1546492985971944,0.17182364729458915,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.86381462752378801,0.84018104561495599,0.88655087128605481,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.13618537247621201,0.11344912871394508,0.15981895438504387,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,20,True,2,2,available,structural: single deterministic fixed index,False,Recall,0.67685530949139827,0.64746640969452707,0.70527650630957317,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,20,True,2,2,available,structural: single deterministic fixed index,False,nDCG,0.60287251448251744,0.57738103517038808,0.62788465976691066,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,20,True,2,2,available,structural: single deterministic fixed index,False,cNDCG,0.79585780744949242,0.77996492691155672,0.81071502979816745,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,20,True,2,2,available,structural: single deterministic fixed index,False,judged_coverage,0.54899799599198396,0.52515030060120227,0.57294589178356714,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,20,True,2,2,available,structural: single deterministic fixed index,False,persistent_inclusion,0.67685530949139827,0.64746640969452707,0.70527650630957317,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,20,True,2,2,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,20,True,2,2,available,structural: single deterministic fixed index,False,persistent_omission,0.32314469050860184,0.29472349369042672,0.35253359030547288,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,100,True,2,2,available,structural: single deterministic fixed index,False,Recall,0.86353218618423244,0.83977566324990338,0.88607850921073295,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,100,True,2,2,available,structural: single deterministic fixed index,False,nDCG,0.67582128190417889,0.65265769848595534,0.69819285736518633,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,100,True,2,2,available,structural: single deterministic fixed index,False,cNDCG,0.82707340358492565,0.81356012428503133,0.84022959044838674,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,100,True,2,2,available,structural: single deterministic fixed index,False,judged_coverage,0.16306613226452904,0.15466933867735472,0.17178406813627256,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,100,True,2,2,available,structural: single deterministic fixed index,False,persistent_inclusion,0.86353218618423244,0.83977566324990338,0.88607850921073295,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,100,True,2,2,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,max_2,fixed,100,True,2,2,available,structural: single deterministic fixed index,False,persistent_omission,0.13646781381576756,0.11392149078926714,0.16022433675009656,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,20,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,Recall,0.66426029743919002,0.635151598960217,0.692363853427722,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,20,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,nDCG,0.58868191935419933,0.56381130987568595,0.61227929892060606,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,20,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,cNDCG,0.79060399101079848,0.77551093392288351,0.80503483843493839,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,20,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,judged_coverage,0.53527054108216432,0.5120215430861722,0.55881763527054118,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,20,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,persistent_inclusion,0.66426029743919002,0.635151598960217,0.692363853427722,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,20,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,20,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,persistent_omission,0.33573970256080993,0.30763614657227795,0.36484840103978305,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,100,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,Recall,0.84501565975632487,0.81969532462961114,0.86971193807073965,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,100,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,nDCG,0.66108306913760229,0.63733536125093038,0.68356174796229452,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,100,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,cNDCG,0.82144519856730236,0.80757861916950047,0.83471524349873649,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,100,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,judged_coverage,0.16042084168336673,0.15200350701402807,0.16911923847695393,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,100,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,persistent_inclusion,0.84501565975632487,0.81969532462961114,0.86971193807073965,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,100,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,VI,0,0,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,set_mean,fixed,100,True,1,one per attribute plus fixed-text atom,available,structural: single deterministic fixed index,False,persistent_omission,0.15498434024367522,0.13028806192926035,0.1803046753703888,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,BM25,fixed,20,True,0,0,available,structural: single deterministic fixed index,True,Recall,0.67685058322584046,0.64603190473081229,0.70643582836852636,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,BM25,fixed,20,True,0,0,available,structural: single deterministic fixed index,True,nDCG,0.6151040799492089,0.58917565490151502,0.64017815336044703,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
esci,minilm,BM25,fixed,20,True,0,0,available,structural: single deterministic fixed index,True,cNDCG,0.79128972145288157,0.77493484749098029,0.80702435263949801,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile,estimate,,,
