dataset,model,family,rule,K,reference_state,control_state,estimate,ci_low,ci_high,queries,pairs,weighting
esci,minilm,hybrid,field_priority_type,20,crossing,included,0.016637951354051377,0.011198450996318792,0.023086927730936773,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,20,crossing,omitted,0.016044977643372864,0.011481800234859008,0.021307976541832335,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,20,persistent_omission,included,0.00013172897519176283,0,0.0003325616750742865,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,20,persistent_omission,omitted,0.26872128773681653,0.24222095612680108,0.29637990286469235,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,100,persistent_inclusion,included,0.89313896252114788,0.87194935424527842,0.91306187799809913,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,100,persistent_inclusion,omitted,0,0,0,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,100,crossing,included,0.0019560808263213076,0.00080978515472503458,0.0033823247143637929,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,100,crossing,omitted,0.003638373427952586,0.00127238604192512,0.0066467910568611963,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,100,persistent_omission,included,0.00032115513077436925,0,0.0008093109295514105,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,100,persistent_omission,omitted,0.10094542809380379,0.081319292146373956,0.12168029088099491,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,20,persistent_inclusion,included,0.71808137450631127,0.68963069441058733,0.74560029794214255,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,20,persistent_inclusion,omitted,0.00086795204088614436,0.00021309587500793444,0.0017499181238424431,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,20,crossing,included,0.019507612717645052,0.013946309661245002,0.026290347290011791,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,20,crossing,omitted,0.017110448977921373,0.012138154339554947,0.023378253902187066,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,20,persistent_omission,included,0.0008267909445264154,0.000125250501002004,0.0018894932722588033,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,20,persistent_omission,omitted,0.24360582081270982,0.21742332884626736,0.27027235855510423,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,100,persistent_inclusion,included,0.90732186277234461,0.88769099094231529,0.92604421697330797,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,100,persistent_inclusion,omitted,0,0,0,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,100,crossing,included,0.0029859060920325322,0.0015882796598805276,0.0046525095503150296,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,100,crossing,omitted,0.00421531160772802,0.0024380089101472659,0.0061928387935500841,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,100,persistent_omission,included,0.000143143429716576,0,0.00042943028914972799,499,4434,query_macro
esci,bge_base,dense,lexical_ascending,100,persistent_omission,omitted,0.085333776098178299,0.067012846672558357,0.10443461788691916,499,4434,query_macro
esci,bge_base,dense,lexical_descending,20,persistent_inclusion,included,0.71762243033052164,0.68935422825547865,0.74496202694358904,499,4434,query_macro
esci,bge_base,dense,lexical_descending,20,persistent_inclusion,omitted,0.0013268962166757758,9.1091273456002917e-05,0.003139764377239325,499,4434,query_macro
esci,bge_base,dense,lexical_descending,20,crossing,included,0.017535559751412123,0.012277367945708044,0.024028026276793513,499,4434,query_macro
esci,bge_base,dense,lexical_descending,20,crossing,omitted,0.019082501944154295,0.013472728177218306,0.02579547442102199,499,4434,query_macro
esci,bge_base,dense,lexical_descending,20,persistent_omission,included,0.00080402131563277386,0,0.0022760453032762357,499,4434,query_macro
esci,bge_base,dense,lexical_descending,20,persistent_omission,omitted,0.24362859044160343,0.21740366432223301,0.27009520654968316,499,4434,query_macro
esci,bge_base,dense,lexical_descending,100,persistent_inclusion,included,0.90732186277234461,0.88769099094231529,0.92604421697330797,499,4434,query_macro
esci,bge_base,dense,lexical_descending,100,persistent_inclusion,omitted,0,0,0,499,4434,query_macro
esci,bge_base,dense,lexical_descending,100,crossing,included,0.0026069642981097468,0.0011689886182621651,0.0043370798695263413,499,4434,query_macro
esci,bge_base,dense,lexical_descending,100,crossing,omitted,0.004594253401650805,0.0026777798020282992,0.0068044736653421391,499,4434,query_macro
esci,bge_base,dense,lexical_descending,100,persistent_omission,included,0.00020040080160320641,0,0.00060120240480961932,499,4434,query_macro
esci,bge_base,dense,lexical_descending,100,persistent_omission,omitted,0.085276518726291661,0.066994041987912215,0.10441457995854804,499,4434,query_macro
esci,bge_base,dense,field_priority_type,20,persistent_inclusion,included,0.71808137450631127,0.68963069441058733,0.74560029794214255,499,4434,query_macro
esci,bge_base,dense,field_priority_type,20,persistent_inclusion,omitted,0.00086795204088614436,0.00021309587500793444,0.0017499181238424431,499,4434,query_macro
esci,bge_base,dense,field_priority_type,20,crossing,included,0.019280968953927138,0.013730095009916045,0.02606593415897077,499,4434,query_macro
esci,bge_base,dense,field_priority_type,20,crossing,omitted,0.017337092741639283,0.012354861797525528,0.02358363641076738,499,4434,query_macro
esci,bge_base,dense,field_priority_type,20,persistent_omission,included,0.0008267909445264154,0.000125250501002004,0.0018894932722588033,499,4434,query_macro
esci,bge_base,dense,field_priority_type,20,persistent_omission,omitted,0.24360582081270982,0.21742332884626736,0.27027235855510423,499,4434,query_macro
esci,bge_base,dense,field_priority_type,100,persistent_inclusion,included,0.90732186277234461,0.88769099094231529,0.92604421697330797,499,4434,query_macro
esci,bge_base,dense,field_priority_type,100,persistent_inclusion,omitted,0,0,0,499,4434,query_macro
esci,bge_base,dense,field_priority_type,100,crossing,included,0.0033905615568082374,0.0019045233567169314,0.0051250919823211715,499,4434,query_macro
esci,bge_base,dense,field_priority_type,100,crossing,omitted,0.0038106561429523144,0.0021222926501740708,0.0057445035546963086,499,4434,query_macro
esci,bge_base,dense,field_priority_type,100,persistent_omission,included,0.000143143429716576,0,0.00042943028914972799,499,4434,query_macro
esci,bge_base,dense,field_priority_type,100,persistent_omission,omitted,0.085333776098178299,0.067012846672558357,0.10443461788691916,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,20,persistent_inclusion,included,0.73637759094744892,0.70901958781505803,0.76296544361276186,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,20,persistent_inclusion,omitted,0.00055660772093637828,7.7077231385848626e-05,0.0012310334955625538,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,20,crossing,included,0.013377471543236442,0.0094455326937857211,0.017731628465377802,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,20,crossing,omitted,0.0096922633818799803,0.0068665032631859595,0.013011561012193147,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,20,persistent_omission,included,0.00032258688148053085,6.2625250501001999e-05,0.00067797746560444364,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,20,persistent_omission,omitted,0.23967347952501772,0.21441494926910376,0.26589742270112487,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,100,persistent_inclusion,included,0.91254253757352843,0.89287226126511476,0.93085708309713644,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,100,persistent_inclusion,omitted,0,0,0,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,100,crossing,included,0.0030016339858850967,0.0014867715647536158,0.0047541594820119252,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,100,crossing,omitted,0.0044454728420486016,0.0012480227470534168,0.0094825907225706829,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,100,persistent_omission,included,0,0,0,499,4434,query_macro
esci,bge_base,hybrid,lexical_ascending,100,persistent_omission,omitted,0.080010355598537794,0.062565619782057089,0.098672681364328524,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,20,persistent_inclusion,included,0.73680059813398313,0.70937185768274658,0.76325745604882511,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,20,persistent_inclusion,omitted,0.00013360053440213761,0,0.00040080160320641282,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,20,crossing,included,0.010750528191887626,0.007681872064724914,0.014417882004152746,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,20,crossing,omitted,0.012319206733228798,0.0084650479090548729,0.016618798261281653,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,20,persistent_omission,included,6.2625250501001999e-05,0,0.00018787575150300601,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,20,persistent_omission,omitted,0.2399334411559973,0.21470703320947168,0.26620011627670476,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,100,persistent_inclusion,included,0.91225625071409533,0.89251753432646608,0.93050815479663773,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,100,persistent_inclusion,omitted,0.00028628685943315199,0,0.00085886057829945598,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,100,crossing,included,0.0032604910458443612,0.0014831201594674192,0.0054239293726420145,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,100,crossing,omitted,0.0041866157820893372,0.0011597268611296667,0.0090988152717589831,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,100,persistent_omission,included,0,0,0,499,4434,query_macro
esci,bge_base,hybrid,lexical_descending,100,persistent_omission,omitted,0.080010355598537794,0.062565619782057089,0.098672681364328524,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,20,persistent_inclusion,included,0.73637759094744892,0.70901958781505803,0.76296544361276186,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,20,persistent_inclusion,omitted,0.00055660772093637828,7.7077231385848626e-05,0.0012310334955625538,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,20,crossing,included,0.01362797254524045,0.0096865023343061813,0.017987783776257333,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,20,crossing,omitted,0.0094417623798759721,0.0066297322555539193,0.012766510298052274,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,20,persistent_omission,included,0.00032258688148053085,6.2625250501001999e-05,0.00067797746560444364,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,20,persistent_omission,omitted,0.23967347952501772,0.21441494926910376,0.26589742270112487,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,100,persistent_inclusion,included,0.91254253757352843,0.89287226126511476,0.93085708309713644,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,100,persistent_inclusion,omitted,0,0,0,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,100,crossing,included,0.0031557884486567941,0.0016290182590854587,0.0049466970141199022,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,100,crossing,omitted,0.0042913183792769056,0.0011019300034286529,0.0093080347123760034,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,100,persistent_omission,included,0,0,0,499,4434,query_macro
esci,bge_base,hybrid,field_priority_type,100,persistent_omission,omitted,0.080010355598537794,0.062565619782057089,0.098672681364328524,499,4434,query_macro
