dataset,model,intervention,target_support,K,status,schedule_family,catalog_size,metric,estimate,ci_low,ci_high,queries,pairs,weighting,bootstrap_seed,bootstrap_resamples,interval
esci,minilm,target_only,fully_fitting,100,available,original seven,10076,persistent_omission,0.13524060404055954,0.11195787350522145,0.15998089765263954,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,fully_fitting,100,available,original seven,10076,source_order_inclusion,0.85798926391756924,0.83276178947154,0.88179896668730884,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,fully_fitting,100,available,original seven,10076,seven_schedule_mean_inclusion,0.85753510024135593,0.83270583465200732,0.88116565427997451,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,full,20,available,original seven,10076,persistent_inclusion,0.65468744824237246,0.6249908002745358,0.68347415952299628,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,full,20,available,original seven,10076,VI,0.040373317303826914,0.031977077572977783,0.049963741467306068,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,full,20,available,original seven,10076,persistent_omission,0.30493923445380061,0.2766331552886479,0.334051880107472,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,full,20,available,original seven,10076,source_order_inclusion,0.67952066570157232,0.64968397456116322,0.70857669753507546,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,full,20,available,original seven,10076,seven_schedule_mean_inclusion,0.67576246431869924,0.64660027461171143,0.70382441341852875,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,full,100,available,original seven,10076,persistent_inclusion,0.8552837328080235,0.83096914183553294,0.87870662190584869,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,full,100,available,original seven,10076,VI,0.01412918197737837,0.0085756178616900047,0.020815482518576203,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,full,100,available,original seven,10076,persistent_omission,0.13058708521459805,0.10814795788584702,0.15390216721399916,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,full,100,available,original seven,10076,source_order_inclusion,0.86135865830930181,0.83715986457913394,0.88451422256677981,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,full,100,available,original seven,10076,seven_schedule_mean_inclusion,0.8619282922438799,0.83822567681418947,0.88466628860077634,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,fully_fitting,20,available,original seven,10076,persistent_inclusion,0.6492024227275951,0.616491385075294,0.68181333341048189,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,fully_fitting,20,available,original seven,10076,VI,0.045907562999495617,0.033710562119822096,0.059244026698654605,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,fully_fitting,20,available,original seven,10076,persistent_omission,0.30489001427290929,0.2736006802233138,0.33713023545492515,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,fully_fitting,20,available,original seven,10076,source_order_inclusion,0.67504874761509082,0.64231487671131904,0.70749442888967129,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,fully_fitting,20,available,original seven,10076,seven_schedule_mean_inclusion,0.67142391758428632,0.6394737299946287,0.70299606114241542,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076,persistent_inclusion,0.84938186889713074,0.8235671967335455,0.87393618521129157,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076,VI,0.015830425613034309,0.0089130219116632155,0.023787191069799759,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076,persistent_omission,0.13478770548983493,0.11163102525046399,0.15948191673167694,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076,source_order_inclusion,0.85798926391756924,0.83276178947154,0.88179896668730884,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076,seven_schedule_mean_inclusion,0.85763025870607967,0.8328163839736018,0.88121315070802064,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,full,20,available,original seven,10076,persistent_inclusion,0.73192243960994197,0.70415029788779726,0.75928736817086562,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,full,20,available,original seven,10076,VI,0.024236389741890685,0.017583465808046542,0.031787085311624476,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,full,20,available,original seven,10076,persistent_omission,0.24384117064816732,0.21784880324689523,0.27014998896803338,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,full,20,available,original seven,10076,source_order_inclusion,0.74104656363799326,0.71370306933092686,0.7678280888509339,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,full,20,available,original seven,10076,seven_schedule_mean_inclusion,0.74451030368486348,0.71770154837287969,0.77104570356064672,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,full,100,available,original seven,10076,persistent_inclusion,0.90834280232297515,0.88898307783766084,0.927084671365623,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,full,100,available,original seven,10076,VI,0.0059106913564971556,0.0036878329970879489,0.0084924747572690754,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,full,100,available,original seven,10076,persistent_omission,0.085746506320527743,0.067337570213946832,0.1049745359557679,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,full,100,available,original seven,10076,source_order_inclusion,0.90977590356820059,0.89040547960017724,0.92852333399933418,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,full,100,available,original seven,10076,seven_schedule_mean_inclusion,0.91122820758771406,0.89190299183457378,0.92988146957329254,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,fully_fitting,20,available,original seven,10076,persistent_inclusion,0.72589656231508803,0.69612235059087202,0.75332900699426575,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,fully_fitting,20,available,original seven,10076,VI,0.025527283248947243,0.018684840148412346,0.033155603461303432,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,fully_fitting,20,available,original seven,10076,persistent_omission,0.24857615443596476,0.22220803132269573,0.27753951578435476,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,fully_fitting,20,available,original seven,10076,source_order_inclusion,0.73484746855972594,0.70562135545450622,0.76174529622584186,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,fully_fitting,20,available,original seven,10076,seven_schedule_mean_inclusion,0.73919711496666773,0.71012347300337109,0.76586047182770112,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,fully_fitting,100,available,original seven,10076,persistent_inclusion,0.9019334332639255,0.88138594827065297,0.92104639860831217,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,fully_fitting,100,available,original seven,10076,VI,0.0077889881963976006,0.0048410460258632177,0.01117427559288808,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,fully_fitting,100,available,original seven,10076,persistent_omission,0.090277578539676953,0.071751848418056458,0.11026875716317044,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,fully_fitting,100,available,original seven,10076,source_order_inclusion,0.90382038681583798,0.88356889038154263,0.92278923993321871,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,target_only,fully_fitting,100,available,original seven,10076,seven_schedule_mean_inclusion,0.90570587550029125,0.8854565780216338,0.92442419102513063,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,full,20,available,original seven,10076,persistent_inclusion,0.71894932654719745,0.6906789908038089,0.74630192315531718,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,full,20,available,original seven,10076,VI,0.036618061695566417,0.02839704467582493,0.045904825408586925,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,full,20,available,original seven,10076,persistent_omission,0.24443261175723624,0.21815860491636355,0.27108733810698021,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,full,20,available,original seven,10076,source_order_inclusion,0.74104656363799326,0.71370306933092686,0.7678280888509339,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,full,20,available,original seven,10076,seven_schedule_mean_inclusion,0.73830305555324593,0.71124412991049979,0.76511221036562116,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,full,100,available,original seven,10076,persistent_inclusion,0.90732186277234461,0.88769099094231518,0.92604421697330797,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,full,100,available,original seven,10076,VI,0.0072012176997605518,0.0047076062249981308,0.010066998071739676,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,full,100,available,original seven,10076,persistent_omission,0.085476919527894865,0.067163384286929875,0.10453624576713429,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,full,100,available,original seven,10076,source_order_inclusion,0.90977590356820059,0.89040547960017724,0.92852333399933418,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,full,100,available,original seven,10076,seven_schedule_mean_inclusion,0.91041342421919536,0.8911174665184326,0.92909009584233071,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,fully_fitting,20,available,original seven,10076,persistent_inclusion,0.71331037526411456,0.68299233032556239,0.74132468242181215,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,fully_fitting,20,available,original seven,10076,VI,0.036451531764473098,0.028131798344138498,0.045810918521710986,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,fully_fitting,20,available,original seven,10076,persistent_omission,0.25023809297141242,0.22356524607041803,0.27892930246004638,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,fully_fitting,20,available,original seven,10076,source_order_inclusion,0.73484746855972594,0.70562135545450622,0.76174529622584186,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,fully_fitting,20,available,original seven,10076,seven_schedule_mean_inclusion,0.73279178409135648,0.70346250913810571,0.75948500350506631,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,fully_fitting,100,available,original seven,10076,persistent_inclusion,0.90071442231130794,0.88008935363560525,0.92005666541749631,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,fully_fitting,100,available,original seven,10076,VI,0.0092201617587187052,0.0060228340738209167,0.012777621418253157,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,fully_fitting,100,available,original seven,10076,persistent_omission,0.090065415929973358,0.071589329655820169,0.11003563549925462,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,fully_fitting,100,available,original seven,10076,source_order_inclusion,0.90382038681583798,0.88356889038154263,0.92278923993321871,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,catalog_wide,fully_fitting,100,available,original seven,10076,seven_schedule_mean_inclusion,0.90472773616954649,0.88451368944106601,0.92346688291610701,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,full,20,available,original seven,10076,persistent_inclusion,0.6812962562623982,0.65131005784220641,0.7100502543152899,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,full,20,available,original seven,10076,VI,0.058833297431182041,0.048260698162853555,0.070190907720132811,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,full,20,available,original seven,10076,persistent_omission,0.2598704463064197,0.23280598950896703,0.28748308987481341,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,full,20,available,original seven,10076,source_order_inclusion,0.72449627308512587,0.69585314130214659,0.75202157448932827,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,full,20,available,original seven,10076,seven_schedule_mean_inclusion,0.71136533598608809,0.68291469060952448,0.73876464323562718,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,full,100,available,original seven,10076,persistent_inclusion,0.87445074416033663,0.85127688568564164,0.89638612897500991,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,full,100,available,original seven,10076,VI,0.023510882258404898,0.015988104135061326,0.03271158102019741,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,full,100,available,original seven,10076,persistent_omission,0.10203837358125849,0.082006006752693053,0.12289105132987228,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,full,100,available,original seven,10076,source_order_inclusion,0.89125032971240892,0.86975650289726636,0.91175240344398822,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,full,100,available,original seven,10076,seven_schedule_mean_inclusion,0.88606050485572807,0.86457974846586905,0.9067572798786071,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076,persistent_inclusion,0.6812962562623982,0.65131005784220641,0.7100502543152899,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076,VI,0.058833297431182041,0.048260698162853555,0.070190907720132811,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076,persistent_omission,0.2598704463064197,0.23280598950896703,0.28748308987481341,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076,source_order_inclusion,0.72449627308512587,0.69585314130214659,0.75202157448932827,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076,seven_schedule_mean_inclusion,0.71136533598608809,0.68291469060952448,0.73876464323562718,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076,persistent_inclusion,0.87445074416033663,0.85127688568564164,0.89638612897500991,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076,VI,0.023510882258404898,0.015988104135061326,0.03271158102019741,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076,persistent_omission,0.10203837358125849,0.082006006752693053,0.12289105132987228,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076,source_order_inclusion,0.89125032971240892,0.86975650289726636,0.91175240344398822,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076,seven_schedule_mean_inclusion,0.88606050485572807,0.86457974846586905,0.9067572798786071,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,full,20,available,original seven,10076,persistent_inclusion,0.68191742350935203,0.65196450648637538,0.7106749335140532,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,full,20,available,original seven,10076,VI,0.069095109862151283,0.057857478764513096,0.081082895031497557,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,full,20,available,original seven,10076,persistent_omission,0.24898746662849666,0.22238716079828039,0.27626552365284118,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,full,20,available,original seven,10076,source_order_inclusion,0.72449627308512587,0.69585314130214659,0.75202157448932827,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,full,20,available,original seven,10076,seven_schedule_mean_inclusion,0.71814039885454872,0.68992959590139435,0.74546581444164572,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,full,100,available,original seven,10076,persistent_inclusion,0.87632842142629042,0.8533464181234528,0.89825843331204236,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,full,100,available,original seven,10076,VI,0.022433265912752482,0.015062221495784163,0.031514848452058833,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,full,100,available,original seven,10076,persistent_omission,0.10123831266095708,0.081376177038152822,0.1219891224490096,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,full,100,available,original seven,10076,source_order_inclusion,0.89125032971240892,0.86975650289726636,0.91175240344398822,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,full,100,available,original seven,10076,seven_schedule_mean_inclusion,0.88773718098242282,0.86620132259783478,0.90821999187730229,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,fully_fitting,20,available,original seven,10076,persistent_inclusion,0.68191742350935203,0.65196450648637538,0.7106749335140532,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,fully_fitting,20,available,original seven,10076,VI,0.069095109862151283,0.057857478764513096,0.081082895031497557,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,fully_fitting,20,available,original seven,10076,persistent_omission,0.24898746662849666,0.22238716079828039,0.27626552365284118,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,fully_fitting,20,available,original seven,10076,source_order_inclusion,0.72449627308512587,0.69585314130214659,0.75202157448932827,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,fully_fitting,20,available,original seven,10076,seven_schedule_mean_inclusion,0.71814039885454872,0.68992959590139435,0.74546581444164572,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,fully_fitting,100,available,original seven,10076,persistent_inclusion,0.87632842142629042,0.8533464181234528,0.89825843331204236,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,fully_fitting,100,available,original seven,10076,VI,0.022433265912752482,0.015062221495784163,0.031514848452058833,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,fully_fitting,100,available,original seven,10076,persistent_omission,0.10123831266095708,0.081376177038152822,0.1219891224490096,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,fully_fitting,100,available,original seven,10076,source_order_inclusion,0.89125032971240892,0.86975650289726636,0.91175240344398822,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,gte_modernbert,catalog_wide,fully_fitting,100,available,original seven,10076,seven_schedule_mean_inclusion,0.88773718098242282,0.86620132259783478,0.90821999187730229,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
