dataset,model,method,schedule,K,invariant_by_construction,vectors_per_product,construction_encodings_per_product,status,basis,sparse_branch,metric,estimate,ci_low,ci_high,queries,pairs,weighting,bootstrap_seed,bootstrap_resamples,interval
wands,bge_base,raw_hybrid,seven_mean,100,False,1,1,available,observed seven catalog schedules,True,nDCG,0.71037569152217273,0.68326890690237052,0.73679153163113265,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,False,1,1,available,observed seven catalog schedules,True,cNDCG,0.86348101360669249,0.84761541574416999,0.87895850653319063,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,False,1,1,available,observed seven catalog schedules,True,judged_coverage,0.72005102040816327,0.69199907235621505,0.74788079777365479,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,False,1,1,available,observed seven catalog schedules,True,persistent_inclusion,0.64261107705093157,0.60281905721734352,0.68124608975628442,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,False,1,1,available,observed seven catalog schedules,True,VI,0.070466067747674915,0.057977554667866367,0.084599258432860119,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,False,1,1,available,observed seven catalog schedules,True,persistent_omission,0.28692285520139343,0.25218561541733781,0.32241857365660581,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.37619949338542363,0.33796369640912161,0.41615263348020526,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.72619245825225698,0.6963400084448983,0.7553081442018148,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.80976432138664778,0.78803213397140603,0.83163341058613727,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.86785714285714288,0.84285714285714308,0.8917207792207793,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.37619949338542363,0.33796369640912161,0.41615263348020526,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.62380050661457642,0.58384736651979474,0.66203630359087828,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.67829953091908368,0.64064300974374055,0.71474375774531673,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.71147418050595967,0.68447319128117912,0.73768697208247402,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.8638978997473723,0.847866172178943,0.8794826231520313,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.72120129870129868,0.69318100649350656,0.74912337662337647,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.67829953091908368,0.64064300974374055,0.71474375774531673,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.32170046908091632,0.28525624225468321,0.35935699025625933,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.37449670526297002,0.33591991444497571,0.41437494271614572,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.72393252630820026,0.69410805364329387,0.75316418182245859,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.80854233412682119,0.78673206600386392,0.83039539114739847,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.86542207792207793,0.84025974025974026,0.88977272727272727,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.37449670526297002,0.33591991444497571,0.41437494271614572,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.62550329473702992,0.58562505728385428,0.66408008555502418,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.68152186815497895,0.64448956304312,0.71734544524412291,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.70949262738029439,0.68241211699963344,0.73578766222283976,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.86318533036402212,0.84717529262955205,0.87877331094698863,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.71866883116883118,0.69071266233766226,0.74665665584415586,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.68152186815497895,0.64448956304312,0.71734544524412291,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.31847813184502116,0.28265455475587681,0.35551043695688017,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.38372968113071815,0.34463022595535725,0.42445526383077664,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.72719847748934907,0.69748190743045557,0.75641280439332814,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.81227562286424237,0.79038356751465078,0.83437394874646753,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.8660714285714286,0.84090909090909094,0.89009740259740266,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.38372968113071815,0.34463022595535725,0.42445526383077664,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.61627031886928174,0.5755447361692233,0.65536977404464281,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.67927943113548672,0.64130178533032967,0.71566536588094176,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.71006923019579193,0.68287740482594583,0.73645568750055279,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.86450334518720851,0.84844944628147967,0.88014095649456237,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.71993506493506498,0.69185064935064922,0.74753327922077928,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.67927943113548672,0.64130178533032967,0.71566536588094176,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.32072056886451322,0.28433463411905835,0.35869821466967039,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,Recall,0.36399834701464845,0.3250595868473462,0.40363514376421894,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,nDCG,0.70510308873633343,0.67560332862527583,0.734694544189612,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,cNDCG,0.80917946809829266,0.78876117582832994,0.82982747190111117,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,judged_coverage,0.83538961038961046,0.807950487012987,0.86185064935064948,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,persistent_inclusion,0.36399834701464845,0.3250595868473462,0.40363514376421894,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,persistent_omission,0.6360016529853515,0.59636485623578084,0.67494041315265385,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,Recall,0.63955770084774988,0.60173860958738312,0.67748544145594114,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,nDCG,0.68651963814947703,0.65914260137335334,0.71304562071282884,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,cNDCG,0.86439389246693921,0.84960831461154473,0.87875486070165376,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,judged_coverage,0.68941558441558448,0.65931818181818191,0.71948051948051961,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,persistent_inclusion,0.63955770084774988,0.60173860958738312,0.67748544145594114,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,persistent_omission,0.36044229915225023,0.3225145585440588,0.39826139041261699,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,20,True,1,4,available,structural: single deterministic fixed index,False,Recall,0.36440203371641738,0.32537309697950745,0.40442439741677461,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,20,True,1,4,available,structural: single deterministic fixed index,False,nDCG,0.70640697870225622,0.67710127674719001,0.73588524356847729,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,20,True,1,4,available,structural: single deterministic fixed index,False,cNDCG,0.80980943965885044,0.78956147718291536,0.83009400815816847,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,20,True,1,4,available,structural: single deterministic fixed index,False,judged_coverage,0.83652597402597395,0.80925324675324672,0.86282467532467533,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,20,True,1,4,available,structural: single deterministic fixed index,False,persistent_inclusion,0.36440203371641738,0.32537309697950745,0.40442439741677461,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,20,True,1,4,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,20,True,1,4,available,structural: single deterministic fixed index,False,persistent_omission,0.63559796628358278,0.59557560258322528,0.67462690302049255,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,100,True,1,4,available,structural: single deterministic fixed index,False,Recall,0.6439382157905591,0.60631970317481576,0.68139051308913134,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,100,True,1,4,available,structural: single deterministic fixed index,False,nDCG,0.68902800111668694,0.66173716162294716,0.71554073116319905,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,100,True,1,4,available,structural: single deterministic fixed index,False,cNDCG,0.86525771690406195,0.85050502006084605,0.87948591975847557,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,100,True,1,4,available,structural: single deterministic fixed index,False,judged_coverage,0.69139610389610384,0.66123295454545472,0.72146103896103908,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,100,True,1,4,available,structural: single deterministic fixed index,False,persistent_inclusion,0.6439382157905591,0.60631970317481576,0.68139051308913134,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,100,True,1,4,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_4,fixed,100,True,1,4,available,structural: single deterministic fixed index,False,persistent_omission,0.35606178420944096,0.31860948691086854,0.39368029682518424,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,20,True,1,7,available,structural: single deterministic fixed index,False,Recall,0.36354744366310182,0.32475495209246452,0.40381399782381244,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,20,True,1,7,available,structural: single deterministic fixed index,False,nDCG,0.70639992504415428,0.67712448403556014,0.73570040112393253,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,20,True,1,7,available,structural: single deterministic fixed index,False,cNDCG,0.81022080467798652,0.78993286620951852,0.83054375945122816,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,20,True,1,7,available,structural: single deterministic fixed index,False,judged_coverage,0.83652597402597395,0.80892857142857155,0.86266233766233757,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,20,True,1,7,available,structural: single deterministic fixed index,False,persistent_inclusion,0.36354744366310182,0.32475495209246452,0.40381399782381244,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,20,True,1,7,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,20,True,1,7,available,structural: single deterministic fixed index,False,persistent_omission,0.63645255633689823,0.59618600217618734,0.67524504790753548,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,100,True,1,7,available,structural: single deterministic fixed index,False,Recall,0.64155988655014973,0.60365977746184707,0.67904726731026555,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,100,True,1,7,available,structural: single deterministic fixed index,False,nDCG,0.68886948910339452,0.66156409911577196,0.71542414532204035,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,100,True,1,7,available,structural: single deterministic fixed index,False,cNDCG,0.86539851720375405,0.85059114935276769,0.87965527235970697,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,100,True,1,7,available,structural: single deterministic fixed index,False,judged_coverage,0.69155844155844159,0.66123133116883104,0.72159090909090895,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,100,True,1,7,available,structural: single deterministic fixed index,False,persistent_inclusion,0.64155988655014973,0.60365977746184707,0.67904726731026555,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,100,True,1,7,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,centroid_7,fixed,100,True,1,7,available,structural: single deterministic fixed index,False,persistent_omission,0.35844011344985027,0.32095273268973457,0.39634022253815293,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.36483194713014078,0.32594680843779622,0.40520487436267433,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.70298106236031865,0.673494664121981,0.73257230056865841,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.80744333266639412,0.78709641139786835,0.82819838284432445,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.83409090909090922,0.80698051948051974,0.86022727272727284,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.36483194713014078,0.32594680843779622,0.40520487436267433,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.63516805286985922,0.59479512563732551,0.67405319156220367,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.635647927691668,0.59786173835012313,0.67398884103875545,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.68374293697940536,0.65613217312391026,0.71037550224463153,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.8637185583041449,0.84863736450305405,0.87841057765173503,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.68740259740259735,0.6570454545454546,0.71721103896103888,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.635647927691668,0.59786173835012313,0.67398884103875545,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.36435207230833194,0.32601115896124466,0.40213826164987693,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.36072423810213533,0.32162891228295332,0.40083327496786109,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.69805183558293937,0.66840190716864523,0.72731284383469996,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.8060787036124204,0.78547659786246415,0.82692571590939967,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.82743506493506502,0.79967532467532487,0.85405844155844146,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.36072423810213533,0.32162891228295332,0.40083327496786109,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.63927576189786472,0.59916672503213886,0.67837108771704646,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.63236881413573653,0.59407434345354171,0.67030537410696334,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.67958075095926418,0.65231386575170269,0.70602457803263829,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.86141819882818305,0.8464040952868076,0.87601192606584422,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.68282467532467528,0.65266152597402616,0.7127597402597402,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.63236881413573653,0.59407434345354171,0.67030537410696334,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.36763118586426341,0.3296946258930365,0.40592565654645812,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.36275544998873882,0.32394963007827732,0.40346971262584758,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.70233456307986042,0.67287451287536015,0.73182695573275358,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.80774402736622541,0.7872654319314808,0.82813449517180315,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.83214285714285718,0.80503246753246749,0.85876623376623373,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
