dataset,model,method,schedule,reference,K,queries,pairs,changed_queries,equal_positive_queries,equal_positive_share_all,equal_positive_share_changed,bootstrap_seed,bootstrap_resamples,interval,gain_share,gain_share_ci_low,gain_share_ci_high,loss_share,loss_share_ci_low,loss_share_ci_high,turnover,turnover_ci_low,turnover_ci_high,delta_recall,delta_recall_ci_low,delta_recall_ci_high,delta_ndcg,delta_ndcg_ci_low,delta_ndcg_ci_high,changed_abs_ndcg_q0.0,changed_abs_ndcg_q0.25,changed_abs_ndcg_q0.5,changed_abs_ndcg_q0.75,changed_abs_ndcg_q0.9,changed_abs_ndcg_q0.95,changed_abs_ndcg_q1.0,changed_abs_ndcg_mean
wands,minilm,raw_hybrid,C2s5,source C0,20,308,21299,190,76,0.24675324675324675,0.40000000000000002,2026091701,10000,95% unadjusted paired query-cluster percentile,0.032101048432964636,0.02479428419318068,0.041498259386323129,0.027909066781897286,0.021220004054947984,0.036662358980567182,0.06001011521486193,0.049107247628046684,0.072755029703801474,0.0041919816510673433,-0.0068149308333559566,0.015573016489751127,-0.00048687900014682966,-0.0059885311358786053,0.0050197411841304456,0,0.0049773883232868549,0.026280567628385099,0.053898484095520269,0.087351405006080851,0.11111457353673493,0.23989774272097664,0.036354371389069759
wands,minilm,raw_hybrid,C2s5,source C0,100,308,21299,156,27,0.087662337662337664,0.17307692307692307,2026091701,10000,95% unadjusted paired query-cluster percentile,0.024449356298350395,0.01813153370129018,0.033110596000733655,0.022981532722480179,0.018465203115453445,0.02823373460654292,0.047430889020830577,0.038814056657185791,0.057459340175795098,0.0014678235758702118,-0.0064458858035992654,0.011010776473602327,-0.0017000867215309133,-0.0042581731914191085,0.0008905002439354876,0,0.0053542912271224152,0.012496258305537231,0.022356133775243564,0.038990587299382373,0.045616698778193687,0.10144401107220136,0.017195023651947687
wands,bge_base,raw_hybrid,C1,source C0,20,308,21299,171,74,0.24025974025974026,0.43274853801169588,2026091701,10000,95% unadjusted paired query-cluster percentile,0.019149626633971233,0.014071010214041125,0.025366576358854507,0.021510052296134032,0.015006615218900343,0.030542609308075782,0.040659678930105261,0.031706942153118589,0.051438798148163163,-0.0023604256621628022,-0.012631155762521407,0.0064175282718873933,0.0011294564539497131,-0.0028491780576004552,0.0051022471034987658,0,0.0037253522761489521,0.022874672146672492,0.043589328439087416,0.067679061972626409,0.08531207482507841,0.15466802183517186,0.029266747333266532
wands,bge_base,raw_hybrid,C1,source C0,100,308,21299,134,24,0.07792207792207792,0.17910447761194029,2026091701,10000,95% unadjusted paired query-cluster percentile,0.013604564842603549,0.010320921694130706,0.017646958149796044,0.018982376399059267,0.012585242133548414,0.0278103858701702,0.032586941241662809,0.024689536471546567,0.042321608106028752,-0.0053778115564557163,-0.014621239469111614,0.0017619726339646901,-0.00044889915129417678,-0.0024068653612364446,0.0015312170998798944,0,0.0041647830188271118,0.010360533597326721,0.022238576669793259,0.033150267350082509,0.043010157877197357,0.10491075302074709,0.014787874361177426
wands,bge_base,raw_hybrid,C2s1,source C0,20,308,21299,161,66,0.21428571428571427,0.40993788819875776,2026091701,10000,95% unadjusted paired query-cluster percentile,0.014541752063329584,0.010584603634043626,0.019434983298335175,0.014015526141003804,0.011517377838605791,0.016613181822454758,0.028557278204333385,0.023428510917426273,0.034215245731581682,0.00052622592232578059,-0.0037975663683973778,0.0057765482793658502,-0.0011687800302252289,-0.0044948086050265812,0.0021224566463015565,0,0.0030373886033044917,0.020649682991047968,0.033144237870546656,0.064618322900914849,0.069782685515415721,0.15100910224002245,0.024729115935231513
wands,bge_base,raw_hybrid,C2s1,source C0,100,308,21299,131,36,0.11688311688311688,0.27480916030534353,2026091701,10000,95% unadjusted paired query-cluster percentile,0.015892866313109693,0.010096637443447765,0.024373505380652822,0.017570532539361791,0.01199263629232155,0.025719837310054686,0.033463398852471488,0.024335117847750928,0.044823708494489509,-0.0016776662262520975,-0.011853259293648851,0.0085095407454431702,-0.00085220191534945327,-0.0024603273663948164,0.00069398881212326261,2.2204460492503131e-16,0.004343953713565496,0.0077980278404917724,0.018246313186422114,0.026977691360234313,0.031580190296305322,0.046953081706840538,0.011988037543067865
wands,bge_base,raw_hybrid,C2s2,source C0,20,308,21299,167,76,0.24675324675324675,0.45508982035928142,2026091701,10000,95% unadjusted paired query-cluster percentile,0.016823873543078554,0.012696667343851616,0.021863950956621903,0.014974262508859713,0.011624116040927127,0.019205724198973404,0.031798136051938264,0.025795159864136392,0.038594627161494713,0.0018496110342188427,-0.0037576944145785436,0.0076591454297160822,0.00085586168138237747,-0.0026409243771187457,0.0043407674593810815,0,0.001289840352103,0.020256225628407565,0.035501594308496476,0.050844334625996121,0.077693159150715382,0.12093518749916327,0.023403671714338003
wands,bge_base,raw_hybrid,C2s2,source C0,100,308,21299,127,37,0.12012987012987013,0.29133858267716534,2026091701,10000,95% unadjusted paired query-cluster percentile,0.01404985562174753,0.010354369549484134,0.01849466465914994,0.015560008010225352,0.010310887102604501,0.023728916899068607,0.02960986363197288,0.022109816914737065,0.03904946251016924,-0.0015101523884778227,-0.0099178381574451073,0.004833098272063953,-0.00025068448532802455,-0.001810467837389482,0.0013153429283524907,4.4408920985006262e-16,0.0054229036560665689,0.0085591437298951911,0.016381187028337268,0.025944965683444298,0.030714623861252257,0.066629362819515481,0.012334554354948226
wands,bge_base,raw_hybrid,C2s3,source C0,20,308,21299,155,73,0.23701298701298701,0.47096774193548385,2026091701,10000,95% unadjusted paired query-cluster percentile,0.014616722192316004,0.011560977871262689,0.018054915342416912,0.015431718301696613,0.011359579167012695,0.020566735867964064,0.030048440494012615,0.023951970694365689,0.037075614083923812,-0.00081499610938060702,-0.0057644702677815502,0.0035218843599634756,0.0011295761729687747,-0.0023945067886894222,0.0047471153805245881,0,0.0017213440557972137,0.022291660923142498,0.040875810667221513,0.075873946576539342,0.085475288596749174,0.1211572531806438,0.027202278626631833
wands,bge_base,raw_hybrid,C2s3,source C0,100,308,21299,130,30,0.097402597402597407,0.23076923076923078,2026091701,10000,95% unadjusted paired query-cluster percentile,0.011883017958842852,0.0090062468270320981,0.015263329875520823,0.018524350049098751,0.012343253494876654,0.027271067177146995,0.03040736800794161,0.022794161908842623,0.040297161913475418,-0.0066413320902559015,-0.015270629758714769,-0.00029767336079313499,-0.0015549783787963101,-0.0032032106365508044,7.2753410990835521e-05,3.3306690738754696e-16,0.0046461879110308718,0.0084652984710804069,0.016713056343444582,0.026183868231560825,0.034365285157662982,0.072235781471043925,0.012381784526359928
wands,bge_base,raw_hybrid,C2s4,source C0,20,308,21299,160,79,0.2564935064935065,0.49375000000000002,2026091701,10000,95% unadjusted paired query-cluster percentile,0.01548852204747918,0.011550691725076178,0.02036653748095436,0.01705804268270977,0.012733199679790273,0.022295922297310953,0.032546564730188951,0.025293494886766178,0.041134758523669698,-0.0015695206352305871,-0.0065741244437654972,0.0029993353454427791,0.00025743302653781047,-0.0030057625000934883,0.0034305536860740485,0,0.00053255641796916275,0.01816584369476662,0.032864970567577034,0.055335260268019132,0.079581291610387281,0.14039490017854717,0.022533739486201493
wands,bge_base,raw_hybrid,C2s4,source C0,100,308,21299,136,35,0.11363636363636363,0.25735294117647056,2026091701,10000,95% unadjusted paired query-cluster percentile,0.017034276063967513,0.01090777966074632,0.025595319012235464,0.017514241552870857,0.011241886662318741,0.026194839500707039,0.034548517616838373,0.024869599569813432,0.04651598793073447,-0.0004799654889033463,-0.01135822621501335,0.009994020545739897,-0.00080999977584297639,-0.0023751533597209887,0.00073575563176873058,0,0.0035670258426982182,0.0076981668790730984,0.016606520810189845,0.026839263690914661,0.036740642666361845,0.054478936370849773,0.012185684387502159
wands,bge_base,raw_hybrid,C2s5,source C0,20,308,21299,161,81,0.26298701298701299,0.50310559006211175,2026091701,10000,95% unadjusted paired query-cluster percentile,0.016317452061701519,0.011627536892159602,0.02227434703695267,0.013744463319937075,0.011225778884697633,0.016479228516981512,0.030061915381638597,0.024022695215968025,0.037043953593450363,0.0025729887417644441,-0.0021971697830157292,0.0087706483100747738,-0.00059312551905522492,-0.0039052881436183284,0.0026562630897027347,0,0.00097055290647163339,0.021314601956216817,0.035743917942113845,0.055500389388189186,0.069724205755540072,0.13288803399630422,0.023456569611939218
wands,bge_base,raw_hybrid,C2s5,source C0,100,308,21299,138,35,0.11363636363636363,0.25362318840579712,2026091701,10000,95% unadjusted paired query-cluster percentile,0.012140773774613669,0.0094192086417773293,0.015436473808499589,0.016843604987103817,0.011117430737089169,0.025046728221570752,0.028984378761717486,0.02215174843570273,0.037730972449492771,-0.0047028312124901481,-0.013374312366481919,0.0017053014468893363,-0.00032644877841815298,-0.0018796475837492518,0.001231664529667048,0,0.0036412914342698194,0.0089082678654944791,0.017244928154197287,0.029242356123074974,0.040626642676632616,0.059671304158533056,0.012587758725783818
esci,minilm,raw,C1,source C0,20,499,4434,92,14,0.028056112224448898,0.15217391304347827,2026091701,10000,95% unadjusted paired query-cluster percentile,0.011889207167405947,0.0071421502333326075,0.01786293896080255,0.014945040956515972,0.010458627960846253,0.020204966574633887,0.026834248123921916,0.020058105386301456,0.034597250103884217,-0.0030558337891100247,-0.010344234257884189,0.0045734827352576311,-0.0026850611222228732,-0.0065428119616435937,0.0011664666117896254,0.00029824707699011022,0.03525131209450022,0.047540772577163132,0.078566340241350119,0.10756232083044395,0.13328183392433518,0.27524301713245269,0.059817834308662159
esci,minilm,raw,C1,source C0,100,499,4434,30,2,0.0040080160320641279,0.066666666666666666,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0063538860382547756,0.0025776361942444113,0.011653317318397471,0.0040206787200775182,0.0016634826429415606,0.0069480215008772116,0.010374564758332294,0.0056416450116349914,0.016364443630851443,0.0023332073181772583,-0.0024797427577988706,0.0081159067218686456,-0.00074259625941754863,-0.0035601358379984344,0.0020629145203999405,0.0068813391105533306,0.021940686746170987,0.032265647946552414,0.046698188849221778,0.073521471967184476,0.087089761146130887,0.11200914614025359,0.039216968670948101
esci,minilm,raw,C2s1,source C0,20,499,4434,73,14,0.028056112224448898,0.19178082191780821,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0083112450829785998,0.0046582528307188469,0.013679229609033096,0.010332286064349229,0.0070666334372223912,0.01407804844735973,0.018643531147327832,0.013290263110874027,0.025036967430318812,-0.0020210409813706288,-0.0072345885881015337,0.0042039422745872388,-0.0016438070614554711,-0.0045458410947469665,0.0013670222756108259,0.00023918268830591671,0.025304153331772106,0.040960864485878407,0.051745412797816748,0.093836609828641601,0.13203815108194106,0.28342929092408597,0.047083597802555548
esci,minilm,raw,C2s1,source C0,100,499,4434,20,2,0.0040080160320641279,0.10000000000000001,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0043756427273461337,0.00093520123830745079,0.0094503744835658654,0.0029184743112598823,0.001098148678308999,0.0051723868983388011,0.0072941170386060152,0.00319208117366935,0.01272120977719675,0.001457168416086252,-0.0028435408946430991,0.0068212578169992979,-0.00072710267186366516,-0.0029461955448431255,0.0016217292228120472,0.0077841335843299442,0.019177877159556933,0.033744387197439413,0.04709454045405756,0.070553011338283678,0.088040766301318574,0.10201275766898393,0.037206771376349812
esci,minilm,raw,C2s2,source C0,20,499,4434,68,10,0.02004008016032064,0.14705882352941177,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0064272827139076885,0.0037306238837426214,0.0097789151815847429,0.012409832338324961,0.0076720700705292487,0.01844496177505171,0.018837115052232647,0.013170531183732643,0.025672995557493621,-0.0059825496244172707,-0.012524597830305326,-0.00010685927827867671,-0.0018249734080296501,-0.0047069162335311911,0.00099482099661094459,0,0.033644704343609305,0.04567718638983187,0.070862292167965024,0.096903522288368335,0.1297563156336661,0.1675532699731368,0.053756505525678948
esci,minilm,raw,C2s2,source C0,100,499,4434,16,2,0.0040080160320641279,0.125,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0045754512688380424,0.00087746922416261108,0.0097653181821518494,0.0021168711048470566,0.00064008970321595567,0.0040558681465495076,0.006692322373685099,0.0025546973067013144,0.01211552684122824,0.0024585801639909859,-0.0016926572926071921,0.0079127485740712201,0.00024837158726195467,-0.0019141054875109354,0.0024473578553559543,0.0035892624140928531,0.024410830925378962,0.031315261905406316,0.050499385421399368,0.12201833380932149,0.15553593289775167,0.21487340656430864,0.05167260381279408
esci,minilm,raw,C2s3,source C0,20,499,4434,60,8,0.016032064128256512,0.13333333333333333,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0061370568241210025,0.003699793262684358,0.0092202772325702138,0.010178205452978869,0.0059020886702316816,0.015809166396803749,0.016315262277099871,0.011064995396412401,0.022755002143497842,-0.0040411486288578673,-0.010092341321896627,0.0011701360190478937,-0.00225106403669843,-0.0049691844963011909,0.00044611968512047904,0.00060087963470095707,0.031455381931423387,0.04449879242762983,0.060924500706476169,0.08752035694618894,0.11905884906087252,0.15607039181303944,0.049861757125532216
esci,minilm,raw,C2s3,source C0,100,499,4434,19,2,0.0040080160320641279,0.10526315789473684,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0034245842111573577,0.00072764576772592804,0.0079902631881589789,0.0031339846971109491,0.001007491172821834,0.005817446859531024,0.0065585689082683068,0.0026741249593203492,0.011946207739043405,0.00029059951404640782,-0.0038815145553622509,0.0054610793626324681,-0.0012763318053813542,-0.0034447394329646273,0.00091872653749083442,0.0075939039871308345,0.022196038984355876,0.03469815721164915,0.052977187016602256,0.070492624145243168,0.10402082296672557,0.13443712102416744,0.041974009420430697
esci,minilm,raw,C2s4,source C0,20,499,4434,80,7,0.014028056112224449,0.087499999999999994,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0089187112860884231,0.0055989059622144049,0.012970840384387445,0.013605503183162559,0.0088181018617131714,0.019613066868588304,0.022524214469250979,0.016523567128561272,0.029585407107730201,-0.0046867918970741364,-0.011532895734466584,0.001744227413522263,-0.0023910673841740114,-0.0057060548149301471,0.00089849826036721093,0.0012054174365455084,0.034312822407261967,0.045961477819479346,0.06824248961877051,0.10576889814750635,0.12493001458910176,0.20996399185749257,0.056542537095669053
esci,minilm,raw,C2s4,source C0,100,499,4434,19,1,0.002004008016032064,0.052631578947368418,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0032373771852729771,0.00057734516652352321,0.0077736141613897114,0.0032334510290422114,0.0011021646467538251,0.0059595778859305925,0.0064708282143151876,0.0026002954960870788,0.011787937902667361,3.926156230765587e-06,-0.0041821805449059959,0.0052462578614883223,-0.00098367022167510846,-0.0035436702980708125,0.0015426010384869699,0.0054778611976818992,0.017909923713041676,0.026033648872975549,0.040805061036087317,0.057490243470338015,0.067897367594033003,0.13604791852419423,0.03426358455835643
esci,minilm,raw,C2s5,source C0,20,499,4434,74,13,0.026052104208416832,0.17567567567567569,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0072514522495068286,0.0042917487899336911,0.010918778060331591,0.013771497008788021,0.008926803486116075,0.019924354464117933,0.02102294925829485,0.015132933052079838,0.028143181265929677,-0.0065200447592811909,-0.013166146913669187,-0.00061480082912825215,-0.0013017873167110461,-0.0043192582907966388,0.001624953639688924,0.00045293748180608162,0.029691400621369518,0.046195420721808711,0.063175577032719921,0.083521028445586065,0.12344432651409654,0.17278045076213328,0.048345573297733181
esci,minilm,raw,C2s5,source C0,100,499,4434,17,2,0.0040080160320641279,0.11764705882352941,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0012008143270668321,0.00041511594617807038,0.0021360180678817952,0.0037568583535517405,0.0013445817500802471,0.0068869930818828608,0.0049576726806185734,0.002283189966995077,0.0082579272903671695,-0.0025560440264849084,-0.0057496890124645629,-0.00012491252345961777,-7.3517382096094247e-05,-0.002263898362640627,0.0021846307678616908,0.0017707686794294908,0.017616549657556546,0.030192191942438495,0.045269390044461455,0.061168025451535185,0.084669472531798573,0.091885161222961087,0.032642848258015646
esci,bge_base,raw,C1,source C0,20,499,4434,78,16,0.032064128256513023,0.20512820512820512,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0076943403760225933,0.0054008025234969677,0.010138431464147092,0.012775348991615858,0.0084340593540407158,0.017759932111249998,0.020469689367638454,0.015193593814340696,0.026223661776219605,-0.0050810086155932653,-0.010415397513137883,-0.00039546961872359663,-0.0020866498502661933,-0.0065912082659837683,0.0020248055165092236,2.2204460492503131e-16,0.028614809272678163,0.046890475048887437,0.06422576000154423,0.11010600932150626,0.12707267812261588,0.46883651696311035,0.057022970321539981
esci,bge_base,raw,C1,source C0,100,499,4434,25,1,0.002004008016032064,0.040000000000000001,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0032860152321901909,0.0018207932195281895,0.0049474352044710139,0.0017656344434901548,0.00059841906034290807,0.0032237192639246745,0.0050516496756803459,0.0029952400409074629,0.0073652815957942512,0.0015203807887000358,-0.00043861977932564748,0.003399842646256669,0.0001084148643035498,-0.003527860364986,0.003602098706048479,0.0034122821273381287,0.02480632440414321,0.033763144626037356,0.04307964793438912,0.065153142749879822,0.073254461232618875,0.1349017771068573,0.038431378687535142
esci,bge_base,raw,C2s1,source C0,20,499,4434,55,12,0.024048096192384769,0.21818181818181817,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0044653886553202423,0.0028275993480972404,0.0062840774450092212,0.0078894629470890008,0.004831861308999927,0.011606769719665412,0.012354851602409246,0.0086835210332110412,0.0165311191675096,-0.0034240742917687598,-0.0074266978123380166,3.6989653146519008e-05,-0.00047269215814944382,-0.0034339594847835127,0.0023312602703341387,0.0022425472834962656,0.025935624250200823,0.040081320083545258,0.053294170767060722,0.081782455759179862,0.11489515936665237,0.33371830810302666,0.048421982935029528
esci,bge_base,raw,C2s1,source C0,100,499,4434,17,3,0.0060120240480961923,0.17647058823529413,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0015826066051516953,0.00062971868645716339,0.0027137677369390789,0.0017086523474299025,0.00063428138327937926,0.0030581179147060908,0.0032912589525815978,0.0016886451474377327,0.0052213760549181384,-0.00012604574227820725,-0.0015964568024938765,0.0012603350779703483,0.00086888157699546037,-0.0015023355927832847,0.0031651345289244082,0.00093280010734864138,0.011211049592151134,0.024596207468034592,0.03514514667915547,0.062773551999949814,0.077819857097084319,0.11422896032597268,0.030012807404572024
esci,bge_base,raw,C2s2,source C0,20,499,4434,67,14,0.028056112224448898,0.20895522388059701,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0056893619977093106,0.0037012127942637474,0.007893315943566721,0.0087105806689199167,0.0056118023518665315,0.012399752219400413,0.014399942666629226,0.010572018185075463,0.018648661081117335,-0.0030212186712106049,-0.0072082886733879897,0.00078394837076383621,0.00018606247628760419,-0.0034225490602209719,0.0037416264610723175,0,0.027856363492829245,0.044364605978561178,0.063226513574958843,0.089082886716232268,0.11301903576135887,0.25103197586519749,0.051730636039175028
esci,bge_base,raw,C2s2,source C0,100,499,4434,17,0,0,0,2026091701,10000,95% unadjusted paired query-cluster percentile,0.001486856496876537,0.00056064509972325604,0.0026153635109045924,0.001488475150931643,0.0005000844179200893,0.0027642719971786001,0.0029753316478081798,0.0015102780226283813,0.0047316255679857883,-1.6186540551058522e-06,-0.0014848002186494962,0.0014202027214895053,0.0011911277038115936,-0.0020008009280186295,0.0043068956460949395,0.0091386834498606295,0.019817039977401363,0.025806767232936068,0.031463393572545351,0.040399553415356504,0.064680760319751424,0.1508380516281283,0.032901696913811784
esci,bge_base,raw,C2s3,source C0,20,499,4434,63,16,0.032064128256513023,0.25396825396825395,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0067231781403679696,0.0045332589399688988,0.009165365977333197,0.0067882648196576139,0.0043721144920819202,0.0096166529987401963,0.013511442960025585,0.0099131192512360213,0.017484165960336469,-6.5086679289644343e-05,-0.0033799583890574691,0.003098795949404961,0.00074145715495963762,-0.0024181994431257815,0.00362365892849096,0.00016995331281421944,0.026770772329588521,0.042587671013714301,0.06158404363647324,0.077335849361665807,0.086355746491600022,0.17901131599098064,0.04547330575070592
esci,bge_base,raw,C2s3,source C0,100,499,4434,20,1,0.002004008016032064,0.050000000000000003,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0027300692854626812,0.0014313923408743481,0.0042384787325620071,0.00077794477844578031,0.00018787575150300601,0.0015433794175652889,0.0035080140639084613,0.0019903380113201934,0.0052441991138405704,0.0019521245070169004,0.00049517686165982764,0.0035016961512343565,0.0012677007321410646,-0.0015787940800686617,0.0038571426708004231,0.0038065038979696597,0.025656148379850224,0.032166814012277944,0.038092512808692788,0.063239434961307517,0.065428349638168681,0.10100878603398061,0.034707137418402555
esci,bge_base,raw,C2s4,source C0,20,499,4434,66,12,0.024048096192384769,0.18181818181818182,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0062215508064512245,0.0029752437848119613,0.011175545425585688,0.0086588158303963561,0.0058273854554743206,0.011998588354150354,0.014880366636847581,0.010209512403378161,0.020788099128657197,-0.0024372650239451316,-0.0072753775623039052,0.0033334121042661018,-0.00095305328469514684,-0.0045378819318247646,0.0024780963422682913,0,0.026969061811180139,0.040516005063574723,0.054653211279746317,0.068207991099715787,0.082817963367203637,0.20362904595418174,0.043548586474956789
esci,bge_base,raw,C2s4,source C0,100,499,4434,20,0,0,0,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0019131535136370894,0.00080375061324732401,0.0032927752545248395,0.001845500117043203,0.00069384801348729207,0.0032771304207927445,0.003758653630680293,0.0020313068464126015,0.0057783467789757539,6.7653396593886228e-05,-0.0017128300237997899,0.0017681516592790228,0.00072471515185091543,-0.0025278764916601372,0.0038117026612043848,0.0087804285562472217,0.025147466110198663,0.03258413858544032,0.059457483456495611,0.065705767136745016,0.082671119541490493,0.16000485104633999,0.04338482971399743
esci,bge_base,raw,C2s5,source C0,20,499,4434,62,12,0.024048096192384769,0.19354838709677419,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0051805259946089161,0.0033529214334102647,0.0072240452772612453,0.010356429306033692,0.0059538053632162231,0.016196553824806014,0.01553695530064261,0.010518408210588437,0.021691734058086231,-0.0051759033114247757,-0.011178131150393251,-0.00046185302397804738,-0.0020339647909543542,-0.0050943715324828966,0.00090971310637978588,0,0.02321822657254588,0.044014983090442106,0.059564955076106291,0.069908049352243096,0.11959380767652318,0.25737661476141172,0.048114126842789567
esci,bge_base,raw,C2s5,source C0,100,499,4434,21,2,0.0040080160320641279,0.095238095238095233,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0023079008048088085,0.001140000118362306,0.0036250538483400948,0.001257750543822688,0.00036382288386296402,0.0024304947654772303,0.0035656513486314965,0.0020186551851856145,0.0053238511838277153,0.0010501502609861202,-0.00055684138342876929,0.0026127677956449915,0.00019434363179986311,-0.0023550830143257147,0.0026556221509667749,0.0047533104239134705,0.021942781067541883,0.029138566871554219,0.032467957789525881,0.049990550048475163,0.07237200339024441,0.1090704955025687,0.032827275597850494
esci,gte_modernbert,raw,C1,source C0,20,499,4434,123,21,0.042084168336673347,0.17073170731707318,2026091701,10000,95% unadjusted paired query-cluster percentile,0.015817450034732953,0.011530282419956406,0.020555006673604159,0.026370967768163375,0.019090966621223737,0.034395718665125571,0.042188417802896325,0.033251204186415695,0.051681825868958441,-0.010553517733430424,-0.019495604877095087,-0.0021202585827273706,-0.0027261023023798779,-0.0074306626290838243,0.0018926405634954843,0.0015480454477857508,0.02966604599374012,0.048225202322097871,0.076920389911513787,0.12294665141535975,0.1451650818115387,0.18930009875730294,0.058684711675958241
esci,gte_modernbert,raw,C1,source C0,100,499,4434,49,4,0.0080160320641282558,0.081632653061224483,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0042642308574630883,0.0023269048980798564,0.0065663314241047495,0.01156577673352642,0.0062038402031976128,0.018648993551740982,0.015830007590989507,0.010032375131847533,0.023067392330191387,-0.0073015458760633317,-0.014654967254162356,-0.0015375839626149458,-0.0018290306235270364,-0.0055331466075029534,0.0020182659738526509,0.0014975543311612771,0.020458088901480598,0.038537365770326848,0.058497292762824893,0.10137515515955811,0.12503453570976747,0.14377657263241372,0.045333751408458675
esci,gte_modernbert,raw,C2s1,source C0,20,499,4434,96,19,0.038076152304609222,0.19791666666666666,2026091701,10000,95% unadjusted paired query-cluster percentile,0.01023159463563731,0.0072455475463081157,0.013700306507908436,0.014390798910152144,0.0096895502356761729,0.020248676347531341,0.024622393545789455,0.0186093929595775,0.031325193578941424,-0.0041592042745148359,-0.010586947630851688,0.0014921932434509349,0.00091720153990253357,-0.0023576919387315954,0.0042754357879117872,0.00043696538005677521,0.021617607022348599,0.045586127110844393,0.064041842580853478,0.097144315737855133,0.11441920356359514,0.16281489427008555,0.047802019691747542
esci,gte_modernbert,raw,C2s1,source C0,100,499,4434,35,3,0.0060120240480961923,0.085714285714285715,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0023242612769492615,0.0010301989259905093,0.0038305122977184492,0.0076970298788076215,0.0036977884072710164,0.013302115708402814,0.010021291155756883,0.00576834539386001,0.01589260374138339,-0.00537276860185836,-0.011055695906713729,-0.0011549900522253148,0.00064147985086881088,-0.0020451033627962509,0.0034675074287529605,0.0022990123329739154,0.017439186137405194,0.035071335707582613,0.059982430351854771,0.07766806668705846,0.090972454690285157,0.13617250115897156,0.039977564957382243
esci,gte_modernbert,raw,C2s2,source C0,20,499,4434,102,17,0.03406813627254509,0.16666666666666666,2026091701,10000,95% unadjusted paired query-cluster percentile,0.014768599605637424,0.0099190392159322349,0.020852166617204963,0.020062822415239965,0.013566727453811701,0.027751125267765381,0.034831422020877391,0.02615770217241201,0.044781597969743125,-0.005294222809602539,-0.014262328437874181,0.0032819622670541594,-0.00050019397041447416,-0.0041353046374499863,0.0031527164910354595,0.00014860411278694308,0.027039457735303932,0.045608343542241192,0.073645313568296317,0.10382955561266165,0.11607608857660143,0.24720429309725714,0.054413532599965314
esci,gte_modernbert,raw,C2s2,source C0,100,499,4434,38,3,0.0060120240480961923,0.078947368421052627,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0021986557333567142,0.0010376867040852906,0.0035928646080858389,0.0069706848709648363,0.0035164851381344719,0.012092932828473554,0.0091693406043215509,0.0053106749513514712,0.01451508331150338,-0.0047720291376081216,-0.0099041061798914466,-0.0010984750919081823,-4.8252086094247371e-05,-0.0027769417092036778,0.0028052383666376459,0.00015186344544759756,0.017903910934142592,0.030071335883485095,0.048673302205361771,0.068427129831973299,0.077439754715493192,0.10505894567898927,0.035468764608182109
esci,gte_modernbert,raw,C2s3,source C0,20,499,4434,92,19,0.038076152304609222,0.20652173913043478,2026091701,10000,95% unadjusted paired query-cluster percentile,0.01068245147257193,0.0064612327745262252,0.016202892286819665,0.016275626353139248,0.01096329744894484,0.022441014568547722,0.026958077825711184,0.019854635067679059,0.035065167429963365,-0.0055931748805673224,-0.013210862785956281,0.001910304873780363,-0.0015202983877986584,-0.0045919412675554678,0.0014656920500935844,5.0168347434209615e-05,0.026547297941214305,0.038848655255309894,0.063175710077698247,0.098301093053595009,0.11522849591207208,0.1803909063411315,0.047470120801491482
esci,gte_modernbert,raw,C2s3,source C0,100,499,4434,35,3,0.0060120240480961923,0.085714285714285715,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0045017301377848562,0.0014845030114699889,0.0094140571908607976,0.0067531090729021125,0.0031150387763726334,0.011930149484824048,0.011254839210686969,0.0060883374699562069,0.018085356507209806,-0.0022513789351172563,-0.0085068761250648682,0.0038862161450849029,-0.00083139778544665227,-0.0032778486778122129,0.0015616881328929036,0.0069126760413584787,0.020146352065131767,0.031746203931840244,0.0525687944479728,0.10440860900536131,0.1262510422479077,0.13436964771802773,0.044272901793947411
