dataset,model,support,family,K,profile,metric,estimate,ci_low,ci_high,queries,pairs,weighting,bootstrap_seed,bootstrap_resamples,interval
esci,bge_base,full,exhaustive_target,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.90803092500708982,0.88858195279856667,0.92681763934578132,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,exhaustive_target,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.0070158218453951803,0.0045519319514119756,0.0098567679444220846,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,exhaustive_target,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.084953253147515062,0.066623175467333401,0.10403129035571929,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.72608285143580342,0.69628479099938445,0.75351566971106754,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.025469067898723698,0.018677982966554117,0.033074295336581863,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.24844808066547294,0.22211208314240818,0.27739664387343038,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.9019334332639255,0.88138594827065297,0.92104639860831217,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.007959753223720006,0.0049576164528777229,0.011368687967823806,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.090106813512354542,0.071559550949091097,0.11011614091041635,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,exhaustive_target,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.72334247933067719,0.69354575984929301,0.75079160123230604,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,exhaustive_target,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.033511435156058214,0.025195669762054021,0.04288173413673313,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,exhaustive_target,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.24314608551326464,0.21679467799883312,0.27155550060536859,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,exhaustive_target,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.90155950163999377,0.88097770913401974,0.9206673914551603,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,exhaustive_target,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.0090463004424393562,0.0058216499341661124,0.01265483723866489,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,exhaustive_target,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.089394197917566823,0.070974687363932892,0.10926380674714127,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
