dataset,model,method,schedule,K,comparator,metric,estimate,ci_low,ci_high,queries,pairs,weighting,bootstrap_seed,bootstrap_resamples,interval
wands,minilm,BM25,fixed,20,raw:seven_mean,nDCG,0.022456792782627823,0.00061656773531013715,0.043970375919571793,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,20,raw:seven_mean,persistent_inclusion,0.13769595803532145,0.1076864079690048,0.16811383599564644,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,20,raw:seven_mean,VI,-0.19579381789518388,-0.21999178648479367,-0.17316557439173746,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,20,raw:seven_mean,persistent_omission,0.058097859859862454,0.03038739020030775,0.085533559423633027,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,100,raw:C0,Recall,0.053491943286649808,0.027179685783666144,0.080069518887328647,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,100,raw:C0,nDCG,0.019949712506469368,0.0012650934798898179,0.038657834065070444,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,100,raw:C0,persistent_inclusion,0.18081437178373297,0.1503175872024359,0.21150879349884388,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,100,raw:C0,VI,-0.21893847451519538,-0.24158230020255253,-0.19698776180692912,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,100,raw:C0,persistent_omission,0.038124102731462453,0.010434161538004973,0.06588531219680524,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,100,raw:seven_mean,Recall,0.066196283388543886,0.039960382058230687,0.092557884363651838,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,100,raw:seven_mean,nDCG,0.027406828440681753,0.0085382123234643247,0.046326890626548628,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,100,raw:seven_mean,persistent_inclusion,0.18081437178373297,0.1503175872024359,0.21150879349884388,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,100,raw:seven_mean,VI,-0.21893847451519538,-0.24158230020255253,-0.19698776180692912,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,BM25,fixed,100,raw:seven_mean,persistent_omission,0.038124102731462453,0.010434161538004973,0.06588531219680524,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,20,raw:C0,Recall,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,20,raw:C0,nDCG,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,20,raw:C0,persistent_inclusion,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,20,raw:C0,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,20,raw:C0,persistent_omission,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,20,raw:seven_mean,Recall,0.00066605366359887312,-0.0028003243207709665,0.0043089514817259344,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,20,raw:seven_mean,nDCG,-2.6982254040908691e-05,-0.0030803085610348292,0.003009567586044279,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,20,raw:seven_mean,persistent_inclusion,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,20,raw:seven_mean,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,20,raw:seven_mean,persistent_omission,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,20,raw:C0,Recall,-0.00066605366359887312,-0.0043089514817259353,0.0028003243207709665,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,20,raw:C0,nDCG,2.6982254040908691e-05,-0.0030095675860442798,0.0030803085610348292,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,20,raw:C0,persistent_inclusion,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,20,raw:C0,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,20,raw:C0,persistent_omission,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,20,raw:seven_mean,Recall,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,20,raw:seven_mean,nDCG,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,20,raw:seven_mean,persistent_inclusion,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,20,raw:seven_mean,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,20,raw:seven_mean,persistent_omission,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,100,raw:C0,Recall,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,100,raw:C0,nDCG,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,100,raw:C0,persistent_inclusion,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,100,raw:C0,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,100,raw:C0,persistent_omission,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,100,raw:seven_mean,Recall,-0.00449336239654443,-0.013934971906985217,0.0032745601800547837,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,100,raw:seven_mean,nDCG,0.0014161029630594582,-0.0004249452612875435,0.0032704178603592429,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,100,raw:seven_mean,persistent_inclusion,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,100,raw:seven_mean,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,C0,100,raw:seven_mean,persistent_omission,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,100,raw:C0,Recall,0.00449336239654443,-0.003274560180054785,0.013934971906985213,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,100,raw:C0,nDCG,-0.0014161029630594582,-0.0032704178603592433,0.00042494526128754204,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,100,raw:C0,persistent_inclusion,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,100,raw:C0,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,100,raw:C0,persistent_omission,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,100,raw:seven_mean,Recall,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,100,raw:seven_mean,nDCG,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,100,raw:seven_mean,persistent_inclusion,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,100,raw:seven_mean,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw,seven_mean,100,raw:seven_mean,persistent_omission,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,20,raw:C0,Recall,0.019662799587071025,0.0076914268179868019,0.032561717928614717,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,20,raw:C0,nDCG,0.024390941628732836,0.013285144859944241,0.035609365013327496,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,20,raw:C0,persistent_inclusion,0.0382455967258939,0.023041808583038757,0.054516982812384318,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,20,raw:C0,VI,-0.044093168501562564,-0.060983648109060477,-0.028500932903622725,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,20,raw:C0,persistent_omission,0.0058475717756686727,-0.0077958495716473342,0.018861152903407223,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,20,raw:seven_mean,Recall,0.020328853250669895,0.0085005440091064349,0.032852370832837777,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,20,raw:seven_mean,nDCG,0.024363959374691928,0.013107212716927736,0.035782658848202753,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,20,raw:seven_mean,persistent_inclusion,0.0382455967258939,0.023041808583038757,0.054516982812384318,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,20,raw:seven_mean,VI,-0.044093168501562564,-0.060983648109060477,-0.028500932903622725,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,20,raw:seven_mean,persistent_omission,0.0058475717756686727,-0.0077958495716473342,0.018861152903407223,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,20,raw:C0,Recall,0.019691925771576035,0.0075954732846521796,0.032832487218516358,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,20,raw:C0,nDCG,0.024621001883812586,0.013660234396438046,0.035658818705445176,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,20,raw:C0,persistent_inclusion,0.0382455967258939,0.023041808583038757,0.054516982812384318,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,20,raw:C0,VI,-0.044093168501562564,-0.060983648109060477,-0.028500932903622725,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,20,raw:C0,persistent_omission,0.0058475717756686727,-0.0077958495716473342,0.018861152903407223,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,20,raw:seven_mean,Recall,0.020357979435174908,0.0084549216541227774,0.033237697550331971,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,20,raw:seven_mean,nDCG,0.024594019629771677,0.013570294803956244,0.035803040426053527,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,20,raw:seven_mean,persistent_inclusion,0.0382455967258939,0.023041808583038757,0.054516982812384318,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,20,raw:seven_mean,VI,-0.044093168501562564,-0.060983648109060477,-0.028500932903622725,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,20,raw:seven_mean,persistent_omission,0.0058475717756686727,-0.0077958495716473342,0.018861152903407223,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,100,raw:C0,Recall,0.04893038272342095,0.032781774529551735,0.066506802866361805,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,100,raw:C0,nDCG,0.02798479303134907,0.01871358995815443,0.037624381170474994,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,100,raw:C0,persistent_inclusion,0.070808330934605757,0.052384899666549224,0.090770482764516242,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,100,raw:C0,VI,-0.052582680306598566,-0.070493232583090953,-0.035570971089347064,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,100,raw:C0,persistent_omission,-0.01822565062800718,-0.034964972072326982,-0.0018943527584398519,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,100,raw:seven_mean,Recall,0.04443702032687652,0.027363636104858216,0.062471702335900298,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,100,raw:seven_mean,nDCG,0.029400895994408531,0.019954119031056115,0.039324887434285298,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,100,raw:seven_mean,persistent_inclusion,0.070808330934605757,0.052384899666549224,0.090770482764516242,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,100,raw:seven_mean,VI,-0.052582680306598566,-0.070493232583090953,-0.035570971089347064,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,C0,100,raw:seven_mean,persistent_omission,-0.01822565062800718,-0.034964972072326982,-0.0018943527584398519,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,raw:C0,Recall,0.046017560014444514,0.030056297381792978,0.062969831641465704,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,raw:C0,nDCG,0.027378619819202057,0.018132693277943528,0.036973797055156229,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,raw:C0,persistent_inclusion,0.070808330934605757,0.052384899666549224,0.090770482764516242,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,raw:C0,VI,-0.052582680306598566,-0.070493232583090953,-0.035570971089347064,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,raw:C0,persistent_omission,-0.01822565062800718,-0.034964972072326982,-0.0018943527584398519,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,raw:seven_mean,Recall,0.041524197617900084,0.025514626734056266,0.058189375081550268,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,raw:seven_mean,nDCG,0.028794722782261507,0.019503403340319265,0.038531273726103689,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,raw:seven_mean,persistent_inclusion,0.070808330934605757,0.052384899666549224,0.090770482764516242,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,raw:seven_mean,VI,-0.052582680306598566,-0.070493232583090953,-0.035570971089347064,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,raw_hybrid,seven_mean,100,raw:seven_mean,persistent_omission,-0.01822565062800718,-0.034964972072326982,-0.0018943527584398519,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw:C0,Recall,0.015153599839766774,0.0038842093997608312,0.027134320897056523,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw:C0,nDCG,0.025435799702473505,0.014129103500766941,0.036938254413010102,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw:C0,persistent_inclusion,0.071476092387731824,0.055091951040529122,0.089520326387207999,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw:C0,VI,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw:C0,persistent_omission,0.047841981039234364,0.03286547499248077,0.062714103862917578,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw:seven_mean,Recall,0.015819653503365647,0.0043512660657816279,0.02799489203546858,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw:seven_mean,nDCG,0.025408817448432597,0.014064127803947279,0.037140331633988249,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw:seven_mean,persistent_inclusion,0.071476092387731824,0.055091951040529122,0.089520326387207999,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw:seven_mean,VI,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw:seven_mean,persistent_omission,0.047841981039234364,0.03286547499248077,0.062714103862917578,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,field_priority_type:fixed,Recall,0.011367546255282808,-0.00011844357807908263,0.02335416060214841,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,field_priority_type:fixed,nDCG,0.023211395891938397,0.011559665476731852,0.034943775666093059,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,field_priority_type:fixed,persistent_inclusion,0.011367546255282808,-0.00011844357807908263,0.02335416060214841,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,field_priority_type:fixed,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,field_priority_type:fixed,persistent_omission,-0.011367546255282806,-0.023354160602148424,0.00011844357807907921,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,BM25:fixed,Recall,0.029000944560187938,0.010251658606316457,0.048356307696236597,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,BM25:fixed,nDCG,0.071404391434813447,0.057232704404960172,0.08602291792635261,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,BM25:fixed,persistent_inclusion,0.029000944560187938,0.010251658606316457,0.048356307696236597,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,BM25:fixed,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,BM25:fixed,persistent_omission,-0.029000944560187942,-0.048356307696236597,-0.010251658606316461,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw_hybrid:seven_mean,Recall,-0.0045383259318092636,-0.011716806134902344,0.00035390979863954617,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw_hybrid:seven_mean,nDCG,0.0008147978186609199,-0.0018313280496323515,0.0035210737527846068,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw_hybrid:seven_mean,persistent_inclusion,0.033230495661837917,0.026149725144402364,0.041619056692832147,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw_hybrid:seven_mean,VI,-0.07522490492540361,-0.088346218755919595,-0.063142213951726894,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,20,raw_hybrid:seven_mean,persistent_omission,0.041994409263565693,0.033815394378158906,0.051861313688909706,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw:C0,Recall,0.046590324604259985,0.030695305095482277,0.063466401342442941,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw:C0,nDCG,0.028477108802989058,0.019032272040870626,0.03829088480538427,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw:C0,persistent_inclusion,0.10649678480275777,0.087749205624763252,0.12640644605190174,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw:C0,VI,-0.12304874805427349,-0.1429622483562622,-0.10489639004814211,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw:C0,persistent_omission,0.016551963251515721,-0.0014190143695417595,0.034408045273434225,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw:seven_mean,Recall,0.042096962207715555,0.026102308211179419,0.058624022610055247,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw:seven_mean,nDCG,0.029893211766048512,0.020446804524184712,0.039831817718767482,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw:seven_mean,persistent_inclusion,0.10649678480275777,0.087749205624763252,0.12640644605190174,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw:seven_mean,VI,-0.12304874805427349,-0.1429622483562622,-0.10489639004814211,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw:seven_mean,persistent_omission,0.016551963251515721,-0.0014190143695417595,0.034408045273434225,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,field_priority_type:fixed,Recall,0.042651603227415562,0.025801841604259489,0.060708592852124342,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,field_priority_type:fixed,nDCG,0.027731243526554258,0.018265908541330388,0.037619229579618184,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,field_priority_type:fixed,persistent_inclusion,0.042651603227415562,0.025801841604259489,0.060708592852124342,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,field_priority_type:fixed,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,field_priority_type:fixed,persistent_omission,-0.042651603227415562,-0.060708592852124342,-0.025801841604259492,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,BM25:fixed,Recall,0.045974305539975266,0.027705429742657727,0.064232447152439379,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,BM25:fixed,nDCG,0.066051110489817003,0.055919109083532106,0.076490020270248815,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,BM25:fixed,persistent_inclusion,0.045974305539975266,0.027705429742657727,0.064232447152439379,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,BM25:fixed,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,BM25:fixed,persistent_omission,-0.045974305539975266,-0.064232447152439379,-0.027705429742657731,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw_hybrid:seven_mean,Recall,0.0005727645898154684,-0.0031104453882670876,0.0039593444295733457,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw_hybrid:seven_mean,nDCG,0.0010984889837870023,-0.00034287201710945679,0.0025646755727371279,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw_hybrid:seven_mean,persistent_inclusion,0.035688453868152011,0.028825177955646843,0.043569986288131267,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw_hybrid:seven_mean,VI,-0.070466067747674915,-0.084599258432860133,-0.057977554667866367,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_field_priority_type,fixed,100,raw_hybrid:seven_mean,persistent_omission,0.034777613879522898,0.025655539605350369,0.046067973772693407,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,20,raw:C0,Recall,0.013450811717313226,0.0017468693036932616,0.025777108655704106,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
