dataset,model,query_id,product_id,schedule,historical_rank,harmonized_rank,decision20_changed,decision100_changed
wands,minilm,26,4308,C1,5920,5918,False,False
wands,minilm,26,4308,C2s1,1340,1341,False,False
wands,minilm,26,4308,C2s2,4051,4048,False,False
wands,minilm,26,4308,C2s3,3594,3589,False,False
wands,minilm,26,4308,C2s4,5202,5205,False,False
wands,minilm,26,4308,C2s5,5100,5103,False,False
wands,minilm,26,4329,C0,2738,2743,False,False
wands,minilm,26,4329,C1,2936,2940,False,False
wands,minilm,26,4329,C2s1,3972,3975,False,False
wands,minilm,26,4329,C2s2,2081,2091,False,False
wands,minilm,26,4329,C2s3,2617,2621,False,False
wands,minilm,26,4329,C2s4,2677,2679,False,False
wands,minilm,26,4329,C2s5,2221,2218,False,False
wands,minilm,26,4330,C0,1687,1696,False,False
wands,minilm,26,4330,C1,2740,2749,False,False
wands,minilm,26,4330,C2s1,2248,2250,False,False
wands,minilm,26,4330,C2s2,4149,4153,False,False
wands,minilm,26,4330,C2s3,2633,2635,False,False
wands,minilm,26,4330,C2s4,3812,3818,False,False
wands,minilm,26,4330,C2s5,2489,2495,False,False
wands,minilm,26,4348,C0,2493,2491,False,False
wands,minilm,26,4348,C1,3346,3347,False,False
wands,minilm,26,4348,C2s1,1881,1886,False,False
wands,minilm,26,4348,C2s2,6166,6163,False,False
wands,minilm,26,4348,C2s3,2382,2383,False,False
wands,minilm,26,4348,C2s4,838,835,False,False
wands,minilm,26,4348,C2s5,2737,2738,False,False
wands,minilm,26,4506,C2s1,490,486,False,False
wands,minilm,26,4506,C2s2,412,411,False,False
wands,minilm,26,4506,C2s3,763,759,False,False
wands,minilm,26,4506,C2s4,351,350,False,False
wands,minilm,26,4506,C2s5,655,652,False,False
wands,minilm,26,4583,C0,845,848,False,False
wands,minilm,26,4583,C1,1236,1237,False,False
wands,minilm,26,4583,C2s1,911,913,False,False
wands,minilm,26,4583,C2s2,428,429,False,False
wands,minilm,26,4583,C2s4,714,715,False,False
wands,minilm,26,4583,C2s5,1116,1117,False,False
wands,minilm,26,4584,C0,646,645,False,False
wands,minilm,26,4584,C1,1224,1221,False,False
wands,minilm,26,4584,C2s2,971,970,False,False
wands,minilm,26,4584,C2s3,786,785,False,False
wands,minilm,26,4584,C2s4,1335,1328,False,False
wands,minilm,26,4584,C2s5,2176,2184,False,False
wands,minilm,26,4590,C1,123,125,False,False
wands,minilm,26,4590,C2s4,83,84,False,False
wands,minilm,26,4590,C2s5,64,65,False,False
wands,minilm,26,474,C1,1245,1246,False,False
wands,minilm,26,474,C2s1,963,965,False,False
wands,minilm,26,474,C2s2,1181,1183,False,False
wands,minilm,26,474,C2s3,418,417,False,False
wands,minilm,26,474,C2s4,1039,1042,False,False
wands,minilm,26,474,C2s5,820,822,False,False
wands,minilm,26,4780,C1,2687,2685,False,False
wands,minilm,26,4780,C2s1,3854,3860,False,False
wands,minilm,26,4780,C2s2,5335,5343,False,False
wands,minilm,26,4780,C2s3,1145,1140,False,False
wands,minilm,26,4780,C2s4,2838,2842,False,False
wands,minilm,26,4780,C2s5,1928,1927,False,False
wands,minilm,26,4781,C1,3847,3853,False,False
wands,minilm,26,4781,C2s3,3101,3100,False,False
wands,minilm,26,4781,C2s4,2221,2216,False,False
wands,minilm,26,4781,C2s5,4423,4421,False,False
wands,minilm,26,4889,C0,258,256,False,False
wands,minilm,26,4889,C1,411,412,False,False
wands,minilm,26,4889,C2s1,572,575,False,False
wands,minilm,26,4889,C2s5,480,476,False,False
wands,minilm,26,489,C0,6456,6452,False,False
wands,minilm,26,489,C1,7470,7471,False,False
wands,minilm,26,489,C2s1,6001,6013,False,False
wands,minilm,26,489,C2s2,6878,6881,False,False
wands,minilm,26,489,C2s3,8083,8087,False,False
wands,minilm,26,489,C2s4,6564,6571,False,False
wands,minilm,26,489,C2s5,5969,5971,False,False
wands,minilm,26,4890,C1,210,208,False,False
wands,minilm,26,4890,C2s1,229,227,False,False
wands,minilm,26,4890,C2s2,669,671,False,False
wands,minilm,26,4890,C2s5,99,100,False,False
wands,minilm,26,4956,C1,549,550,False,False
wands,minilm,26,4956,C2s2,410,412,False,False
wands,minilm,26,4956,C2s4,843,845,False,False
wands,minilm,26,4956,C2s5,613,612,False,False
wands,minilm,26,5031,C0,808,809,False,False
wands,minilm,26,5031,C1,2937,2933,False,False
wands,minilm,26,5031,C2s1,2501,2505,False,False
wands,minilm,26,5031,C2s2,3392,3386,False,False
wands,minilm,26,5031,C2s5,3125,3126,False,False
wands,minilm,26,5125,C1,755,757,False,False
wands,minilm,26,5125,C2s2,879,878,False,False
wands,minilm,26,5125,C2s3,781,777,False,False
wands,minilm,26,5125,C2s4,728,730,False,False
wands,minilm,26,5125,C2s5,652,656,False,False
wands,minilm,26,5237,C0,1723,1729,False,False
wands,minilm,26,5237,C1,5791,5795,False,False
wands,minilm,26,5237,C2s1,7403,7406,False,False
wands,minilm,26,5237,C2s3,3647,3648,False,False
wands,minilm,26,5237,C2s4,4302,4303,False,False
wands,minilm,26,5237,C2s5,2510,2505,False,False
wands,minilm,26,5242,C1,6178,6185,False,False
wands,minilm,26,5242,C2s1,1695,1692,False,False
wands,minilm,26,5242,C2s2,3046,3054,False,False
wands,minilm,26,5242,C2s3,5069,5067,False,False
wands,minilm,26,5242,C2s4,5335,5339,False,False
wands,minilm,26,5242,C2s5,2195,2197,False,False
wands,minilm,26,5263,C0,1551,1553,False,False
wands,minilm,26,5263,C1,2969,2972,False,False
wands,minilm,26,5263,C2s1,1351,1356,False,False
wands,minilm,26,5263,C2s2,2304,2306,False,False
wands,minilm,26,5263,C2s3,2564,2560,False,False
wands,minilm,26,5263,C2s4,2155,2157,False,False
wands,minilm,26,5263,C2s5,1080,1079,False,False
wands,minilm,26,5279,C0,1736,1742,False,False
wands,minilm,26,5279,C1,1527,1531,False,False
wands,minilm,26,5279,C2s1,734,736,False,False
wands,minilm,26,5279,C2s2,2024,2027,False,False
wands,minilm,26,5279,C2s3,2370,2369,False,False
wands,minilm,26,5279,C2s4,2356,2357,False,False
wands,minilm,26,5279,C2s5,1340,1343,False,False
wands,minilm,26,5290,C1,1584,1585,False,False
wands,minilm,26,5290,C2s1,1684,1690,False,False
wands,minilm,26,5290,C2s2,1113,1111,False,False
wands,minilm,26,5290,C2s3,1387,1390,False,False
wands,minilm,26,5290,C2s4,1278,1282,False,False
wands,minilm,26,5290,C2s5,972,973,False,False
wands,minilm,26,5296,C0,1023,1017,False,False
wands,minilm,26,5296,C1,1647,1650,False,False
wands,minilm,26,5296,C2s1,1591,1590,False,False
wands,minilm,26,5296,C2s2,1904,1902,False,False
wands,minilm,26,5296,C2s3,821,822,False,False
wands,minilm,26,5296,C2s4,723,721,False,False
wands,minilm,26,5307,C0,2720,2729,False,False
wands,minilm,26,5307,C1,4610,4615,False,False
wands,minilm,26,5307,C2s1,3032,3030,False,False
wands,minilm,26,5307,C2s2,3729,3734,False,False
wands,minilm,26,5307,C2s3,3771,3781,False,False
wands,minilm,26,5307,C2s4,3340,3343,False,False
wands,minilm,26,5307,C2s5,4062,4069,False,False
wands,minilm,26,5381,C0,1077,1079,False,False
wands,minilm,26,5381,C1,1608,1611,False,False
wands,minilm,26,5381,C2s1,1348,1352,False,False
wands,minilm,26,5381,C2s2,1048,1051,False,False
wands,minilm,26,5381,C2s3,1110,1108,False,False
wands,minilm,26,5381,C2s4,764,763,False,False
wands,minilm,26,5413,C1,127,128,False,False
wands,minilm,26,5413,C2s5,211,212,False,False
wands,minilm,26,5450,C0,677,680,False,False
wands,minilm,26,5450,C1,1398,1394,False,False
wands,minilm,26,5450,C2s1,1779,1783,False,False
wands,minilm,26,5450,C2s2,2196,2192,False,False
wands,minilm,26,5450,C2s3,737,736,False,False
wands,minilm,26,5450,C2s4,1893,1891,False,False
wands,minilm,26,5450,C2s5,583,581,False,False
wands,minilm,26,5458,C0,1170,1175,False,False
wands,minilm,26,5458,C1,4198,4208,False,False
wands,minilm,26,5458,C2s1,2078,2069,False,False
wands,minilm,26,5458,C2s2,1196,1195,False,False
wands,minilm,26,5458,C2s3,1189,1192,False,False
wands,minilm,26,5458,C2s4,3410,3412,False,False
wands,minilm,26,5494,C0,4053,4050,False,False
wands,minilm,26,5494,C1,7119,7131,False,False
wands,minilm,26,5494,C2s1,2539,2542,False,False
wands,minilm,26,5494,C2s2,3178,3181,False,False
wands,minilm,26,5494,C2s4,3791,3802,False,False
wands,minilm,26,5494,C2s5,3054,3059,False,False
wands,minilm,26,5495,C0,1879,1878,False,False
wands,minilm,26,5495,C1,4812,4819,False,False
wands,minilm,26,5495,C2s1,3858,3862,False,False
wands,minilm,26,5495,C2s2,4131,4130,False,False
wands,minilm,26,5495,C2s3,4729,4733,False,False
wands,minilm,26,5495,C2s4,2646,2650,False,False
wands,minilm,26,5495,C2s5,2221,2223,False,False
wands,minilm,26,5497,C0,2873,2869,False,False
wands,minilm,26,5497,C1,5777,5778,False,False
wands,minilm,26,5497,C2s1,2337,2338,False,False
wands,minilm,26,5497,C2s2,4217,4229,False,False
wands,minilm,26,5497,C2s3,2070,2069,False,False
wands,minilm,26,5497,C2s4,1653,1647,False,False
wands,minilm,26,5497,C2s5,805,806,False,False
wands,minilm,26,5498,C0,1312,1311,False,False
wands,minilm,26,5498,C1,6412,6422,False,False
wands,minilm,26,5498,C2s1,2202,2206,False,False
wands,minilm,26,5498,C2s2,4454,4460,False,False
wands,minilm,26,5498,C2s3,4792,4793,False,False
wands,minilm,26,5498,C2s4,4009,4001,False,False
wands,minilm,26,5499,C0,2603,2607,False,False
wands,minilm,26,5499,C1,5568,5577,False,False
wands,minilm,26,5499,C2s1,3598,3601,False,False
wands,minilm,26,5499,C2s2,2562,2563,False,False
wands,minilm,26,5499,C2s3,2853,2856,False,False
wands,minilm,26,5499,C2s4,1674,1679,False,False
wands,minilm,26,5499,C2s5,6963,6961,False,False
wands,minilm,26,5500,C0,1335,1333,False,False
wands,minilm,26,5500,C1,2205,2211,False,False
wands,minilm,26,5500,C2s1,2766,2758,False,False
wands,minilm,26,5500,C2s2,1062,1063,False,False
wands,minilm,26,5500,C2s3,1959,1962,False,False
wands,minilm,26,5500,C2s4,3394,3397,False,False
wands,minilm,26,5500,C2s5,1555,1554,False,False
wands,minilm,26,5555,C0,3778,3782,False,False
wands,minilm,26,5555,C1,4055,4050,False,False
wands,minilm,26,5555,C2s1,3373,3374,False,False
wands,minilm,26,5555,C2s2,2594,2592,False,False
wands,minilm,26,5555,C2s3,4974,4975,False,False
wands,minilm,26,5555,C2s4,3377,3381,False,False
wands,minilm,26,5555,C2s5,4882,4891,False,False
wands,minilm,26,5556,C0,3400,3395,False,False
wands,minilm,26,5556,C1,3848,3854,False,False
wands,minilm,26,5556,C2s1,3670,3680,False,False
wands,minilm,26,5556,C2s2,6204,6205,False,False
wands,minilm,26,5556,C2s3,4166,4174,False,False
wands,minilm,26,5556,C2s4,3954,3961,False,False
wands,minilm,26,5556,C2s5,3489,3495,False,False
wands,minilm,26,5557,C0,4087,4092,False,False
wands,minilm,26,5557,C1,5059,5061,False,False
wands,minilm,26,5557,C2s1,5051,5059,False,False
wands,minilm,26,5557,C2s3,2920,2922,False,False
wands,minilm,26,5557,C2s4,4015,4020,False,False
wands,minilm,26,5557,C2s5,4285,4280,False,False
wands,minilm,26,5565,C0,275,273,False,False
wands,minilm,26,5565,C1,446,443,False,False
wands,minilm,26,5565,C2s3,408,406,False,False
wands,minilm,26,5565,C2s4,415,416,False,False
wands,minilm,26,5565,C2s5,386,387,False,False
wands,minilm,26,5571,C1,118,117,False,False
wands,minilm,26,5571,C2s1,137,138,False,False
wands,minilm,26,5571,C2s4,363,364,False,False
wands,minilm,26,5580,C0,6142,6139,False,False
wands,minilm,26,5580,C1,4689,4690,False,False
wands,minilm,26,5580,C2s2,6373,6366,False,False
wands,minilm,26,5580,C2s3,2739,2746,False,False
wands,minilm,26,5580,C2s4,6049,6048,False,False
wands,minilm,26,5609,C0,3439,3444,False,False
wands,minilm,26,5609,C1,3166,3174,False,False
wands,minilm,26,5609,C2s2,4412,4413,False,False
wands,minilm,26,5609,C2s4,3140,3139,False,False
wands,minilm,26,5609,C2s5,3940,3943,False,False
wands,minilm,26,5610,C0,2363,2362,False,False
wands,minilm,26,5610,C1,1839,1836,False,False
wands,minilm,26,5610,C2s2,3037,3039,False,False
wands,minilm,26,5610,C2s4,2352,2350,False,False
wands,minilm,26,5610,C2s5,2279,2278,False,False
wands,minilm,26,5617,C2s1,430,431,False,False
wands,minilm,26,5617,C2s2,565,566,False,False
wands,minilm,26,5617,C2s3,457,459,False,False
wands,minilm,26,5617,C2s5,350,351,False,False
wands,minilm,26,5779,C0,4948,4951,False,False
wands,minilm,26,5779,C1,5483,5479,False,False
wands,minilm,26,5779,C2s1,7499,7501,False,False
wands,minilm,26,5779,C2s2,4246,4248,False,False
wands,minilm,26,5779,C2s4,6032,6030,False,False
wands,minilm,26,5779,C2s5,5144,5143,False,False
wands,minilm,26,5782,C1,2147,2152,False,False
wands,minilm,26,5782,C2s1,1297,1294,False,False
wands,minilm,26,5782,C2s2,3542,3543,False,False
wands,minilm,26,5782,C2s3,3536,3532,False,False
wands,minilm,26,5782,C2s4,1644,1647,False,False
wands,minilm,26,5782,C2s5,2101,2110,False,False
wands,minilm,26,5812,C0,412,411,False,False
wands,minilm,26,5812,C1,329,330,False,False
wands,minilm,26,5812,C2s1,202,203,False,False
wands,minilm,26,5812,C2s3,545,546,False,False
wands,minilm,26,5812,C2s4,950,949,False,False
wands,minilm,26,5812,C2s5,151,153,False,False
wands,minilm,26,5839,C2s1,837,839,False,False
wands,minilm,26,5839,C2s3,400,401,False,False
wands,minilm,26,5839,C2s4,708,707,False,False
wands,minilm,26,5839,C2s5,862,860,False,False
wands,minilm,26,5979,C0,10015,10024,False,False
wands,minilm,26,5979,C1,9090,9088,False,False
wands,minilm,26,5979,C2s2,9106,9111,False,False
wands,minilm,26,5979,C2s3,8654,8659,False,False
wands,minilm,26,5979,C2s4,8855,8853,False,False
wands,minilm,26,5979,C2s5,6874,6862,False,False
wands,minilm,26,5989,C1,570,566,False,False
wands,minilm,26,5989,C2s1,488,486,False,False
wands,minilm,26,5989,C2s4,220,218,False,False
wands,minilm,26,5989,C2s5,600,599,False,False
wands,minilm,26,5993,C0,2871,2867,False,False
wands,minilm,26,5993,C1,5329,5326,False,False
wands,minilm,26,5993,C2s1,2214,2217,False,False
wands,minilm,26,5993,C2s2,2620,2614,False,False
wands,minilm,26,5993,C2s4,4651,4654,False,False
wands,minilm,26,5994,C0,2828,2829,False,False
wands,minilm,26,5994,C1,4936,4945,False,False
wands,minilm,26,5994,C2s1,4366,4372,False,False
wands,minilm,26,5994,C2s2,5765,5771,False,False
wands,minilm,26,5994,C2s3,4305,4302,False,False
wands,minilm,26,5994,C2s4,5260,5251,False,False
wands,minilm,26,6011,C0,1012,1013,False,False
wands,minilm,26,6011,C1,871,872,False,False
wands,minilm,26,6011,C2s1,1254,1255,False,False
wands,minilm,26,6011,C2s4,1194,1195,False,False
wands,minilm,26,6011,C2s5,531,532,False,False
wands,minilm,26,6022,C0,3306,3319,False,False
wands,minilm,26,6022,C1,3940,3937,False,False
wands,minilm,26,6022,C2s1,1443,1440,False,False
wands,minilm,26,6022,C2s2,1346,1347,False,False
wands,minilm,26,6022,C2s3,2072,2071,False,False
wands,minilm,26,6022,C2s4,1809,1810,False,False
wands,minilm,26,6022,C2s5,2947,2944,False,False
wands,minilm,26,603,C1,934,937,False,False
wands,minilm,26,603,C2s2,173,174,False,False
wands,minilm,26,6168,C0,3737,3740,False,False
wands,minilm,26,6168,C2s1,4980,4982,False,False
wands,minilm,26,6168,C2s2,8325,8326,False,False
wands,minilm,26,6168,C2s3,4544,4543,False,False
wands,minilm,26,6168,C2s5,4539,4538,False,False
wands,minilm,26,6170,C0,2823,2826,False,False
wands,minilm,26,6170,C1,2629,2634,False,False
wands,minilm,26,6170,C2s1,3669,3681,False,False
wands,minilm,26,6170,C2s2,2606,2602,False,False
wands,minilm,26,6170,C2s3,3540,3547,False,False
wands,minilm,26,6170,C2s4,3036,3042,False,False
wands,minilm,26,6170,C2s5,4466,4468,False,False
wands,minilm,26,63,C1,405,404,False,False
wands,minilm,26,63,C2s1,169,168,False,False
wands,minilm,26,63,C2s4,652,654,False,False
wands,minilm,26,63,C2s5,648,650,False,False
wands,minilm,26,6334,C0,1365,1358,False,False
wands,minilm,26,6334,C1,1766,1768,False,False
wands,minilm,26,6334,C2s1,1451,1454,False,False
wands,minilm,26,6334,C2s2,2990,2989,False,False
wands,minilm,26,6334,C2s3,1235,1234,False,False
wands,minilm,26,6334,C2s4,817,812,False,False
wands,minilm,26,6334,C2s5,3249,3252,False,False
wands,minilm,26,6335,C0,3012,3018,False,False
wands,minilm,26,6335,C1,3746,3745,False,False
wands,minilm,26,6335,C2s1,2246,2253,False,False
wands,minilm,26,6335,C2s2,3536,3541,False,False
wands,minilm,26,6335,C2s3,3281,3280,False,False
wands,minilm,26,6335,C2s4,1584,1577,False,False
wands,minilm,26,6335,C2s5,4625,4629,False,False
wands,minilm,26,6355,C0,536,537,False,False
wands,minilm,26,6355,C1,655,652,False,False
wands,minilm,26,6355,C2s2,869,868,False,False
wands,minilm,26,6355,C2s4,193,194,False,False
wands,minilm,26,6355,C2s5,781,778,False,False
wands,minilm,26,6391,C0,109,108,False,False
wands,minilm,26,6391,C2s3,86,85,False,False
wands,minilm,26,6391,C2s5,159,158,False,False
wands,minilm,26,6395,C1,945,944,False,False
wands,minilm,26,6395,C2s1,1972,1969,False,False
wands,minilm,26,6395,C2s2,1681,1679,False,False
wands,minilm,26,6395,C2s3,810,813,False,False
wands,minilm,26,6395,C2s5,719,722,False,False
wands,minilm,26,6396,C2s1,220,223,False,False
wands,minilm,26,6396,C2s3,547,546,False,False
wands,minilm,26,6402,C0,108,107,False,False
wands,minilm,26,6402,C2s5,712,710,False,False
wands,minilm,26,6412,C0,3307,3306,False,False
wands,minilm,26,6412,C1,4674,4678,False,False
wands,minilm,26,6412,C2s1,4837,4834,False,False
wands,minilm,26,6412,C2s2,5545,5544,False,False
wands,minilm,26,6412,C2s3,3396,3397,False,False
wands,minilm,26,6412,C2s5,2671,2679,False,False
wands,minilm,26,6458,C0,648,649,False,False
wands,minilm,26,6458,C1,668,667,False,False
wands,minilm,26,6458,C2s1,322,321,False,False
wands,minilm,26,6458,C2s2,1387,1380,False,False
wands,minilm,26,6458,C2s4,711,710,False,False
wands,minilm,26,6458,C2s5,98,95,False,False
wands,minilm,26,6459,C0,4160,4154,False,False
wands,minilm,26,6459,C1,5245,5246,False,False
wands,minilm,26,6459,C2s1,2094,2086,False,False
wands,minilm,26,6459,C2s2,1420,1423,False,False
wands,minilm,26,6459,C2s4,2620,2614,False,False
wands,minilm,26,6459,C2s5,6673,6671,False,False
wands,minilm,26,6460,C0,642,641,False,False
wands,minilm,26,6460,C1,847,850,False,False
wands,minilm,26,6460,C2s1,847,843,False,False
wands,minilm,26,6460,C2s2,1446,1452,False,False
wands,minilm,26,6460,C2s3,251,248,False,False
wands,minilm,26,6460,C2s4,927,929,False,False
wands,minilm,26,6460,C2s5,397,394,False,False
wands,minilm,26,6488,C1,493,494,False,False
wands,minilm,26,6488,C2s1,464,467,False,False
wands,minilm,26,6488,C2s2,456,455,False,False
wands,minilm,26,6488,C2s3,397,399,False,False
wands,minilm,26,6488,C2s4,508,515,False,False
wands,minilm,26,6488,C2s5,671,673,False,False
wands,minilm,26,65,C0,2285,2286,False,False
wands,minilm,26,65,C1,4491,4511,False,False
wands,minilm,26,65,C2s1,4027,4025,False,False
wands,minilm,26,65,C2s4,572,571,False,False
wands,minilm,26,655,C0,283,284,False,False
wands,minilm,26,655,C1,1898,1902,False,False
wands,minilm,26,655,C2s1,358,356,False,False
wands,minilm,26,655,C2s3,500,499,False,False
wands,minilm,26,6574,C1,542,541,False,False
wands,minilm,26,6574,C2s1,102,103,False,False
wands,minilm,26,6574,C2s2,95,96,False,False
wands,minilm,26,6574,C2s5,481,482,False,False
wands,minilm,26,6620,C0,3141,3142,False,False
wands,minilm,26,6620,C1,7734,7742,False,False
wands,minilm,26,6620,C2s1,6271,6273,False,False
wands,minilm,26,6620,C2s2,7521,7520,False,False
wands,minilm,26,6620,C2s3,4513,4519,False,False
wands,minilm,26,6620,C2s4,7389,7387,False,False
wands,minilm,26,6620,C2s5,8077,8082,False,False
wands,minilm,26,6627,C1,14173,14166,False,False
wands,minilm,26,6627,C2s1,16460,16478,False,False
wands,minilm,26,6627,C2s2,17117,17112,False,False
wands,minilm,26,6627,C2s3,13286,13288,False,False
wands,minilm,26,6627,C2s4,13454,13458,False,False
wands,minilm,26,6627,C2s5,15151,15157,False,False
wands,minilm,26,6762,C0,496,497,False,False
wands,minilm,26,6762,C1,1451,1456,False,False
wands,minilm,26,6762,C2s1,874,878,False,False
wands,minilm,26,6762,C2s2,1451,1453,False,False
wands,minilm,26,6762,C2s3,954,952,False,False
wands,minilm,26,6762,C2s5,1028,1027,False,False
wands,minilm,26,684,C0,215,214,False,False
wands,minilm,26,684,C1,507,509,False,False
wands,minilm,26,684,C2s1,416,415,False,False
wands,minilm,26,684,C2s2,977,979,False,False
wands,minilm,26,684,C2s3,914,916,False,False
wands,minilm,26,684,C2s4,341,338,False,False
wands,minilm,26,684,C2s5,277,278,False,False
wands,minilm,26,6956,C2s2,154,153,False,False
wands,minilm,26,6970,C1,867,866,False,False
wands,minilm,26,6970,C2s1,828,827,False,False
wands,minilm,26,6970,C2s2,269,273,False,False
wands,minilm,26,6970,C2s3,173,174,False,False
wands,minilm,26,6970,C2s4,731,734,False,False
wands,minilm,26,6970,C2s5,295,297,False,False
wands,minilm,26,7095,C0,4003,3999,False,False
wands,minilm,26,7095,C1,4376,4374,False,False
wands,minilm,26,7095,C2s1,3066,3068,False,False
wands,minilm,26,7095,C2s2,4899,4898,False,False
wands,minilm,26,7095,C2s3,5289,5292,False,False
wands,minilm,26,7095,C2s4,4380,4381,False,False
wands,minilm,26,7095,C2s5,3271,3273,False,False
wands,minilm,26,7139,C1,351,352,False,False
wands,minilm,26,7139,C2s1,167,168,False,False
wands,minilm,26,7139,C2s3,259,258,False,False
wands,minilm,26,7139,C2s4,332,333,False,False
wands,minilm,26,7139,C2s5,302,304,False,False
wands,minilm,26,7298,C1,875,876,False,False
wands,minilm,26,7298,C2s1,339,338,False,False
wands,minilm,26,7298,C2s4,871,874,False,False
wands,minilm,26,7333,C1,301,302,False,False
wands,minilm,26,7333,C2s2,266,265,False,False
wands,minilm,26,7333,C2s3,446,448,False,False
wands,minilm,26,7333,C2s5,86,88,False,False
wands,minilm,26,7352,C2s1,232,231,False,False
wands,minilm,26,7352,C2s2,684,681,False,False
wands,minilm,26,7352,C2s3,681,683,False,False
wands,minilm,26,7352,C2s4,374,375,False,False
wands,minilm,26,7409,C0,1685,1684,False,False
wands,minilm,26,7409,C1,2081,2083,False,False
wands,minilm,26,7409,C2s1,3083,3077,False,False
wands,minilm,26,7409,C2s2,2555,2554,False,False
wands,minilm,26,7409,C2s3,1204,1202,False,False
wands,minilm,26,7409,C2s4,1009,1008,False,False
wands,minilm,26,7444,C0,326,325,False,False
wands,minilm,26,7444,C1,949,945,False,False
wands,minilm,26,7444,C2s2,359,360,False,False
wands,minilm,26,7444,C2s3,943,942,False,False
wands,minilm,26,7444,C2s5,430,431,False,False
wands,minilm,26,746,C1,131,132,False,False
wands,minilm,26,7465,C0,1051,1052,False,False
wands,minilm,26,7465,C1,4131,4128,False,False
wands,minilm,26,7465,C2s1,2699,2693,False,False
wands,minilm,26,7465,C2s2,2048,2049,False,False
wands,minilm,26,7465,C2s3,1786,1783,False,False
wands,minilm,26,7465,C2s4,1786,1784,False,False
wands,minilm,26,7465,C2s5,3693,3690,False,False
wands,minilm,26,7466,C0,5515,5513,False,False
wands,minilm,26,7466,C1,6139,6143,False,False
wands,minilm,26,7466,C2s2,5816,5811,False,False
wands,minilm,26,7466,C2s3,6441,6435,False,False
wands,minilm,26,7466,C2s4,5316,5322,False,False
wands,minilm,26,7466,C2s5,6352,6363,False,False
wands,minilm,26,7467,C0,1466,1460,False,False
wands,minilm,26,7467,C1,1813,1811,False,False
wands,minilm,26,7467,C2s1,1391,1392,False,False
wands,minilm,26,7467,C2s2,1806,1808,False,False
wands,minilm,26,7467,C2s3,1127,1124,False,False
wands,minilm,26,7467,C2s4,1698,1697,False,False
wands,minilm,26,7467,C2s5,1430,1424,False,False
wands,minilm,26,7468,C0,10401,10391,False,False
wands,minilm,26,7468,C1,9180,9186,False,False
wands,minilm,26,7468,C2s1,8666,8671,False,False
wands,minilm,26,7468,C2s2,9632,9633,False,False
wands,minilm,26,7468,C2s3,9918,9916,False,False
wands,minilm,26,7468,C2s4,10171,10178,False,False
wands,minilm,26,7468,C2s5,7785,7789,False,False
wands,minilm,26,7506,C0,5788,5787,False,False
wands,minilm,26,7506,C1,8167,8165,False,False
wands,minilm,26,7506,C2s1,5014,5015,False,False
wands,minilm,26,7506,C2s2,6856,6848,False,False
wands,minilm,26,7506,C2s3,5409,5412,False,False
wands,minilm,26,7506,C2s4,5141,5150,False,False
wands,minilm,26,7603,C0,6948,6943,False,False
wands,minilm,26,7603,C1,10508,10502,False,False
wands,minilm,26,7603,C2s1,9706,9703,False,False
wands,minilm,26,7603,C2s2,7466,7462,False,False
wands,minilm,26,7603,C2s3,10656,10655,False,False
wands,minilm,26,7603,C2s5,8808,8809,False,False
wands,minilm,26,764,C2s1,4166,4176,False,False
wands,minilm,26,764,C2s3,2331,2333,False,False
wands,minilm,26,764,C2s4,4806,4793,False,False
wands,minilm,26,764,C2s5,1696,1699,False,False
wands,minilm,26,7725,C1,251,250,False,False
wands,minilm,26,7725,C2s1,481,482,False,False
wands,minilm,26,7725,C2s3,137,139,False,False
wands,minilm,26,7725,C2s4,427,428,False,False
wands,minilm,26,7725,C2s5,282,284,False,False
wands,minilm,26,7728,C2s2,59,58,False,False
wands,minilm,26,7762,C0,1061,1062,False,False
wands,minilm,26,7762,C1,464,462,False,False
wands,minilm,26,7762,C2s2,1113,1111,False,False
wands,minilm,26,7762,C2s3,409,410,False,False
wands,minilm,26,7762,C2s4,355,356,False,False
wands,minilm,26,7762,C2s5,193,192,False,False
wands,minilm,26,7859,C0,1132,1134,False,False
wands,minilm,26,7859,C1,889,888,False,False
wands,minilm,26,7859,C2s1,943,941,False,False
wands,minilm,26,7859,C2s2,896,897,False,False
wands,minilm,26,7859,C2s3,1030,1029,False,False
wands,minilm,26,7859,C2s4,567,568,False,False
wands,minilm,26,7859,C2s5,1054,1053,False,False
wands,minilm,26,7899,C1,967,966,False,False
wands,minilm,26,7899,C2s2,597,598,False,False
wands,minilm,26,7899,C2s3,521,524,False,False
wands,minilm,26,7985,C0,2860,2864,False,False
wands,minilm,26,7985,C1,3790,3800,False,False
wands,minilm,26,7985,C2s1,4838,4840,False,False
wands,minilm,26,7985,C2s2,4149,4154,False,False
wands,minilm,26,7985,C2s3,3345,3347,False,False
wands,minilm,26,7985,C2s4,2029,2035,False,False
wands,minilm,26,7985,C2s5,2864,2868,False,False
wands,minilm,26,8094,C0,432,431,False,False
wands,minilm,26,8094,C1,2525,2524,False,False
wands,minilm,26,8094,C2s2,1207,1205,False,False
wands,minilm,26,8094,C2s3,1021,1022,False,False
wands,minilm,26,8094,C2s4,1361,1363,False,False
wands,minilm,26,8094,C2s5,154,153,False,False
wands,minilm,26,8095,C2s1,384,383,False,False
wands,minilm,26,8095,C2s2,606,605,False,False
wands,minilm,26,8095,C2s3,837,836,False,False
wands,minilm,26,8095,C2s4,704,705,False,False
wands,minilm,26,8096,C0,874,876,False,False
