dataset,model,intervention,target_support,catalog_size,K,variable,rank,query_balanced_ecdf,pair_micro_ecdf,crossing_pairs,crossing_queries,weighting
wands,minilm,target_only,full,42994,100,worst_rank,392,0.793998588222765,0.7925448868071819,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,393,0.795038234850647,0.7935206869633099,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,394,0.795589763294447,0.7943013270882123,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,395,0.7958774640316741,0.7952771272443404,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,396,0.7959775040476805,0.7956674473067916,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,397,0.7962005978765804,0.796448087431694,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,398,0.7963121025335396,0.7968384074941453,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,399,0.7964924777139147,0.7970335675253708,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,400,0.7977793257864774,0.7983996877439501,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,401,0.7982990809397065,0.7993754879000781,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,402,0.799905784227082,0.7999609679937549,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,403,0.8001224428623281,0.8007416081186572,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,404,0.8002536248116918,0.8011319281811085,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,405,0.8004838609415048,0.8021077283372365,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,406,0.8027536218319553,0.8026932084309133,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,407,0.8035993985300047,0.8042544886807181,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,408,0.805821620752227,0.8046448087431693,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,409,0.805879340809947,0.804839968774395,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,410,0.8068269038463259,0.8056206088992974,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,411,0.8073203058385569,0.8065964090554254,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,412,0.8082812643846548,0.8073770491803278,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,413,0.8094764121173942,0.8085480093676815,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,414,0.8095789411672917,0.8089383294301327,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,415,0.8103146918715792,0.8101092896174863,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,416,0.8109039924807303,0.8110850897736144,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,417,0.8114817863973401,0.8118657298985168,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,418,0.8121239344746297,0.8128415300546448,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,419,0.8122105145612099,0.8130366900858704,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,420,0.8125152008296567,0.8138173302107728,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,421,0.8128540875321798,0.8142076502732241,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,422,0.8132828962348693,0.8155737704918032,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,423,0.8136580013173247,0.8163544106167057,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,424,0.8142699954832696,0.8173302107728337,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,425,0.814925042190948,0.8179156908665105,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,426,0.8179813843450344,0.8188914910226386,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,427,0.8183996246792411,0.8198672911787666,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,428,0.8186286464991721,0.8204527712724434,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,429,0.8187239736362415,0.8208430913348946,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,430,0.8192921778942371,0.8220140515222483,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,431,0.819775017929942,0.8229898516783762,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,433,0.8199633853335173,0.8235753317720531,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,434,0.8202136558962879,0.8239656518345043,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,435,0.8206510950113034,0.8247462919594067,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,436,0.8211164841810115,0.8253317720530835,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,437,0.8213693125851004,0.8257220921155347,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,438,0.8216853473838939,0.8265027322404371,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,439,0.822399470353656,0.827088212334114,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,440,0.8228612308154165,0.8274785323965652,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,441,0.82417211329513,0.8286494925839188,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,442,0.8243999556282354,0.8288446526151444,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,443,0.8248918879383496,0.8292349726775956,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,444,0.8249273715803905,0.8294301327088213,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,445,0.8252414606958421,0.8302107728337237,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,446,0.8260124309473317,0.8319672131147541,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,447,0.8262279803783579,0.832552693208431,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,448,0.827206918317545,0.8339188134270101,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,449,0.8274877349201472,0.8346994535519126,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,450,0.827796949515076,0.8348946135831382,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,451,0.8282047184823804,0.8358704137392662,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,452,0.8286677002933246,0.836455893832943,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,453,0.829417311432546,0.8368462138953943,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,454,0.829604410076995,0.837431693989071,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,455,0.8299476667540817,0.8380171740827479,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,456,0.8303904328057673,0.8387978142076503,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,457,0.8307222926261959,0.8393832943013271,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,458,0.8309341749327506,0.839968774395004,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,459,0.8316485555813418,0.8405542544886807,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,460,0.8319905907261065,0.8411397345823576,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,461,0.833171642631796,0.84192037470726,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,462,0.8335435752595345,0.8427010148321624,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,463,0.8337641879801473,0.8430913348946136,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,464,0.8338906848598909,0.8434816549570648,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,465,0.8341492772775743,0.8440671350507416,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,466,0.8343096107712411,0.8442622950819673,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,467,0.8344319428338717,0.8446526151444185,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,468,0.8347038931058219,0.8450429352068697,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,469,0.835191234361091,0.8460187353629977,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,470,0.835650133413859,0.8469945355191257,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,471,0.83574333711362,0.847384855581577,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,472,0.8360018748721578,0.8479703356752537,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,473,0.8367236674038594,0.8485558157689306,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,474,0.8368813648536264,0.8489461358313818,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,476,0.8369141603409673,0.8491412958626073,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,477,0.8372561714953354,0.8497267759562842,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,478,0.8374153446808245,0.850312256049961,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,479,0.8378776048833444,0.8507025761124122,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,480,0.841556754017039,0.8516783762685401,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,481,0.8419510965166447,0.8520686963309914,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,482,0.8421634575496506,0.8528493364558938,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,483,0.8451478468976763,0.8534348165495707,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,484,0.8452478191450767,0.8540202966432474,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,485,0.8454730949402731,0.8548009367681498,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,486,0.8457541991174812,0.8553864168618267,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,487,0.8459883704042841,0.8559718969555035,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,488,0.8465685870910582,0.8567525370804059,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,489,0.8467425477913347,0.8571428571428571,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,490,0.8475877343508069,0.8575331772053083,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,491,0.8478533961133143,0.8583138173302107,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,492,0.8479770819512858,0.8585089773614364,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,493,0.8534263110847256,0.8590944574551131,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,494,0.8539329473056476,0.85967993754879,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,495,0.8541106560242272,0.8604605776736924,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,496,0.8547737527938813,0.8612412177985949,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,497,0.8553375295820412,0.862607338017174,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,498,0.8556223324984231,0.8629976580796253,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,499,0.8564695081576289,0.8635831381733021,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,500,0.8588646035924971,0.8641686182669789,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,501,0.8590892546261576,0.865144418423107,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,502,0.8593608059852149,0.8661202185792349,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,503,0.8594395151548332,0.8663153786104606,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,504,0.8619132319142642,0.8667056986729118,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,505,0.8620597156673052,0.8672911787665886,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,506,0.8623400990645717,0.8678766588602654,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,507,0.8623755827066126,0.868071818891491,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,509,0.8629660942853661,0.8686572989851679,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,510,0.8634932273353825,0.8694379391100703,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,511,0.8637637901059453,0.8696330991412958,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,512,0.8642417851789505,0.8711943793911007,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,513,0.8645956236840494,0.8717798594847775,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,514,0.8651565711349491,0.87256049960968,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,515,0.8652382504619115,0.8727556596409055,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,516,0.8654901198046899,0.8731459797033567,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,517,0.8656379337512051,0.8739266198282591,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,518,0.865826151330727,0.8741217798594848,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,519,0.8675554845023022,0.8750975800156128,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,521,0.8681639167877531,0.8756830601092896,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,522,0.8684284670523033,0.8760733801717409,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,523,0.8688297745226957,0.8772443403590945,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,524,0.869022174715096,0.8776346604215457,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,525,0.8691292105364176,0.8780249804839969,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,526,0.8694959734031805,0.8784153005464481,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,527,0.8699895663337482,0.8791959406713505,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,528,0.870073176806969,0.8795862607338018,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,529,0.8702861913056978,0.879976580796253,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,530,0.870394416413923,0.8803669008587042,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,531,0.8705118472334642,0.8809523809523809,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,532,0.870752167053679,0.8813427010148321,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,533,0.8709125005473458,0.8815378610460578,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,534,0.8709406109650666,0.8817330210772834,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,535,0.8713372177253098,0.8823185011709602,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,536,0.87153923792733,0.8827088212334114,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,537,0.8715848063939511,0.882903981264637,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,538,0.871927519236664,0.8832943013270882,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,539,0.8721068012341279,0.8836846213895394,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,540,0.8722776393360006,0.8840749414519906,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,542,0.8725650821368123,0.8844652615144418,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,543,0.8727815323532625,0.8846604215456675,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,544,0.873322657894388,0.884855581576893,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,545,0.8733788787298296,0.8852459016393442,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,546,0.87346819913165,0.8856362217017955,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,547,0.8737174448354411,0.8860265417642467,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,549,0.8738928784435945,0.8866120218579235,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,551,0.8762112671256196,0.8871975019516003,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,553,0.8763074672218197,0.887392661982826,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,554,0.8768403398326146,0.8881733021077284,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,556,0.8768741601789349,0.8883684621389539,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,557,0.8771054104101851,0.8887587822014051,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,558,0.8780844313892061,0.889344262295082,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,559,0.8781752123188029,0.8897345823575332,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,560,0.878691986167115,0.8909055425448869,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,561,0.8787489467503914,0.8911007025761124,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,562,0.8789749262216539,0.8914910226385636,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,563,0.8791938643716265,0.8918813427010148,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,564,0.8794644271421893,0.8920765027322405,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,565,0.8795759317991485,0.8924668227946917,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,566,0.880117057340274,0.8926619828259172,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,567,0.880152540982315,0.8928571428571429,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,568,0.8802999192809537,0.8932474629195941,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,569,0.8804966922049994,0.8934426229508197,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,570,0.8806849097845213,0.8936377829820453,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,571,0.8807426298422414,0.8938329430132709,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,572,0.8812236303232419,0.8940281030444965,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,573,0.8818717566831887,0.894808743169399,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,574,0.8820468856261653,0.8951990632318502,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,575,0.8822016903786712,0.8955893832943014,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,577,0.8826915833055389,0.8961748633879781,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,578,0.882835883449839,0.8963700234192038,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,579,0.8830090436229991,0.8965651834504293,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,580,0.8830418391103401,0.896760343481655,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,581,0.8831120376442991,0.8971506635441062,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,582,0.883272371137966,0.8973458235753318,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,583,0.8835270799992321,0.8979313036690086,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,584,0.8845462591696718,0.8985167837626854,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,585,0.8848297594531721,0.8989071038251366,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,586,0.8851167599013817,0.899687743950039,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,587,0.8851708724554943,0.8998829039812647,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,588,0.8860611094280263,0.900663544106167,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,589,0.8861166094835263,0.9008587041373928,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,590,0.8862591947155504,0.9014441842310694,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,591,0.8864002153111163,0.9018345042935206,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,592,0.8868301393468463,0.9022248243559718,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,593,0.8871282688902589,0.902615144418423,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,594,0.8873735512527662,0.9033957845433256,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,595,0.8874552305797285,0.9035909445745512,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,596,0.8877359708879929,0.904176424668228,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,598,0.8881207712727934,0.9045667447306792,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,599,0.8882317713837935,0.9047619047619048,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,600,0.8888811220331442,0.905152224824356,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,601,0.889764437851525,0.9057377049180328,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,602,0.8901124866569242,0.9063231850117096,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,603,0.8903072918517294,0.9067135050741608,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,604,0.8904515919960295,0.9069086651053864,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,607,0.8905780888757732,0.9072989851678376,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,609,0.890676475337796,0.9074941451990632,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,610,0.8907319753932961,0.9076893052302888,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,611,0.8907896954510162,0.9078844652615145,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,612,0.8908224909383571,0.90807962529274,5124,231,"equal weight per crossing query, equal products within query"
wands,minilm,target_only,full,42994,100,worst_rank,615,0.8910363946816726,0.9084699453551912,5124,231,"equal weight per crossing query, equal products within query"
