claim_id,manuscript_location,claim,dataset,encoder,intervention,cutoff,schedule_family,queries,pairs,query_support,relevance_definition,weighting,comparator,source_file,source_columns,source_selector,run_id,model_revision,serializer_revision,repository_revision,full_precision_recomputation,manuscript_value,formatted_recomputation,display_scale,display_decimals,status,discrepancy,bootstrap_population,bootstrap_pairing,bootstrap_resamples,bootstrap_seed,ci_low,ci_high,interval,notes,ci_units,resolution
S6-0093,p7 Figure 4,C2s3 plotted delta_recall,wands,bge_base,catalog_wide,20,source vs C2s3,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,delta_recall,wands/bge_base/raw/C2s3/K20,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.00144171620642,0.144172,0.144172,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,-0.0035186686509457001,0.0063808963339355004,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0094,p7 Figure 4,C2s4 plotted gain_share,wands,bge_base,catalog_wide,20,source vs C2s4,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,gain_share,wands/bge_base/raw/C2s4/K20,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.02152991312001,2.152991,2.152991,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.017367633005433699,0.026030254951935401,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0095,p7 Figure 4,C2s4 plotted loss_share,wands,bge_base,catalog_wide,20,source vs C2s4,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,loss_share,wands/bge_base/raw/C2s4/K20,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.026157856260559401,2.615786,2.615786,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.019609064648760301,0.035012241697547401,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0096,p7 Figure 4,C2s4 plotted delta_recall,wands,bge_base,catalog_wide,20,source vs C2s4,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,delta_recall,wands/bge_base/raw/C2s4/K20,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,-0.0046279431405493003,-0.462794,-0.462794,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,-0.013240534820698001,0.0015935452516068001,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0097,p7 Figure 4,C2s5 plotted gain_share,wands,bge_base,catalog_wide,20,source vs C2s5,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,gain_share,wands/bge_base/raw/C2s5/K20,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.020944106919480801,2.094411,2.094411,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.0154650725209288,0.029261387279629601,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0098,p7 Figure 4,C2s5 plotted loss_share,wands,bge_base,catalog_wide,20,source vs C2s5,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,loss_share,wands/bge_base/raw/C2s5/K20,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.024467250930881701,2.446725,2.446725,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.018218811326438201,0.0329025011178685,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0099,p7 Figure 4,C2s5 plotted delta_recall,wands,bge_base,catalog_wide,20,source vs C2s5,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,delta_recall,wands/bge_base/raw/C2s5/K20,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,-0.0035231440114008999,-0.352314,-0.352314,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,-0.0135811781034752,0.0065977407319315999,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0100,p7 Figure 4,C1 plotted gain_share,wands,gte_modernbert,catalog_wide,20,source vs C1,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,gain_share,wands/gte_modernbert/raw/C1/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.028071022750923699,2.807102,2.807102,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.021221115085684299,0.036963225895378198,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0101,p7 Figure 4,C1 plotted loss_share,wands,gte_modernbert,catalog_wide,20,source vs C1,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,loss_share,wands/gte_modernbert/raw/C1/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.029464877539060502,2.946488,2.946488,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.023532201671022001,0.0360959045545209,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0102,p7 Figure 4,C1 plotted delta_recall,wands,gte_modernbert,catalog_wide,20,source vs C1,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,delta_recall,wands/gte_modernbert/raw/C1/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,-0.0013938547881368001,-0.139385,-0.139385,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,-0.0106905714645985,0.0093709945010110006,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0103,p7 Figure 4,C2s1 plotted gain_share,wands,gte_modernbert,catalog_wide,20,source vs C2s1,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,gain_share,wands/gte_modernbert/raw/C2s1/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.027512404796409599,2.751240,2.751240,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.023005808214615502,0.032494151141521502,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0104,p7 Figure 4,C2s1 plotted loss_share,wands,gte_modernbert,catalog_wide,20,source vs C2s1,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,loss_share,wands/gte_modernbert/raw/C2s1/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.035464962430675998,3.546496,3.546496,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.028414610120281,0.043405038213856002,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0105,p7 Figure 4,C2s1 plotted delta_recall,wands,gte_modernbert,catalog_wide,20,source vs C2s1,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,delta_recall,wands/gte_modernbert/raw/C2s1/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,-0.0079525576342662999,-0.795256,-0.795256,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,-0.016539927261692101,-0.00021289822911230001,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0106,p7 Figure 4,C2s2 plotted gain_share,wands,gte_modernbert,catalog_wide,20,source vs C2s2,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,gain_share,wands/gte_modernbert/raw/C2s2/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.0251611501795121,2.516115,2.516115,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.021178026699782099,0.029459492851788598,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0107,p7 Figure 4,C2s2 plotted loss_share,wands,gte_modernbert,catalog_wide,20,source vs C2s2,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,loss_share,wands/gte_modernbert/raw/C2s2/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.0344101510068981,3.441015,3.441015,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.027714802832716701,0.041998453391194103,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0108,p7 Figure 4,C2s2 plotted delta_recall,wands,gte_modernbert,catalog_wide,20,source vs C2s2,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,delta_recall,wands/gte_modernbert/raw/C2s2/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,-0.0092490008273860003,-0.924900,-0.924900,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,-0.017160265210148701,-0.0020625126206429002,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0109,p7 Figure 4,C2s3 plotted gain_share,wands,gte_modernbert,catalog_wide,20,source vs C2s3,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,gain_share,wands/gte_modernbert/raw/C2s3/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.030252083891693898,3.025208,3.025208,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.024931314544360199,0.036088934484655902,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0110,p7 Figure 4,C2s3 plotted loss_share,wands,gte_modernbert,catalog_wide,20,source vs C2s3,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,loss_share,wands/gte_modernbert/raw/C2s3/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.033367184035803001,3.336718,3.336718,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.026759452288374699,0.04096109215319,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0111,p7 Figure 4,C2s3 plotted delta_recall,wands,gte_modernbert,catalog_wide,20,source vs C2s3,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,delta_recall,wands/gte_modernbert/raw/C2s3/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,-0.0031151001441089999,-0.311510,-0.311510,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,-0.0118675388989424,0.0050107492046946997,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0112,p7 Figure 4,C2s4 plotted gain_share,wands,gte_modernbert,catalog_wide,20,source vs C2s4,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,gain_share,wands/gte_modernbert/raw/C2s4/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.0301619433576341,3.016194,3.016194,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.024805786015877601,0.035998716999552802,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0113,p7 Figure 4,C2s4 plotted loss_share,wands,gte_modernbert,catalog_wide,20,source vs C2s4,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,loss_share,wands/gte_modernbert/raw/C2s4/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.030743608691768499,3.074361,3.074361,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.0245152978591602,0.037846361461389699,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0114,p7 Figure 4,C2s4 plotted delta_recall,wands,gte_modernbert,catalog_wide,20,source vs C2s4,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,delta_recall,wands/gte_modernbert/raw/C2s4/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,-0.00058166533413440003,-0.058167,-0.058167,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,-0.0089316482891032001,0.0075051897960349999,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0115,p7 Figure 4,C2s5 plotted gain_share,wands,gte_modernbert,catalog_wide,20,source vs C2s5,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,gain_share,wands/gte_modernbert/raw/C2s5/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.0306303625595413,3.063036,3.063036,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.022268723287008099,0.041625042043039302,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0116,p7 Figure 4,C2s5 plotted loss_share,wands,gte_modernbert,catalog_wide,20,source vs C2s5,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,loss_share,wands/gte_modernbert/raw/C2s5/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.029225361052550899,2.922536,2.922536,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.023853695632840399,0.035203125688554902,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0117,p7 Figure 4,C2s5 plotted delta_recall,wands,gte_modernbert,catalog_wide,20,source vs C2s5,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,delta_recall,wands/gte_modernbert/raw/C2s5/K20,revision_section6_20260924 (executed 2026-09-25),e7f32e3c00f91d699e8c43b53106206bcc72bb22,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.0014050015069902999,0.140500,0.140500,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,-0.0083523284571092003,0.0131648965971677,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0118,p7 Figure 4,C1 plotted gain_share,esci,minilm,catalog_wide,20,source vs C1,499,4434,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,gain_share,esci/minilm/raw/C1/K20,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.011889207167405901,1.188921,1.188921,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.0071421502333325997,0.017862938960802498,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0119,p7 Figure 4,C1 plotted loss_share,esci,minilm,catalog_wide,20,source vs C1,499,4434,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,source C0,tables/membership_all_contrasts.csv,loss_share,esci/minilm/raw/C1/K20,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.014945040956515899,1.494504,1.494504,100,6,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.010458627960846199,0.0202049665746338,95% unadjusted paired query-cluster percentile,Plot has no numeric label; full-precision plotted mark recovered from source.,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
