dataset,model,method,reference,K,aggregation,metric,delta,ci_low,ci_high,eligible_queries,highest_pairs,interval,bootstrap_seed,bootstrap_draws
wands,minilm,canonical_hybrid_field_priority_type,BM25,20,pair_micro,persistent_omission,-0.007277336964176724,-0.01154912157311816,-0.003689391494486538,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,20,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,20,pair_micro,mean_recall,0.007277336964176722,0.0036893914944865374,0.011549121573118158,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,20,pair_micro,source_recall,0.007277336964176722,0.0036893914944865374,0.011549121573118158,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,20,query_macro,persistent_inclusion,0.07108104745960202,0.05835471825668155,0.08534174407436405,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,20,query_macro,persistent_omission,0.06593368517586781,0.05405540663613476,0.07967496759951946,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,20,query_macro,VI,-0.13701473263546982,-0.15616844626798757,-0.11907328644755615,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,20,query_macro,mean_recall,0.005773120280528964,-0.0010275882651722273,0.012720447232199106,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,20,query_macro,source_recall,0.007364170275662518,-0.0043721944563546,0.019158991824753942,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,20,pair_micro,persistent_inclusion,0.043100615052349876,0.03695471743646666,0.05059988609254777,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,20,pair_micro,persistent_omission,0.054603502511855015,0.04748054202371816,0.0632147258280208,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,20,pair_micro,VI,-0.0977041175642049,-0.11339367671627772,-0.08469948408810832,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,20,pair_micro,mean_recall,0.000194509467245278,-0.0009889815518384574,0.001469409872569136,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,20,pair_micro,source_recall,0.0005164561716512511,-0.00106952100451387,0.0022905257463734963,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,query_macro,persistent_inclusion,0.08523189708592697,0.06693271592485493,0.10540912157588908,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,query_macro,persistent_omission,-0.08523189708592697,-0.10540912157588905,-0.06693271592485493,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,query_macro,mean_recall,0.08523189708592697,0.06693271592485493,0.10540912157588908,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,query_macro,source_recall,0.08523189708592697,0.06693271592485493,0.10540912157588908,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,pair_micro,persistent_inclusion,0.045495093666369314,0.033147690155070506,0.05987215352308751,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,pair_micro,persistent_omission,-0.045495093666369314,-0.05987215352308751,-0.03314769015507051,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,pair_micro,mean_recall,0.045495093666369314,0.033147690155070506,0.05987215352308751,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,pair_micro,source_recall,0.045495093666369314,0.033147690155070506,0.05987215352308751,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,query_macro,persistent_inclusion,0.024774719793658334,0.009739400244163343,0.04101926077102293,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,query_macro,persistent_omission,-0.024774719793658338,-0.041019260771022914,-0.00973940024416335,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,query_macro,mean_recall,0.024774719793658334,0.009739400244163343,0.04101926077102293,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,query_macro,source_recall,0.024774719793658334,0.009739400244163343,0.04101926077102293,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,pair_micro,persistent_inclusion,0.016949152542372874,0.007709742829757654,0.027018327346853624,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,pair_micro,persistent_omission,-0.016949152542372888,-0.027018327346853634,-0.007709742829757663,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,pair_micro,mean_recall,0.016949152542372874,0.007709742829757654,0.027018327346853624,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,pair_micro,source_recall,0.01694915254237288,0.007709742829757654,0.027018327346853624,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,100,query_macro,persistent_inclusion,0.055513433664391175,0.04561105485702166,0.06692570210507427,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,100,query_macro,persistent_omission,0.05528262816070386,0.04641228864175246,0.06501500873172897,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,100,query_macro,VI,-0.11079606182509504,-0.1270400607319163,-0.0955866461294035,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,100,query_macro,mean_recall,0.001623771545719788,-0.0029734684903555833,0.0065775256492797765,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,100,query_macro,source_recall,0.003875148791625085,-0.004627497873569204,0.014074279934605723,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,100,pair_micro,persistent_inclusion,0.0685008685853796,0.06114426465309006,0.07683358133952242,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,100,pair_micro,persistent_omission,0.08432320766233156,0.0755878131919288,0.09381619046053702,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,100,pair_micro,VI,-0.15282407624771116,-0.16880435907561792,-0.1381065760167377,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,100,pair_micro,mean_recall,-0.00036219004245672355,-0.002721766041809348,0.0018701824718528517,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid,100,pair_micro,source_recall,-0.00262923141931546,-0.006171799856145595,0.0005473819842993633,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,query_macro,persistent_inclusion,0.01377246716083476,0.0024246842066852426,0.02576526663425297,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,query_macro,persistent_omission,-0.013772467160834757,-0.025765266634252975,-0.0024246842066852443,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,query_macro,mean_recall,0.01377246716083476,0.0024246842066852426,0.02576526663425297,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,query_macro,source_recall,0.01377246716083476,0.0024246842066852426,0.02576526663425297,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,pair_micro,persistent_inclusion,0.005587116766045354,0.002233003243677177,0.009360565465772077,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,pair_micro,persistent_omission,-0.005587116766045353,-0.009360565465772077,-0.002233003243677184,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,pair_micro,mean_recall,0.005587116766045354,0.002233003243677177,0.009360565465772077,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,pair_micro,source_recall,0.005587116766045354,0.002233003243677177,0.009360565465772077,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,query_macro,persistent_inclusion,0.027298156437734394,0.008423976246879879,0.046553492517729896,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,query_macro,persistent_omission,-0.027298156437734394,-0.04655349251772989,-0.008423976246879879,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,query_macro,mean_recall,0.027298156437734394,0.008423976246879879,0.046553492517729896,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,query_macro,source_recall,0.027298156437734394,0.008423976246879879,0.046553492517729896,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,pair_micro,persistent_inclusion,0.012254096436452415,0.008318224720938548,0.01690887541609694,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,pair_micro,persistent_omission,-0.012254096436452415,-0.016908875416096945,-0.008318224720938551,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,pair_micro,mean_recall,0.012254096436452415,0.008318224720938548,0.01690887541609694,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,pair_micro,source_recall,0.012254096436452415,0.008318224720938548,0.01690887541609694,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,20,query_macro,persistent_inclusion,0.03152770753938438,0.025365768592224298,0.03894568158379252,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,20,query_macro,persistent_omission,0.043697197386019244,0.03487540766895627,0.05414199649402597,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,20,query_macro,VI,-0.07522490492540361,-0.0883462187559196,-0.0631422139517269,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,20,query_macro,mean_recall,-0.006241114054262803,-0.013698461020639425,-0.0008446712560079207,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,20,query_macro,source_recall,-0.0062119878697577974,-0.015910321514657103,0.001633678645233182,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,20,pair_micro,persistent_inclusion,0.02732522653645711,0.023202369612372688,0.03226559033918407,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,20,pair_micro,persistent_omission,0.03277149161932485,0.02787239927369851,0.03847649793329492,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,20,pair_micro,VI,-0.060096718155781964,-0.0702926185826123,-0.051349715938702266,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,20,pair_micro,mean_recall,-0.0006573078548288644,-0.00151534133057259,0.0001288627468151614,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,20,pair_micro,source_recall,-0.0011268134654209112,-0.002411224970550378,4.7086022939946197e-05,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,query_macro,persistent_inclusion,0.049153054019242304,0.03056826819984432,0.06904460090394804,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,query_macro,persistent_omission,-0.049153054019242304,-0.06904460090394804,-0.030568268199844328,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,query_macro,mean_recall,0.049153054019242304,0.03056826819984432,0.06904460090394804,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,query_macro,source_recall,0.049153054019242304,0.03056826819984432,0.06904460090394804,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,pair_micro,persistent_inclusion,0.021644208648293348,0.012196026127329222,0.03245198887129095,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,pair_micro,persistent_omission,-0.021644208648293348,-0.03245198887129096,-0.012196026127329226,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,pair_micro,mean_recall,0.021644208648293348,0.012196026127329222,0.03245198887129095,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,pair_micro,source_recall,0.021644208648293348,0.012196026127329222,0.03245198887129095,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,query_macro,persistent_inclusion,0.049196642775870464,0.03020098961769786,0.06905449961565803,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,query_macro,persistent_omission,-0.049196642775870464,-0.06905449961565804,-0.030200989617697873,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,query_macro,mean_recall,0.049196642775870464,0.03020098961769786,0.06905449961565803,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,query_macro,source_recall,0.049196642775870464,0.03020098961769786,0.06905449961565803,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,pair_micro,persistent_inclusion,0.035776327527113946,0.0261697242071994,0.047281369613697784,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,pair_micro,persistent_omission,-0.03577632752711395,-0.047281369613697784,-0.026169724207199416,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,pair_micro,mean_recall,0.035776327527113946,0.0261697242071994,0.047281369613697784,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,pair_micro,source_recall,0.035776327527113946,0.0261697242071994,0.047281369613697784,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,100,query_macro,persistent_inclusion,0.03891079110404721,0.029965985104697522,0.04973479982096909,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,100,query_macro,persistent_omission,0.03155527664362771,0.02454955371399407,0.040679224763588775,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,100,query_macro,VI,-0.07046606774767492,-0.08459925843286013,-0.05797755466786637,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,100,query_macro,mean_recall,0.0037951018257106612,-0.0013143746884284172,0.010373509085783666,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,100,query_macro,source_recall,0.0008822791167342293,-0.009402739105530276,0.011297575997140532,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,100,pair_micro,persistent_inclusion,0.04112869148786328,0.036361825470431625,0.04653874744248671,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,100,pair_micro,persistent_omission,0.04840602845204,0.04292013528496913,0.05425459236941072,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,100,pair_micro,VI,-0.08953471993990328,-0.10005762741412828,-0.08017198806470809,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,100,pair_micro,mean_recall,-0.0003688972654651814,-0.0018819693363561654,0.0010586718990688326,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid,100,pair_micro,source_recall,-0.0005164561716512509,-0.0024173209796428336,0.0012798863694060897,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,query_macro,persistent_inclusion,0.020974231141979365,0.0071448922523486775,0.035851737765986436,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,query_macro,persistent_omission,-0.020974231141979365,-0.03585173776598643,-0.007144892252348678,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,query_macro,mean_recall,0.020974231141979365,0.0071448922523486775,0.035851737765986436,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,query_macro,source_recall,0.020974231141979365,0.0071448922523486775,0.035851737765986436,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,pair_micro,persistent_inclusion,0.0053523639607493305,0.00204102794227242,0.009180789087888993,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,pair_micro,persistent_omission,-0.005352363960749328,-0.009180789087888984,-0.002041027942272421,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,pair_micro,mean_recall,0.0053523639607493305,0.00204102794227242,0.009180789087888993,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,pair_micro,source_recall,0.0053523639607493305,0.00204102794227242,0.009180789087888993,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,query_macro,persistent_inclusion,0.03653113230548248,0.018800671602400974,0.05514904585562944,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,query_macro,persistent_omission,-0.03653113230548248,-0.05514904585562946,-0.018800671602400978,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,query_macro,mean_recall,0.03653113230548248,0.018800671602400974,0.05514904585562944,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,query_macro,source_recall,0.03653113230548248,0.018800671602400974,0.05514904585562944,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,pair_micro,persistent_inclusion,0.013662613268228554,0.009662203599198236,0.01851596112146769,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,pair_micro,persistent_omission,-0.013662613268228554,-0.01851596112146769,-0.009662203599198229,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,pair_micro,mean_recall,0.013662613268228554,0.009662203599198236,0.01851596112146769,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,pair_micro,source_recall,0.013662613268228554,0.009662203599198236,0.01851596112146769,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,20,query_macro,persistent_inclusion,0.040760683407132466,0.031278803839388074,0.05175398220026267,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,20,query_macro,persistent_omission,0.03446422151827116,0.027281344397180992,0.041799757288437434,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,20,query_macro,VI,-0.07522490492540361,-0.0883462187559196,-0.0631422139517269,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,20,query_macro,mean_recall,0.0029918618134852823,-0.0016081424968514518,0.008247075741884515,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,20,query_macro,source_recall,0.0030209879979902882,-0.003480710116316761,0.010250684508009315,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,20,pair_micro,persistent_inclusion,0.028733743368233252,0.02448489495519515,0.03389653078320484,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,20,pair_micro,persistent_omission,0.031362974787548716,0.026623945867469224,0.03691421633048369,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,20,pair_micro,VI,-0.060096718155781964,-0.0702926185826123,-0.051349715938702266,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,20,pair_micro,mean_recall,0.0007512089769472752,-8.517102496993975e-05,0.001638125661683416,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,20,pair_micro,source_recall,0.0002817033663552281,-0.0008622432826352503,0.0014342221000907998,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,query_macro,persistent_inclusion,0.04318788023385331,0.027747853146394278,0.05959377848059795,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
