dataset,model,method,K,aggregation,eligible_queries,highest_pairs,basis,persistent_inclusion,persistent_inclusion_ci_low,persistent_inclusion_ci_high,persistent_omission,persistent_omission_ci_low,persistent_omission_ci_high,VI,VI_ci_low,VI_ci_high,mean_recall,mean_recall_ci_low,mean_recall_ci_high,source_recall,source_recall_ci_low,source_recall_ci_high
esci,minilm,BM25,20,query_macro,499,4434,structural: single deterministic fixed index,0.6768505832258405,0.6460319047308123,0.7064358283685264,0.32314941677415954,0.29356417163147364,0.3539680952691876,0.0,0.0,0.0,0.6768505832258405,0.6460319047308123,0.7064358283685264,0.6768505832258405,0.6460319047308123,0.7064358283685264
esci,minilm,BM25,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6344158773116825,0.60313376774078,0.6649941819687073,0.3655841226883175,0.33500581803129265,0.39686623225921996,0.0,0.0,0.0,0.6344158773116825,0.60313376774078,0.6649941819687073,0.6344158773116825,0.60313376774078,0.6649941819687073
esci,minilm,BM25,100,query_macro,499,4434,structural: single deterministic fixed index,0.8283191483962087,0.8025295237314413,0.8531709939597035,0.17168085160379132,0.14682900604029636,0.19747047626855868,0.0,0.0,0.0,0.8283191483962087,0.8025295237314413,0.8531709939597035,0.8283191483962087,0.8025295237314413,0.8531709939597035
esci,minilm,BM25,100,pair_micro,499,4434,structural: single deterministic fixed index,0.8385205232295896,0.8093824978691302,0.8661529892477685,0.16147947677041047,0.1338470107522315,0.19061750213086984,0.0,0.0,0.0,0.8385205232295896,0.8093824978691302,0.8661529892477685,0.8385205232295896,0.8093824978691302,0.8661529892477685
esci,minilm,canonical_hybrid_field_priority_type,20,query_macro,499,4434,structural: single deterministic fixed index,0.7149209397178373,0.6861255989532097,0.7421788290883369,0.2850790602821626,0.25782117091166307,0.3138744010467904,0.0,0.0,0.0,0.7149209397178373,0.6861255989532097,0.7421788290883369,0.7149209397178373,0.6861255989532097,0.7421788290883369
esci,minilm,canonical_hybrid_field_priority_type,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6662156066756879,0.6364027566786301,0.6960345548732728,0.33378439332431215,0.30396544512672713,0.36359724332136983,0.0,0.0,0.0,0.6662156066756879,0.6364027566786301,0.6960345548732728,0.6662156066756879,0.6364027566786301,0.6960345548732728
esci,minilm,canonical_hybrid_field_priority_type,100,query_macro,499,4434,structural: single deterministic fixed index,0.8954161984782436,0.8743922604418924,0.9152350040504474,0.10458380152175639,0.08476499594955254,0.12560773955810736,0.0,0.0,0.0,0.8954161984782436,0.8743922604418924,0.9152350040504474,0.8954161984782436,0.8743922604418924,0.9152350040504474
esci,minilm,canonical_hybrid_field_priority_type,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9005412719891746,0.8767243686334181,0.9223767129268186,0.09945872801082543,0.0776232870731814,0.1232756313665819,0.0,0.0,0.0,0.9005412719891746,0.8767243686334181,0.9223767129268186,0.9005412719891746,0.8767243686334181,0.9223767129268186
esci,minilm,canonical_hybrid_lexical_ascending,20,query_macro,499,4434,structural: single deterministic fixed index,0.7147873391834353,0.68592922548556,0.7421446113846707,0.28521266081656477,0.2578553886153292,0.3140707745144397,0.0,0.0,0.0,0.7147873391834353,0.68592922548556,0.7421446113846707,0.7147873391834353,0.68592922548556,0.7421446113846707
esci,minilm,canonical_hybrid_lexical_ascending,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6659900766801985,0.6363621065943256,0.6957735669968326,0.33400992331980156,0.3042264330031674,0.36363789340567443,0.0,0.0,0.0,0.6659900766801985,0.6363621065943256,0.6957735669968326,0.6659900766801985,0.6363621065943256,0.6957735669968326
esci,minilm,canonical_hybrid_lexical_ascending,100,query_macro,499,4434,structural: single deterministic fixed index,0.8950670152633289,0.8740081858732978,0.9149719624546251,0.10493298473667106,0.08502803754537484,0.1259918141267023,0.0,0.0,0.0,0.8950670152633289,0.8740081858732978,0.9149719624546251,0.8950670152633289,0.8740081858732978,0.9149719624546251
esci,minilm,canonical_hybrid_lexical_ascending,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9000902119981957,0.8761787584269648,0.9219734905730496,0.09990978800180424,0.07802650942695043,0.12382124157303526,0.0,0.0,0.0,0.9000902119981957,0.8761787584269648,0.9219734905730496,0.9000902119981957,0.8761787584269648,0.9219734905730496
esci,minilm,canonical_hybrid_lexical_descending,20,query_macro,499,4434,structural: single deterministic fixed index,0.7155507019214825,0.6867768770597349,0.7426348732934016,0.2844492980785173,0.2573651267065983,0.3132231229402651,0.0,0.0,0.0,0.7155507019214825,0.6867768770597349,0.7426348732934016,0.7155507019214825,0.6867768770597349,0.7426348732934016
esci,minilm,canonical_hybrid_lexical_descending,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6673432566531349,0.6379744466032408,0.6970906657730159,0.3326567433468651,0.302909334226984,0.3620255533967592,0.0,0.0,0.0,0.6673432566531349,0.6379744466032408,0.6970906657730159,0.6673432566531349,0.6379744466032408,0.6970906657730159
esci,minilm,canonical_hybrid_lexical_descending,100,query_macro,499,4434,structural: single deterministic fixed index,0.8965582530020617,0.8755570011847534,0.9165233823446793,0.10344174699793833,0.08347661765532045,0.12444299881524658,0.0,0.0,0.0,0.8965582530020617,0.8755570011847534,0.9165233823446793,0.8965582530020617,0.8755570011847534,0.9165233823446793
esci,minilm,canonical_hybrid_lexical_descending,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9000902119981957,0.8760499212629583,0.9221765456351895,0.09990978800180424,0.07782345436481054,0.12395007873704172,0.0,0.0,0.0,0.9000902119981957,0.8760499212629583,0.9221765456351895,0.9000902119981957,0.8760499212629583,0.9221765456351895
esci,minilm,centroid_2,20,query_macro,499,4434,structural: single deterministic fixed index,0.6789519382171927,0.6491664559921129,0.7076361402292012,0.3210480617828073,0.29236385977079876,0.3508335440078872,0.0,0.0,0.0,0.6789519382171927,0.6491664559921129,0.7076361402292012,0.6789519382171927,0.6491664559921129,0.7076361402292012
esci,minilm,centroid_2,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6303563373928732,0.5988636177998088,0.6627943562202381,0.3696436626071267,0.3372056437797619,0.4011363822001912,0.0,0.0,0.0,0.6303563373928732,0.5988636177998088,0.6627943562202381,0.6303563373928732,0.5988636177998088,0.6627943562202381
esci,minilm,centroid_2,100,query_macro,499,4434,structural: single deterministic fixed index,0.8632655857172312,0.8395062969148681,0.8858998700675751,0.13673441428276883,0.11410012993242491,0.16049370308513183,0.0,0.0,0.0,0.8632655857172312,0.8395062969148681,0.8858998700675751,0.8632655857172312,0.8395062969148681,0.8858998700675751
esci,minilm,centroid_2,100,pair_micro,499,4434,structural: single deterministic fixed index,0.8721244925575101,0.8448027362825321,0.8976146370517808,0.12787550744248985,0.10238536294821918,0.15519726371746795,0.0,0.0,0.0,0.8721244925575101,0.8448027362825321,0.8976146370517808,0.8721244925575101,0.8448027362825321,0.8976146370517808
esci,minilm,field_priority_type,20,query_macro,499,4434,structural: single deterministic fixed index,0.6748035326498806,0.645252655443535,0.7035926605750491,0.3251964673501194,0.2964073394249509,0.35474734455646484,0.0,0.0,0.0,0.6748035326498806,0.645252655443535,0.7035926605750491,0.6748035326498806,0.645252655443535,0.7035926605750491
esci,minilm,field_priority_type,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6269733874605322,0.5952897557632075,0.6595271709887105,0.37302661253946773,0.34047282901128945,0.4047102442367924,0.0,0.0,0.0,0.6269733874605322,0.5952897557632075,0.6595271709887105,0.6269733874605322,0.5952897557632075,0.6595271709887105
esci,minilm,field_priority_type,100,query_macro,499,4434,structural: single deterministic fixed index,0.8635704578657907,0.8399430403873056,0.8862642507852094,0.13642954213420933,0.11373574921479047,0.16005695961269428,0.0,0.0,0.0,0.8635704578657907,0.8399430403873056,0.8862642507852094,0.8635704578657907,0.8399430403873056,0.8862642507852094
esci,minilm,field_priority_type,100,pair_micro,499,4434,structural: single deterministic fixed index,0.8732521425349572,0.8461538461538461,0.8984352620113165,0.12674785746504286,0.10156473798868346,0.15384615384615385,0.0,0.0,0.0,0.8732521425349572,0.8461538461538461,0.8984352620113165,0.8732521425349572,0.8461538461538461,0.8984352620113165
esci,minilm,lexical_ascending,20,query_macro,499,4434,structural: single deterministic fixed index,0.6749654726915801,0.6453063930287691,0.7037249775568533,0.32503452730841986,0.2962750224431467,0.3546936069712308,0.0,0.0,0.0,0.6749654726915801,0.6453063930287691,0.7037249775568533,0.6749654726915801,0.6453063930287691,0.7037249775568533
esci,minilm,lexical_ascending,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6269733874605322,0.5951934942656696,0.6595284626782669,0.37302661253946773,0.340471537321733,0.40480650573433036,0.0,0.0,0.0,0.6269733874605322,0.5951934942656696,0.6595284626782669,0.6269733874605322,0.5951934942656696,0.6595284626782669
esci,minilm,lexical_ascending,100,query_macro,499,4434,structural: single deterministic fixed index,0.8641170055065267,0.8405020236484846,0.8868598062693815,0.1358829944934733,0.1131401937306185,0.15949797635151539,0.0,0.0,0.0,0.8641170055065267,0.8405020236484846,0.8868598062693815,0.8641170055065267,0.8405020236484846,0.8868598062693815
esci,minilm,lexical_ascending,100,pair_micro,499,4434,structural: single deterministic fixed index,0.8739287325214253,0.8467702974273863,0.899196749613616,0.12607126747857464,0.10080325038638405,0.15322970257261367,0.0,0.0,0.0,0.8739287325214253,0.8467702974273863,0.899196749613616,0.8739287325214253,0.8467702974273863,0.899196749613616
esci,minilm,lexical_descending,20,query_macro,499,4434,structural: single deterministic fixed index,0.675207548081384,0.6458683599288302,0.7037463400403101,0.32479245191861617,0.2962536599596897,0.35413164007116965,0.0,0.0,0.0,0.675207548081384,0.6458683599288302,0.7037463400403101,0.675207548081384,0.6458683599288302,0.7037463400403101
esci,minilm,lexical_descending,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6287776274244474,0.5973906424075258,0.66077467894867,0.3712223725755526,0.33922532105132996,0.4026093575924742,0.0,0.0,0.0,0.6287776274244474,0.5973906424075258,0.66077467894867,0.6287776274244474,0.5973906424075258,0.66077467894867
esci,minilm,lexical_descending,100,query_macro,499,4434,structural: single deterministic fixed index,0.863814627523788,0.840181045614956,0.8865508712860548,0.136185372476212,0.11344912871394508,0.15981895438504387,0.0,0.0,0.0,0.863814627523788,0.840181045614956,0.8865508712860548,0.863814627523788,0.840181045614956,0.8865508712860548
esci,minilm,lexical_descending,100,pair_micro,499,4434,structural: single deterministic fixed index,0.872575552548489,0.8455706894991816,0.8976064777344461,0.12742444745151105,0.10239352226555394,0.1544293105008184,0.0,0.0,0.0,0.872575552548489,0.8455706894991816,0.8976064777344461,0.872575552548489,0.8455706894991816,0.8976064777344461
esci,minilm,max_2,20,query_macro,499,4434,structural: single deterministic fixed index,0.6768553094913983,0.6474664096945271,0.7052765063095732,0.32314469050860184,0.2947234936904267,0.3525335903054729,0.0,0.0,0.0,0.6768553094913983,0.6474664096945271,0.7052765063095732,0.6768553094913983,0.6474664096945271,0.7052765063095732
esci,minilm,max_2,20,pair_micro,499,4434,structural: single deterministic fixed index,0.628552097428958,0.5968573800926742,0.6610541005402948,0.37144790257104193,0.33894589945970516,0.40314261990732575,0.0,0.0,0.0,0.628552097428958,0.5968573800926742,0.6610541005402948,0.628552097428958,0.5968573800926742,0.6610541005402948
esci,minilm,max_2,100,query_macro,499,4434,structural: single deterministic fixed index,0.8635321861842324,0.8397756632499034,0.886078509210733,0.13646781381576756,0.11392149078926714,0.16022433675009656,0.0,0.0,0.0,0.8635321861842324,0.8397756632499034,0.886078509210733,0.8635321861842324,0.8397756632499034,0.886078509210733
esci,minilm,max_2,100,pair_micro,499,4434,structural: single deterministic fixed index,0.872575552548489,0.8453222615327035,0.8978370970561307,0.12742444745151105,0.10216290294386932,0.1546777384672964,0.0,0.0,0.0,0.872575552548489,0.8453222615327035,0.8978370970561307,0.872575552548489,0.8453222615327035,0.8978370970561307
esci,minilm,raw,20,query_macro,499,4434,observed seven catalog schedules,0.6546874482423725,0.6249908002745358,0.6834741595229963,0.3049392344538006,0.2766331552886479,0.334051880107472,0.040373317303826914,0.03197707757297778,0.04996374146730607,0.6757624643186992,0.6466002746117114,0.7038244134185287,0.6795206657015723,0.6496839745611632,0.7085766975350755
esci,minilm,raw,20,pair_micro,499,4434,observed seven catalog schedules,0.603743797925124,0.5717539672585713,0.636532219153622,0.34957149300857016,0.317841015977253,0.3809427923082978,0.04668470906630582,0.03913327205660619,0.05449944137098373,0.6286487531413106,0.5970714559429253,0.6607324116700187,0.6312584573748309,0.5995585192847642,0.6637154173874329
esci,minilm,raw,100,query_macro,499,4434,observed seven catalog schedules,0.8552837328080235,0.8309691418355329,0.8787066219058487,0.13058708521459805,0.10814795788584702,0.15390216721399916,0.01412918197737837,0.008575617861690005,0.020815482518576203,0.8619282922438799,0.8382256768141895,0.8846662886007763,0.8613586583093018,0.8371598645791339,0.8845142225667798
esci,minilm,raw,100,pair_micro,499,4434,observed seven catalog schedules,0.8664862426702752,0.8385916140127254,0.8924434988375342,0.12110960757780785,0.09672195972771963,0.14721561750984316,0.012404149751917006,0.008463251670378619,0.016893591446348524,0.8720278368451573,0.8449514590580963,0.8972476822273887,0.8721244925575101,0.8447389504807559,0.897580296634237
esci,minilm,raw_hybrid,20,query_macro,499,4434,observed seven catalog schedules,0.6984640542905675,0.6692819246430821,0.7267787166923801,0.2688530167120083,0.24234566390517717,0.29654029720263336,0.03268292899742424,0.025157294572346566,0.04087773208718399,0.7149110498386149,0.6865134853641857,0.7420994273984906,0.7144001210983214,0.6856730739170462,0.7424340258646461
esci,minilm,raw_hybrid,20,pair_micro,499,4434,observed seven catalog schedules,0.6474966170500677,0.6173210702985196,0.678259014954666,0.3137122237257555,0.2849263993703525,0.3425684059519078,0.038791159224176815,0.03195719606445138,0.04547532520201687,0.666408918100393,0.6370040197057313,0.6961681780885554,0.6680198466396031,0.6385565230367103,0.6979761886979094
esci,minilm,raw_hybrid,100,query_macro,499,4434,observed seven catalog schedules,0.8931389625211479,0.8719493542452784,0.913061877998099,0.10126658322457815,0.08166256304643275,0.12201343656797327,0.005594454254273894,0.0028695514363725784,0.008883265824022336,0.8956701849170998,0.8746020925153721,0.915511290665377,0.8956765635306928,0.8746489620648135,0.9155195020523869
esci,minilm,raw_hybrid,100,pair_micro,499,4434,observed seven catalog schedules,0.8971583220568335,0.8731069184496861,0.9192358158489814,0.09720342805593143,0.07553382336838496,0.1208280031941779,0.005638249887235002,0.0033996922685946888,0.008238728926533925,0.8998969005734905,0.8760155320223504,0.9218292872264973,0.9005412719891746,0.8767228967674244,0.9223643684168679
esci,minilm,set_mean,20,query_macro,499,4434,structural: single deterministic fixed index,0.66426029743919,0.635151598960217,0.692363853427722,0.3357397025608099,0.30763614657227795,0.36484840103978305,0.0,0.0,0.0,0.66426029743919,0.635151598960217,0.692363853427722,0.66426029743919,0.635151598960217,0.692363853427722
esci,minilm,set_mean,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6170500676589986,0.5870790281813012,0.6471328048047675,0.38294993234100133,0.3528671951952324,0.41292097181869875,0.0,0.0,0.0,0.6170500676589986,0.5870790281813012,0.6471328048047675,0.6170500676589986,0.5870790281813012,0.6471328048047675
esci,minilm,set_mean,100,query_macro,499,4434,structural: single deterministic fixed index,0.8450156597563249,0.8196953246296111,0.8697119380707397,0.15498434024367522,0.13028806192926035,0.1803046753703888,0.0,0.0,0.0,0.8450156597563249,0.8196953246296111,0.8697119380707397,0.8450156597563249,0.8196953246296111,0.8697119380707397
esci,minilm,set_mean,100,pair_micro,499,4434,structural: single deterministic fixed index,0.8610735227785296,0.8340410180166655,0.8862848421535507,0.13892647722147045,0.11371515784644926,0.1659589819833345,0.0,0.0,0.0,0.8610735227785296,0.8340410180166655,0.8862848421535507,0.8610735227785296,0.8340410180166655,0.8862848421535507
wands,bge_base,BM25,20,query_macro,308,21299,structural: single deterministic fixed index,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.6528014511747643,0.6115824808192133,0.6919389075677556,0.0,0.0,0.0,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.3471985488252357,0.30806109243224444,0.38841751918078665
wands,bge_base,BM25,20,pair_micro,308,21299,structural: single deterministic fixed index,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.8851119770881262,0.8622993454143857,0.9036881032809632,0.0,0.0,0.0,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.11488802291187379,0.09631189671903684,0.13770065458561423
wands,bge_base,BM25,100,query_macro,308,21299,structural: single deterministic fixed index,0.6323252253791084,0.5923234431710289,0.6709602738654624,0.3676747746208916,0.3290397261345376,0.407676556828971,0.0,0.0,0.0,0.6323252253791084,0.5923234431710289,0.6709602738654624,0.6323252253791084,0.5923234431710289,0.6709602738654624
wands,bge_base,BM25,100,pair_micro,308,21299,structural: single deterministic fixed index,0.3746654772524532,0.3191381688893182,0.43837974683194925,0.6253345227475469,0.5616202531680506,0.6808618311106818,0.0,0.0,0.0,0.3746654772524532,0.3191381688893182,0.43837974683194925,0.3746654772524532,0.3191381688893182,0.43837974683194925
wands,bge_base,canonical_hybrid_field_priority_type,20,query_macro,308,21299,structural: single deterministic fixed index,0.37619949338542363,0.3379636964091216,0.41615263348020526,0.6238005066145764,0.5838473665197947,0.6620363035908783,0.0,0.0,0.0,0.37619949338542363,0.3379636964091216,0.41615263348020526,0.37619949338542363,0.3379636964091216,0.41615263348020526
wands,bge_base,canonical_hybrid_field_priority_type,20,pair_micro,308,21299,structural: single deterministic fixed index,0.12756467439785907,0.10721469653037982,0.15247054644390198,0.872435325602141,0.847529453556098,0.8927853034696202,0.0,0.0,0.0,0.12756467439785907,0.10721469653037982,0.15247054644390198,0.12756467439785907,0.10721469653037982,0.15247054644390198
wands,bge_base,canonical_hybrid_field_priority_type,100,query_macro,308,21299,structural: single deterministic fixed index,0.6782995309190837,0.6406430097437406,0.7147437577453167,0.3217004690809163,0.2852562422546832,0.35935699025625933,0.0,0.0,0.0,0.6782995309190837,0.6406430097437406,0.7147437577453167,0.6782995309190837,0.6406430097437406,0.7147437577453167
wands,bge_base,canonical_hybrid_field_priority_type,100,pair_micro,308,21299,structural: single deterministic fixed index,0.41114606319545516,0.3532468575698053,0.4784310964602414,0.5888539368045448,0.5215689035397585,0.6467531424301947,0.0,0.0,0.0,0.41114606319545516,0.3532468575698053,0.4784310964602414,0.41114606319545516,0.3532468575698053,0.4784310964602414
wands,bge_base,canonical_hybrid_lexical_ascending,20,query_macro,308,21299,structural: single deterministic fixed index,0.37449670526297,0.3359199144449757,0.4143749427161457,0.6255032947370299,0.5856250572838543,0.6640800855550242,0.0,0.0,0.0,0.37449670526297,0.3359199144449757,0.4143749427161457,0.37449670526297,0.3359199144449757,0.4143749427161457
wands,bge_base,canonical_hybrid_lexical_ascending,20,pair_micro,308,21299,structural: single deterministic fixed index,0.1271421193483262,0.10690679157276063,0.15217175521191065,0.8728578806516738,0.8478282447880894,0.8930932084272393,0.0,0.0,0.0,0.1271421193483262,0.10690679157276063,0.15217175521191065,0.1271421193483262,0.10690679157276063,0.15217175521191065
wands,bge_base,canonical_hybrid_lexical_ascending,100,query_macro,308,21299,structural: single deterministic fixed index,0.681521868154979,0.64448956304312,0.7173454452441229,0.31847813184502116,0.2826545547558768,0.35551043695688017,0.0,0.0,0.0,0.681521868154979,0.64448956304312,0.7173454452441229,0.681521868154979,0.64448956304312,0.7173454452441229
wands,bge_base,canonical_hybrid_lexical_ascending,100,pair_micro,308,21299,structural: single deterministic fixed index,0.4104418047795671,0.35278441267803456,0.47755281220306217,0.5895581952204328,0.5224471877969378,0.6472155873219654,0.0,0.0,0.0,0.4104418047795671,0.35278441267803456,0.47755281220306217,0.4104418047795671,0.35278441267803456,0.47755281220306217
wands,bge_base,canonical_hybrid_lexical_descending,20,query_macro,308,21299,structural: single deterministic fixed index,0.38372968113071815,0.34463022595535725,0.42445526383077664,0.6162703188692817,0.5755447361692233,0.6553697740446428,0.0,0.0,0.0,0.38372968113071815,0.34463022595535725,0.42445526383077664,0.38372968113071815,0.34463022595535725,0.42445526383077664
wands,bge_base,canonical_hybrid_lexical_descending,20,pair_micro,308,21299,structural: single deterministic fixed index,0.12855063618010235,0.10815411727025089,0.1535123319062631,0.8714493638198977,0.846487668093737,0.8918458827297492,0.0,0.0,0.0,0.12855063618010235,0.10815411727025089,0.1535123319062631,0.12855063618010235,0.10815411727025089,0.1535123319062631
wands,bge_base,canonical_hybrid_lexical_descending,100,query_macro,308,21299,structural: single deterministic fixed index,0.6792794311354867,0.6413017853303297,0.7156653658809418,0.3207205688645132,0.28433463411905835,0.3586982146696704,0.0,0.0,0.0,0.6792794311354867,0.6413017853303297,0.7156653658809418,0.6792794311354867,0.6413017853303297,0.7156653658809418
wands,bge_base,canonical_hybrid_lexical_descending,100,pair_micro,308,21299,structural: single deterministic fixed index,0.41067655758486316,0.3529339765977061,0.47761155835975855,0.5893234424151369,0.5223884416402413,0.6470660234022938,0.0,0.0,0.0,0.41067655758486316,0.3529339765977061,0.47761155835975855,0.41067655758486316,0.3529339765977061,0.47761155835975855
wands,bge_base,centroid_2,20,query_macro,308,21299,structural: single deterministic fixed index,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.6360016529853515,0.5963648562357808,0.6749404131526539,0.0,0.0,0.0,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.36399834701464845,0.3250595868473462,0.40363514376421894
wands,bge_base,centroid_2,20,pair_micro,308,21299,structural: single deterministic fixed index,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.8760505188036997,0.8518919519587972,0.8954336297319987,0.0,0.0,0.0,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.1239494811963003,0.10456637026800134,0.14810804804120284
wands,bge_base,centroid_2,100,query_macro,308,21299,structural: single deterministic fixed index,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.36044229915225023,0.3225145585440588,0.398261390412617,0.0,0.0,0.0,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.6395577008477499,0.6017386095873831,0.6774854414559411
wands,bge_base,centroid_2,100,pair_micro,308,21299,structural: single deterministic fixed index,0.39433776233625994,0.3402231089035401,0.45712541936424494,0.60566223766374,0.5428745806357551,0.6597768910964599,0.0,0.0,0.0,0.39433776233625994,0.3402231089035401,0.45712541936424494,0.39433776233625994,0.3402231089035401,0.45712541936424494
wands,bge_base,centroid_4,20,query_macro,308,21299,structural: single deterministic fixed index,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.6355979662835828,0.5955756025832253,0.6746269030204926,0.0,0.0,0.0,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.3644020337164174,0.32537309697950745,0.4044243974167746
wands,bge_base,centroid_4,20,pair_micro,308,21299,structural: single deterministic fixed index,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.8762852716089957,0.8522767888108859,0.8955396152028366,0.0,0.0,0.0,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.12371472839100427,0.10446038479716338,0.14772321118911413
wands,bge_base,centroid_4,100,query_macro,308,21299,structural: single deterministic fixed index,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.35606178420944096,0.31860948691086854,0.39368029682518424,0.0,0.0,0.0,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.6439382157905591,0.6063197031748158,0.6813905130891313
wands,bge_base,centroid_4,100,pair_micro,308,21299,structural: single deterministic fixed index,0.3962157847786281,0.34185231069965816,0.4596013243866828,0.6037842152213719,0.5403986756133172,0.6581476893003418,0.0,0.0,0.0,0.3962157847786281,0.34185231069965816,0.4596013243866828,0.3962157847786281,0.34185231069965816,0.4596013243866828
wands,bge_base,centroid_7,20,query_macro,308,21299,structural: single deterministic fixed index,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.6364525563368982,0.5961860021761873,0.6752450479075355,0.0,0.0,0.0,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.3635474436631018,0.3247549520924645,0.40381399782381244
wands,bge_base,centroid_7,20,pair_micro,308,21299,structural: single deterministic fixed index,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.8764261232921733,0.8523477401572684,0.895717065048106,0.0,0.0,0.0,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.12357387670782666,0.10428293495189399,0.1476522598427316
wands,bge_base,centroid_7,100,query_macro,308,21299,structural: single deterministic fixed index,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.3584401134498503,0.32095273268973457,0.39634022253815293,0.0,0.0,0.0,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.6415598865501497,0.6036597774618471,0.6790472673102655
wands,bge_base,centroid_7,100,pair_micro,308,21299,structural: single deterministic fixed index,0.3958871308512137,0.34174731806091635,0.45925620768001263,0.6041128691487864,0.5407437923199874,0.6582526819390836,0.0,0.0,0.0,0.3958871308512137,0.34174731806091635,0.45925620768001263,0.3958871308512137,0.34174731806091635,0.45925620768001263
wands,bge_base,field_priority_type,20,query_macro,308,21299,structural: single deterministic fixed index,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.6351680528698592,0.5947951256373255,0.6740531915622037,0.0,0.0,0.0,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.3648319471301408,0.3259468084377962,0.4052048743626743
wands,bge_base,field_priority_type,20,pair_micro,308,21299,structural: single deterministic fixed index,0.122963519414057,0.10390126170437373,0.14689607766791463,0.877036480585943,0.8531039223320853,0.8960987382956264,0.0,0.0,0.0,0.122963519414057,0.10390126170437373,0.14689607766791463,0.122963519414057,0.10390126170437373,0.14689607766791463
wands,bge_base,field_priority_type,100,query_macro,308,21299,structural: single deterministic fixed index,0.635647927691668,0.5978617383501231,0.6739888410387554,0.36435207230833194,0.32601115896124466,0.4021382616498769,0.0,0.0,0.0,0.635647927691668,0.5978617383501231,0.6739888410387554,0.635647927691668,0.5978617383501231,0.6739888410387554
wands,bge_base,field_priority_type,100,pair_micro,308,21299,structural: single deterministic fixed index,0.39048781632940516,0.33680708995843345,0.4528053977835913,0.6095121836705949,0.5471946022164087,0.6631929100415666,0.0,0.0,0.0,0.39048781632940516,0.33680708995843345,0.4528053977835913,0.39048781632940516,0.33680708995843345,0.4528053977835913
wands,bge_base,lexical_ascending,20,query_macro,308,21299,structural: single deterministic fixed index,0.36072423810213533,0.3216289122829533,0.4008332749678611,0.6392757618978647,0.5991667250321389,0.6783710877170465,0.0,0.0,0.0,0.36072423810213533,0.3216289122829533,0.4008332749678611,0.36072423810213533,0.3216289122829533,0.4008332749678611
wands,bge_base,lexical_ascending,20,pair_micro,308,21299,structural: single deterministic fixed index,0.12155500258228086,0.10263913122653354,0.1454164844606259,0.8784449974177191,0.8545835155393741,0.8973608687734664,0.0,0.0,0.0,0.12155500258228086,0.10263913122653354,0.1454164844606259,0.12155500258228086,0.10263913122653354,0.1454164844606259
wands,bge_base,lexical_ascending,100,query_macro,308,21299,structural: single deterministic fixed index,0.6323688141357365,0.5940743434535417,0.6703053741069633,0.3676311858642634,0.3296946258930365,0.4059256565464581,0.0,0.0,0.0,0.6323688141357365,0.5940743434535417,0.6703053741069633,0.6323688141357365,0.5940743434535417,0.6703053741069633
wands,bge_base,lexical_ascending,100,pair_micro,308,21299,structural: single deterministic fixed index,0.3887975961312738,0.33558925506042886,0.45059232639115715,0.6112024038687263,0.5494076736088428,0.6644107449395712,0.0,0.0,0.0,0.3887975961312738,0.33558925506042886,0.45059232639115715,0.3887975961312738,0.33558925506042886,0.45059232639115715
wands,bge_base,lexical_descending,20,query_macro,308,21299,structural: single deterministic fixed index,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.6372445500112612,0.5965302873741524,0.6760503699217226,0.0,0.0,0.0,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.3627554499887388,0.3239496300782773,0.4034697126258476
