dataset,model,method,schedule,metric,mean,ci_low,ci_high,eligible_queries,highest_pairs,bootstrap_seed,bootstrap_draws,interval
esci,bge_base,raw_hybrid,C1,Recall@20,0.7493223965089646,0.7227207057822695,0.7752146748579352,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C1,Recall@100,0.91573019356135,0.8962557493733889,0.9338585913715108,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s1,nDCG@10,0.6237355561161128,0.59919155798792,0.6475514033293518,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s1,nDCG@20,0.6691464130504852,0.644943762304775,0.6923921136951736,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s1,cNDCG@10,0.7256168720443837,0.7068290245915501,0.7439321753731698,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s1,cNDCG@20,0.8054921722502786,0.7897631158087349,0.8208579915309313,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s1,JudgedCoverage@10,0.7813627254509018,0.7559118236472947,0.8060120240480962,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s1,JudgedCoverage@20,0.6030060120240481,0.580561122244489,0.6254534068136273,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s1,Recall@20,0.7484924250627606,0.7216154201663953,0.7742901210249578,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s1,Recall@100,0.9155537204792832,0.8961314471148801,0.9335408054612951,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s2,nDCG@10,0.623912399890569,0.5993295382251911,0.6477553826650125,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s2,nDCG@20,0.6695079900798926,0.6454158849301775,0.6926884898820751,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s2,cNDCG@10,0.7272592624238099,0.7084220125129495,0.7453377584529599,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s2,cNDCG@20,0.8059516746578921,0.7901980096798646,0.8213316427166897,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s2,JudgedCoverage@10,0.7819639278557114,0.7563076152304609,0.8066132264529058,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s2,JudgedCoverage@20,0.6042084168336673,0.5817635270541083,0.6268537074148296,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s2,Recall@20,0.7483385278021499,0.7214457064977173,0.7743243240229326,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s2,Recall@100,0.9178888241420422,0.899018605989677,0.9354308347006517,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s3,nDCG@10,0.6235219306494296,0.5986186554918533,0.6475862212889498,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s3,nDCG@20,0.6690330541392443,0.6449389463531722,0.6923880050198065,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s3,cNDCG@10,0.7270755257083322,0.7083676895915433,0.7450842131491348,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s3,cNDCG@20,0.8054675571322015,0.7899828061111197,0.8206673474983421,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s3,JudgedCoverage@10,0.7811623246492986,0.7553106212424852,0.805811623246493,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s3,JudgedCoverage@20,0.6034068136272546,0.5809594188376752,0.6260546092184368,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s3,Recall@20,0.7489000660711983,0.7220534821518786,0.7750414018077726,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s3,Recall@100,0.9158490302685809,0.8964297549959604,0.9339183181161073,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s4,nDCG@10,0.6241110877343098,0.5992418932568556,0.6480843861005905,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s4,nDCG@20,0.6700635394114066,0.6460915628711682,0.6931765605180285,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s4,cNDCG@10,0.7268942666328642,0.7082514044130741,0.7448843210393176,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s4,cNDCG@20,0.8057056263606343,0.7900377348374209,0.8209753697049682,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s4,JudgedCoverage@10,0.7801603206412826,0.7547094188376753,0.8050100200400802,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s4,JudgedCoverage@20,0.6042084168336673,0.5817635270541084,0.6266533066132264,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s4,Recall@20,0.7497788693172359,0.7232779326602193,0.7753942316244467,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s4,Recall@100,0.9157260830013452,0.8961795234609262,0.9338784516447708,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s5,nDCG@10,0.6230325662763716,0.5982141017878329,0.6470707929976163,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s5,nDCG@20,0.6670075583893234,0.6427822147885738,0.6901338243105605,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s5,cNDCG@10,0.726148358460643,0.7074263835902841,0.7442756077264112,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s5,cNDCG@20,0.804203010890317,0.7885622776579165,0.8195858582170048,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s5,JudgedCoverage@10,0.7799599198396795,0.754308617234469,0.8046092184368737,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s5,JudgedCoverage@20,0.6033066132264528,0.5808617234468938,0.625751503006012,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s5,Recall@20,0.7473077811623363,0.720719132174614,0.7732370037507628,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C2s5,Recall@100,0.9168964292994468,0.8974795480671048,0.9349456623700307,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,set_mean,fixed,nDCG@10,0.5930710394063737,0.56919932792201,0.6157069254140457,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,set_mean,fixed,nDCG@20,0.6370609515945093,0.6137471074350134,0.6592154816005265,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,set_mean,fixed,cNDCG@10,0.7320755873812981,0.715563683940819,0.7482273042927461,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,set_mean,fixed,cNDCG@20,0.808062499448753,0.7937736508482742,0.8218037269655191,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,set_mean,fixed,JudgedCoverage@10,0.7298597194388778,0.7032014028056112,0.7559118236472945,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,set_mean,fixed,JudgedCoverage@20,0.5617234468937877,0.5389754509018035,0.5846693386773547,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,set_mean,fixed,Recall@20,0.719752641952029,0.6927933715930739,0.7458844347170878,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,set_mean,fixed,Recall@100,0.8895036383409017,0.8686307308666215,0.909102470155488,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,field_priority_type,fixed,nDCG@10,0.5965684813490036,0.5705554582103691,0.6214073869041298,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,field_priority_type,fixed,nDCG@20,0.6413598367753621,0.615731656799075,0.6659190180648906,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,field_priority_type,fixed,cNDCG@10,0.7380672778807892,0.7202314783863536,0.7552940541116596,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,field_priority_type,fixed,cNDCG@20,0.8126901543361834,0.7974079530951153,0.8271858094204841,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,field_priority_type,fixed,JudgedCoverage@10,0.7240480961923847,0.6963927855711423,0.7503006012024047,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,field_priority_type,fixed,JudgedCoverage@20,0.564629258517034,0.5408817635270541,0.5883767535070139,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,field_priority_type,fixed,Recall@20,0.7168147630429257,0.6878983008587158,0.745015104992509,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,field_priority_type,fixed,Recall@100,0.888297915241541,0.8666408523927948,0.9090152265147905,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_ascending,fixed,nDCG@10,0.5965852948148958,0.570556942140104,0.6213019457534705,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_ascending,fixed,nDCG@20,0.6409527942776135,0.6153570356631302,0.6655461219778853,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_ascending,fixed,cNDCG@10,0.7382439598437859,0.7203951599625761,0.7555382685733765,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_ascending,fixed,cNDCG@20,0.812447461912068,0.7972411733747501,0.8270056238557356,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_ascending,fixed,JudgedCoverage@10,0.7244488977955912,0.6967935871743488,0.7507014028056113,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_ascending,fixed,JudgedCoverage@20,0.5645290581162324,0.5407815631262526,0.5883767535070139,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_ascending,fixed,Recall@20,0.7160752887563573,0.687165595808512,0.744367067809949,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_ascending,fixed,Recall@100,0.8880435603779677,0.866397141310889,0.9088475105168645,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_descending,fixed,nDCG@10,0.5992578267103915,0.5735940046543213,0.624213565497963,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_descending,fixed,nDCG@20,0.6426226141467514,0.6176608610707093,0.6668862032045377,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_descending,fixed,cNDCG@10,0.7413499438733088,0.7235532201392915,0.7581392235131753,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_descending,fixed,cNDCG@20,0.8142167142007571,0.7993059638274734,0.82833603384814,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_descending,fixed,JudgedCoverage@10,0.7208416833667335,0.6929859719438879,0.7470941883767535,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_descending,fixed,JudgedCoverage@20,0.5647294589178357,0.5408817635270541,0.5884769539078155,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_descending,fixed,Recall@20,0.7164475014853268,0.6882218346691763,0.7439176842822405,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,lexical_descending,fixed,Recall@100,0.8870941261125812,0.8648602792644962,0.9082524150123661,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C0,nDCG@10,0.5970604714617574,0.5712790117744688,0.6219667881061811,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C0,nDCG@20,0.6434817064425425,0.6186287748313691,0.6678926311973461,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C0,cNDCG@10,0.7383346273831705,0.7205211676048686,0.7553636697834496,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C0,cNDCG@20,0.8123104596416691,0.7973454564377572,0.8265261035135612,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C0,JudgedCoverage@10,0.7236472945891784,0.6957915831663327,0.750501002004008,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C0,JudgedCoverage@20,0.568937875751503,0.5453907815631263,0.5925876753507014,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C0,Recall@20,0.7244962730851259,0.6958531413021466,0.7520215744893283,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C0,Recall@100,0.8912503297124089,0.8697565028972664,0.9117524034439882,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C1,nDCG@10,0.5954851490121605,0.5697137028875866,0.6199835399559205,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C1,nDCG@20,0.6407556041401626,0.6153261442283104,0.6650618918023852,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C1,cNDCG@10,0.7370707384438626,0.7193625140559273,0.7543235078339323,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C1,cNDCG@20,0.8124017025003936,0.7971230750457418,0.8271268430645149,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C1,JudgedCoverage@10,0.7234468937875751,0.6959919839679358,0.7498997995991984,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C1,JudgedCoverage@20,0.5634268537074147,0.5396768537074147,0.5869764529058116,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C1,Recall@20,0.7139427553516955,0.6855291844253739,0.7415582374669926,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C1,Recall@100,0.8839487838363457,0.8616464583033138,0.905149556699673,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s1,nDCG@10,0.5993878717142981,0.5732316812367508,0.6241644255950664,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s1,nDCG@20,0.6443989079824451,0.6191540319697126,0.6690651758498144,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s1,cNDCG@10,0.7406519035834834,0.7229789175554366,0.7574646791612082,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s1,cNDCG@20,0.8147825506197164,0.7999125413514079,0.8290368879011176,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s1,JudgedCoverage@10,0.7248496993987977,0.6973947895791583,0.7511022044088178,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s1,JudgedCoverage@20,0.5667334669338676,0.5428832665330662,0.5904809619238477,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s1,Recall@20,0.720337068810611,0.6915168483230918,0.7482350173256571,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s1,Recall@100,0.8858775611105506,0.8637501756226589,0.9070626346779703,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s2,nDCG@10,0.59846729999873,0.5725992782328977,0.623087451795541,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s2,nDCG@20,0.6429815124721281,0.6178876192443786,0.6674502317192967,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s2,cNDCG@10,0.7402750916662706,0.7219733783926928,0.7576279505423276,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s2,cNDCG@20,0.8142985714398795,0.7988500234201278,0.8288032358052905,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s2,JudgedCoverage@10,0.7238476953907816,0.6963927855711423,0.7498997995991984,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s2,JudgedCoverage@20,0.5648296593186373,0.5407815631262526,0.5884769539078156,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s2,Recall@20,0.7192020502755233,0.6902375408277226,0.7468590171079994,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s2,Recall@100,0.8864783005748008,0.8643423714259421,0.9071971529297106,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s3,nDCG@10,0.5973023672378514,0.571593739521139,0.6219525841630787,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s3,nDCG@20,0.6419614080547439,0.6166363085687225,0.6661876585188703,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s3,cNDCG@10,0.7393165886367965,0.7216318808105302,0.7564676086552071,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s3,cNDCG@20,0.8124921169355968,0.7975107719397291,0.8268432023994798,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s3,JudgedCoverage@10,0.7238476953907815,0.6961923847695392,0.7501002004008017,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s3,JudgedCoverage@20,0.564929859719439,0.5411823647294588,0.5883792585170341,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s3,Recall@20,0.7189030982045586,0.6903709971870025,0.7466019719498828,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s3,Recall@100,0.8889989507772917,0.8671685336543778,0.9095548788655847,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s4,nDCG@10,0.5955367760210901,0.5695311041411829,0.6202288167645708,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s4,nDCG@20,0.6395542297879427,0.6142243176482611,0.6639881356074999,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s4,cNDCG@10,0.7357759627839677,0.7177932869864176,0.7530648993230701,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s4,cNDCG@20,0.8108279599610452,0.7954694228929919,0.8252905607612853,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s4,JudgedCoverage@10,0.7246492985971944,0.696993987975952,0.7509018036072144,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s4,JudgedCoverage@20,0.5663326653306614,0.5425851703406814,0.5900801603206411,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s4,Recall@20,0.7154148864586549,0.6863072368891738,0.7434283991268942,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s4,Recall@100,0.8863277310218176,0.8641914815781383,0.9075305653392002,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s5,nDCG@10,0.5969940415644693,0.57099437912019,0.6215816871454224,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s5,nDCG@20,0.6405082723776198,0.6153772709562342,0.6647327653764443,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s5,cNDCG@10,0.7395053634959787,0.7217006736263191,0.7565702466255592,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s5,cNDCG@20,0.8121795840598385,0.7969135302184484,0.8266284382643583,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s5,JudgedCoverage@10,0.7226452905811623,0.6949899799599198,0.7490981963927856,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s5,JudgedCoverage@20,0.5645290581162326,0.5407815631262526,0.5881788577154309,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s5,Recall@20,0.7146866597956724,0.6862946925525522,0.7425306119430772,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,gte_modernbert,raw,C2s5,Recall@100,0.8912786098437443,0.8698243290318612,0.9118486476977291,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,lexical,BM25,fixed,nDCG@10,0.5775358517960116,0.5513184358491374,0.6030555287510053,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,lexical,BM25,fixed,nDCG@20,0.6151040799492089,0.589175654901515,0.640178153360447,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,lexical,BM25,fixed,cNDCG@10,0.705266030228735,0.685070553572983,0.7244469276699151,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,lexical,BM25,fixed,cNDCG@20,0.7912897214528816,0.7749348474909803,0.807024352639498,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,lexical,BM25,fixed,JudgedCoverage@10,0.7258517034068137,0.698191382765531,0.7529058116232463,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,lexical,BM25,fixed,JudgedCoverage@20,0.5478957915831664,0.5238476953907815,0.571943887775551,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,lexical,BM25,fixed,Recall@20,0.6768505832258405,0.6460319047308123,0.7064358283685264,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,lexical,BM25,fixed,Recall@100,0.8283191483962087,0.8025295237314413,0.8531709939597035,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_field_priority_type,fixed,nDCG@10,0.5926380172957612,0.5675669267496176,0.6168929619947615,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_field_priority_type,fixed,nDCG@20,0.6391723758519671,0.614273485552098,0.6629976840768516,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_field_priority_type,fixed,cNDCG@10,0.7192491438220356,0.7008931088789159,0.7368159851582995,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_field_priority_type,fixed,cNDCG@20,0.7989231720755008,0.7830261902797979,0.8141997027025876,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_field_priority_type,fixed,JudgedCoverage@10,0.749498997995992,0.7232464929859719,0.7749498997995993,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_field_priority_type,fixed,JudgedCoverage@20,0.5801603206412825,0.5574148296593187,0.6033066132264528,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_field_priority_type,fixed,Recall@20,0.7149209397178373,0.6861255989532097,0.7421788290883369,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_field_priority_type,fixed,Recall@100,0.8954161984782436,0.8743922604418924,0.9152350040504474,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_ascending,fixed,nDCG@10,0.5927600566289517,0.5676532658575677,0.6170301565645097,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_ascending,fixed,nDCG@20,0.6392391778667741,0.614432402908516,0.6630108795785017,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_ascending,fixed,cNDCG@10,0.7194015993805095,0.7010063935119486,0.7370393583708873,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_ascending,fixed,cNDCG@20,0.7990513399700698,0.7831532827672089,0.8143835609454864,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_ascending,fixed,JudgedCoverage@10,0.7498997995991985,0.7238476953907816,0.7755511022044088,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_ascending,fixed,JudgedCoverage@20,0.5801603206412825,0.5575125250501002,0.6033091182364729,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_ascending,fixed,Recall@20,0.7147873391834353,0.68592922548556,0.7421446113846707,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_ascending,fixed,Recall@100,0.8950670152633289,0.8740081858732978,0.9149719624546251,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_descending,fixed,nDCG@10,0.5935000885417993,0.5679619356090089,0.6178926972300891,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_descending,fixed,nDCG@20,0.6404986055558656,0.6154571951138063,0.6643503911167319,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_descending,fixed,cNDCG@10,0.718579049451897,0.7001409205591166,0.7363744811656139,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_descending,fixed,cNDCG@20,0.7985813625104244,0.7825115705939237,0.8137756522353101,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_descending,fixed,JudgedCoverage@10,0.7496993987975953,0.7230460921843688,0.7755511022044087,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_descending,fixed,JudgedCoverage@20,0.5821643286573146,0.5593186372745492,0.6051102204408818,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_descending,fixed,Recall@20,0.7155507019214825,0.6867768770597349,0.7426348732934016,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,canonical_hybrid_lexical_descending,fixed,Recall@100,0.8965582530020617,0.8755570011847534,0.9165233823446793,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,minilm,centroid_2,fixed,nDCG@10,0.5504815442984181,0.5247783268713601,0.5750039820826307,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
