dataset,model,method,reference,K,eligible_queries,highest_pairs,retained,retained_ci_low,retained_ci_high,newly_included,newly_included_ci_low,newly_included_ci_high,newly_omitted,newly_omitted_ci_low,newly_omitted_ci_high,absent_in_both,absent_in_both_ci_low,absent_in_both_ci_high,delta_recall,delta_recall_ci_low,delta_recall_ci_high
esci,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s4,100,499,4434,0.8942733241515015,0.8730451222139203,0.9142179437700085,0.0011428743267420621,0.00022469180785814053,0.002475142592878064,0.001375044461216806,0.00018218254691200583,0.0031318047350111476,0.10320875706053957,0.08334730891215571,0.12426507445072534,-0.00023217013447474367,-0.0022342329722715494,0.0015730486947921809
esci,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s5,20,499,4434,0.7104263562749976,0.6817896211706825,0.737688081434462,0.004494583442839729,0.0027533290563360457,0.0064130481248787265,0.004964002100414885,0.0031435329124863873,0.007158928109048431,0.28011505818174776,0.2530468106150917,0.3088443331280173,-0.0004694186575751564,-0.0031379107399239765,0.0019562941558325516
esci,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s5,100,499,4434,0.8939071655939602,0.872848233257209,0.9137882063565997,0.0015090328842833852,0.0005957844760449972,0.002636852542914667,0.0018498035031101164,0.00046846940634515783,0.0037020306847461147,0.10273399801864627,0.0828212252796454,0.12367263755958911,-0.00034077061882673097,-0.0024276866044776863,0.0014898426139658607
esci,minilm,canonical_hybrid_field_priority_type,raw_hybrid_seven_mean,20,499,4434,0.7094463346258472,0.6807100108763617,0.7368706265572207,0.0054746050919902076,0.0038546663600551993,0.007186848418600883,0.0054647152127676275,0.0038019624837652677,0.007483000104938276,0.27961434506939503,0.25257247133411875,0.3080899666263298,9.889879222579912e-06,-0.0024806875532582618,0.0023344253017246346
esci,minilm,canonical_hybrid_field_priority_type,raw_hybrid_seven_mean,100,499,4434,0.8941997218305473,0.8730654377363751,0.914159382750597,0.0012164766476962297,0.0004082934254885301,0.002350893899258485,0.001470463086552408,0.00046118830115394674,0.0027720195079914516,0.10311333843520398,0.08334721860106041,0.12399984185730958,-0.0002539864388561783,-0.001811529989358861,0.0012817382799310939
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,499,4434,0.642172525429564,0.6105557025277721,0.6727037299455947,0.07261481375387134,0.05923458413019469,0.08678650475437402,0.03467805779627659,0.026175209169295176,0.04429886924156192,0.2505346030202882,0.2244829097630984,0.27793767508545886,0.03793675595759475,0.02086242680707216,0.054955252809578206
esci,minilm,canonical_hybrid_lexical_ascending,BM25,100,499,4434,0.8252523504646813,0.7990266792303825,0.8501957584313357,0.06981466479864765,0.055289649750241164,0.08575732238973652,0.0030667979315273904,0.0006851309456519878,0.006754292870901087,0.10186618680514366,0.08229470353636449,0.12259563024401911,0.06674786686712025,0.051597866247872326,0.0827594697706389
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,499,4434,0.625284396795439,0.5940225591900011,0.6549591033335772,0.08950294238799615,0.07613424840759309,0.10398907874517911,0.04968107589614104,0.03849488248776918,0.062404503929855255,0.23553158492042375,0.2096384435126027,0.2619974760045847,0.03982186649185511,0.020613439502701187,0.05911134915874086
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,499,4434,0.8526534070412934,0.8281123964449534,0.8763552624175505,0.04241360822203555,0.03129642195412989,0.05483626653159368,0.011463598465233314,0.007389373432149774,0.016120950527955327,0.09346938627143775,0.07483390518971549,0.11354425260938947,0.030950009756802236,0.018930576591587252,0.04404756893494915
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C0,20,499,4434,0.7077396855988436,0.6787299254819691,0.735770376550966,0.007047653584591558,0.0029924285972780015,0.012521946122240646,0.006660435499477682,0.0036396210050052974,0.010602444398385672,0.27855222531708707,0.2513259015451693,0.3068955102535903,0.0003872180851138769,-0.005223429119032825,0.006605352104475348
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C0,100,499,4434,0.8945162342140509,0.8734181026727962,0.9145015387673566,0.0005507810492780433,0.0,0.001398831316479109,0.0011603293166419417,0.000286286859433152,0.0022643230183310337,0.10377265542002911,0.08394003399227662,0.12471513854177205,-0.0006095482673638985,-0.0017573024837553891,0.0003331056468581516
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C1,20,499,4434,0.708923349150936,0.6799902074510857,0.7365673162856118,0.005863990032499197,0.0033798771731195845,0.008828655221498456,0.006097821111900995,0.0035721759362683453,0.00924248683387651,0.27911483970466383,0.2523847545347026,0.3074201238161546,-0.00023383107940179774,-0.00409996973498055,0.003722551759136831
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C1,100,499,4434,0.8937276398758573,0.8725521662215774,0.9137075114286446,0.00133937538747158,0.0004504179854881257,0.0024530245973131744,0.002723123013704176,0.0005900690269427744,0.005556592983947692,0.10220986172296688,0.08250308347707092,0.1231487937133768,-0.001383747626232596,-0.004283600362007175,0.0009870569477282891
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s1,20,499,4434,0.7086805887208892,0.679840123217069,0.7362075377620686,0.006106750462545965,0.003663930804493356,0.009039286664064984,0.005686724710548219,0.0033519351452415856,0.008499381339393259,0.27952593610601656,0.25230257536123873,0.30798461870329474,0.00042002575199774584,-0.0031740029735284957,0.003981443649743097
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s1,100,499,4434,0.8941780578613455,0.8730688591178154,0.9141035344242415,0.0008889574019834541,0.00015415446277169725,0.0019115153383690456,0.0016971171780791018,0.000167000668002672,0.004070912387545654,0.10323586755859196,0.0834457363888265,0.12419495401643907,-0.0008081597760956478,-0.003384756108954506,0.0010807996278938156
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s2,20,499,4434,0.7103032055086488,0.6814613404116665,0.7376000837852043,0.004484133674786519,0.0028031248489525525,0.006368001509530596,0.006888522136157366,0.0038186336967539077,0.010856038892648369,0.27832413868040745,0.251413032752268,0.30647339265592577,-0.0024043884613708473,-0.006722271028070126,0.0010805831213587516
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s2,100,499,4434,0.8939818320764423,0.8727797375795838,0.9140366884734733,0.0010851831868865939,0.00026302605210420845,0.0021241200349416786,0.0015149346311670961,8.3500334001336e-05,0.0038648726023475517,0.10341805010550396,0.08362926201395904,0.12439787581447545,-0.0004297514442805024,-0.0029845944177732753,0.0014773204834577578
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s3,20,499,4434,0.7103653362060611,0.6814413854323752,0.7380469505335754,0.004422002977374102,0.002447969414523459,0.007111919105258967,0.0036552910113672615,0.0022151194369401063,0.00530868878493006,0.2815573698051975,0.2542491060383437,0.3104703152570325,0.0007667119660068407,-0.001692913040137287,0.003634402159188763
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s3,100,499,4434,0.8942824332788472,0.8732470520476137,0.9141970698554424,0.0007845819844817842,0.000167000668002672,0.0015855589383895995,0.0005042552637743019,8.3500334001336e-05,0.0010714068830301295,0.10442872947289678,0.08455292752314428,0.1254889564091026,0.0002803267207074823,-0.0005671583968803408,0.00119906093822677
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s4,20,499,4434,0.709213447602489,0.6802979990566802,0.736747704780723,0.005573891580946258,0.003244354952505661,0.008431968669348849,0.004772583237571685,0.0028574252224692165,0.007047899809306243,0.2804400775789931,0.253343098875625,0.30893974869706203,0.000801308343374573,-0.00233833827994656,0.004131008641336843
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s4,100,499,4434,0.8940911416045895,0.8728672416475489,0.9140201734751525,0.0009758736587393902,0.00022469180785814053,0.0019615571469278874,0.0015572270081288116,0.00032532597662858183,0.0033271087629805044,0.10337575772854225,0.08344160624347643,0.1244456482932448,-0.0005813533493894215,-0.0025453096711237993,0.001032296131557153
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s5,20,499,4434,0.7102211840257372,0.6815873942690139,0.7373900176621989,0.004566155157698017,0.002834916786332549,0.00648670865538548,0.005169174349675312,0.003327931007311066,0.007379715257945728,0.2800434864668895,0.2529939476875634,0.30879265552942425,-0.000603019191977294,-0.003284550190856999,0.0018683653052235418
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s5,100,499,4434,0.8939071655939602,0.872848233257209,0.9137882063565997,0.0011598496693687075,0.00044564653783090656,0.0020192894738861665,0.0018498035031101164,0.00046846940634515783,0.0037020306847461147,0.10308318123356094,0.08318751048821388,0.12409369474946351,-0.0006899538337414088,-0.0026912238980124747,0.000982486013485511
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_seven_mean,20,499,4434,0.7093495424019436,0.6806001991639972,0.7367266872483361,0.0054377967814916595,0.003814100061108435,0.007143298802717405,0.005561507436671217,0.0039036545944030523,0.007587373880247153,0.27965115337989355,0.25259097937071645,0.30809329431932886,-0.00012371065517955765,-0.0026101142057897786,0.0022079957378417334
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_seven_mean,100,499,4434,0.8940977863578704,0.8729571005168063,0.9140539877847221,0.0009692289054585076,0.00033341394684616843,0.0018020950593685351,0.0015723985592293636,0.0005511153723650145,0.0028868704219405616,0.1033605861774417,0.08354249391892346,0.1242727036676213,-0.000603169653770856,-0.0020435817909783692,0.000674241457996468
esci,minilm,canonical_hybrid_lexical_descending,BM25,20,499,4434,0.6411364068351089,0.6096727366097884,0.6714647651635514,0.07441429508637382,0.061143747464548044,0.08884177910903768,0.03571417639073166,0.02719005985856591,0.045487849660021555,0.24873512168778572,0.22244185829135898,0.2762051766057045,0.03870011869564215,0.02179798687326977,0.055671080751410494
esci,minilm,canonical_hybrid_lexical_descending,BM25,100,499,4434,0.8253927828445926,0.7990816952536478,0.8504081306593262,0.07116547015746905,0.0568191649717385,0.08694886029349251,0.002926365551616053,0.0004898686261411712,0.006821334977647603,0.10051538144632229,0.08087223631448597,0.1212458078206351,0.068239104605853,0.053048151877121766,0.08420037197037754
esci,minilm,canonical_hybrid_lexical_descending,lexical_descending,20,499,4434,0.6293355223259225,0.5988081842874577,0.658645617596272,0.08621517959556026,0.07316907935629832,0.1006087826368941,0.04587202575546146,0.03561920631520376,0.057720671553652576,0.23857727232305592,0.21231045414730668,0.2653165515033097,0.04034315384009878,0.022243169609730187,0.05874115093220552
esci,minilm,canonical_hybrid_lexical_descending,lexical_descending,100,499,4434,0.8519730521775719,0.827277556761147,0.8758242626771936,0.044585200824489885,0.03326315195367474,0.05706314227785095,0.011841575346216207,0.007760346614749499,0.016452328454968603,0.09160017165172213,0.0730073477978004,0.11160531268632339,0.03274362547827367,0.02049909214354739,0.046108065481472026
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C0,20,499,4434,0.7084873942685884,0.6796089196838927,0.7365335999267658,0.007063307652894267,0.0032603402060669587,0.012237243430712492,0.005912726829732989,0.003686946746364129,0.00863015896444783,0.27853657124878434,0.25142339357483134,0.30714706933693103,0.0011505808231612779,-0.003425774543016767,0.006738570703030193
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C0,100,499,4434,0.8942823266905643,0.8732440503422929,0.9143657614398438,0.0022759263114974534,0.00032830813141434385,0.004984068515819517,0.0013942368401286237,0.0004293907819709423,0.0026596022130841767,0.10204751015780969,0.08225243138617586,0.12307294563392285,0.0008816894713688301,-0.0014659248752435126,0.003778623159572557
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C1,20,499,4434,0.7080513053681268,0.6790252006169121,0.7355014318998655,0.007499396553355866,0.004401946961725962,0.011207625719935943,0.006969864894710262,0.0038015593114238545,0.010847792897529414,0.2774794331838071,0.25088026368201727,0.3053377314356996,0.0005295316586456034,-0.0044430453574160695,0.005549618365187115
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C1,100,499,4434,0.895627820708904,0.8745190806791474,0.9156461737239906,0.000930432293157744,0.0002290294875465216,0.0018274644527149534,0.0008229421806576115,0.00019947302011430267,0.0016755733689601425,0.10261880481728071,0.0827756832192348,0.12354136011315502,0.00010749011250013252,-0.0008458119943590885,0.001115325889874988
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s1,20,499,4434,0.7097400819234922,0.68067650917824,0.7373487390830459,0.0058106199979904155,0.0031856392364143214,0.009007986057510303,0.004627231507945268,0.002325678209256344,0.00755091053991339,0.2798220665705721,0.25285394017422524,0.30793399677158667,0.001183388490045147,-0.00273451382185879,0.005110338018705062
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s1,100,499,4434,0.8952300554814794,0.8741962637132582,0.9151273498993117,0.0013281975205822899,0.000190857906288768,0.0030363757818667636,0.0006451195579452092,0.00014844503822459732,0.0013022743233164075,0.10279662743999311,0.08284381829430808,0.12383902445286726,0.0006830779626370808,-0.0006820121261504028,0.0024743498541093716
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s2,20,499,4434,0.7105710103901488,0.681958070221008,0.7377517033240443,0.004979691531333836,0.0030124022391781594,0.0073716978702965865,0.006620717254657281,0.003814024056140883,0.01005349937371244,0.27782858082386014,0.2507934704926428,0.305945693690074,-0.001641025723323446,-0.005607432631414804,0.002003161083814651
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s2,100,499,4434,0.894651246348061,0.8734207553252716,0.9146259699965467,0.001907006654000642,0.0005465042639391336,0.0037749741908058537,0.0008455203595484157,0.00014844503822459732,0.001885611257479995,0.10259622663838992,0.08268133962628213,0.12368348333202381,0.001061486294452226,-0.000707831562039979,0.0030913280083495506
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s3,20,499,4434,0.7080943808987138,0.6793826669662172,0.7357020586895919,0.0074563210227688,0.004774192195072977,0.010518393366367559,0.005926246318714558,0.0037671228111074455,0.008392327217588903,0.2785230517598028,0.25131084888804517,0.3071729566034245,0.0015300747040542417,-0.0019497685340555296,0.0053023353864509815
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s3,100,499,4434,0.8938791393635293,0.8727814126028647,0.9137414851724557,0.0026791136385324764,0.0005224192974693976,0.005557435216753854,0.0009075491790922653,0.00029056429357030564,0.00168102213881272,0.10253419781884607,0.08260891393439383,0.12352194720198818,0.0017715644594402107,-0.000521880007100448,0.004694306241149925
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s4,20,499,4434,0.7086932114394715,0.6798894671830266,0.7359517674001326,0.00685749048201106,0.004017298128297765,0.01032781080357634,0.005292819400589087,0.0029760055192877277,0.008135156540880411,0.27915647867792825,0.25232936093496944,0.30739150807031435,0.0015646710814219743,-0.0023613118826185113,0.005682556130725783
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s4,100,499,4434,0.8947985105734816,0.8736330365398205,0.9149446962949956,0.001759742428580104,0.00029582975474759044,0.004100423520200574,0.0008498580392367967,0.00014844503822459732,0.001882774503014984,0.10259188895870154,0.08270712414841132,0.1236839057948052,0.0009098843893433071,-0.00099095237872793,0.0033855294764613395
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s5,20,499,4434,0.7099827529005887,0.6813105232418324,0.7374530734629287,0.005567949020893931,0.0033280206099921073,0.008186312880543103,0.005407605474823823,0.0030894807618809497,0.008254754739603605,0.2790416926036936,0.25228425555349676,0.3074302453197594,0.0001603435460701072,-0.003435042656313177,0.0036646993529906016
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s5,100,499,4434,0.8948286574473158,0.8736441882980684,0.914842428628471,0.0017295955547458554,0.00027761150005638983,0.004010618639877157,0.0009283116497545356,0.0002004008016032064,0.0018715075653953403,0.1025134353481838,0.08269748474008967,0.12350228548889028,0.0008012839049913199,-0.0010411643693833072,0.0032755879724817596
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_seven_mean,20,499,4434,0.7090885910270187,0.6803016309434543,0.7366000800377043,0.0064621108944640255,0.0044479914516257785,0.008818464002833759,0.005822458811596181,0.0039619630834345715,0.008033758707576074,0.27862683926692117,0.2517462511782088,0.30694577223977165,0.0006396520828678438,-0.0023078831727686125,0.003657979083142488
esci,minilm,canonical_hybrid_lexical_descending,raw_hybrid_seven_mean,100,499,4434,0.8947568223733335,0.8736384495244601,0.9147420621477759,0.0018014306287280806,0.0005668621178659112,0.00345718938650337,0.0009133625437662081,0.0003380360666361239,0.0016933130025385962,0.10252838445417212,0.08262564740088867,0.12351583395846262,0.0008880680849618726,-0.0005837984101206977,0.0026544386529535396
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,308,21299,0.3020961784042796,0.2632691097438031,0.3432451775072896,0.074103314981144,0.06029731089938206,0.08959608081455542,0.04510237042095607,0.03446365199717429,0.0575267842578254,0.5786981361936203,0.5387004079656696,0.6176755152514366,0.029000944560187942,0.010251658606316457,0.04835630769623659
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,308,21299,0.598414709448397,0.5569569808894476,0.6386963261993952,0.07988482147068665,0.06550977097255938,0.0956051103776176,0.03391051593071138,0.02455018342375751,0.04518320081310033,0.287789953150205,0.25294987856692885,0.3241231678727007,0.045974305539975266,0.02770542974265772,0.06423244715243938
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,308,21299,0.32389445994737565,0.2849898194616629,0.3639526509649441,0.052305033438047974,0.04378078921876853,0.062197194856347386,0.04093748718276516,0.033730080974344094,0.0491193551209686,0.5828630194318113,0.5425880904993926,0.6214636632748686,0.011367546255282805,-0.00011844357807908409,0.02335416060214841
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,308,21299,0.6050270014710591,0.5653081291860593,0.6443782832841489,0.07327252944802447,0.05956503956830321,0.08903948698502322,0.030620926220608906,0.023388904578644253,0.03988263784390396,0.2910795428603074,0.25615198131076355,0.3266812774866456,0.04265160322741556,0.025801841604259492,0.06070859285212433
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C0,20,308,21299,0.36236762958916136,0.3237538578784346,0.40276399083762265,0.013831863796262287,0.010107501265788962,0.018549818362140924,0.018341063543566537,0.012199397920292678,0.0270468627814626,0.6054594430710099,0.5657406316933777,0.6440939058116157,-0.004509199747304253,-0.013936178336450855,0.002877546759488319
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C0,100,308,21299,0.6650485188581633,0.6264699701135304,0.7027027820602159,0.013251012060920499,0.009934981879958709,0.017241497055466612,0.015591070180081469,0.010266257001830745,0.02351352142395185,0.3061093989008349,0.2700428013644768,0.34297523590429635,-0.002340058119160968,-0.010772446019395206,0.004187698907906272
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C1,20,308,21299,0.3631433434528709,0.32457795142172086,0.4031142160259698,0.01305614993255267,0.010113053049257626,0.01650582220494954,0.01520492401769412,0.011434009706149703,0.0199028194532353,0.6085955825968823,0.5684667004923265,0.6471863460801579,-0.002148774085141451,-0.0072243961884585544,0.002279034601528395
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C1,100,308,21299,0.6653061093635627,0.6270991205450497,0.7023704515350794,0.012993421555520933,0.009729359831917481,0.017340101453579546,0.009955668118226187,0.008008594916550652,0.012021483443487264,0.31174480096269014,0.27578319915553273,0.34865537465110347,0.003037753437294749,-0.0004063156816809239,0.007513912853313691
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C2s1,20,308,21299,0.36442380949957554,0.32551412214166026,0.4049509515169826,0.011775683885848083,0.009601754936917254,0.014013895819637825,0.01681110955547812,0.010613965685864238,0.02565759468219992,0.6069893970590983,0.5669497980723672,0.6456420905483173,-0.005035425669630033,-0.01413501279612486,0.0013261833689226174
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C2s1,100,308,21299,0.6639959131682895,0.62543225384613,0.7013122367098242,0.014303617750794178,0.011281255439463131,0.01763469109050505,0.014966009643703052,0.009814784321718699,0.02306701509818467,0.3067344594372133,0.27139982930633644,0.3433270332846255,-0.0006623918929088707,-0.008983491823175423,0.005100905630542036
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C2s2,20,308,21299,0.3638847709560646,0.3251155031091836,0.4042218065303674,0.01231472242935902,0.010114931580809242,0.014701638905448358,0.018673533210882116,0.012996194551641797,0.026932851106467107,0.6051269734036943,0.5648441956710809,0.6440893674499079,-0.006358810781523097,-0.014826185441522137,-0.0006770695159473474
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C2s2,100,308,21299,0.6656928389964656,0.627056453177846,0.7027073870462492,0.012606691922618046,0.009888910275554502,0.015618765968078235,0.013436597653301189,0.010433170496204049,0.01689188075465017,0.30826387142761513,0.27249188355088816,0.3450528639806278,-0.0008299057306831453,-0.003862698600050656,0.0022311640652183423
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C2s3,20,308,21299,0.36217045072172155,0.3237542121875452,0.4023508600278952,0.01402904266370206,0.010053716295990653,0.019021899555669835,0.01772324630162571,0.012320122035884933,0.025980991190630107,0.6060772603129506,0.566038938773043,0.6450135651427359,-0.0036942036379236467,-0.01253854995306121,0.003189232724426506
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C2s3,100,308,21299,0.6615898221621079,0.6226071418122131,0.6989346909814171,0.01670970875697578,0.01235542659223398,0.0217695625354521,0.012408434785880846,0.009690848151463073,0.015397214176295717,0.3092920342950355,0.2736486091253306,0.34605718663252794,0.004301273971094934,-7.638417798545387e-05,0.009099909008674438
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C2s4,20,308,21299,0.3628032498259487,0.3243077543072422,0.40272376779215374,0.01339624355947495,0.010137029704259785,0.017342864599885682,0.016335922671548618,0.011076525753055243,0.024524325805956697,0.6074645839430277,0.5674984667265837,0.6464581568218429,-0.002939679112073667,-0.01120976961657931,0.002598403762012816
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C2s4,100,308,21299,0.6640318239282241,0.625603489142442,0.7011036032324742,0.014267706990859485,0.010529643606396159,0.018994764261116858,0.016127799621117107,0.010521023385617096,0.02433313116274084,0.3055726694597992,0.27030567383102,0.34217688944525115,-0.001860092630257621,-0.010978041770750502,0.005504502071979018
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C2s5,20,308,21299,0.3634570164391201,0.32465594210743853,0.4036357362194968,0.012742476946303573,0.010303476117734817,0.01545808791867054,0.01982466543537227,0.012997346060693034,0.02912323857209239,0.6039758411792041,0.5636599478433746,0.6430390968407159,-0.0070821884890686975,-0.016633381780951664,-0.00012955501151717372
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_C2s5,100,308,21299,0.6636125710266104,0.6251500553724509,0.7010533147085822,0.014686959892473218,0.011011633559119162,0.019120264478351908,0.012324186799144038,0.00956864177156829,0.015576978503928036,0.3093762822817723,0.2736881974686831,0.3463942390976087,0.0023627730933291806,-0.0020369425903107247,0.007186603049637575
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_seven_mean,20,308,21299,0.363178610069209,0.3245259576642168,0.4032122815733635,0.013020883316214663,0.010680199177561502,0.01556821235754694,0.017559209248023924,0.012734692578617878,0.0246973851549843,0.6062412973665524,0.5664387271108755,0.6449280166265567,-0.004538325931809264,-0.011716806134902343,0.00035390979863954617
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid_seven_mean,100,308,21299,0.6641825139290606,0.6257081041164022,0.7013080872611309,0.014117016990023162,0.01162338141475286,0.016777447491819544,0.013544252400207697,0.010614645219171957,0.016864658721758196,0.3081562166807087,0.27274455784145735,0.34485821164501845,0.0005727645898154656,-0.0031104453882670933,0.003959344429573341
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,20,308,21299,0.3005158948515835,0.2616722912990754,0.34163698920828467,0.07398081041138657,0.06015111826269084,0.0894095847014944,0.046682653973652184,0.03549413028369764,0.059788253858296656,0.5788206407633777,0.538888671376922,0.6178609019211327,0.027298156437734394,0.008423976246879872,0.046553492517729896
wands,bge_base,canonical_hybrid_lexical_ascending,BM25,100,308,21299,0.5983418176443285,0.5568560172442316,0.638563069612321,0.08318005051065044,0.06804732916283202,0.10034676755518143,0.03398340773477997,0.02465480868159245,0.04525561028432262,0.2844947241102412,0.25014206094666164,0.3198695257660121,0.049196642775870464,0.030200989617697856,0.06905449961565804
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,20,308,21299,0.32029413590733197,0.28125971359844615,0.3602452781135541,0.054202569355638136,0.045337094004447416,0.06445706740636671,0.040430102194803384,0.03343528379183347,0.04833535599747337,0.5850731925422266,0.5448619580400812,0.623904543819089,0.013772467160834757,0.0024246842066852395,0.025765266634252968
wands,bge_base,canonical_hybrid_lexical_ascending,lexical_ascending,100,308,21299,0.6012272464809294,0.5614724083692101,0.6405133448702625,0.08029462167404948,0.06413468153762149,0.09810744647279145,0.03114156765480718,0.024094176208460116,0.04039951876277921,0.28733656419021397,0.2527356200203785,0.3225556026836138,0.049153054019242304,0.030568268199844314,0.06904460090394804
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C0,20,308,21299,0.3608545735666279,0.32198560985733354,0.4012801434477757,0.013642131696342125,0.010142677546376601,0.018312196979808012,0.019854119566099924,0.01331556107543533,0.028954869826348935,0.60564917517093,0.5655504064900144,0.64433777717776,-0.0062119878697577974,-0.015910321514657103,0.001633678645233182
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C0,100,308,21299,0.6655831362504332,0.626737421060272,0.7029806191729155,0.01593873190454569,0.010034093598207934,0.02460626020864684,0.015056452787811456,0.009684968705632728,0.023207358342597562,0.3034216790572097,0.2675006143312448,0.3400359705064958,0.0008822791167342307,-0.009402739105530276,0.011297575997140536
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C1,20,308,21299,0.3623634487006346,0.32383193497142626,0.40205001109172356,0.01213325656233548,0.009508992233526279,0.015256718713850977,0.015984818769930475,0.011749176771432635,0.021180790134686527,0.6095184759670995,0.5693026748417133,0.6481788035872502,-0.0038515622075949957,-0.009532797586367547,0.0010897603953542465
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C1,100,308,21299,0.6647987373079234,0.6263793195939977,0.7021314421929208,0.01672313084705547,0.010419210977653602,0.02555337937381096,0.010463040173865523,0.007928722189249603,0.013406464787568696,0.3080150916711556,0.27270286256232207,0.3442534137661187,0.0062600906731899485,-0.00047117782050706147,0.015444990780123844
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C2s1,20,308,21299,0.3631582468122751,0.32447924471084644,0.403274462014286,0.011338458450694998,0.009281024783212771,0.013523057414268617,0.018076672242778577,0.011440350026578791,0.02710512675451308,0.6074266224942513,0.5673305097240069,0.6463323934954711,-0.006738213792083577,-0.015811840679308346,-5.8906124195993145e-05
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C2s1,100,308,21299,0.6670023739423627,0.6287451808516831,0.7036889258985776,0.014519494212616203,0.011239361575949841,0.01829052471089051,0.011959548869629877,0.008905011776498446,0.015566902652769003,0.30651858297539125,0.2710313023161523,0.3427111575689499,0.0025599453429863274,-0.0016006959955514025,0.006759447161359914
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C2s2,20,308,21299,0.36329563308194013,0.32466663106382015,0.40359360417016416,0.011201072181029963,0.00913199767203504,0.013412131324100232,0.019262671085006604,0.012689430897588831,0.02827411412712085,0.6062406236520232,0.5660166859401012,0.6450589770826157,-0.00806159890397664,-0.0170583011509112,-0.0015039780593625823
