dataset,model,method,schedule,ndcg_cutoff,membership_cutoff,all_queries,changed_queries,changed_fraction,integer_recall_cancellations_changed,numerical_zero_changed,numerical_atol,numerical_rtol,cutoff_note,abs_delta_q00,abs_delta_q25,abs_delta_q50,abs_delta_q75,abs_delta_q90,abs_delta_q95,abs_delta_q100,changed_at_or_below_0.001,changed_above_0.001,fraction_changed_at_or_below_0.001,fraction_all_changed_at_or_below_0.001,changed_at_or_below_0.005,changed_above_0.005,fraction_changed_at_or_below_0.005,fraction_all_changed_at_or_below_0.005,changed_at_or_below_0.01,changed_above_0.01,fraction_changed_at_or_below_0.01,fraction_all_changed_at_or_below_0.01
esci,minilm,raw_hybrid,C1,10,20,499,77,0.15430861723446893,9,25,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.005034346879315255,0.021343342551389366,0.06362078819895167,0.0787522623876969,0.10550107871484987,32,45,0.4155844155844156,0.06412825651302605,38,39,0.4935064935064935,0.07615230460921844,49,28,0.6363636363636364,0.09819639278557114
esci,minilm,raw_hybrid,C2s1,20,20,499,53,0.1062124248496994,11,0,1e-12,0,same K20,5.728062469795292e-05,0.02634806463878092,0.036724410641621574,0.05401740660333583,0.07131765873566095,0.10439697933202974,0.1433187595694505,2,51,0.03773584905660377,0.004008016032064128,6,47,0.11320754716981132,0.012024048096192385,10,43,0.18867924528301888,0.02004008016032064
esci,minilm,raw_hybrid,C2s1,10,20,499,53,0.1062124248496994,11,26,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,9.511673171748447e-05,0.008620796810505538,0.025230421512985993,0.05726289803199412,0.0694312219367772,28,25,0.5283018867924528,0.056112224448897796,33,20,0.6226415094339622,0.06613226452905811,43,10,0.8113207547169812,0.08617234468937876
esci,minilm,raw_hybrid,C2s2,20,20,499,52,0.10420841683366733,11,1,1e-12,0,same K20,0.0,0.02394543358248763,0.03885487347056481,0.053585499250737925,0.0694698934746114,0.11826126478145355,0.2849457767905823,5,47,0.09615384615384616,0.01002004008016032,7,45,0.1346153846153846,0.014028056112224449,9,43,0.17307692307692307,0.018036072144288578
esci,minilm,raw_hybrid,C2s2,10,20,499,52,0.10420841683366733,11,28,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,2.0816681711721685e-17,0.009282803537125905,0.06298458031696216,0.06822139644736484,0.21599893429271566,30,22,0.5769230769230769,0.06012024048096192,34,18,0.6538461538461539,0.06813627254509018,39,13,0.75,0.0781563126252505
esci,minilm,raw_hybrid,C2s3,20,20,499,50,0.10020040080160321,8,1,1e-12,0,same K20,1.1102230246251565e-16,0.02264317419973605,0.03737470395028131,0.06115035917924257,0.09157241737854542,0.17807198039169345,0.2836908437484861,2,48,0.04,0.004008016032064128,6,44,0.12,0.012024048096192385,8,42,0.16,0.01603206412825651
esci,minilm,raw_hybrid,C2s3,10,20,499,50,0.10020040080160321,8,19,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.0032505038527882446,0.040984650967782324,0.0856061256598065,0.10193279969343168,0.21599893429271566,23,27,0.46,0.04609218436873747,28,22,0.56,0.056112224448897796,33,17,0.66,0.06613226452905811
esci,minilm,raw_hybrid,C2s4,20,20,499,57,0.11422845691382766,10,0,1e-12,0,same K20,3.4519878582273122e-06,0.029609992235510862,0.0403756952941382,0.06170819869566724,0.09220394696508595,0.1150410254697268,0.27615118729908256,5,52,0.08771929824561403,0.01002004008016032,6,51,0.10526315789473684,0.012024048096192385,8,49,0.14035087719298245,0.01603206412825651
esci,minilm,raw_hybrid,C2s4,10,20,499,57,0.11422845691382766,10,26,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.0006744848662945668,0.011128965338286265,0.05104495349234286,0.06401039572597927,0.2116270675871737,29,28,0.5087719298245614,0.05811623246492986,34,23,0.5964912280701754,0.06813627254509018,42,15,0.7368421052631579,0.0841683366733467
esci,minilm,raw_hybrid,C2s5,20,20,499,56,0.11222444889779559,9,0,1e-12,0,same K20,0.0009302350252803349,0.027828694723978545,0.03816662698374973,0.05373535762908963,0.07648663770710845,0.10738768165495471,0.2943973773702656,2,54,0.03571428571428571,0.004008016032064128,6,50,0.10714285714285714,0.012024048096192385,7,49,0.125,0.014028056112224449
esci,minilm,raw_hybrid,C2s5,10,20,499,56,0.11222444889779559,9,19,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.0028592986341494653,0.012255959722144522,0.02593490465206305,0.052517894660666586,0.21599893429271566,22,34,0.39285714285714285,0.04408817635270541,34,22,0.6071428571428571,0.06813627254509018,41,15,0.7321428571428571,0.08216432865731463
esci,bge_base,raw,C1,20,20,499,78,0.156312625250501,16,1,1e-12,0,same K20,2.220446049250313e-16,0.028614809272678163,0.04689047504888744,0.06422576000154423,0.11010600932150626,0.12707267812261588,0.46883651696311035,1,77,0.01282051282051282,0.002004008016032064,4,74,0.05128205128205128,0.008016032064128256,7,71,0.08974358974358974,0.014028056112224449
esci,bge_base,raw,C1,10,20,499,78,0.156312625250501,16,15,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.002859298634149382,0.013572916977420996,0.06997642928795386,0.11378309053406073,0.11911896963498857,0.42462739025224133,18,60,0.23076923076923078,0.036072144288577156,27,51,0.34615384615384615,0.05410821643286573,36,42,0.46153846153846156,0.07214428857715431
esci,bge_base,raw,C2s1,20,20,499,55,0.11022044088176353,12,0,1e-12,0,same K20,0.0022425472834962656,0.025935624250200823,0.04008132008354526,0.05329417076706072,0.08178245575917986,0.11489515936665237,0.33371830810302666,0,55,0.0,0.0,6,49,0.10909090909090909,0.012024048096192385,8,47,0.14545454545454545,0.01603206412825651
esci,bge_base,raw,C2s1,10,20,499,55,0.11022044088176353,12,12,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0008144754522114162,0.006070363796651268,0.029092086196774697,0.07217788836755293,0.0816618007236598,0.28559028807227477,15,40,0.2727272727272727,0.03006012024048096,23,32,0.41818181818181815,0.04609218436873747,35,20,0.6363636363636364,0.07014028056112225
esci,bge_base,raw,C2s2,20,20,499,67,0.1342685370741483,14,1,1e-12,0,same K20,0.0,0.027856363492829245,0.04436460597856118,0.06322651357495884,0.08908288671623227,0.11301903576135887,0.2510319758651975,1,66,0.014925373134328358,0.002004008016032064,5,62,0.07462686567164178,0.01002004008016032,7,60,0.1044776119402985,0.014028056112224449
esci,bge_base,raw,C2s2,10,20,499,67,0.1342685370741483,14,18,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,1.1102230246251565e-16,0.012534944221657018,0.05991745378869345,0.07320940294898799,0.10380974096596687,0.23950052316509102,20,47,0.29850746268656714,0.04008016032064128,26,41,0.3880597014925373,0.052104208416833664,30,37,0.44776119402985076,0.06012024048096192
esci,bge_base,raw,C2s3,20,20,499,63,0.12625250501002003,16,0,1e-12,0,same K20,0.00016995331281421944,0.02677077232958852,0.0425876710137143,0.06158404363647324,0.0773358493616658,0.08635574649160002,0.17901131599098064,2,61,0.031746031746031744,0.004008016032064128,6,57,0.09523809523809523,0.012024048096192385,9,54,0.14285714285714285,0.018036072144288578
esci,bge_base,raw,C2s3,10,20,499,63,0.12625250501002003,16,12,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0021469515091971925,0.01321163424652061,0.059628801108950136,0.08836588260059126,0.10672112303175016,0.12782702359300419,14,49,0.2222222222222222,0.028056112224448898,23,40,0.36507936507936506,0.04609218436873747,29,34,0.4603174603174603,0.05811623246492986
esci,bge_base,raw,C2s4,20,20,499,66,0.13226452905811623,12,1,1e-12,0,same K20,0.0,0.02696906181118014,0.04051600506357472,0.05465321127974632,0.06820799109971579,0.08281796336720364,0.20362904595418174,1,65,0.015151515151515152,0.002004008016032064,5,61,0.07575757575757576,0.01002004008016032,11,55,0.16666666666666666,0.022044088176352707
esci,bge_base,raw,C2s4,10,20,499,66,0.13226452905811623,12,12,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0009410610283350496,0.009431933440675028,0.060404001347044725,0.07305273114970387,0.08796517314604096,0.18313336838562572,17,49,0.25757575757575757,0.03406813627254509,27,39,0.4090909090909091,0.05410821643286573,35,31,0.5303030303030303,0.07014028056112225
esci,bge_base,raw,C2s5,20,20,499,62,0.12424849699398798,12,2,1e-12,0,same K20,0.0,0.02321822657254588,0.044014983090442106,0.05956495507610629,0.0699080493522431,0.11959380767652318,0.2573766147614117,4,58,0.06451612903225806,0.008016032064128256,8,54,0.12903225806451613,0.01603206412825651,9,53,0.14516129032258066,0.018036072144288578
esci,bge_base,raw,C2s5,10,20,499,62,0.12424849699398798,12,15,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,8.307978186522513e-05,0.006711124419630954,0.023558706818449016,0.07001951697942557,0.1047970166612337,0.20703442275051764,19,43,0.3064516129032258,0.03807615230460922,30,32,0.4838709677419355,0.06012024048096192,41,21,0.6612903225806451,0.08216432865731463
esci,bge_base,raw_hybrid,C1,20,20,499,52,0.10420841683366733,12,1,1e-12,0,same K20,0.0,0.029717121108192246,0.04281714920845536,0.06957072398607017,0.10166965445734111,0.11561197530392361,0.13239430275995134,1,51,0.019230769230769232,0.002004008016032064,4,48,0.07692307692307693,0.008016032064128256,6,46,0.11538461538461539,0.012024048096192385
esci,bge_base,raw_hybrid,C1,10,20,499,52,0.10420841683366733,12,15,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,1.1102230246251565e-16,0.006339953144023774,0.03643183951580142,0.07287385374283445,0.09318297824209833,0.12877884482108873,20,32,0.38461538461538464,0.04008016032064128,24,28,0.46153846153846156,0.04809619238476954,31,21,0.5961538461538461,0.06212424849699399
esci,bge_base,raw_hybrid,C2s1,20,20,499,44,0.08817635270541083,8,0,1e-12,0,same K20,0.0006269928752561382,0.02456798807085306,0.037621965045570194,0.0517201416140662,0.06885305082060249,0.07946700976289614,0.11563363998636231,1,43,0.022727272727272728,0.002004008016032064,4,40,0.09090909090909091,0.008016032064128256,6,38,0.13636363636363635,0.012024048096192385
esci,bge_base,raw_hybrid,C2s1,10,20,499,44,0.08817635270541083,8,16,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.005107370834328724,0.009966861935451987,0.056783893151357054,0.06966329563035112,0.07434666540362933,17,27,0.38636363636363635,0.03406813627254509,22,22,0.5,0.04408817635270541,33,11,0.75,0.06613226452905811
esci,bge_base,raw_hybrid,C2s2,20,20,499,44,0.08817635270541083,7,0,1e-12,0,same K20,0.0013147996038982424,0.030900433457348053,0.04153516567176606,0.04837346189924824,0.0731001864461553,0.10247608401010203,0.12796052191088514,0,44,0.0,0.0,4,40,0.09090909090909091,0.008016032064128256,5,39,0.11363636363636363,0.01002004008016032
esci,bge_base,raw_hybrid,C2s2,10,20,499,44,0.08817635270541083,7,17,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.0027463669447934658,0.010155538717074655,0.05725870937905653,0.07142251945038305,0.12877884482108867,17,27,0.38636363636363635,0.03406813627254509,25,19,0.5681818181818182,0.050100200400801605,33,11,0.75,0.06613226452905811
esci,bge_base,raw_hybrid,C2s3,20,20,499,41,0.08216432865731463,6,0,1e-12,0,same K20,0.004676761374457272,0.033476906904741255,0.04282037448506393,0.05396328343484541,0.0722514837035626,0.10895492959894593,0.1325494964282315,0,41,0.0,0.0,2,39,0.04878048780487805,0.004008016032064128,4,37,0.0975609756097561,0.008016032064128256
esci,bge_base,raw_hybrid,C2s3,10,20,499,41,0.08216432865731463,6,14,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.0031769984823881714,0.010917768967244057,0.06693352478031123,0.08827452605129649,0.12689946906010224,18,23,0.43902439024390244,0.036072144288577156,21,20,0.5121951219512195,0.04208416833667335,30,11,0.7317073170731707,0.06012024048096192
esci,bge_base,raw_hybrid,C2s4,20,20,499,46,0.09218436873747494,11,0,1e-12,0,same K20,0.0006299833905536456,0.028258005487383747,0.03652278553412422,0.0625406085675293,0.07787048346635167,0.10154857014790207,0.13141432841938064,1,45,0.021739130434782608,0.002004008016032064,9,37,0.1956521739130435,0.018036072144288578,10,36,0.21739130434782608,0.02004008016032064
esci,bge_base,raw_hybrid,C2s4,10,20,499,46,0.09218436873747494,11,15,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.0033716930004894785,0.013390564284495261,0.059628801108950136,0.07093275905718924,0.12689946906010224,16,30,0.34782608695652173,0.03206412825651302,27,19,0.5869565217391305,0.05410821643286573,31,15,0.6739130434782609,0.06212424849699399
esci,bge_base,raw_hybrid,C2s5,20,20,499,40,0.08016032064128256,8,0,1e-12,0,same K20,0.0005629327841421006,0.02453472097822354,0.03310942868930061,0.047793569961836105,0.08241649550536759,0.10721163680726686,0.18928959290823755,2,38,0.05,0.004008016032064128,5,35,0.125,0.01002004008016032,7,33,0.175,0.014028056112224449
esci,bge_base,raw_hybrid,C2s5,10,20,499,40,0.08016032064128256,8,19,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.0026951161422379966,0.010674940661668582,0.018877979301979087,0.07073900092710596,0.12689946906010224,19,21,0.475,0.03807615230460922,23,17,0.575,0.04609218436873747,28,12,0.7,0.056112224448897796
esci,gte_modernbert,raw,C1,20,20,499,123,0.24649298597194388,21,0,1e-12,0,same K20,0.0015480454477857508,0.02966604599374012,0.04822520232209787,0.07692038991151379,0.12294665141535975,0.1451650818115387,0.18930009875730294,0,123,0.0,0.0,7,116,0.056910569105691054,0.014028056112224449,14,109,0.11382113821138211,0.028056112224448898
esci,gte_modernbert,raw,C1,10,20,499,123,0.24649298597194388,21,13,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.005940398767238425,0.02341226832976742,0.06048832694512879,0.08487353529156526,0.1035590453040683,0.21202793407276732,15,108,0.12195121951219512,0.03006012024048096,28,95,0.22764227642276422,0.056112224448897796,45,78,0.36585365853658536,0.09018036072144289
esci,gte_modernbert,raw,C2s1,20,20,499,96,0.19238476953907815,19,0,1e-12,0,same K20,0.0004369653800567752,0.0216176070223486,0.04558612711084439,0.06404184258085348,0.09714431573785513,0.11441920356359514,0.16281489427008555,1,95,0.010416666666666666,0.002004008016032064,7,89,0.07291666666666667,0.014028056112224449,12,84,0.125,0.02404809619238477
esci,gte_modernbert,raw,C2s1,10,20,499,96,0.19238476953907815,19,15,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.003539430146324629,0.018837234651625012,0.06362078819895167,0.08384887858838139,0.104418253817495,0.12701758962520426,19,77,0.19791666666666666,0.03807615230460922,26,70,0.2708333333333333,0.052104208416833664,39,57,0.40625,0.0781563126252505
esci,gte_modernbert,raw,C2s2,20,20,499,102,0.20440881763527055,17,0,1e-12,0,same K20,0.00014860411278694308,0.02703945773530393,0.04560834354224119,0.07364531356829632,0.10382955561266165,0.11607608857660143,0.24720429309725714,2,100,0.0196078431372549,0.004008016032064128,9,93,0.08823529411764706,0.018036072144288578,13,89,0.12745098039215685,0.026052104208416832
esci,gte_modernbert,raw,C2s2,10,20,499,102,0.20440881763527055,17,19,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0023745960733667854,0.0160214013873545,0.06298458031696236,0.07654514294809556,0.09639398571148979,0.13380771181592344,21,81,0.20588235294117646,0.04208416833667335,34,68,0.3333333333333333,0.06813627254509018,43,59,0.4215686274509804,0.08617234468937876
esci,gte_modernbert,raw,C2s3,20,20,499,92,0.1843687374749499,19,0,1e-12,0,same K20,5.0168347434209615e-05,0.026547297941214305,0.038848655255309894,0.06317571007769825,0.09830109305359501,0.11522849591207208,0.1803909063411315,6,86,0.06521739130434782,0.012024048096192385,10,82,0.10869565217391304,0.02004008016032064,15,77,0.16304347826086957,0.03006012024048096
esci,gte_modernbert,raw,C2s3,10,20,499,92,0.1843687374749499,19,18,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.002276886621604442,0.016142297704945185,0.05682292684871958,0.0732752809868457,0.09538832628368082,0.1957862693274377,21,71,0.22826086956521738,0.04208416833667335,31,61,0.33695652173913043,0.06212424849699399,42,50,0.45652173913043476,0.0841683366733467
esci,gte_modernbert,raw,C2s4,20,20,499,104,0.20841683366733466,19,0,1e-12,0,same K20,0.0004943056027921777,0.02846136360276627,0.04101979512694909,0.06675635647394756,0.10809649481213893,0.1234805403917806,0.24720429309725714,1,103,0.009615384615384616,0.002004008016032064,7,97,0.0673076923076923,0.014028056112224449,16,88,0.15384615384615385,0.03206412825651302
esci,gte_modernbert,raw,C2s4,10,20,499,104,0.20841683366733466,19,20,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0035394301463245598,0.013364739687720867,0.06625422345438903,0.08413008260788603,0.09689272033363142,0.18655283631292546,24,80,0.23076923076923078,0.04809619238476954,30,74,0.28846153846153844,0.06012024048096192,46,58,0.4423076923076923,0.09218436873747494
esci,gte_modernbert,raw,C2s5,20,20,499,104,0.20841683366733466,15,0,1e-12,0,same K20,0.00014521458522487318,0.030191133916866536,0.046311154475205896,0.06733354575986944,0.09117360659329539,0.11029714437654228,0.18026293150159947,3,101,0.028846153846153848,0.006012024048096192,3,101,0.028846153846153848,0.006012024048096192,8,96,0.07692307692307693,0.01603206412825651
esci,gte_modernbert,raw,C2s5,10,20,499,104,0.20841683366733466,15,20,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0026078098541596276,0.013917428314292768,0.057258709379056444,0.07454997754409502,0.08753660016347321,0.1441490577451328,23,81,0.22115384615384615,0.04609218436873747,36,68,0.34615384615384615,0.07214428857715431,47,57,0.4519230769230769,0.09418837675350701
