path,sha256,role,bytes
revision_evidence_20260917/scripts/audit_fitting.py,49b91a06417370755b2d853645687797f66675ef24564a6e4370c33b99ed30f7,saved evidence/source inventory,6276
revision_evidence_20260917/scripts/audit_precision_differences.py,7143c5f3eedd4070d55382ba129d4ca13addf5347821404b1e8cc08a3f27f134,saved evidence/source inventory,1987
revision_evidence_20260917/scripts/common.py,610886e5b5373453138ab647bd27d84edbf2cc3574600296b4678f46c26ddcc2,saved evidence/source inventory,4128
revision_evidence_20260917/scripts/complete_support_audit.py,cad7ac5797bcdd79cfdf12b5f03e98c0bf28d3e92c4114523c613565e5cbd341,saved evidence/source inventory,2800
revision_evidence_20260917/scripts/finish_after_controls.py,be8c92ca386e668f3fae72f5965af190797b9894990525f9f7b8a83e91c287d4,saved evidence/source inventory,1958
revision_evidence_20260917/scripts/freeze_design.py,68b92aa9b7c05c1d77b3bf4a9a1dc4e6bb65be3cd2306d9a99f3df39e8d2a6cb,saved evidence/source inventory,3709
revision_evidence_20260917/scripts/plot_figures.py,a1433d39187ae962b0fc9a8d09296baa847d973d9359023e81e2932df033a49f,saved evidence/source inventory,13383
revision_evidence_20260917/scripts/prepare_manuscript_fonts.py,dd9e2d41d769b46d6c07d68de4cbc8a50eacb13a29c3ea4801e4e0919120bcc5,saved evidence/source inventory,2353
revision_evidence_20260917/scripts/run_canonical_controls.py,08d69cacab632a76cf229f3dc0ece2e1afa5ab1ac44a990dfe6c7f22a26837c0,saved evidence/source inventory,7408
revision_evidence_20260917/scripts/validate_outputs.py,7eceb000e848112988ea5f38c0902db648d53a1a219b525c17c6981dc7fe65ef,saved evidence/source inventory,9756
revision_evidence_20260917/scripts/verify_target_rank_sources.py,9c32f122245900f2699feaee0484c47aeb58e9fb3b1cc50a7896b2209736a47c,saved evidence/source inventory,3599
revision_evidence_20260917/scripts/write_canonical_table.py,6820c1743b181f6c5c761cd7b8b4391041094fad6b92eca36655042a7f3cfc92,saved evidence/source inventory,4300
revision_evidence_20260917/scripts/write_evidence_report.py,0225162e684a43b4148111507fa11d5255b5795ec69cca6e5e21d1475f335278,saved evidence/source inventory,16550
revision_completion_20260921/CLAIM_VERDICTS.md,943186d20a42fe77bc6b730a3866dc4f1f16b7dc52caead4791dcc6c452f22ff,saved evidence/source inventory,4733
revision_completion_20260921/COMPLETION_STATUS.md,73d90135d9e9a9ede3da5b0cada7d5aafa8c1e87f0fb4effba7705ec155026db,saved evidence/source inventory,3660
revision_completion_20260921/DELIVERY.json,68a7a2cf0fd17157f90e8200e4c9ba0d3b29cb92c935363622e1f8fb078ccedf,saved evidence/source inventory,254
revision_completion_20260921/FIGURE_INSERTIONS.tex,411f337265126b575eebdc607f70b09bdacd3d0dc7a2465cfd3288bdf257df75,saved evidence/source inventory,7315
revision_completion_20260921/MANUSCRIPT_INSERTIONS.tex,ea3f526293b343a9f22151fe7657658744e405913495ec112dd696732a8db014,saved evidence/source inventory,291
revision_completion_20260921/OUTPUT_HASHES.json,5eb3947592feb3a78bfb7b3eb0d976acc8b3eed83d1ed0b65715589a60781ebc,saved evidence/source inventory,20840
revision_completion_20260921/PROTOCOL.json,d793472163f2be8ca9df643671d9f394c4e02db9bafa1736f6def5a0b49d2ca2,saved evidence/source inventory,29470
revision_completion_20260921/README.md,a73b3702935961d942528ca3c7776d12cf7cf6fe209d5d90f73b51650371b95a,saved evidence/source inventory,612
revision_completion_20260921/REPRODUCE.md,557306f06ea07845d18f4a576a8675b66b98fcb623b2c4a3505c0511cc9bcc21,saved evidence/source inventory,3970
revision_completion_20260921/SOURCE_AUDIT.md,3df1285f4a650d7f79aa8fe26f5ad5f7ddd46d031176132d77fc95f8b8c4f3bd,saved evidence/source inventory,2455
revision_completion_20260921/SOURCE_HASHES.json,c08d8cc08caac5ab027dbe9814002c616d30da8dc52c4085a65b13373210cd0e,saved evidence/source inventory,85880
revision_completion_20260921/data/additional_cost_sources.json,1cd592c8aaaf5b03009ede8fa9c413fa72ad4bade1d4c2611ae502890366690a,saved evidence/source inventory,16780
revision_completion_20260921/data/bm25_reconstruction_audit.csv,bcab16fc0ea63562ef425e6d907ccd38a7085be0538918aaa183208d427ce411,saved evidence/source inventory,151
revision_completion_20260921/data/bootstrap_weights_11fa23b308d42180.json,8be64a10ccb3ebead3fd3ddc2c0a88eb8aed083dd071b099d6e1646a238bf40e,saved evidence/source inventory,2567
revision_completion_20260921/data/bootstrap_weights_1ef92fc87e97ae23.json,8d345cd1311c7539840ab3ab5b4ec2fe4ade54f2d8db685b4c2409b113c61210,saved evidence/source inventory,5748
revision_completion_20260921/data/bootstrap_weights_435a81f75cf2ea60.json,314d7390c74acfb6a3fb5661424b8b7d233d81350a44a1347dcb19bf63e8bb9f,saved evidence/source inventory,3237
revision_completion_20260921/data/bootstrap_weights_6072834c15992a23.json,7818de8c3b77922e6d491205e4aaaee19eb9128aaa178a8224f5a3a20fe45293,saved evidence/source inventory,6220
revision_completion_20260921/data/bootstrap_weights_663e3d6d95321b1d.json,a8a2956d12a9eca6b02fae727b6a9752e8890cdcb3a6a19c9172d5c195336d4c,saved evidence/source inventory,1385
revision_completion_20260921/data/bootstrap_weights_9f81162c16627879.json,9688fb41bc67555f6b9a4de340e946dd4447389c1becd7b3a367c3d68bfbf86e,saved evidence/source inventory,6088
revision_completion_20260921/data/control_query_compatibility.csv,a3f5d846e139c510d5be0332da7de464c66e68f683eeae144ccc4a2a3ae6438f,saved evidence/source inventory,2098
revision_completion_20260921/data/crossing_ecdf.csv,dacb914d54fc26c1ff48c45d9f653ef77149d1ef830bf122ca4acda36e59d72c,saved evidence/source inventory,1372707
revision_completion_20260921/data/cutoff_denominators.csv,a9b7bdaa5cb730ee53e80eb74105cd96aa54a62316e41ad9a2df1ca00ca9a720,saved evidence/source inventory,17814
revision_completion_20260921/data/cutoff_paired_changes.csv,3217939c3982f9ddc635c61ec4ab72bde22266a0185f819b86589e9dab552205,saved evidence/source inventory,170545
revision_completion_20260921/data/cutoff_per_pair.parquet,8efca99559cceeafa8959b6f8da48c0ebbebc955fca49614a21ec9e01de09036,saved evidence/source inventory,4060232
revision_completion_20260921/data/cutoff_per_query.csv,c6a842b05994b460eafbe2fec6c8cd45b7df700e7f2058dca803de165c853149,saved evidence/source inventory,5267031
revision_completion_20260921/data/cutoff_summary.csv,c7f4c9609903c4ed270ff2a417dd46fb19f33c70053bd54e3d9b236579ef6259,saved evidence/source inventory,109208
revision_completion_20260921/data/DATA_DICTIONARY.md,ebff567db9dcd2e55e9e0d6cc0a14e83282d3766f2cf8a93ad7ea5e1746a80f5,saved evidence/source inventory,2724
revision_completion_20260921/data/distinct_views_summary.csv,71b1a1a13544ae540e6002a7e95be2fc916c58ea5c5cd0ba03b5ab0a640499ed,saved evidence/source inventory,615
revision_completion_20260921/data/esci_bge_base_distinct_views_M2.parquet,16187283d154d716465bbf9cc22e5b92c626a0d0622f1102006a63744a30c774,saved evidence/source inventory,111225
revision_completion_20260921/data/esci_bge_base_distinct_views_M4.parquet,3f0c6f6c54625752c73b19a4c5d43cf320799b891d0c9cb81aa8b9038f38e2bf,saved evidence/source inventory,113622
revision_completion_20260921/data/esci_bge_base_distinct_views_M7.parquet,695f1482e7d2e97003dac457e39726b4d5043eb3575c8abf37a2b755e4c5d20e,saved evidence/source inventory,116138
revision_completion_20260921/data/esci_bge_base_hybrid_seven_pairs.parquet,5d45e33ad13f0f87c93241dbc58909f2bffbee4d63c86a4f0ff17ceed1c7602c,saved evidence/source inventory,106467
revision_completion_20260921/data/esci_bge_base_reconstructed_raw_seven_pairs.parquet,f31ba573393afa0d3d2ac45664cdf0ff697f6f4273c2d8ee21486eca36aa14ed,saved evidence/source inventory,106920
revision_completion_20260921/data/esci_catalog_ordering.csv,e14296a9337357a50dc1ee8ddf19a50c347806c4133b9558e403e7cad0fc52e3,saved evidence/source inventory,170276
revision_completion_20260921/data/esci_minilm_distinct_views_M2.parquet,b22bc42ae0f2026c65eef7d59b163aba6a0f8606250405b5c1f4029c9a5d641f,saved evidence/source inventory,111211
revision_completion_20260921/data/esci_minilm_hybrid_seven_pairs.parquet,c18bf52fdc018c865d41d70d369d28fb78e4f596edb46cf8c3378764b03178ea,saved evidence/source inventory,107805
revision_completion_20260921/data/esci_minilm_reconstructed_raw_seven_pairs.parquet,b201e5d0bb9c3000c6dd84262cb8d124947aeb9685dcb70dc2cd77a8e07bf21a,saved evidence/source inventory,113485
revision_completion_20260921/data/esci_queries_ordering.csv,d052d46185b33f0b900d5dea5fe26e90802da0773086e0d0ef4179cb16cb6dfc,saved evidence/source inventory,5409
revision_completion_20260921/data/historical_membership_changes_per_query.csv,72ca97f49842d946191a1a7834f241fcf296d805cb1037daf90a620b7c99999d,saved evidence/source inventory,48132941
revision_completion_20260921/data/historical_membership_changes_summary.csv,9d77fe569ad7a369250cec9040e51e2d3bd0ddff18fadf1098f3adbdf892a9a2,saved evidence/source inventory,873107
revision_completion_20260921/data/historical_rq2_cancellation_companion.csv,045c6d7c00a672b562e410abb137efaf8e2ba68b416664be2f66b26bd43f69cc,saved evidence/source inventory,10063
revision_completion_20260921/data/hybrid_execution.json,e71cb97f30b455fc746354b5dac60575de8bcac0525e8c38c0f1d37bda1c22d5,saved evidence/source inventory,466
revision_completion_20260921/data/hybrid_execution_timing.csv,723fe7347f7d39937597fb3c2ebf93dc295c0099525426f9b07beaa6052b3dde,saved evidence/source inventory,4016
revision_completion_20260921/data/hybrid_reconstruction_audit.csv,0a8d04071b45dcfae3952ab83d7cea86fa1662c0cdda7cd1194a12d9e0c14d51,saved evidence/source inventory,8750
revision_completion_20260921/data/joint_denominators.csv,5c02a246060b9b26767d518bb205041ec6500689133c363554ed4397342c2364,saved evidence/source inventory,5952
revision_completion_20260921/data/joint_integrity_checks.csv,20ba00a9592eaacaac8985dd085fd57e7c8653a228ef55b754461c03420829c7,saved evidence/source inventory,7738
revision_completion_20260921/data/matched_hybrid_raw_contrasts.csv,dce56e845de5937a8dea033e1144ed2ed83a7387821648a6bc09ac0cdb67381b,saved evidence/source inventory,7253
revision_completion_20260921/data/membership_per_pair.parquet,75a20ccaf8305bf52feedc907c974f0d75a429673eaab83c619e2ba0df01e939,saved evidence/source inventory,9012716
revision_completion_20260921/data/membership_per_query.csv,264ccc5aa90260b9c0cba12edaa911c3838c7d2ff16f88f59524e3c046b5dbfe,saved evidence/source inventory,42990793
revision_completion_20260921/data/membership_summary.csv,879b980a289aa6b6f140859fd4685f005c732ffc4a3269b0b3a708142c187c5f,saved evidence/source inventory,399584
revision_completion_20260921/data/paired_intervals_long.csv,b9b6b603e71dbfadff12bcfad87ffb1c3a9456f22f9548cc0dc4bf1789736901,saved evidence/source inventory,551869
revision_completion_20260921/data/raw_precision_differences.csv,e3a9ae53a2fb59d312595ac67056b34da1ed324223f74962ea97c298240fc62f,saved evidence/source inventory,106
revision_completion_20260921/data/severity_per_query.csv,bbca6fe96df0cb79ece7666a36a4a2480aec298618f48fa3cfe4763349b9811f,saved evidence/source inventory,3184660
revision_completion_20260921/data/severity_summary.csv,24cc7ad4045467004690fb069581dd7ff89ef9a433cbf32efee2124329fb6802,saved evidence/source inventory,60751
revision_completion_20260921/data/source_manifest.json,127b1d8c3f2a176cb574586d35376ba5bd3e8888ec3fdc35bdc5c81bc9d8b3d5,saved evidence/source inventory,332358
revision_completion_20260921/data/strategy_costs.csv,7211a101b08b351abb644748303d2ddd63ddf9c01e7d838cd69268fa0b347dad,saved evidence/source inventory,27642
revision_completion_20260921/data/strategy_per_pair.parquet,27af2d11a30b3bb90a1c010a126e8f872c157e164ed7df288d3ce34e60884b4b,saved evidence/source inventory,23318531
revision_completion_20260921/data/strategy_per_query.csv,bb4777bba71c8d20f34b037cf8dcbd280b9aa983a31a2b34129e6c6d400e3d30,saved evidence/source inventory,18387335
revision_completion_20260921/data/strategy_summary.csv,8411c94e85cc83a73f7b34e3e37f5e729f390f91e106127ef7bf176f8e2fe1df,saved evidence/source inventory,289330
revision_completion_20260921/data/structural_invariance_audit.csv,211ba33996abd6c6598cf3f966cc7b45e4d3fd70bdfa0e684ae357ba4ce2aef9,saved evidence/source inventory,2422
revision_completion_20260921/data/target_rank_movements.parquet,3467b0c46a41b3026dd29aa85dca8dee5a11fcdaca1ce36356472fb5d499cf5e,saved evidence/source inventory,2169986
revision_completion_20260921/data/wands_bge_base_distinct_views_M2.parquet,e4343c96ed67e86230fb86369e660cacadb49db705833f53119eb2168391f421,saved evidence/source inventory,288180
revision_completion_20260921/data/wands_bge_base_distinct_views_M4.parquet,6b4e039d1cf3ee96d58e1d72686af9a3220e25dfa0e79e3ea635a07e933b2640,saved evidence/source inventory,288346
revision_completion_20260921/data/wands_bge_base_distinct_views_M7.parquet,0718c2b47eeec0364333dec5fa9328110570cf4a66bf46943d4b48cdb062072f,saved evidence/source inventory,288525
revision_completion_20260921/data/wands_bge_base_hybrid_seven_pairs.parquet,c90134a2c8391be28e0b3afef1db8612c8d1080d579968819aaca1f358e42965,saved evidence/source inventory,424052
revision_completion_20260921/data/wands_bge_base_reconstructed_raw_seven_pairs.parquet,0a95143cd2a3e34d34a59f95a05376242a12b032546f2cffdf2058110354eb91,saved evidence/source inventory,435101
revision_completion_20260921/data/wands_catalog_ordering.csv,529a0417d80d999dd1b30d6058732fe6d173de7c70ac70146486f75b95c6e0dd,saved evidence/source inventory,536720
revision_completion_20260921/data/wands_minilm_distinct_views_M2.parquet,73ec315f80766aeb0d86830e25a3a28661097bc7ff079f3b16dbfb100cdea1f6,saved evidence/source inventory,290150
revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,64372c2b5f745c690a7e387c00208c63b34ff1ed5f0ae174294a1708aa25c6aa,saved evidence/source inventory,429641
revision_completion_20260921/data/wands_minilm_reconstructed_raw_seven_pairs.parquet,4054525de32e7dd477bd79f1de031d4fdc1c0ce3f2b5d0fc0730707b4e65e3bf,saved evidence/source inventory,452035
revision_completion_20260921/data/wands_queries_ordering.csv,268e1d4d8fa32d44900aa26c899baecc0f2d63c00bc3372206c37a61995afb26,saved evidence/source inventory,4118
revision_completion_20260921/figures/captions.json,4482a3dd5a3d979b0c7d8b486e70dde0ebb186d7fc29a8091fd74bbc78b20cad,saved evidence/source inventory,7491
revision_completion_20260921/figures/CAPTIONS_AND_ACCESSIBILITY.md,8bf991a0d1ce6fef12d4da95d0fd7263e0689a1de5fc2deb8700bbf387c3c25c,saved evidence/source inventory,7195
revision_completion_20260921/figures/crossing_severity_appendix_plot.csv,0beb2190d47ebcea30eb1ccbd92e1036bc49180521ba3b442c683542126949f2,saved evidence/source inventory,14977
revision_completion_20260921/figures/crossing_worst_rank_ecdf_appendix_plot.csv,a27603b12bc22fc2dc3dbf646bb3c5331a03da6234a272bb9a328c023650bc5e,saved evidence/source inventory,447775
revision_completion_20260921/figures/cutoff_catalog_wide_appendix_plot.csv,4ee3375dfe437317ff35f7c41e4d6173bb84d2818c6042d35235bc8f3f468d00,saved evidence/source inventory,27160
revision_completion_20260921/figures/cutoff_target_only_appendix_plot.csv,118747cd6dac384e578a4b769c0edc77a07d9f06fee535c9d5f5e17cab6bfd84,saved evidence/source inventory,27078
revision_completion_20260921/figures/rq1_vi_top20_main_plot.csv,968f6546774a11763eb5ff58a8aafffb00e823aedce2a47203d00e61ed67ec1f,saved evidence/source inventory,5684
revision_completion_20260921/figures/rq2_membership_top100_plot.csv,73c60e6c10bbaa2472bc4ac5d6df7ed174e4f608d8aae67c7e321ced6ed8d4d5,saved evidence/source inventory,30924
revision_completion_20260921/figures/rq2_membership_top20_plot.csv,7fb0440244013bacd1ed50ee28a954800710c67f4bdbe79c8d015352dc2684dc,saved evidence/source inventory,31681
revision_completion_20260921/manuscript/appendix_evaluation_details.tex,ade96bcbb5d00959a733f01340100af8748df366377f3222dc9a5e911bcdf7e6,saved evidence/source inventory,4557
revision_completion_20260921/manuscript/chapter5_experimental_setup.tex,46d0fd095f94d8c0e270c9de1ea395d2fd240533d39b8897c687255d27394ff3,saved evidence/source inventory,5361
revision_completion_20260921/manuscript/chapter6_results.tex,d7155a68fd1c06853e40d2b39ccedd72e70463750f9e5ca4e78430a76813167d,saved evidence/source inventory,9327
revision_completion_20260921/qa/artifact_tables_proof.tex,a5631ce817e817092c1031e3b3196146de0317a28d7f3f454e300c47139f73f0,saved evidence/source inventory,429
revision_completion_20260921/qa/chapters_acm_proof.tex,936f9a8c9ca35840b078420ddca1b31a1bd593740230b1eec5c22ddf98697ebe,saved evidence/source inventory,578
revision_completion_20260921/qa/figure_geometry.json,f0dd42e0970e29aa73bb494bd37b95e70afd6bf0a91b2b6ba0f671dafae499ce,saved evidence/source inventory,1201
revision_completion_20260921/qa/latex_check.json,767b86bfb5ad705da05f4a10efb932239c960f8aeb4f73d93e8c8826ef5df0ab,saved evidence/source inventory,252
revision_completion_20260921/qa/runtime.json,76f09ddc33e73ea4ee3a4aaccfc87b12ccc46177478a135f9137f1301b49af21,saved evidence/source inventory,207
revision_completion_20260921/qa/VISUAL_QA.md,acf97c51b4c956fd624d02862d8b714d77282437859a8475ddc37c20137142dc,saved evidence/source inventory,2621
revision_completion_20260921/scripts/analyze.py,90a4b0c712cd6e1fbb9c942ecb7965d9337ac123b0cc465f8e2d767fd4afca9b,saved evidence/source inventory,15173
revision_completion_20260921/scripts/audit_sources.py,bd490bdce3c7d88e6025e68e8835e0b8c787f0bc58b97efe1e1032eb15df4bbb,saved evidence/source inventory,11854
revision_completion_20260921/scripts/common.py,fc2538a1de4c0cdcf18a6ce077c41c3b3b9242707efef09ca208402536d59e11,saved evidence/source inventory,5081
revision_completion_20260921/scripts/controls_and_cost.py,ea94fe04fb5ea9a0a2bb46ba53080e06b2553e38d474424e1774b11b5585c281,saved evidence/source inventory,11027
revision_completion_20260921/scripts/figures.py,edb8bd313d80dd83d177446f2f9775fc4fefd234199e0ac2b7c05008bc98f9dc,saved evidence/source inventory,13248
revision_completion_20260921/scripts/finalize.py,2dc50c1c67027c3ca1af520489d4da89e0600fb9b9a62cdae4a99fd2a24884ec,saved evidence/source inventory,11736
revision_completion_20260921/scripts/hybrid.py,ead2564151f8c84771b41392d53eeeecb0aa641cf495a1e312e32724b47671a9,saved evidence/source inventory,7057
revision_completion_20260921/scripts/latex_qa.py,94b467da29068dfad0fb2f6203b603daec08a6fea60c2ddea17df3fb1e67b184,saved evidence/source inventory,3423
revision_completion_20260921/scripts/report.py,e287113de3d069cbd591bdd0a95705089a8a24b5f9cda975edc5c3d62aab13fd,saved evidence/source inventory,23095
revision_completion_20260921/scripts/validate.py,1b38e1468419e81633efedc62aab011915e8e1ae2a0549d0ba3ca76e9b386bf9,saved evidence/source inventory,6165
revision_completion_20260921/tables/bge_budget_sweep.csv,b48d660cddf3dce73a815654803c1a5cc40c48a1e1bbf2fb41b3630c48038d29,saved evidence/source inventory,29982
revision_completion_20260921/tables/bge_budget_sweep.tex,0967ef3b9aa8a03fcc220fd592e2dfc8726bd2fd50289aa039bf30c11d33f082,saved evidence/source inventory,1317
revision_completion_20260921/tables/cancellation_all_conditions.csv,045c6d7c00a672b562e410abb137efaf8e2ba68b416664be2f66b26bd43f69cc,saved evidence/source inventory,10063
revision_completion_20260921/tables/cancellation_all_conditions.tex,752f32ff4b1f2a6cab233f47b8f22c98b55e3316b2549aba6dd171fc1c4771ea,saved evidence/source inventory,4725
revision_completion_20260921/tables/cancellation_top20.tex,fea50b668c1755d094e5f6ad1146f21a60e2bc5708a3d36dd4130fca7f512bd1,saved evidence/source inventory,761
revision_completion_20260921/tables/canonical_complete.csv,7015034ad6601f77fec72a2a16f075243abe95efb2f84be64d1245342d422d73,saved evidence/source inventory,65978
revision_completion_20260921/tables/canonical_complete_intervals.tex,b3d67cf1e92f4130291d89128dbfd449f654aaed3eb014a46ba2af016256a04e,saved evidence/source inventory,5026
revision_completion_20260921/tables/canonical_top20.tex,4881c96809208c236f604f4f43c14af97413fc9c14fe587586499219b1e9736f,saved evidence/source inventory,866
revision_completion_20260921/tables/cutoff_paired_changes.csv,3217939c3982f9ddc635c61ec4ab72bde22266a0185f819b86589e9dab552205,saved evidence/source inventory,170545
revision_completion_20260921/tables/cutoff_summary.csv,c7f4c9609903c4ed270ff2a417dd46fb19f33c70053bd54e3d9b236579ef6259,saved evidence/source inventory,109208
revision_completion_20260921/tables/fitting_support.tex,22e701905cefec0e6d91d83a106164bfbfc7e6490a515529a25d958b8422a5c4,saved evidence/source inventory,474
revision_completion_20260921/tables/matched_hybrid_raw_contrasts.csv,dce56e845de5937a8dea033e1144ed2ed83a7387821648a6bc09ac0cdb67381b,saved evidence/source inventory,7253
revision_completion_20260921/tables/membership_summary.csv,879b980a289aa6b6f140859fd4685f005c732ffc4a3269b0b3a708142c187c5f,saved evidence/source inventory,399584
revision_completion_20260921/tables/severity_summary.csv,24cc7ad4045467004690fb069581dd7ff89ef9a433cbf32efee2124329fb6802,saved evidence/source inventory,60751
revision_completion_20260921/tables/strategy_costs.csv,7211a101b08b351abb644748303d2ddd63ddf9c01e7d838cd69268fa0b347dad,saved evidence/source inventory,27642
revision_completion_20260921/tables/strategy_joint_complete.csv,c4cb2756e1fe4b6bc0eff5d3f55acb564d1571abdb53bb28f5f9897726e728f3,saved evidence/source inventory,128100
revision_completion_20260921/tables/strategy_joint_main.tex,55756c19c9fa024997d2ec42abfc45608e6d043f4a6151fd88211a6d82b522be,saved evidence/source inventory,1607
revision_completion_20260921/tables/strategy_states_K100.tex,438df4439756955d0a52baf772c5453e84f16624df0c66cd500893f39a6552b6,saved evidence/source inventory,3580
revision_completion_20260921/tables/strategy_states_K20.tex,e9e091c2ea533a3f124d341e725f31de4981315aa32708fbc4f6b5db89ce8eea,saved evidence/source inventory,3584
revision_graded_20260922/CLAIM_VERDICTS.md,53958c471b7817c40f72a4ce0c39a457500d17064882d2dc86c666afef2333de,saved evidence/source inventory,3047
revision_graded_20260922/DELIVERY.json,ebc2edbe4398f99cc2c732cdea57fbf6727d035ed4ca84f6e44205e37563597c,saved evidence/source inventory,14500
revision_graded_20260922/GAIN_MAPPING.json,ac921106d651bc875f6d994f09fe0e7ecbf2598edd906e361aa306adee958081,saved evidence/source inventory,636
revision_graded_20260922/GRADED_METRIC_AUDIT.md,9bd38389606d881e48bbae63b56461a2a699b9087f8a85ad248b55979ff9de28,saved evidence/source inventory,15025
revision_graded_20260922/MANUSCRIPT_INSERTIONS.md,85dbccf6bcb617bc3a08614397051af84f9dc242200362a667bfad518dbc6260,saved evidence/source inventory,3694
revision_graded_20260922/OUTPUT_HASHES.json,d18324986cae886def2846ff914bde117d26809fec0555098afbd2bc516d5e23,saved evidence/source inventory,27891
revision_graded_20260922/PROTOCOL.json,0810361666810b8ec8aca294cda26e9ad23fc50ea381e8ebbd686c26bab2747e,saved evidence/source inventory,17127
revision_graded_20260922/README.md,86174d8abc575698e40c297faeebc441e2285a26dbfed0192fc85e465eb2fb7b,saved evidence/source inventory,1663
revision_graded_20260922/REPRODUCE.md,fa7f67b81e9cbb7d39622f8badaf677fb110f5c839efa49ccc4041f178889639,saved evidence/source inventory,2632
revision_graded_20260922/data/canonical_hybrid_membership_numeric.parquet,17785391f37ab7c80477cd2b3e01737924b8e4ca89803cad87fb0735edc8a426,saved evidence/source inventory,410285
revision_graded_20260922/data/canonical_hybrid_membership_per_query.parquet,b50fe9e96eedc4a7597314b453a5375f90ed8a38a743d7ce87592b6143bd30cc,saved evidence/source inventory,989199
revision_graded_20260922/data/canonical_hybrid_sources.json,99bcac320ed821bae2bb5f1f6e8df85fe57c98f90077a80bb24011637ba7bef6,saved evidence/source inventory,8687
revision_graded_20260922/data/canonical_hybrid_state_contrasts_per_query.parquet,47272ed29dac1ef14fd239d7005ce456f9572dca895329285c584a9bb35dc0d2,saved evidence/source inventory,174000
revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,saved evidence/source inventory,23030
revision_graded_20260922/data/DATA_DICTIONARY.md,e696019651301d92dde79873aa4926c2f8079c7e61cbc35164ab6026ec19f954,saved evidence/source inventory,2840
revision_graded_20260922/data/esci_bge_base_canonical_hybrid_field_priority_type_pairs.parquet,c0a37df3ede9882d7085d8b5e050d5c93aef620b100b2abe6d017fa0e1bb751a,saved evidence/source inventory,175828
revision_graded_20260922/data/esci_bge_base_canonical_hybrid_lexical_ascending_pairs.parquet,08d6f6bb8015f7b59e71379033093e3a87c1ed573db8d9d460c6bfc677422dc1,saved evidence/source inventory,175824
revision_graded_20260922/data/esci_bge_base_canonical_hybrid_lexical_descending_pairs.parquet,a1bfc7f9f13433f082db139d8482f81b4e192e0fe96f0c065fa5a55b7ea70325,saved evidence/source inventory,175811
revision_graded_20260922/data/esci_bge_base_raw_hybrid_C0_pairs.parquet,dfb23c72d186ffcfd9c577bb80570f59ec05e9e79d950cd7e51c867d1e66819d,saved evidence/source inventory,175872
revision_graded_20260922/data/esci_bge_base_raw_hybrid_C1_pairs.parquet,70f789f467d6ab567cc9b18199ed15ce8f0da271c3152364fb01c7d90875fb25,saved evidence/source inventory,175884
revision_graded_20260922/data/esci_bge_base_raw_hybrid_C2s1_pairs.parquet,64517ce8612b7f745d6d2b9029d779a72814767b214240e142a16601ad3f86b5,saved evidence/source inventory,175744
revision_graded_20260922/data/esci_bge_base_raw_hybrid_C2s2_pairs.parquet,974b8a28f20045824e8b6ea513c22c9439aafbf722ffca31de03ae6f3649ec5f,saved evidence/source inventory,175808
revision_graded_20260922/data/esci_bge_base_raw_hybrid_C2s3_pairs.parquet,cd4b2458c4ad76dcbfd9aa9b527d95c825b159c68e276ddc23d1fee27792bced,saved evidence/source inventory,175734
revision_graded_20260922/data/esci_bge_base_raw_hybrid_C2s4_pairs.parquet,4300a39fd46d01b2e88c8606410640eaf8978e41d17b1a5a463c0b27bc1a6dfc,saved evidence/source inventory,175868
revision_graded_20260922/data/esci_bge_base_raw_hybrid_C2s5_pairs.parquet,3e90ee59e5ac850645807fef86e8ab20d6e531c2ce9f1ff0b129f09550c33a07,saved evidence/source inventory,175808
revision_graded_20260922/data/esci_bootstrap_weights.json,f98dbdbdc2bace65f7bfd8a027e93eda34a7421592a754a6bfc76cf9bc9db896,saved evidence/source inventory,6140
revision_graded_20260922/data/esci_catalog_ordering.csv,e14296a9337357a50dc1ee8ddf19a50c347806c4133b9558e403e7cad0fc52e3,saved evidence/source inventory,170276
revision_graded_20260922/data/esci_highest_support.csv,1a12bbbaf28d0e362706cc54dfa10cff542875b78d5a7ffdd445e7dc9f17eebf,saved evidence/source inventory,88677
revision_graded_20260922/data/esci_judged_support.parquet,ac1e15276ad303e5274a8dd12343d55f84e55ea7ec63c515690b18dcbba608c8,saved evidence/source inventory,121988
revision_graded_20260922/data/esci_minilm_canonical_hybrid_field_priority_type_pairs.parquet,8811447d55062d0a1f4e7ea8ccf384758cde849e5085a1ec565592528e45590c,saved evidence/source inventory,177440
revision_graded_20260922/data/esci_minilm_canonical_hybrid_lexical_ascending_pairs.parquet,4309cee6d69ea5b55c858e1eaf34b73a171c9b7bffe86266894459121f8b510d,saved evidence/source inventory,177400
revision_graded_20260922/data/esci_minilm_canonical_hybrid_lexical_descending_pairs.parquet,6558e3280426236485bb2105ed24bd8a16106f45f4a46b232efbd77de8bde741,saved evidence/source inventory,177497
revision_graded_20260922/data/esci_minilm_raw_hybrid_C0_pairs.parquet,7fd9ab17cca70b13ac348e0fbe231b364e351b6c287f8225ead47765f76b3a1e,saved evidence/source inventory,177464
revision_graded_20260922/data/esci_minilm_raw_hybrid_C1_pairs.parquet,affa57967bbf6866d313703ea7eca70c4c945c0e7f6a57de9a0a86f41d262a3e,saved evidence/source inventory,177463
