dataset,model,method,schedule,rank_source,rank_sha256,bytes,historical_manifest_sha256,historical_hash_source,historical_hash_status,condition_manifest,condition_manifest_sha256,condition_record,graded_query_companion,embedding_source,embedding_sha256,embedding_metadata,embedding_metadata_sha256,recorded_model_revision,recorded_precision,recorded_runtime_versions
wands,minilm,lexical_ascending,fixed,phase4/results/wands/minilm_canonical_raw_pairs.parquet,d9e947f1bb6974133c1e4b010814495b1c5259f39aa01231eafbf75ae1e5ba52,2599582,d9e947f1bb6974133c1e4b010814495b1c5259f39aa01231eafbf75ae1e5ba52,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""lexical_ascending"", ""schedule"": ""fixed"", ""pairs"": ""phase4/results/wands/minilm_canonical_raw_pairs.parquet"", ""embedding"": ""phase4/results/embeddings/wands_minilm_canonical_raw_5bb0ccfb0c8d8478f8de.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,phase4/results/embeddings/wands_minilm_canonical_raw_5bb0ccfb0c8d8478f8de.npy,e18561e326db8e9125c38aa2c11c2ac90c19825602f5151b0353dd0218991073,phase4/results/embeddings/wands_minilm_canonical_raw_5bb0ccfb0c8d8478f8de.json,0bdc2938e40f5a17f1ce74fcdd01a1fd694d079f1b360005ec9e86781955bbcd,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,fp16_model_fp32_pooling,unavailable in embedding sidecar
wands,minilm,canonical_hybrid_lexical_ascending,fixed,revision_graded_20260922/data/wands_minilm_canonical_hybrid_lexical_ascending_pairs.parquet,97ddb13b790db693d8df1d3c574f311fbb555a5c2c1260cbad08bb17f62c0365,2501857,97ddb13b790db693d8df1d3c574f311fbb555a5c2c1260cbad08bb17f62c0365,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""canonical_hybrid_lexical_ascending"", ""schedule"": ""fixed"", ""pairs"": ""revision_graded_20260922/data/wands_minilm_canonical_hybrid_lexical_ascending_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,lexical_ascending,fixed,phase4/results/wands/bge_base_canonical_raw_pairs.parquet,0fefeac8329cbee3b231675151e9fa6e14cc87127e363b3348d43131bdc76638,2554194,0fefeac8329cbee3b231675151e9fa6e14cc87127e363b3348d43131bdc76638,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""lexical_ascending"", ""schedule"": ""fixed"", ""pairs"": ""phase4/results/wands/bge_base_canonical_raw_pairs.parquet"", ""embedding"": ""phase4/results/embeddings/wands_bge_base_canonical_raw_2b9aab5b9c4c396c8958.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,phase4/results/embeddings/wands_bge_base_canonical_raw_2b9aab5b9c4c396c8958.npy,cf10901dea5610340feccd777bbb8d9b1fba307b761b53eacc0c8ba60657ffe9,phase4/results/embeddings/wands_bge_base_canonical_raw_2b9aab5b9c4c396c8958.json,389ffef812c66c88beb9406bb7c56d0b6f9c780942c825f8800f8c212048dfa2,a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,fp16_model_fp32_pooling,unavailable in embedding sidecar
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,revision_graded_20260922/data/wands_bge_base_canonical_hybrid_lexical_ascending_pairs.parquet,4930ec9ca86b60be4b7d857b26102a95d852cf3fae741cf85ac92063ca51e723,2476357,4930ec9ca86b60be4b7d857b26102a95d852cf3fae741cf85ac92063ca51e723,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""canonical_hybrid_lexical_ascending"", ""schedule"": ""fixed"", ""pairs"": ""revision_graded_20260922/data/wands_bge_base_canonical_hybrid_lexical_ascending_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,gte_modernbert,lexical_ascending,fixed,revision_evidence_20260917/experiments/wands_gte_modernbert_lexical_ascending_pairs.parquet,5ed5f1ec0c76a62cfd9d5a014924041fca0064f43f221b6e332f31884890ba1c,2590433,5ed5f1ec0c76a62cfd9d5a014924041fca0064f43f221b6e332f31884890ba1c,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""gte_modernbert"", ""method"": ""lexical_ascending"", ""schedule"": ""fixed"", ""pairs"": ""revision_evidence_20260917/experiments/wands_gte_modernbert_lexical_ascending_pairs.parquet"", ""embedding"": ""revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_lexical_ascending_919272ecef0357ee04dd.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_lexical_ascending_919272ecef0357ee04dd.npy,80d5a8e3ff7aa260c666c76878069e14872302ac96388df1f9d266e44059a2ed,revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_lexical_ascending_919272ecef0357ee04dd.json,592de043ca6f4ab96a0e32628c4d59769ff71ef4dea5a315298b943fe24661e8,e7f32e3c00f91d699e8c43b53106206bcc72bb22,fp16_model_fp32_pooling,unavailable in embedding sidecar
wands,minilm,lexical_descending,fixed,revision_evidence_20260917/experiments/wands_minilm_lexical_descending_pairs.parquet,799b976002175903824584f15418bedf5df490d2fff8ebc2686ea9edb30e5560,2628982,799b976002175903824584f15418bedf5df490d2fff8ebc2686ea9edb30e5560,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""lexical_descending"", ""schedule"": ""fixed"", ""pairs"": ""revision_evidence_20260917/experiments/wands_minilm_lexical_descending_pairs.parquet"", ""embedding"": ""revision_evidence_20260917/experiments/embeddings/wands_minilm_lexical_descending_6aafe240163ca5270d48.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,revision_evidence_20260917/experiments/embeddings/wands_minilm_lexical_descending_6aafe240163ca5270d48.npy,252bff9369c9c24777e9ef4b7b9490bb8326a6e62f09701ec8af5a6712b9f463,revision_evidence_20260917/experiments/embeddings/wands_minilm_lexical_descending_6aafe240163ca5270d48.json,2b87eaa1b20f2dde79793eff0e8d05a282693bcb2edd4d1613af99357282bedb,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,fp16_model_fp32_pooling,unavailable in embedding sidecar
wands,minilm,canonical_hybrid_lexical_descending,fixed,revision_graded_20260922/data/wands_minilm_canonical_hybrid_lexical_descending_pairs.parquet,3b28eacc9be0ec7aeafe91f2f3c7294a2a10b70d2fb02536071c7e3ba24af52f,2494404,3b28eacc9be0ec7aeafe91f2f3c7294a2a10b70d2fb02536071c7e3ba24af52f,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""canonical_hybrid_lexical_descending"", ""schedule"": ""fixed"", ""pairs"": ""revision_graded_20260922/data/wands_minilm_canonical_hybrid_lexical_descending_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,lexical_descending,fixed,revision_evidence_20260917/experiments/wands_bge_base_lexical_descending_pairs.parquet,3b452de8c08e22bb5ad3ec32b9fcaabf14468935b1131f21f921fe43b0a43ec1,2583770,3b452de8c08e22bb5ad3ec32b9fcaabf14468935b1131f21f921fe43b0a43ec1,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""lexical_descending"", ""schedule"": ""fixed"", ""pairs"": ""revision_evidence_20260917/experiments/wands_bge_base_lexical_descending_pairs.parquet"", ""embedding"": ""revision_evidence_20260917/experiments/embeddings/wands_bge_base_lexical_descending_54af0b59e9821f1e61a6.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,revision_evidence_20260917/experiments/embeddings/wands_bge_base_lexical_descending_54af0b59e9821f1e61a6.npy,56df782fc8e6fc200daecfa6dcb028f20d1d33cdf4eef87cf3639998b1f7aebe,revision_evidence_20260917/experiments/embeddings/wands_bge_base_lexical_descending_54af0b59e9821f1e61a6.json,ec322df6e2bd56f5d4d71556add9f454633b3c5b9be3525f61cce6262e9db84f,a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,fp16_model_fp32_pooling,unavailable in embedding sidecar
wands,bge_base,canonical_hybrid_lexical_descending,fixed,revision_graded_20260922/data/wands_bge_base_canonical_hybrid_lexical_descending_pairs.parquet,6c5149e616f53e5f45cd4a775235230772314311809716d1bd04df718321b247,2476555,6c5149e616f53e5f45cd4a775235230772314311809716d1bd04df718321b247,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""canonical_hybrid_lexical_descending"", ""schedule"": ""fixed"", ""pairs"": ""revision_graded_20260922/data/wands_bge_base_canonical_hybrid_lexical_descending_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,gte_modernbert,lexical_descending,fixed,revision_evidence_20260917/experiments/wands_gte_modernbert_lexical_descending_pairs.parquet,b56e328c5a85ef5fa6a25f609edb792d99eb89de6fc6c4ee3454edc8d1fdee8d,2590162,b56e328c5a85ef5fa6a25f609edb792d99eb89de6fc6c4ee3454edc8d1fdee8d,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""gte_modernbert"", ""method"": ""lexical_descending"", ""schedule"": ""fixed"", ""pairs"": ""revision_evidence_20260917/experiments/wands_gte_modernbert_lexical_descending_pairs.parquet"", ""embedding"": ""revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_lexical_descending_962914e74fcf93c38691.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_lexical_descending_962914e74fcf93c38691.npy,2d6a52e713f1f9ed87691fe2c05fbf1e8b73dece54f3dd9e5d1e85bcd48430fe,revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_lexical_descending_962914e74fcf93c38691.json,c829af5d6ef2beb67094bfdc26501faac4f73abf5f64d295e29643025303cf03,e7f32e3c00f91d699e8c43b53106206bcc72bb22,fp16_model_fp32_pooling,unavailable in embedding sidecar
wands,minilm,field_priority_type,fixed,revision_evidence_20260917/experiments/wands_minilm_field_priority_type_pairs.parquet,bf2e8ffe72ea4b555de6f9ee3ed322e13901365281cdc765436124c2a4aa05a2,2626688,bf2e8ffe72ea4b555de6f9ee3ed322e13901365281cdc765436124c2a4aa05a2,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""field_priority_type"", ""schedule"": ""fixed"", ""pairs"": ""revision_evidence_20260917/experiments/wands_minilm_field_priority_type_pairs.parquet"", ""embedding"": ""revision_evidence_20260917/experiments/embeddings/wands_minilm_field_priority_type_94e39fdcf8cc6796dc5e.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,revision_evidence_20260917/experiments/embeddings/wands_minilm_field_priority_type_94e39fdcf8cc6796dc5e.npy,6da109c4dd22cbdbcc373b4ad76a3e9db9ee4a8426126a04155f01edb9cc5f56,revision_evidence_20260917/experiments/embeddings/wands_minilm_field_priority_type_94e39fdcf8cc6796dc5e.json,5d4d3ede867b5f44ac4f9510f5cf075c980acb91277c51ce718ea8bcb10dd37f,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,fp16_model_fp32_pooling,unavailable in embedding sidecar
wands,minilm,canonical_hybrid_field_priority_type,fixed,revision_graded_20260922/data/wands_minilm_canonical_hybrid_field_priority_type_pairs.parquet,9852eb8025370f8fde62a2f4719b3aa29173622c7d1387de4a22716eb5e81da2,2494689,9852eb8025370f8fde62a2f4719b3aa29173622c7d1387de4a22716eb5e81da2,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""canonical_hybrid_field_priority_type"", ""schedule"": ""fixed"", ""pairs"": ""revision_graded_20260922/data/wands_minilm_canonical_hybrid_field_priority_type_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,field_priority_type,fixed,revision_evidence_20260917/experiments/wands_bge_base_field_priority_type_pairs.parquet,039ee5deaf0ccf42bfe33faa2d10f44bb86ce955dde0c558df2f01a6350513c9,2579474,039ee5deaf0ccf42bfe33faa2d10f44bb86ce955dde0c558df2f01a6350513c9,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""field_priority_type"", ""schedule"": ""fixed"", ""pairs"": ""revision_evidence_20260917/experiments/wands_bge_base_field_priority_type_pairs.parquet"", ""embedding"": ""revision_evidence_20260917/experiments/embeddings/wands_bge_base_field_priority_type_255c1261999473a04508.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,revision_evidence_20260917/experiments/embeddings/wands_bge_base_field_priority_type_255c1261999473a04508.npy,1bddb44631bc1d63b9cf1ca57a3a17bcf210ed57e3fadb8b23bb6a1c531fa7b9,revision_evidence_20260917/experiments/embeddings/wands_bge_base_field_priority_type_255c1261999473a04508.json,a21f3287f2467b928002fe4b232c9f7da805c786c0883f0d52db0a9437068b42,a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,fp16_model_fp32_pooling,unavailable in embedding sidecar
wands,bge_base,canonical_hybrid_field_priority_type,fixed,revision_graded_20260922/data/wands_bge_base_canonical_hybrid_field_priority_type_pairs.parquet,eaabc6feca8e1ffa8e1b1dff58732440537b95e1b0ccbf073da8fe19f37e65cb,2474388,eaabc6feca8e1ffa8e1b1dff58732440537b95e1b0ccbf073da8fe19f37e65cb,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""canonical_hybrid_field_priority_type"", ""schedule"": ""fixed"", ""pairs"": ""revision_graded_20260922/data/wands_bge_base_canonical_hybrid_field_priority_type_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,gte_modernbert,field_priority_type,fixed,revision_evidence_20260917/experiments/wands_gte_modernbert_field_priority_type_pairs.parquet,a5d5f816e3e5cc2c18ba247cf22a1d8e98bae68cc5d2642fb2738621d6a17b1a,2589198,a5d5f816e3e5cc2c18ba247cf22a1d8e98bae68cc5d2642fb2738621d6a17b1a,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""gte_modernbert"", ""method"": ""field_priority_type"", ""schedule"": ""fixed"", ""pairs"": ""revision_evidence_20260917/experiments/wands_gte_modernbert_field_priority_type_pairs.parquet"", ""embedding"": ""revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_field_priority_type_a5015255e8dc1e16c006.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_field_priority_type_a5015255e8dc1e16c006.npy,dab32d9b10634d93eba1ed6089743260172c74b2082fa24ced67b1b69174ed15,revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_field_priority_type_a5015255e8dc1e16c006.json,9e87494ecbf94d5f6b66a5df6040e982b06d7bb62dfa0fdeabefd15f9ddc7064,e7f32e3c00f91d699e8c43b53106206bcc72bb22,fp16_model_fp32_pooling,unavailable in embedding sidecar
wands,minilm,raw_hybrid,C0,revision_graded_20260922/data/wands_minilm_raw_hybrid_C0_pairs.parquet,c45dbcb7eee4bc9680b2888bd890bb6e8f710ae4185a62d7f091178826d90003,2494445,c45dbcb7eee4bc9680b2888bd890bb6e8f710ae4185a62d7f091178826d90003,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""raw_hybrid"", ""schedule"": ""C0"", ""pairs"": ""revision_graded_20260922/data/wands_minilm_raw_hybrid_C0_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,minilm,raw_hybrid,C1,revision_graded_20260922/data/wands_minilm_raw_hybrid_C1_pairs.parquet,a00f7a7d0fc518391e42a8f648de70cfb64bdbdf5bb65a5c78d7048dc8802b35,2500137,a00f7a7d0fc518391e42a8f648de70cfb64bdbdf5bb65a5c78d7048dc8802b35,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""raw_hybrid"", ""schedule"": ""C1"", ""pairs"": ""revision_graded_20260922/data/wands_minilm_raw_hybrid_C1_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,minilm,raw_hybrid,C2s1,revision_graded_20260922/data/wands_minilm_raw_hybrid_C2s1_pairs.parquet,989ae83492a0c4ec60439a47ef5f6d49347ac3e8b11b10f9cc3eeec782dcfc7f,2498410,989ae83492a0c4ec60439a47ef5f6d49347ac3e8b11b10f9cc3eeec782dcfc7f,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""raw_hybrid"", ""schedule"": ""C2s1"", ""pairs"": ""revision_graded_20260922/data/wands_minilm_raw_hybrid_C2s1_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,minilm,raw_hybrid,C2s2,revision_graded_20260922/data/wands_minilm_raw_hybrid_C2s2_pairs.parquet,cf1817e8d71e99e5f4a4f70792f809c8b2c6396b9cfc5a8007b2917dce620bda,2496045,cf1817e8d71e99e5f4a4f70792f809c8b2c6396b9cfc5a8007b2917dce620bda,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""raw_hybrid"", ""schedule"": ""C2s2"", ""pairs"": ""revision_graded_20260922/data/wands_minilm_raw_hybrid_C2s2_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,minilm,raw_hybrid,C2s3,revision_graded_20260922/data/wands_minilm_raw_hybrid_C2s3_pairs.parquet,dd1409c772da9f707721347fed9d379fc702ad9f89fc25abde54a28eeee816be,2495172,dd1409c772da9f707721347fed9d379fc702ad9f89fc25abde54a28eeee816be,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""raw_hybrid"", ""schedule"": ""C2s3"", ""pairs"": ""revision_graded_20260922/data/wands_minilm_raw_hybrid_C2s3_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,minilm,raw_hybrid,C2s4,revision_graded_20260922/data/wands_minilm_raw_hybrid_C2s4_pairs.parquet,0b25ef6c791c93eaa97a52c3cb13c370014a21381915fc87fd1613580ffee9fa,2495603,0b25ef6c791c93eaa97a52c3cb13c370014a21381915fc87fd1613580ffee9fa,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""raw_hybrid"", ""schedule"": ""C2s4"", ""pairs"": ""revision_graded_20260922/data/wands_minilm_raw_hybrid_C2s4_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,minilm,raw_hybrid,C2s5,revision_graded_20260922/data/wands_minilm_raw_hybrid_C2s5_pairs.parquet,4cc8e3a27adac65c51f3f26a12f01376e32e3d6306fde9ce6878cd92d8b63cfd,2498157,4cc8e3a27adac65c51f3f26a12f01376e32e3d6306fde9ce6878cd92d8b63cfd,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""minilm"", ""method"": ""raw_hybrid"", ""schedule"": ""C2s5"", ""pairs"": ""revision_graded_20260922/data/wands_minilm_raw_hybrid_C2s5_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw_hybrid,C0,revision_graded_20260922/data/wands_bge_base_raw_hybrid_C0_pairs.parquet,550a4b0d57ac58ae06694da95c278e215242f602cbdd5b7d795940a233a4dc70,2475267,550a4b0d57ac58ae06694da95c278e215242f602cbdd5b7d795940a233a4dc70,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw_hybrid"", ""schedule"": ""C0"", ""pairs"": ""revision_graded_20260922/data/wands_bge_base_raw_hybrid_C0_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw_hybrid,C1,revision_graded_20260922/data/wands_bge_base_raw_hybrid_C1_pairs.parquet,52a430887809d4b0b68115ef90b24b1b2221e68a53a16b559f419b69ac3840b1,2476774,52a430887809d4b0b68115ef90b24b1b2221e68a53a16b559f419b69ac3840b1,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw_hybrid"", ""schedule"": ""C1"", ""pairs"": ""revision_graded_20260922/data/wands_bge_base_raw_hybrid_C1_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw_hybrid,C2s1,revision_graded_20260922/data/wands_bge_base_raw_hybrid_C2s1_pairs.parquet,8df625409c5317248739e7c866d1f8dea0442a883ef4b8040c4e9c5499aeb10e,2476491,8df625409c5317248739e7c866d1f8dea0442a883ef4b8040c4e9c5499aeb10e,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw_hybrid"", ""schedule"": ""C2s1"", ""pairs"": ""revision_graded_20260922/data/wands_bge_base_raw_hybrid_C2s1_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw_hybrid,C2s2,revision_graded_20260922/data/wands_bge_base_raw_hybrid_C2s2_pairs.parquet,75f85ce6091f85ec32447cae6d2a2059e330e674ee9e7594a6c867aa84720a70,2476330,75f85ce6091f85ec32447cae6d2a2059e330e674ee9e7594a6c867aa84720a70,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw_hybrid"", ""schedule"": ""C2s2"", ""pairs"": ""revision_graded_20260922/data/wands_bge_base_raw_hybrid_C2s2_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw_hybrid,C2s3,revision_graded_20260922/data/wands_bge_base_raw_hybrid_C2s3_pairs.parquet,76ae73a687c58b477dd8a7843601885049973f7e11f6bdc2fc71535d532a5e80,2476205,76ae73a687c58b477dd8a7843601885049973f7e11f6bdc2fc71535d532a5e80,revision_graded_20260922/OUTPUT_HASHES.json,MATCH,revision_graded_20260922/data/per_query.parquet,e543bfce38fd2c2ce8caa06792dad780a517f7756db75265d25f4bbddca8f3c2,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw_hybrid"", ""schedule"": ""C2s3"", ""pairs"": ""revision_graded_20260922/data/wands_bge_base_raw_hybrid_C2s3_pairs.parquet"", ""manifest"": ""data/per_query.parquet""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
