dataset,model,schedule,role,payload,payload_exists,payload_sha256,metadata,metadata_sha256,implementation,precision,profile,model_revision,transformers,prefix,catalog_ordering,query_ordering
wands,gte_modernbert,C2s4,product,phase2/results/embeddings/wands_gte_modernbert_native_C2s4_edbb2503024a198b1aab.npy,True,2a826d4427a642e6201b36e9af0b3f329ebbb7cb28fd28cc1ce55bed30e2a0e0,phase2/results/embeddings/wands_gte_modernbert_native_C2s4_edbb2503024a198b1aab.json,13a02deb2893a9640591851291aa64a427b8504bba56d70b74e6fac96797910a,phase2-encoder-v3-length-bucket-sdpa,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",e7f32e3c00f91d699e8c43b53106206bcc72bb22,unavailable in per-array sidecar,empty,revision_graded_20260922/data/wands_catalog_ordering.csv,revision_graded_20260922/data/wands_queries_ordering.csv
wands,gte_modernbert,C2s4,query,phase2/results/embeddings/wands_gte_modernbert_native_queries_46f0d48b2bef64d2d1ab.npy,True,6590f3c403b7ebabf6394cf3b7fc7b24c0493d1b72255366ed5c6368ac974a29,phase2/results/embeddings/wands_gte_modernbert_native_queries_46f0d48b2bef64d2d1ab.json,090ad8d7c716e1553ffa36b4b7885cbfd1b1c3c65abeabc026b9958bc77660b7,phase2-encoder-v3-length-bucket-sdpa,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",e7f32e3c00f91d699e8c43b53106206bcc72bb22,unavailable in per-array sidecar,empty,revision_graded_20260922/data/wands_catalog_ordering.csv,revision_graded_20260922/data/wands_queries_ordering.csv
wands,gte_modernbert,C2s5,product,phase2/results/embeddings/wands_gte_modernbert_native_C2s5_0fd56e8526a38437112e.npy,True,35fa99839760c00232a4d3673332b59443ea175724b79cc5e0f4b03be05aa75c,phase2/results/embeddings/wands_gte_modernbert_native_C2s5_0fd56e8526a38437112e.json,17792e59f86f35cd21db3e46da4579560138020de2f5befdf1b6a4c969b6ed58,phase2-encoder-v3-length-bucket-sdpa,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",e7f32e3c00f91d699e8c43b53106206bcc72bb22,unavailable in per-array sidecar,empty,revision_graded_20260922/data/wands_catalog_ordering.csv,revision_graded_20260922/data/wands_queries_ordering.csv
wands,gte_modernbert,C2s5,query,phase2/results/embeddings/wands_gte_modernbert_native_queries_46f0d48b2bef64d2d1ab.npy,True,6590f3c403b7ebabf6394cf3b7fc7b24c0493d1b72255366ed5c6368ac974a29,phase2/results/embeddings/wands_gte_modernbert_native_queries_46f0d48b2bef64d2d1ab.json,090ad8d7c716e1553ffa36b4b7885cbfd1b1c3c65abeabc026b9958bc77660b7,phase2-encoder-v3-length-bucket-sdpa,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",e7f32e3c00f91d699e8c43b53106206bcc72bb22,unavailable in per-array sidecar,empty,revision_graded_20260922/data/wands_catalog_ordering.csv,revision_graded_20260922/data/wands_queries_ordering.csv
esci,minilm,C0,product,phase2/results/embeddings/esci_minilm_native_C0_688a66533b0c9836f4e7.npy,True,17fb730db8097d2c342ead39397e3d17f136670d60b95c10511e940440acd2cd,phase2/results/embeddings/esci_minilm_native_C0_688a66533b0c9836f4e7.json,91820b770b1deb15b00c90e16f5c9058f5178de7d60eaf26e6aec9ee788a007d,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C0,query,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.npy,True,4b002be8bc0b79f5a98ea4d8cbd2055f3403e99897f2e5325e7314ebc31a6fcd,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.json,b8f4766a67bdeca46ba22d4f0ddedef6eb921afbcecad47e64d6183855610c92,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C1,product,phase2/results/embeddings/esci_minilm_native_C1_b84f48fd7a562d54ed79.npy,True,42257c5a26d4cdbb67e3d059ed9d4bdb82055163a89969fdcd2e80593d1f9a77,phase2/results/embeddings/esci_minilm_native_C1_b84f48fd7a562d54ed79.json,460e33df3d7a2ffbb849fcf1890575d3a417a5c499923836df6965b64fe91000,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C1,query,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.npy,True,4b002be8bc0b79f5a98ea4d8cbd2055f3403e99897f2e5325e7314ebc31a6fcd,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.json,b8f4766a67bdeca46ba22d4f0ddedef6eb921afbcecad47e64d6183855610c92,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C2s1,product,phase2/results/embeddings/esci_minilm_native_C2s1_49a440bc656807a498f0.npy,True,83e5a7eabd2851ede82c8d894efc6cd870ecfb8243eca88987638a6d7c2b4f7b,phase2/results/embeddings/esci_minilm_native_C2s1_49a440bc656807a498f0.json,919c0c4ba828a54220e7427feddf8718ec921bc8908a7af92b3d8bdc432829ed,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C2s1,query,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.npy,True,4b002be8bc0b79f5a98ea4d8cbd2055f3403e99897f2e5325e7314ebc31a6fcd,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.json,b8f4766a67bdeca46ba22d4f0ddedef6eb921afbcecad47e64d6183855610c92,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C2s2,product,phase2/results/embeddings/esci_minilm_native_C2s2_2b7dd973ed7d17e57e7c.npy,True,ed472f3267c0991a12c6c6e2b8581e015ab8e9f94276e0250cd309c24b36f61c,phase2/results/embeddings/esci_minilm_native_C2s2_2b7dd973ed7d17e57e7c.json,902f61395cc9a5860bc2c931049749c1457ee13fb36c927ea7316a69ed412b8a,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C2s2,query,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.npy,True,4b002be8bc0b79f5a98ea4d8cbd2055f3403e99897f2e5325e7314ebc31a6fcd,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.json,b8f4766a67bdeca46ba22d4f0ddedef6eb921afbcecad47e64d6183855610c92,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C2s3,product,phase2/results/embeddings/esci_minilm_native_C2s3_79377c280927056b638a.npy,True,06956dc5029b627aede5da6cceaab815ed260b786be7c1310901964c3c51c15e,phase2/results/embeddings/esci_minilm_native_C2s3_79377c280927056b638a.json,0e7837a37a0225221fa66d6b3134b6c6ecbd3a1b0e8d85f220c1af6e0da33418,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C2s3,query,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.npy,True,4b002be8bc0b79f5a98ea4d8cbd2055f3403e99897f2e5325e7314ebc31a6fcd,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.json,b8f4766a67bdeca46ba22d4f0ddedef6eb921afbcecad47e64d6183855610c92,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C2s4,product,phase2/results/embeddings/esci_minilm_native_C2s4_21dea871647cc987cdd9.npy,True,0c6df553f92c40b4d57e3c45c5d17ac0b10d22b4ff570ade1e72539dc72e04e8,phase2/results/embeddings/esci_minilm_native_C2s4_21dea871647cc987cdd9.json,bf4e61c838b1ce40b9b0ca5a43818fe362c9b985ec83a471a6ddbf5ca208830f,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C2s4,query,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.npy,True,4b002be8bc0b79f5a98ea4d8cbd2055f3403e99897f2e5325e7314ebc31a6fcd,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.json,b8f4766a67bdeca46ba22d4f0ddedef6eb921afbcecad47e64d6183855610c92,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C2s5,product,phase2/results/embeddings/esci_minilm_native_C2s5_97adcabcbb727421c4a9.npy,True,8c47e251f6f01dd3a915d4cdb5d6bb12a8ce8e31fc838edc18174dac67d739d7,phase2/results/embeddings/esci_minilm_native_C2s5_97adcabcbb727421c4a9.json,1634a59a47eb87b368b23838aec0d32bc6ac81b0d8d2d819ce3df33a2f66b2f7,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,minilm,C2s5,query,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.npy,True,4b002be8bc0b79f5a98ea4d8cbd2055f3403e99897f2e5325e7314ebc31a6fcd,phase2/results/embeddings/esci_minilm_native_queries_8f16f6931da8d3dab463.json,b8f4766a67bdeca46ba22d4f0ddedef6eb921afbcecad47e64d6183855610c92,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",1110a243fdf4706b3f48f1d95db1a4f5529b4d41,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C0,product,phase2/results/embeddings/esci_bge_base_native_C0_1de2078d8697e6366c49.npy,True,7f0c777329708a6eaa54693c6ea0f5c8337d182ac8aabb9f425c41d5ea326f14,phase2/results/embeddings/esci_bge_base_native_C0_1de2078d8697e6366c49.json,2fefa63e413b0483cb6802e7142093a5b506d2107ceb59e7705a4ea605d65866,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C0,query,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.npy,True,1c712f927ab9afa42a1ed49901cab8772d0019b770499338c74fc5480125df54,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.json,f7fba01f086f3c23ee5639c2ae84ae415c1451f0ff225657dfd46283490005a5,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C1,product,phase2/results/embeddings/esci_bge_base_native_C1_ebc1e066e9c6eb39f138.npy,True,1312a3f4fb81849014b3f6f32cdca58623e2e73d107e7c5816307a4fa0e0f4bb,phase2/results/embeddings/esci_bge_base_native_C1_ebc1e066e9c6eb39f138.json,3ba192888284424762e3001d1632c814d9cfc10da7edb451ded3873de33f169e,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C1,query,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.npy,True,1c712f927ab9afa42a1ed49901cab8772d0019b770499338c74fc5480125df54,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.json,f7fba01f086f3c23ee5639c2ae84ae415c1451f0ff225657dfd46283490005a5,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C2s1,product,phase2/results/embeddings/esci_bge_base_native_C2s1_ae2e6044ab1267c5f79d.npy,True,b8e426515cdb6575ad2a08095422ac466d63179b732e7dce5082059986388484,phase2/results/embeddings/esci_bge_base_native_C2s1_ae2e6044ab1267c5f79d.json,795f45da6ba40a0621b1c674b4b3c1b52fcda92cd05a1cbccfa5738d3839c055,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C2s1,query,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.npy,True,1c712f927ab9afa42a1ed49901cab8772d0019b770499338c74fc5480125df54,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.json,f7fba01f086f3c23ee5639c2ae84ae415c1451f0ff225657dfd46283490005a5,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C2s2,product,phase2/results/embeddings/esci_bge_base_native_C2s2_a5032421a479d541bedc.npy,True,cc90c51eeed9615b1269d47e5d0611a12054797adc135b2a7a7055f5ab5fbac7,phase2/results/embeddings/esci_bge_base_native_C2s2_a5032421a479d541bedc.json,ce6efa62524bb77fe0d3e2fee4d3eac0c3d63d7127ef3f353aa186df67fd7117,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C2s2,query,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.npy,True,1c712f927ab9afa42a1ed49901cab8772d0019b770499338c74fc5480125df54,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.json,f7fba01f086f3c23ee5639c2ae84ae415c1451f0ff225657dfd46283490005a5,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C2s3,product,phase2/results/embeddings/esci_bge_base_native_C2s3_410baf36a82d574a31b2.npy,True,7878da59d8cebfe8fe2d60e323390e028d0640691d635a64dd565d48f86b829d,phase2/results/embeddings/esci_bge_base_native_C2s3_410baf36a82d574a31b2.json,7b892eb21525b594ea160550866aa66bf2bc6614b2fe267915567e5ee958c26e,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C2s3,query,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.npy,True,1c712f927ab9afa42a1ed49901cab8772d0019b770499338c74fc5480125df54,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.json,f7fba01f086f3c23ee5639c2ae84ae415c1451f0ff225657dfd46283490005a5,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C2s4,product,phase2/results/embeddings/esci_bge_base_native_C2s4_992462b4ad09c7d8e737.npy,True,90ca32c0e33d70dbae78bc7726e8fca79e801a16e755bb8be806277d1d2f9c73,phase2/results/embeddings/esci_bge_base_native_C2s4_992462b4ad09c7d8e737.json,0b131efadf9bbbac3d83c2f9fdbd628dbbad96ad8c37fbaf159a53713718e266,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C2s4,query,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.npy,True,1c712f927ab9afa42a1ed49901cab8772d0019b770499338c74fc5480125df54,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.json,f7fba01f086f3c23ee5639c2ae84ae415c1451f0ff225657dfd46283490005a5,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C2s5,product,phase2/results/embeddings/esci_bge_base_native_C2s5_afcebc56a0d83d2afb1e.npy,True,3e0d191db28ed25bd183b8a4d26303306427a1977555efe380d5b2e731393e7c,phase2/results/embeddings/esci_bge_base_native_C2s5_afcebc56a0d83d2afb1e.json,0372aeb9ddf156d2fd40599d10da92571b6199de51cd418ff884dd70eb62f9f2,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,bge_base,C2s5,query,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.npy,True,1c712f927ab9afa42a1ed49901cab8772d0019b770499338c74fc5480125df54,phase2/results/embeddings/esci_bge_base_native_queries_ea6f4a00c1fad5ae5395.json,f7fba01f086f3c23ee5639c2ae84ae415c1451f0ff225657dfd46283490005a5,phase2-encoder-v1,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,gte_modernbert,C0,product,phase2/results/embeddings/esci_gte_modernbert_native_C0_a328eaeb09f56ff3d152.npy,True,6ab0e8e484c38de0c585f5dc1ece271f6e58066574b1bc42c9709dda5cc4b913,phase2/results/embeddings/esci_gte_modernbert_native_C0_a328eaeb09f56ff3d152.json,c293246bae0f455191e01f297362e557a9901d6089b5668bda2e241d2a4d76f3,phase2-encoder-v3-length-bucket-sdpa,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",e7f32e3c00f91d699e8c43b53106206bcc72bb22,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,gte_modernbert,C0,query,phase2/results/embeddings/esci_gte_modernbert_native_queries_7bfe6a229e92a65fadd0.npy,True,da71db1ffc46ee0f6772c2457166db29da8b5ef813bb9c4e39771608cfd9babd,phase2/results/embeddings/esci_gte_modernbert_native_queries_7bfe6a229e92a65fadd0.json,3e1da4afd29742ff4226dbb19e6d1706cec80af7832277c0357e71265b5cb60b,phase2-encoder-v3-length-bucket-sdpa,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",e7f32e3c00f91d699e8c43b53106206bcc72bb22,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,gte_modernbert,C1,product,phase2/results/embeddings/esci_gte_modernbert_native_C1_65d036314f84fc417e2f.npy,True,2d417ac67f73804c36a73771382506f3f2ac9b23641b66ebdeca68709f8f7929,phase2/results/embeddings/esci_gte_modernbert_native_C1_65d036314f84fc417e2f.json,e73013c4ff680eceaa75c801a53e0814cffa6133f5782504db257a8edad767b6,phase2-encoder-v3-length-bucket-sdpa,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",e7f32e3c00f91d699e8c43b53106206bcc72bb22,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,gte_modernbert,C1,query,phase2/results/embeddings/esci_gte_modernbert_native_queries_7bfe6a229e92a65fadd0.npy,True,da71db1ffc46ee0f6772c2457166db29da8b5ef813bb9c4e39771608cfd9babd,phase2/results/embeddings/esci_gte_modernbert_native_queries_7bfe6a229e92a65fadd0.json,3e1da4afd29742ff4226dbb19e6d1706cec80af7832277c0357e71265b5cb60b,phase2-encoder-v3-length-bucket-sdpa,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",e7f32e3c00f91d699e8c43b53106206bcc72bb22,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,gte_modernbert,C2s1,product,phase2/results/embeddings/esci_gte_modernbert_native_C2s1_9f057aed571bde2126d7.npy,True,13b893ce19122c07702942d294b9814a17da621fd463cf09a30dcb777c658d88,phase2/results/embeddings/esci_gte_modernbert_native_C2s1_9f057aed571bde2126d7.json,df183001dd5797991626ad74fabd24ebf422a22f1a4b4bed8c44a91fd283dd92,phase2-encoder-v3-length-bucket-sdpa,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",e7f32e3c00f91d699e8c43b53106206bcc72bb22,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
esci,gte_modernbert,C2s1,query,phase2/results/embeddings/esci_gte_modernbert_native_queries_7bfe6a229e92a65fadd0.npy,True,da71db1ffc46ee0f6772c2457166db29da8b5ef813bb9c4e39771608cfd9babd,phase2/results/embeddings/esci_gte_modernbert_native_queries_7bfe6a229e92a65fadd0.json,3e1da4afd29742ff4226dbb19e6d1706cec80af7832277c0357e71265b5cb60b,phase2-encoder-v3-length-bucket-sdpa,fp16_model_fp32_pooling,"{""key"": ""native"", ""chunk_tokens"": null, ""overlap"": 0, ""pooling"": ""model_native""}",e7f32e3c00f91d699e8c43b53106206bcc72bb22,unavailable in per-array sidecar,empty,revision_graded_20260922/data/esci_catalog_ordering.csv,revision_graded_20260922/data/esci_queries_ordering.csv
