query_id,persistent_inclusion,VI,persistent_omission,source_order_inclusion,seven_schedule_mean_inclusion,n_highest,dataset,model,intervention,target_support,K,status,schedule_family,catalog_size
165,0.13043478260869565,0.20289855072463769,0.66666666666666663,0.21739130434782608,0.22153209109730848,69,wands,gte_modernbert,target_only,full,20,available,original seven,42994
166,0.46153846153846156,0.34615384615384615,0.19230769230769232,0.69230769230769229,0.70879120879120872,26,wands,gte_modernbert,target_only,full,20,available,original seven,42994
167,0.14942528735632185,0.12643678160919541,0.72413793103448276,0.20689655172413793,0.20853858784893267,87,wands,gte_modernbert,target_only,full,20,available,original seven,42994
169,0,0.037037037037037035,0.96296296296296291,0,0.0052910052910052907,27,wands,gte_modernbert,target_only,full,20,available,original seven,42994
170,0.1111111111111111,0.14141414141414141,0.74747474747474751,0.17171717171717171,0.18759018759018756,99,wands,gte_modernbert,target_only,full,20,available,original seven,42994
172,0.33333333333333331,0.26190476190476192,0.40476190476190477,0.47619047619047616,0.45238095238095238,42,wands,gte_modernbert,target_only,full,20,available,original seven,42994
173,0,0,1,0,0,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
175,0.17142857142857143,0.15714285714285714,0.67142857142857137,0.24285714285714285,0.23265306122448978,70,wands,gte_modernbert,target_only,full,20,available,original seven,42994
176,0.65217391304347827,0.086956521739130432,0.2608695652173913,0.73913043478260865,0.72049689440993792,23,wands,gte_modernbert,target_only,full,20,available,original seven,42994
177,0.3125,0.125,0.5625,0.375,0.3660714285714286,16,wands,gte_modernbert,target_only,full,20,available,original seven,42994
178,0.083333333333333329,0.25,0.66666666666666663,0.20833333333333334,0.1607142857142857,24,wands,gte_modernbert,target_only,full,20,available,original seven,42994
180,0.125,0.083333333333333329,0.79166666666666663,0.15277777777777779,0.16269841269841268,72,wands,gte_modernbert,target_only,full,20,available,original seven,42994
182,0.20689655172413793,0.29310344827586204,0.5,0.31034482758620691,0.38916256157635465,58,wands,gte_modernbert,target_only,full,20,available,original seven,42994
183,0.33333333333333331,0.33333333333333331,0.33333333333333331,0.5,0.5,6,wands,gte_modernbert,target_only,full,20,available,original seven,42994
184,0.16949152542372881,0.10169491525423729,0.72881355932203384,0.23728813559322035,0.21307506053268765,59,wands,gte_modernbert,target_only,full,20,available,original seven,42994
185,0.3235294117647059,0.35294117647058826,0.3235294117647059,0.55882352941176472,0.52521008403361347,34,wands,gte_modernbert,target_only,full,20,available,original seven,42994
186,0,0.5,0.5,0.25,0.21428571428571427,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
189,0.12903225806451613,0.25806451612903225,0.61290322580645162,0.12903225806451613,0.22119815668202766,31,wands,gte_modernbert,target_only,full,20,available,original seven,42994
190,0,0,1,0,0,5,wands,gte_modernbert,target_only,full,20,available,original seven,42994
195,1,0,0,1,1,3,wands,gte_modernbert,target_only,full,20,available,original seven,42994
197,0.17391304347826086,0.39130434782608697,0.43478260869565216,0.39130434782608697,0.34161490683229812,23,wands,gte_modernbert,target_only,full,20,available,original seven,42994
198,0.29999999999999999,0.20000000000000001,0.5,0.29999999999999999,0.42857142857142855,10,wands,gte_modernbert,target_only,full,20,available,original seven,42994
200,1,0,0,1,1,3,wands,gte_modernbert,target_only,full,20,available,original seven,42994
202,0.1111111111111111,0.28888888888888886,0.59999999999999998,0.24444444444444444,0.24126984126984127,45,wands,gte_modernbert,target_only,full,20,available,original seven,42994
203,0.59999999999999998,0.40000000000000002,0,1,0.94285714285714284,5,wands,gte_modernbert,target_only,full,20,available,original seven,42994
204,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.18367346938775508,7,wands,gte_modernbert,target_only,full,20,available,original seven,42994
206,1,0,0,1,1,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
210,0.77777777777777779,0.22222222222222221,0,0.77777777777777779,0.92063492063492047,9,wands,gte_modernbert,target_only,full,20,available,original seven,42994
212,1,0,0,1,1,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
213,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
215,0.10000000000000001,0.066666666666666666,0.83333333333333337,0.13333333333333333,0.1142857142857143,30,wands,gte_modernbert,target_only,full,20,available,original seven,42994
216,0.75,0.125,0.125,0.875,0.85714285714285721,8,wands,gte_modernbert,target_only,full,20,available,original seven,42994
220,0.23076923076923078,0.26923076923076922,0.5,0.30769230769230771,0.35989010989010989,52,wands,gte_modernbert,target_only,full,20,available,original seven,42994
221,0.054794520547945202,0.19178082191780821,0.75342465753424659,0.12328767123287671,0.12915851272015655,73,wands,gte_modernbert,target_only,full,20,available,original seven,42994
222,0.032258064516129031,0,0.967741935483871,0.032258064516129031,0.032258064516129031,31,wands,gte_modernbert,target_only,full,20,available,original seven,42994
223,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
226,0.050761421319796954,0.060913705583756347,0.8883248730964467,0.091370558375634514,0.080493110949963739,197,wands,gte_modernbert,target_only,full,20,available,original seven,42994
227,0.068181818181818177,0.15340909090909091,0.77840909090909094,0.11363636363636363,0.13474025974025974,176,wands,gte_modernbert,target_only,full,20,available,original seven,42994
229,0.067669172932330823,0.14285714285714285,0.78947368421052633,0.15037593984962405,0.13856068743286787,133,wands,gte_modernbert,target_only,full,20,available,original seven,42994
230,0.035087719298245612,0.048245614035087717,0.91666666666666663,0.048245614035087717,0.05701754385964912,228,wands,gte_modernbert,target_only,full,20,available,original seven,42994
231,0.045602605863192182,0.071661237785016291,0.88273615635179148,0.065146579804560262,0.074918566775244305,307,wands,gte_modernbert,target_only,full,20,available,original seven,42994
232,0.014184397163120567,0.047281323877068557,0.9385342789598109,0.030732860520094562,0.038500506585612965,423,wands,gte_modernbert,target_only,full,20,available,original seven,42994
233,0.086419753086419748,0.30864197530864196,0.60493827160493829,0.20987654320987653,0.22222222222222221,81,wands,gte_modernbert,target_only,full,20,available,original seven,42994
234,0.11214953271028037,0.12149532710280374,0.76635514018691586,0.18691588785046728,0.17356475300400537,107,wands,gte_modernbert,target_only,full,20,available,original seven,42994
235,0.082706766917293228,0.11278195488721804,0.80451127819548873,0.14285714285714285,0.14070891514500539,133,wands,gte_modernbert,target_only,full,20,available,original seven,42994
236,0.37931034482758619,0.13793103448275862,0.48275862068965519,0.41379310344827586,0.41379310344827586,29,wands,gte_modernbert,target_only,full,20,available,original seven,42994
238,0.24074074074074073,0.27777777777777779,0.48148148148148145,0.31481481481481483,0.38095238095238099,54,wands,gte_modernbert,target_only,full,20,available,original seven,42994
239,0.027397260273972601,0.15753424657534246,0.81506849315068497,0.1095890410958904,0.090998043052837568,146,wands,gte_modernbert,target_only,full,20,available,original seven,42994
241,0.067567567567567571,0.14864864864864866,0.78378378378378377,0.10810810810810811,0.13223938223938222,148,wands,gte_modernbert,target_only,full,20,available,original seven,42994
242,0.011428571428571429,0.080000000000000002,0.90857142857142859,0.051428571428571428,0.048163265306122451,175,wands,gte_modernbert,target_only,full,20,available,original seven,42994
243,0.081481481481481488,0.11851851851851852,0.80000000000000004,0.14074074074074075,0.12486772486772488,135,wands,gte_modernbert,target_only,full,20,available,original seven,42994
244,0,0.44444444444444442,0.55555555555555558,0,0.14285714285714285,9,wands,gte_modernbert,target_only,full,20,available,original seven,42994
245,0.33333333333333331,0.070175438596491224,0.59649122807017541,0.35087719298245612,0.36591478696741858,57,wands,gte_modernbert,target_only,full,20,available,original seven,42994
246,0.16666666666666666,0.33333333333333331,0.5,0.25,0.44047619047619047,12,wands,gte_modernbert,target_only,full,20,available,original seven,42994
247,0.27500000000000002,0.22500000000000001,0.5,0.42499999999999999,0.40000000000000002,40,wands,gte_modernbert,target_only,full,20,available,original seven,42994
248,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.51282051282051277,0.47252747252747251,39,wands,gte_modernbert,target_only,full,20,available,original seven,42994
249,0.048387096774193547,0.17741935483870969,0.77419354838709675,0.14516129032258066,0.13018433179723501,124,wands,gte_modernbert,target_only,full,20,available,original seven,42994
250,0.13541666666666666,0.13541666666666666,0.72916666666666663,0.1875,0.19047619047619047,96,wands,gte_modernbert,target_only,full,20,available,original seven,42994
251,0.15555555555555556,0.12222222222222222,0.72222222222222221,0.20000000000000001,0.19682539682539685,90,wands,gte_modernbert,target_only,full,20,available,original seven,42994
252,0.080000000000000002,0.14000000000000001,0.78000000000000003,0.089999999999999997,0.12857142857142859,100,wands,gte_modernbert,target_only,full,20,available,original seven,42994
253,0,0.20000000000000001,0.80000000000000004,0,0.028571428571428571,5,wands,gte_modernbert,target_only,full,20,available,original seven,42994
254,0.0076335877862595417,0.091603053435114504,0.9007633587786259,0.022900763358778626,0.03271537622682661,131,wands,gte_modernbert,target_only,full,20,available,original seven,42994
255,0.14018691588785046,0.12149532710280374,0.73831775700934577,0.15887850467289719,0.18691588785046728,107,wands,gte_modernbert,target_only,full,20,available,original seven,42994
257,0.053030303030303032,0.18181818181818182,0.76515151515151514,0.10606060606060606,0.13095238095238093,132,wands,gte_modernbert,target_only,full,20,available,original seven,42994
260,0.61538461538461542,0.26923076923076922,0.11538461538461539,0.73076923076923073,0.77472527472527475,26,wands,gte_modernbert,target_only,full,20,available,original seven,42994
263,0.013333333333333334,0.17333333333333334,0.81333333333333335,0.093333333333333338,0.091428571428571428,75,wands,gte_modernbert,target_only,full,20,available,original seven,42994
264,1,0,0,1,1,15,wands,gte_modernbert,target_only,full,20,available,original seven,42994
266,0,0,1,0,0,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
267,1,0,0,1,1,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
268,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
270,0.21428571428571427,0.19047619047619047,0.59523809523809523,0.2857142857142857,0.30952380952380953,42,wands,gte_modernbert,target_only,full,20,available,original seven,42994
271,0,0,1,0,0,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
273,0.5,0,0.5,0.5,0.5,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
274,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
275,0,0.23076923076923078,0.76923076923076927,0.15384615384615385,0.15384615384615385,13,wands,gte_modernbert,target_only,full,20,available,original seven,42994
277,0.045454545454545456,0.18181818181818182,0.77272727272727271,0.15909090909090909,0.15909090909090909,44,wands,gte_modernbert,target_only,full,20,available,original seven,42994
278,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.7142857142857143,7,wands,gte_modernbert,target_only,full,20,available,original seven,42994
279,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
281,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
282,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
285,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,7,wands,gte_modernbert,target_only,full,20,available,original seven,42994
289,0.59259259259259256,0.22222222222222221,0.18518518518518517,0.66666666666666663,0.73544973544973546,27,wands,gte_modernbert,target_only,full,20,available,original seven,42994
291,0,0,1,0,0,15,wands,gte_modernbert,target_only,full,20,available,original seven,42994
292,0,0.083333333333333329,0.91666666666666663,0.083333333333333329,0.059523809523809527,12,wands,gte_modernbert,target_only,full,20,available,original seven,42994
295,0,0.33333333333333331,0.66666666666666663,0.16666666666666666,0.11904761904761903,6,wands,gte_modernbert,target_only,full,20,available,original seven,42994
296,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
297,0,0,1,0,0,8,wands,gte_modernbert,target_only,full,20,available,original seven,42994
298,0.1111111111111111,0.22222222222222221,0.66666666666666663,0.33333333333333331,0.23809523809523808,9,wands,gte_modernbert,target_only,full,20,available,original seven,42994
300,0,0.5,0.5,0.5,0.42857142857142855,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
301,0,0,1,0,0,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
302,0.16949152542372881,0.28813559322033899,0.5423728813559322,0.22033898305084745,0.29539951573849876,59,wands,gte_modernbert,target_only,full,20,available,original seven,42994
303,1,0,0,1,1,8,wands,gte_modernbert,target_only,full,20,available,original seven,42994
305,0,0.02072538860103627,0.97927461139896377,0.010362694300518135,0.0037009622501850475,193,wands,gte_modernbert,target_only,full,20,available,original seven,42994
306,1,0,0,1,1,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
307,0.66666666666666663,0.33333333333333331,0,1,0.95238095238095244,6,wands,gte_modernbert,target_only,full,20,available,original seven,42994
308,0,0.5,0.5,0.5,0.2857142857142857,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
310,1,0,0,1,1,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
311,0,0,1,0,0,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
313,1,0,0,1,1,3,wands,gte_modernbert,target_only,full,20,available,original seven,42994
315,1,0,0,1,1,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
316,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
317,1,0,0,1,1,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
319,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
320,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
323,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
325,0.13043478260869565,0.15217391304347827,0.71739130434782605,0.13043478260869565,0.18944099378881987,46,wands,gte_modernbert,target_only,full,20,available,original seven,42994
326,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
327,0.125,0.25,0.625,0.375,0.23214285714285715,8,wands,gte_modernbert,target_only,full,20,available,original seven,42994
328,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
329,1,0,0,1,1,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
330,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
331,0.019230769230769232,0.076923076923076927,0.90384615384615385,0.057692307692307696,0.065934065934065936,52,wands,gte_modernbert,target_only,full,20,available,original seven,42994
332,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
333,0.47619047619047616,0.38095238095238093,0.14285714285714285,0.66666666666666663,0.72108843537414968,21,wands,gte_modernbert,target_only,full,20,available,original seven,42994
334,1,0,0,1,1,6,wands,gte_modernbert,target_only,full,20,available,original seven,42994
335,0.23809523809523808,0.26190476190476192,0.5,0.35714285714285715,0.39455782312925164,42,wands,gte_modernbert,target_only,full,20,available,original seven,42994
337,0.33333333333333331,0.33333333333333331,0.33333333333333331,0.46153846153846156,0.52014652014652007,39,wands,gte_modernbert,target_only,full,20,available,original seven,42994
339,1,0,0,1,1,6,wands,gte_modernbert,target_only,full,20,available,original seven,42994
341,0.59090909090909094,0.18181818181818182,0.22727272727272727,0.72727272727272729,0.66233766233766234,22,wands,gte_modernbert,target_only,full,20,available,original seven,42994
342,1,0,0,1,1,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
346,0.68421052631578949,0.21052631578947367,0.10526315789473684,0.73684210526315785,0.77443609022556392,19,wands,gte_modernbert,target_only,full,20,available,original seven,42994
349,0.80000000000000004,0.20000000000000001,0,0.80000000000000004,0.88571428571428579,5,wands,gte_modernbert,target_only,full,20,available,original seven,42994
352,0.37931034482758619,0.34482758620689657,0.27586206896551724,0.58620689655172409,0.60591133004926101,29,wands,gte_modernbert,target_only,full,20,available,original seven,42994
353,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
355,0.53333333333333333,0.23333333333333334,0.23333333333333334,0.66666666666666663,0.67619047619047612,30,wands,gte_modernbert,target_only,full,20,available,original seven,42994
357,0.17647058823529413,0.3235294117647059,0.5,0.38235294117647056,0.31932773109243701,34,wands,gte_modernbert,target_only,full,20,available,original seven,42994
358,0.75,0.25,0,0.75,0.7857142857142857,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
359,0.375,0.125,0.5,0.375,0.4107142857142857,8,wands,gte_modernbert,target_only,full,20,available,original seven,42994
367,0.071428571428571425,0.19047619047619047,0.73809523809523814,0.11904761904761904,0.14625850340136054,42,wands,gte_modernbert,target_only,full,20,available,original seven,42994
368,0.18518518518518517,0.1111111111111111,0.70370370370370372,0.24691358024691357,0.26102292768959434,81,wands,gte_modernbert,target_only,full,20,available,original seven,42994
369,0,0.5,0.5,0.5,0.42857142857142855,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
370,0,0,1,0,0,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
371,0,0.5,0.5,0.125,0.21428571428571427,8,wands,gte_modernbert,target_only,full,20,available,original seven,42994
372,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
376,0.66666666666666663,0.33333333333333331,0,0.66666666666666663,0.7142857142857143,3,wands,gte_modernbert,target_only,full,20,available,original seven,42994
380,1,0,0,1,1,6,wands,gte_modernbert,target_only,full,20,available,original seven,42994
382,0,0,1,0,0,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
389,0,0.050955414012738856,0.94904458598726116,0.031847133757961783,0.012738853503184714,157,wands,gte_modernbert,target_only,full,20,available,original seven,42994
396,0,1,0,0,0.2857142857142857,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
398,0.36842105263157893,0.21052631578947367,0.42105263157894735,0.52631578947368418,0.54135338345864659,19,wands,gte_modernbert,target_only,full,20,available,original seven,42994
402,0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.30612244897959184,7,wands,gte_modernbert,target_only,full,20,available,original seven,42994
403,0.064516129032258063,0,0.93548387096774188,0.064516129032258063,0.064516129032258063,31,wands,gte_modernbert,target_only,full,20,available,original seven,42994
404,0,0.5,0.5,0.25,0.21428571428571427,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
406,0.13636363636363635,0.40909090909090912,0.45454545454545453,0.36363636363636365,0.36363636363636365,22,wands,gte_modernbert,target_only,full,20,available,original seven,42994
407,0.090909090909090912,0.18181818181818182,0.72727272727272729,0.18181818181818182,0.16883116883116883,11,wands,gte_modernbert,target_only,full,20,available,original seven,42994
408,0.5161290322580645,0.22580645161290322,0.25806451612903225,0.61290322580645162,0.64516129032258063,31,wands,gte_modernbert,target_only,full,20,available,original seven,42994
409,0,0.125,0.875,0.050000000000000003,0.03214285714285714,40,wands,gte_modernbert,target_only,full,20,available,original seven,42994
410,0.18965517241379309,0.17241379310344829,0.63793103448275867,0.29310344827586204,0.27093596059113301,58,wands,gte_modernbert,target_only,full,20,available,original seven,42994
412,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
415,0.13333333333333333,0.20000000000000001,0.66666666666666663,0.25333333333333335,0.22285714285714286,75,wands,gte_modernbert,target_only,full,20,available,original seven,42994
417,0.015957446808510637,0.074468085106382975,0.90957446808510634,0.063829787234042548,0.054711246200607896,188,wands,gte_modernbert,target_only,full,20,available,original seven,42994
418,0.0098684210526315784,0.065789473684210523,0.92434210526315785,0.032894736842105261,0.039708646616541353,608,wands,gte_modernbert,target_only,full,20,available,original seven,42994
419,0,0.0625,0.9375,0,0.0089285714285714281,16,wands,gte_modernbert,target_only,full,20,available,original seven,42994
420,0.007832898172323759,0.065274151436031339,0.92689295039164488,0.026109660574412531,0.031331592689295036,766,wands,gte_modernbert,target_only,full,20,available,original seven,42994
421,0.01078582434514638,0.050847457627118647,0.93836671802773497,0.027734976887519261,0.029936165529385866,649,wands,gte_modernbert,target_only,full,20,available,original seven,42994
422,0.039719626168224297,0.081775700934579434,0.87850467289719625,0.046728971962616821,0.076769025367156199,428,wands,gte_modernbert,target_only,full,20,available,original seven,42994
423,0.028070175438596492,0.094736842105263161,0.8771929824561403,0.070175438596491224,0.067167919799498751,285,wands,gte_modernbert,target_only,full,20,available,original seven,42994
425,0.071428571428571425,0.16071428571428573,0.7678571428571429,0.10714285714285714,0.13010204081632654,56,wands,gte_modernbert,target_only,full,20,available,original seven,42994
426,0.05829596412556054,0.089686098654708515,0.85201793721973096,0.089686098654708515,0.10121716848174248,223,wands,gte_modernbert,target_only,full,20,available,original seven,42994
428,0.030303030303030304,0.13636363636363635,0.83333333333333337,0.07575757575757576,0.088744588744588737,66,wands,gte_modernbert,target_only,full,20,available,original seven,42994
429,0.031914893617021274,0.10638297872340426,0.86170212765957444,0.085106382978723402,0.074468085106382975,94,wands,gte_modernbert,target_only,full,20,available,original seven,42994
431,0.21333333333333335,0.13333333333333333,0.65333333333333332,0.23999999999999999,0.27809523809523812,75,wands,gte_modernbert,target_only,full,20,available,original seven,42994
432,0.26190476190476192,0.2857142857142857,0.45238095238095238,0.38095238095238093,0.391156462585034,42,wands,gte_modernbert,target_only,full,20,available,original seven,42994
433,0.097345132743362831,0.23008849557522124,0.67256637168141598,0.17699115044247787,0.20606826801517067,113,wands,gte_modernbert,target_only,full,20,available,original seven,42994
434,0.026548672566371681,0.13716814159292035,0.83628318584070793,0.084070796460176997,0.079646017699115043,226,wands,gte_modernbert,target_only,full,20,available,original seven,42994
435,0.042553191489361701,0.1276595744680851,0.82978723404255317,0.085106382978723402,0.11854103343465044,47,wands,gte_modernbert,target_only,full,20,available,original seven,42994
436,0.065217391304347824,0.086956521739130432,0.84782608695652173,0.13043478260869565,0.10559006211180123,46,wands,gte_modernbert,target_only,full,20,available,original seven,42994
437,0.14893617021276595,0.46808510638297873,0.38297872340425532,0.31914893617021278,0.40729483282674772,47,wands,gte_modernbert,target_only,full,20,available,original seven,42994
438,0.12871287128712872,0.18811881188118812,0.68316831683168322,0.19801980198019803,0.21923620933521923,101,wands,gte_modernbert,target_only,full,20,available,original seven,42994
439,0.050925925925925923,0.092592592592592587,0.85648148148148151,0.083333333333333329,0.087962962962962965,216,wands,gte_modernbert,target_only,full,20,available,original seven,42994
440,0.015686274509803921,0.066666666666666666,0.91764705882352937,0.047058823529411764,0.046498599439775912,255,wands,gte_modernbert,target_only,full,20,available,original seven,42994
441,0.10256410256410256,0.25641025641025639,0.64102564102564108,0.17948717948717949,0.23626373626373626,78,wands,gte_modernbert,target_only,full,20,available,original seven,42994
442,0.17142857142857143,0.35714285714285715,0.47142857142857142,0.2857142857142857,0.32244897959183672,70,wands,gte_modernbert,target_only,full,20,available,original seven,42994
443,0.011363636363636364,0.011363636363636364,0.97727272727272729,0.017045454545454544,0.014610389610389608,352,wands,gte_modernbert,target_only,full,20,available,original seven,42994
444,0.10526315789473684,0.096491228070175433,0.79824561403508776,0.13157894736842105,0.14912280701754385,114,wands,gte_modernbert,target_only,full,20,available,original seven,42994
445,0.058823529411764705,0.1588235294117647,0.78235294117647058,0.10588235294117647,0.13697478991596637,170,wands,gte_modernbert,target_only,full,20,available,original seven,42994
446,0.24561403508771928,0.17543859649122806,0.57894736842105265,0.33333333333333331,0.33082706766917291,57,wands,gte_modernbert,target_only,full,20,available,original seven,42994
447,0,0,1,0,0,3,wands,gte_modernbert,target_only,full,20,available,original seven,42994
448,0,0.024691358024691357,0.97530864197530864,0.024691358024691357,0.012345679012345678,81,wands,gte_modernbert,target_only,full,20,available,original seven,42994
453,0.16,0.23999999999999999,0.59999999999999998,0.32000000000000001,0.31428571428571428,25,wands,gte_modernbert,target_only,full,20,available,original seven,42994
455,0,1,0,0.5,0.5,2,wands,gte_modernbert,target_only,full,20,available,original seven,42994
456,0.039473684210526314,0.14473684210526316,0.81578947368421051,0.10526315789473684,0.099624060150375934,76,wands,gte_modernbert,target_only,full,20,available,original seven,42994
459,0.42105263157894735,0.26315789473684209,0.31578947368421051,0.52631578947368418,0.52631578947368418,19,wands,gte_modernbert,target_only,full,20,available,original seven,42994
460,0,0.14285714285714285,0.8571428571428571,0,0.061224489795918366,7,wands,gte_modernbert,target_only,full,20,available,original seven,42994
461,1,0,0,1,1,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
464,0.18823529411764706,0.11764705882352941,0.69411764705882351,0.23529411764705882,0.24873949579831933,85,wands,gte_modernbert,target_only,full,20,available,original seven,42994
465,0,0,1,0,0,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
466,0,0,1,0,0,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
468,0.75,0,0.25,0.75,0.75,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
469,0.1875,0.140625,0.671875,0.28125,0.27455357142857145,64,wands,gte_modernbert,target_only,full,20,available,original seven,42994
470,0.33333333333333331,0.17777777777777778,0.48888888888888887,0.44444444444444442,0.42857142857142855,45,wands,gte_modernbert,target_only,full,20,available,original seven,42994
471,1,0,0,1,1,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
472,0.23404255319148937,0.19148936170212766,0.57446808510638303,0.31914893617021278,0.33130699088145898,47,wands,gte_modernbert,target_only,full,20,available,original seven,42994
473,0.047619047619047616,0.17460317460317459,0.77777777777777779,0.1111111111111111,0.1235827664399093,126,wands,gte_modernbert,target_only,full,20,available,original seven,42994
476,0.0031298904538341159,0.031298904538341159,0.96557120500782467,0.021909233176838811,0.013190252626872345,639,wands,gte_modernbert,target_only,full,20,available,original seven,42994
481,0,0,1,0,0,1,wands,gte_modernbert,target_only,full,20,available,original seven,42994
482,0.41666666666666669,0.33333333333333331,0.25,0.66666666666666663,0.6071428571428571,12,wands,gte_modernbert,target_only,full,20,available,original seven,42994
483,0.25,0,0.75,0.25,0.25,4,wands,gte_modernbert,target_only,full,20,available,original seven,42994
0,0.25641025641025639,0.02564102564102564,0.71794871794871795,0.25641025641025639,0.26739926739926739,39,wands,gte_modernbert,target_only,full,100,available,original seven,42994
1,0.125,0.25,0.625,0.125,0.19642857142857142,8,wands,gte_modernbert,target_only,full,100,available,original seven,42994
2,0.48344370860927155,0.2185430463576159,0.29801324503311261,0.63576158940397354,0.61021759697256384,151,wands,gte_modernbert,target_only,full,100,available,original seven,42994
3,0.18181818181818182,0.23636363636363636,0.58181818181818179,0.30909090909090908,0.2805194805194805,55,wands,gte_modernbert,target_only,full,100,available,original seven,42994
4,0.17391304347826086,0.30434782608695654,0.52173913043478259,0.2608695652173913,0.2857142857142857,23,wands,gte_modernbert,target_only,full,100,available,original seven,42994
5,0.078212290502793297,0.4022346368715084,0.51955307262569828,0.16759776536312848,0.23942537909018355,179,wands,gte_modernbert,target_only,full,100,available,original seven,42994
6,0.39534883720930231,0.20930232558139536,0.39534883720930231,0.46511627906976744,0.4850498338870432,43,wands,gte_modernbert,target_only,full,100,available,original seven,42994
7,0.56521739130434778,0.13043478260869565,0.30434782608695654,0.69565217391304346,0.63354037267080743,23,wands,gte_modernbert,target_only,full,100,available,original seven,42994
9,0.5,0.29729729729729731,0.20270270270270271,0.68918918918918914,0.67760617760617758,74,wands,gte_modernbert,target_only,full,100,available,original seven,42994
10,1,0,0,1,1,21,wands,gte_modernbert,target_only,full,100,available,original seven,42994
11,0.7384615384615385,0.16923076923076924,0.092307692307692313,0.83076923076923082,0.83076923076923082,65,wands,gte_modernbert,target_only,full,100,available,original seven,42994
13,0.97826086956521741,0.021739130434782608,0,0.97826086956521741,0.98136645962732927,46,wands,gte_modernbert,target_only,full,100,available,original seven,42994
14,0.40000000000000002,0.10000000000000001,0.5,0.40000000000000002,0.42142857142857143,20,wands,gte_modernbert,target_only,full,100,available,original seven,42994
16,0.25,0.25,0.5,0.5,0.4642857142857143,4,wands,gte_modernbert,target_only,full,100,available,original seven,42994
17,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.61904761904761907,0.63265306122448972,21,wands,gte_modernbert,target_only,full,100,available,original seven,42994
20,0.083333333333333329,0,0.91666666666666663,0.083333333333333329,0.083333333333333329,12,wands,gte_modernbert,target_only,full,100,available,original seven,42994
