query_id,persistent_inclusion,VI,persistent_omission,n_highest,dataset,model,support,family,K,profile
74628,0.91666666666666663,0,0.083333333333333329,24,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
74654,0.875,0,0.125,16,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
74782,0.33333333333333331,0,0.66666666666666663,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
75417,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
75512,1,0,0,28,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
75831,0.5,0,0.5,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
75925,0.40000000000000002,0.40000000000000002,0.20000000000000001,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
76144,1,0,0,12,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
76820,0.7142857142857143,0,0.2857142857142857,7,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
76904,0.42857142857142855,0.14285714285714285,0.42857142857142855,7,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
76950,1,0,0,22,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
76969,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
77343,1,0,0,12,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
78347,1,0,0,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
79143,0.42857142857142855,0,0.5714285714285714,7,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
79505,1,0,0,14,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
80305,0.875,0,0.125,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
80453,1,0,0,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
80880,1,0,0,12,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
81029,0,0,1,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
81301,1,0,0,10,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
81478,0.80000000000000004,0,0.20000000000000001,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
81547,0,0,1,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
82738,1,0,0,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
82799,1,0,0,14,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
82836,1,0,0,7,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
82977,1,0,0,35,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
83182,1,0,0,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
83573,1,0,0,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
83860,1,0,0,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
84011,1,0,0,14,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
84333,0.42857142857142855,0,0.5714285714285714,7,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
84543,1,0,0,13,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
84692,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
84752,0.81818181818181823,0,0.18181818181818182,11,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
84990,1,0,0,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
85202,1,0,0,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
85743,1,0,0,9,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
85956,1,0,0,9,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
87048,0.91666666666666663,0,0.083333333333333329,12,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
87098,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
87123,1,0,0,10,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
87931,1,0,0,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
88180,1,0,0,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
88972,1,0,0,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
89016,0,1,0,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
89094,1,0,0,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
89443,0.2857142857142857,0,0.7142857142857143,7,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
90070,1,0,0,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
90523,0.26666666666666666,0,0.73333333333333328,15,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
90653,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
90835,1,0,0,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
90983,0.23076923076923078,0,0.76923076923076927,13,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
91113,1,0,0,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
91245,1,0,0,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
91267,1,0,0,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
91452,1,0,0,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
91498,0.5,0,0.5,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
91539,1,0,0,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
91847,1,0,0,14,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
92217,1,0,0,33,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
92320,1,0,0,10,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
92627,0,0,1,16,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
92663,0.5,0,0.5,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
92720,1,0,0,10,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
92810,0,0,1,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
92928,0.40000000000000002,0.20000000000000001,0.40000000000000002,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
93169,1,0,0,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
93559,0.95238095238095233,0,0.047619047619047616,21,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
93654,1,0,0,10,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
93758,1,0,0,9,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
94456,1,0,0,13,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
94846,1,0,0,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
94878,1,0,0,13,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
94932,0.92307692307692313,0,0.076923076923076927,13,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
95116,0.875,0,0.125,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
95136,0.5,0,0.5,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
95453,0.90909090909090906,0,0.090909090909090912,11,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
95494,0.22222222222222221,0,0.77777777777777779,18,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
95886,0.5,0,0.5,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
95917,1,0,0,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
96045,0.90909090909090906,0,0.090909090909090912,11,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
96401,0,0,1,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
96535,0.9285714285714286,0,0.071428571428571425,28,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
96819,1,0,0,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
98201,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
98425,1,0,0,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
98526,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
99391,0.66666666666666663,0.16666666666666666,0.16666666666666666,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
99846,1,0,0,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
100084,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
100330,1,0,0,10,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
100469,0.77777777777777779,0,0.22222222222222221,9,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
100474,0.5,0,0.5,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
100637,1,0,0,7,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
100807,1,0,0,27,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
101683,0.7857142857142857,0,0.21428571428571427,14,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
101841,1,0,0,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
102215,1,0,0,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
102308,1,0,0,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
102732,0.55555555555555558,0,0.44444444444444442,9,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
102895,0.75,0,0.25,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
102991,1,0,0,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
103099,0.7142857142857143,0,0.2857142857142857,7,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
103248,0.92307692307692313,0,0.076923076923076927,13,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
103500,1,0,0,7,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
103612,0.8666666666666667,0.066666666666666666,0.066666666666666666,15,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
103705,0.80000000000000004,0,0.20000000000000001,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
104116,0.90625,0.03125,0.0625,32,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
104212,1,0,0,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
104375,0.29999999999999999,0,0.69999999999999996,10,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
104485,0.125,0,0.875,16,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
104556,1,0,0,10,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
104929,1,0,0,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
105336,0.83333333333333337,0.083333333333333329,0.083333333333333329,12,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
105354,1,0,0,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
106080,1,0,0,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
106387,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
106839,1,0,0,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
107789,1,0,0,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
107880,1,0,0,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
107900,1,0,0,13,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
108093,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
108571,1,0,0,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
108769,0.375,0,0.625,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
108964,1,0,0,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
109159,1,0,0,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
109658,1,0,0,9,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
110355,1,0,0,8,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
110443,0.66666666666666663,0,0.33333333333333331,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
110695,1,0,0,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
110785,1,0,0,5,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
110848,1,0,0,22,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
110909,1,0,0,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
111397,1,0,0,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
111447,0.9285714285714286,0,0.071428571428571425,14,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
111629,1,0,0,14,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
111828,0.5,0.5,0,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
111876,1,0,0,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
111913,0.90909090909090906,0,0.090909090909090912,11,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
111950,0.92307692307692313,0,0.076923076923076927,13,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
112070,0.66666666666666663,0,0.33333333333333331,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
112116,0.83333333333333337,0,0.16666666666666666,12,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
112141,1,0,0,10,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
112578,0.083333333333333329,0,0.91666666666666663,12,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
112716,0.83333333333333337,0,0.16666666666666666,6,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
113321,0.71875,0,0.28125,32,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
113679,1,0,0,33,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
114588,1,0,0,3,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
114599,1,0,0,2,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
114650,1,0,0,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
114793,1,0,0,1,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
114905,0.8571428571428571,0,0.14285714285714285,7,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
114954,1,0,0,9,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
115094,1,0,0,26,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
115539,1,0,0,4,esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
165,0,0.33333333333333331,0.66666666666666663,6,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
433,0.7142857142857143,0,0.2857142857142857,7,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
500,0.72727272727272729,0.045454545454545456,0.22727272727272727,22,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
541,0.8571428571428571,0,0.14285714285714285,7,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
598,0.42857142857142855,0,0.5714285714285714,14,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
600,0.5,0.11538461538461539,0.38461538461538464,26,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
602,0,0,1,3,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
622,0.53846153846153844,0.038461538461538464,0.42307692307692307,26,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
637,0.38461538461538464,0.076923076923076927,0.53846153846153844,13,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
861,0.25,0.083333333333333329,0.66666666666666663,24,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
933,0.5,0,0.5,4,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
978,1,0,0,12,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
1210,0,0,1,2,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
1293,0.29999999999999999,0.10000000000000001,0.59999999999999998,10,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
1310,0,0,1,1,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
1458,0.66666666666666663,0,0.33333333333333331,15,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
1476,0.52941176470588236,0,0.47058823529411764,17,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
1530,0.47058823529411764,0.058823529411764705,0.47058823529411764,17,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
1659,0.59999999999999998,0,0.40000000000000002,5,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
1816,1,0,0,4,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
2286,0.15384615384615385,0.076923076923076927,0.76923076923076927,13,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
2390,0.5,0,0.5,2,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
2692,0.8571428571428571,0,0.14285714285714285,7,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
2855,0.7142857142857143,0,0.2857142857142857,7,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
3012,0.80000000000000004,0,0.20000000000000001,5,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
3492,1,0,0,1,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
3494,1,0,0,11,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
3986,0.9285714285714286,0,0.071428571428571425,14,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
4299,1,0,0,1,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
4321,0,0,1,5,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
4860,0.5,0,0.5,2,esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed
