method,reference,split,mode,metric,delta_pp,ci_low_pp,ci_high_pp,queries,draws,bootstrap_seed,correction
S2_s42,Canonical,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S2_s42,Canonical,test,catalog_fully_fitting,Robust@100,-7.3411648007179,-11.100039912556312,-3.7450491285160146,239,10000,20260963,none
S2_s42,Canonical,test,catalog_fully_fitting,Never@100,7.3411648007179,3.745049128516013,11.100039912556312,239,10000,20260963,none
S2_s42,Set-Mean,test,catalog_fully_fitting,Recall@20,-6.025322870000753,-9.24066607991562,-2.8498776206921907,239,10000,20260963,none
S2_s42,Set-Mean,test,catalog_fully_fitting,Recall@100,-10.703723823411769,-14.388712077288055,-7.269307910293203,239,10000,20260963,none
S2_s42,Set-Mean,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S2_s42,Set-Mean,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S2_s42,Set-Mean,test,catalog_fully_fitting,Robust@100,-10.703723823411769,-14.388712077288055,-7.269307910293203,239,10000,20260963,none
S2_s42,Set-Mean,test,catalog_fully_fitting,Never@100,10.703723823411769,7.269307910293202,14.388712077288055,239,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog_fully_fitting,Recall@20,-5.75070089241114,-8.882222470122855,-2.6500119436241056,239,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog_fully_fitting,Recall@100,-11.289082660333188,-15.053305394308062,-7.788484179921191,239,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog_fully_fitting,Robust@100,-11.289082660333188,-15.053305394308062,-7.788484179921191,239,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog_fully_fitting,Never@100,11.289082660333188,7.78848417992119,15.053305394308063,239,10000,20260963,none
S3_s42,Original,test,catalog_fully_fitting,Recall@20,2.9793561633868975,0.697578324733124,5.378855564869069,239,10000,20260963,none
S3_s42,Original,test,catalog_fully_fitting,Recall@100,-1.7459515996593677,-4.423756567547925,0.9524224968548514,239,10000,20260963,none
S3_s42,Original,test,catalog_fully_fitting,VI@20,-8.38461901045228,-10.213924384612987,-6.7241245929879065,239,10000,20260963,none
S3_s42,Original,test,catalog_fully_fitting,VI@100,-11.21575065915725,-13.791433590397686,-8.847862984813515,239,10000,20260963,none
S3_s42,Original,test,catalog_fully_fitting,Robust@100,4.2591235018101425,1.3951903280813442,7.214369059970936,239,10000,20260963,none
S3_s42,Original,test,catalog_fully_fitting,Never@100,6.956627157347109,4.012760055482505,9.895584117946033,239,10000,20260963,none
S3_s42,Canonical,test,catalog_fully_fitting,Recall@20,2.8011780391521617,0.5883955140546737,5.119699268418666,239,10000,20260963,none
S3_s42,Canonical,test,catalog_fully_fitting,Recall@100,-1.6244536712986184,-4.70762807115629,1.3846169164589464,239,10000,20260963,none
S3_s42,Canonical,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Canonical,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Canonical,test,catalog_fully_fitting,Robust@100,-1.6244536712986184,-4.70762807115629,1.3846169164589464,239,10000,20260963,none
S3_s42,Canonical,test,catalog_fully_fitting,Never@100,1.6244536712986188,-1.3846169164589461,4.7076280711562895,239,10000,20260963,none
S3_s42,Set-Mean,test,catalog_fully_fitting,Recall@20,-2.4230011788309724,-4.1552910602096285,-0.8341997240872244,239,10000,20260963,none
S3_s42,Set-Mean,test,catalog_fully_fitting,Recall@100,-4.987012693992486,-7.524581303154172,-2.650974541918961,239,10000,20260963,none
S3_s42,Set-Mean,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Set-Mean,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Set-Mean,test,catalog_fully_fitting,Robust@100,-4.987012693992486,-7.524581303154172,-2.650974541918961,239,10000,20260963,none
S3_s42,Set-Mean,test,catalog_fully_fitting,Never@100,4.987012693992486,2.650974541918961,7.524581303154172,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog_fully_fitting,Recall@20,-2.148379201241358,-3.535871698159279,-0.8810368072129781,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog_fully_fitting,Recall@100,-5.572371530913906,-8.218274262939838,-3.2102764152681194,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog_fully_fitting,Robust@100,-5.572371530913906,-8.218274262939838,-3.2102764152681194,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog_fully_fitting,Never@100,5.572371530913905,3.2102764152681185,8.218274262939838,239,10000,20260963,none
S4_s42,Original,test,catalog_fully_fitting,Recall@20,3.5769637614917986,1.1959439215111265,6.090825084471131,239,10000,20260963,none
S4_s42,Original,test,catalog_fully_fitting,Recall@100,-0.31969310934425255,-2.9889792763543923,2.332827958832515,239,10000,20260963,none
S4_s42,Original,test,catalog_fully_fitting,VI@20,-8.38461901045228,-10.213924384612987,-6.7241245929879065,239,10000,20260963,none
S4_s42,Original,test,catalog_fully_fitting,VI@100,-11.21575065915725,-13.791433590397686,-8.847862984813515,239,10000,20260963,none
S4_s42,Original,test,catalog_fully_fitting,Robust@100,5.685381992125257,2.743059142746877,8.69296789621951,239,10000,20260963,none
S4_s42,Original,test,catalog_fully_fitting,Never@100,5.5303686670319925,2.652189419557393,8.423213223196106,239,10000,20260963,none
S4_s42,Canonical,test,catalog_fully_fitting,Recall@20,3.3987856372570633,1.115859751708032,5.845296786661492,239,10000,20260963,none
S4_s42,Canonical,test,catalog_fully_fitting,Recall@100,-0.1981951809835032,-3.120214852531137,2.7671351281581047,239,10000,20260963,none
S4_s42,Canonical,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S4_s42,Canonical,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S4_s42,Canonical,test,catalog_fully_fitting,Robust@100,-0.1981951809835032,-3.120214852531137,2.7671351281581047,239,10000,20260963,none
S4_s42,Canonical,test,catalog_fully_fitting,Never@100,0.1981951809835035,-2.767135128158104,3.1202148525311357,239,10000,20260963,none
S4_s42,Set-Mean,test,catalog_fully_fitting,Recall@20,-1.8253935807260713,-3.6631954189230402,-0.017210750802401836,239,10000,20260963,none
S4_s42,Set-Mean,test,catalog_fully_fitting,Recall@100,-3.5607542036773703,-6.28337607910967,-0.9109437273983269,239,10000,20260963,none
S4_s42,Set-Mean,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S4_s42,Set-Mean,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S4_s42,Set-Mean,test,catalog_fully_fitting,Robust@100,-3.5607542036773703,-6.28337607910967,-0.9109437273983269,239,10000,20260963,none
S4_s42,Set-Mean,test,catalog_fully_fitting,Never@100,3.5607542036773707,0.9109437273983263,6.283376079109672,239,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog_fully_fitting,Recall@20,-1.5507716031364573,-3.0431562961913867,0.01951317570180442,239,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog_fully_fitting,Recall@100,-4.146113040598789,-6.7575543192547975,-1.7274761503554483,239,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog_fully_fitting,Robust@100,-4.146113040598789,-6.7575543192547975,-1.7274761503554483,239,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog_fully_fitting,Never@100,4.146113040598789,1.7274761503554468,6.757554319254797,239,10000,20260963,none
S2_s42,S1_s42,test,catalog_fully_fitting,Recall@100,-1.2391369397737244,-4.322536900271665,1.670718583109929,239,10000,20260963,none
S3_s42,S4_s42,test,catalog_fully_fitting,Recall@100,-1.4262584903151159,-2.879728991715107,-0.23318381632192772,239,10000,20260963,none
S3_s42,S2_s42,test,catalog_fully_fitting,Recall@100,5.7167111294192825,2.750587905679343,8.848851670412367,239,10000,20260963,none
S4_s42,S2_s42,test,catalog_fully_fitting,Recall@100,7.142969619734398,4.173921610349966,10.292546969920307,239,10000,20260963,none
S3_s42,Original,test,target,Inclusion@20,-2.186455566134737,-3.712841018422469,-0.7683392034578003,308,10000,20260963,none
S3_s42,Original,test,target,Inclusion@100,-4.1380851809802595,-5.669412347754069,-2.6676240743170285,308,10000,20260963,none
S3_s42,Original,test,target,VI@20,-10.831734636745576,-12.497422330430046,-9.267873291597889,308,10000,20260963,none
S3_s42,Original,test,target,VI@100,-12.11189684063842,-14.081799999570443,-10.32417675907296,308,10000,20260963,none
S3_s42,Original,test,target,Robust@100,2.114337514848748,0.542719850312296,3.7819504638203854,308,10000,20260963,none
S3_s42,Original,test,target,Never@100,9.997559325789673,8.143614891488273,11.96523407705513,308,10000,20260963,none
S3_s42,Canonical,test,target,Inclusion@20,-2.6219484091928384,-4.219946192877052,-1.1611563866191958,308,10000,20260963,none
S3_s42,Canonical,test,target,Inclusion@100,-4.169198687704314,-5.722247991958432,-2.6821713783663785,308,10000,20260963,none
S3_s42,Canonical,test,target,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Canonical,test,target,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Canonical,test,target,Robust@100,-4.169198687704314,-5.722247991958432,-2.6821713783663785,308,10000,20260963,none
S3_s42,Canonical,test,target,Never@100,4.169198687704314,2.6821713783663785,5.722247991958432,308,10000,20260963,none
S3_s42,Set-Mean,test,target,Inclusion@20,-1.8504964291857742,-3.1799423550265384,-0.6736669487668933,308,10000,20260963,none
S3_s42,Set-Mean,test,target,Inclusion@100,-2.7523560277991796,-3.843870029644479,-1.779645408416455,308,10000,20260963,none
S3_s42,Set-Mean,test,target,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Set-Mean,test,target,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Set-Mean,test,target,Robust@100,-2.7523560277991796,-3.843870029644479,-1.779645408416455,308,10000,20260963,none
S3_s42,Set-Mean,test,target,Never@100,2.752356027799181,1.7796454084164546,3.8438700296444783,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,target,Inclusion@20,-1.7922394822265368,-3.069342065972106,-0.6710350295099943,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,target,Inclusion@100,-3.105232643092833,-4.260394418932475,-2.0639419784003876,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,target,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,target,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,target,Robust@100,-3.105232643092833,-4.260394418932475,-2.0639419784003876,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,target,Never@100,3.105232643092833,2.0639419784003876,4.260394418932474,308,10000,20260963,none
S3_s42,Original,test,target_fully_fitting,Inclusion@20,3.2823849207154145,1.0078684178496875,5.717544437120008,239,10000,20260963,none
S3_s42,Original,test,target_fully_fitting,Inclusion@100,-0.9744350462124516,-3.6240722795534066,1.7347718566693888,239,10000,20260963,none
S3_s42,Original,test,target_fully_fitting,VI@20,-7.160400288974102,-8.711914371929323,-5.73938259737112,239,10000,20260963,none
S3_s42,Original,test,target_fully_fitting,VI@100,-10.882648151908228,-13.388715832801596,-8.57230880073654,239,10000,20260963,none
S3_s42,Original,test,target_fully_fitting,Robust@100,4.593382945548688,1.7622508043445044,7.510735278221971,239,10000,20260963,none
S3_s42,Original,test,target_fully_fitting,Never@100,6.28926520635954,3.4964484800489095,9.119890565680956,239,10000,20260963,none
S3_s42,Canonical,test,target_fully_fitting,Inclusion@20,2.8011780391521617,0.5883955140546737,5.119699268418666,239,10000,20260963,none
S3_s42,Canonical,test,target_fully_fitting,Inclusion@100,-1.6244536712986184,-4.70762807115629,1.3846169164589464,239,10000,20260963,none
S3_s42,Canonical,test,target_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Canonical,test,target_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Canonical,test,target_fully_fitting,Robust@100,-1.6244536712986184,-4.70762807115629,1.3846169164589464,239,10000,20260963,none
S3_s42,Canonical,test,target_fully_fitting,Never@100,1.6244536712986188,-1.3846169164589461,4.7076280711562895,239,10000,20260963,none
S3_s42,Set-Mean,test,target_fully_fitting,Inclusion@20,-2.4230011788309724,-4.1552910602096285,-0.8341997240872244,239,10000,20260963,none
S3_s42,Set-Mean,test,target_fully_fitting,Inclusion@100,-4.987012693992486,-7.524581303154172,-2.650974541918961,239,10000,20260963,none
S3_s42,Set-Mean,test,target_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Set-Mean,test,target_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Set-Mean,test,target_fully_fitting,Robust@100,-4.987012693992486,-7.524581303154172,-2.650974541918961,239,10000,20260963,none
S3_s42,Set-Mean,test,target_fully_fitting,Never@100,4.987012693992486,2.650974541918961,7.524581303154172,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,target_fully_fitting,Inclusion@20,-2.148379201241358,-3.535871698159279,-0.8810368072129781,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,target_fully_fitting,Inclusion@100,-5.572371530913906,-8.218274262939838,-3.2102764152681194,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,target_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,target_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,target_fully_fitting,Robust@100,-5.572371530913906,-8.218274262939838,-3.2102764152681194,239,10000,20260963,none
S3_s42,Set-Attention_s42,test,target_fully_fitting,Never@100,5.572371530913905,3.2102764152681185,8.218274262939838,239,10000,20260963,none
