query_id,base,severe,n_highest,base_share,severe_share,dataset,model,intervention,target_support,catalog_size,K,event,threshold_multiple
189,2,0,22,0.09090909090909091,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
198,0,0,10,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
200,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
202,1,0,9,0.1111111111111111,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
204,0,0,6,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
206,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
215,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
216,1,0,5,0.2,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
220,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
221,0,0,7,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
222,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
223,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
226,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
227,7,0,153,0.0457516339869281,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
229,3,0,50,0.06,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
230,2,0,110,0.01818181818181818,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
231,9,0,284,0.03169014084507042,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
232,0,0,37,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
233,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
234,5,0,101,0.04950495049504951,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
235,6,0,127,0.047244094488188976,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
236,2,0,11,0.18181818181818182,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
238,1,0,22,0.045454545454545456,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
239,2,0,34,0.058823529411764705,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
241,5,0,126,0.03968253968253968,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
242,0,0,12,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
243,1,0,94,0.010638297872340425,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
245,2,0,55,0.03636363636363636,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
246,2,0,10,0.2,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
247,0,0,35,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
248,3,0,36,0.08333333333333333,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
249,0,0,9,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
250,3,0,23,0.13043478260869565,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
251,1,0,77,0.012987012987012988,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
252,0,0,8,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
253,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
254,0,0,8,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
255,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
257,0,0,9,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
260,1,0,23,0.043478260869565216,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
263,0,0,21,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
264,0,0,10,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
268,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
270,9,0,37,0.24324324324324326,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
271,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
273,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
275,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
277,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
278,1,0,6,0.16666666666666666,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
281,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
285,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
292,0,0,6,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
297,1,0,5,0.2,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
298,2,0,8,0.25,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
301,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
302,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
305,2,1,61,0.03278688524590164,0.01639344262295082,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
307,0,0,6,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
308,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
310,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
313,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
315,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
323,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
325,0,0,24,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
327,0,0,6,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
329,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
331,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
333,3,0,20,0.15,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
334,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
335,2,0,21,0.09523809523809523,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
337,1,0,35,0.02857142857142857,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
341,1,0,3,0.3333333333333333,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
346,2,0,19,0.10526315789473684,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
349,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
352,3,0,14,0.21428571428571427,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
355,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
357,2,0,22,0.09090909090909091,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
358,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
359,1,0,8,0.125,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
367,1,0,12,0.08333333333333333,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
368,2,0,69,0.028985507246376812,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
370,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
371,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
380,0,0,5,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
382,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
389,1,1,52,0.019230769230769232,0.019230769230769232,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
398,0,0,9,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
403,0,0,27,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
404,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
407,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
408,1,0,30,0.03333333333333333,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
409,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
410,1,0,48,0.020833333333333332,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
415,3,0,68,0.04411764705882353,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
417,1,0,47,0.02127659574468085,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
418,0,0,22,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
419,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
420,2,1,156,0.01282051282051282,0.00641025641025641,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
421,4,1,282,0.014184397163120567,0.0035460992907801418,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
422,0,0,10,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
423,5,0,124,0.04032258064516129,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
425,0,0,10,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
426,1,0,83,0.012048192771084338,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
428,1,0,18,0.05555555555555555,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
429,0,0,6,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
431,0,0,19,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
432,0,0,5,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
433,0,0,19,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
434,4,0,51,0.0784313725490196,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
435,0,0,24,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
436,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
437,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
438,2,0,52,0.038461538461538464,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
439,0,0,26,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
440,0,0,29,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
441,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
442,0,0,8,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
443,0,0,96,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
444,0,0,36,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
445,0,0,34,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
446,6,0,44,0.13636363636363635,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
447,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
448,0,0,13,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
453,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
455,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
456,0,0,29,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
459,1,0,2,0.5,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
460,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
461,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
464,4,0,70,0.05714285714285714,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
466,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
468,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
469,2,0,51,0.0392156862745098,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
470,4,0,26,0.15384615384615385,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
472,8,0,46,0.17391304347826086,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
473,0,0,99,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
476,0,0,35,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
482,0,0,5,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
483,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5
0,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
1,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
2,5,0,88,0.056818181818181816,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
3,2,1,30,0.06666666666666667,0.03333333333333333,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
4,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
5,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
6,2,0,18,0.1111111111111111,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
7,4,2,17,0.23529411764705882,0.11764705882352941,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
9,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
10,1,0,3,0.3333333333333333,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
11,0,0,14,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
13,2,0,36,0.05555555555555555,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
14,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
16,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
17,0,0,11,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
20,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
22,0,0,10,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
26,7,1,116,0.0603448275862069,0.008620689655172414,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
27,14,2,86,0.16279069767441862,0.023255813953488372,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
28,44,0,168,0.2619047619047619,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
35,2,0,18,0.1111111111111111,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
36,2,0,29,0.06896551724137931,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
37,0,0,11,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
39,2,0,10,0.2,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
41,1,0,19,0.05263157894736842,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
44,2,0,11,0.18181818181818182,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
45,0,0,5,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
46,1,0,1,1.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
59,0,0,28,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
62,0,0,7,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
63,4,0,60,0.06666666666666667,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
65,2,0,38,0.05263157894736842,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
68,22,0,89,0.24719101123595505,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
69,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
71,1,0,1,1.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
72,5,0,15,0.3333333333333333,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
75,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
76,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
81,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
86,2,0,15,0.13333333333333333,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
89,2,1,21,0.09523809523809523,0.047619047619047616,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
91,0,0,7,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
93,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
94,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
95,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
101,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
102,0,0,16,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
104,0,0,7,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
108,3,0,26,0.11538461538461539,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
109,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
111,3,1,39,0.07692307692307693,0.02564102564102564,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
112,36,0,211,0.17061611374407584,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
115,15,0,150,0.1,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
119,10,1,145,0.06896551724137931,0.006896551724137931,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
120,0,0,22,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
121,0,0,12,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
122,4,2,14,0.2857142857142857,0.14285714285714285,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
123,5,0,47,0.10638297872340426,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
124,4,3,104,0.038461538461538464,0.028846153846153848,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
126,11,2,67,0.16417910447761194,0.029850746268656716,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
127,1,0,32,0.03125,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
128,8,3,21,0.38095238095238093,0.14285714285714285,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
129,0,0,27,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
130,0,0,7,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
131,4,0,23,0.17391304347826086,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
132,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
137,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
138,11,0,57,0.19298245614035087,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
140,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
142,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
144,11,0,47,0.23404255319148937,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
145,0,0,32,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
146,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
147,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
148,15,4,89,0.16853932584269662,0.0449438202247191,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
150,0,0,5,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
151,3,0,56,0.05357142857142857,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
153,4,0,54,0.07407407407407407,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
158,2,0,16,0.125,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
159,3,0,81,0.037037037037037035,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
160,18,0,99,0.18181818181818182,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
163,1,0,39,0.02564102564102564,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
164,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
165,2,1,14,0.14285714285714285,0.07142857142857142,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
166,0,0,7,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
167,18,6,77,0.23376623376623376,0.07792207792207792,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
169,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
170,8,0,66,0.12121212121212122,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
172,0,0,7,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
173,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
175,9,1,54,0.16666666666666666,0.018518518518518517,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
176,0,0,8,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
177,1,0,2,0.5,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
178,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
180,9,3,44,0.20454545454545456,0.06818181818181818,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
182,1,0,8,0.125,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
183,0,0,6,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
184,6,0,51,0.11764705882352941,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
185,0,0,31,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
186,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
189,1,0,22,0.045454545454545456,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
198,4,2,10,0.4,0.2,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
200,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
202,1,0,9,0.1111111111111111,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
204,1,0,6,0.16666666666666666,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
206,0,0,2,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
215,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
216,0,0,5,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
220,0,0,4,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
221,0,0,7,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
222,0,0,3,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
223,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
226,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
227,28,0,153,0.1830065359477124,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
229,14,1,50,0.28,0.02,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
230,15,2,110,0.13636363636363635,0.01818181818181818,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
231,50,0,284,0.176056338028169,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
232,3,0,37,0.08108108108108109,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
233,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
234,18,0,101,0.1782178217821782,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
235,12,1,127,0.09448818897637795,0.007874015748031496,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
236,1,0,11,0.09090909090909091,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
238,2,0,22,0.09090909090909091,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
239,6,0,34,0.17647058823529413,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
241,42,0,126,0.3333333333333333,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
242,3,0,12,0.25,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
243,15,0,94,0.1595744680851064,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
245,2,0,55,0.03636363636363636,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
246,1,1,10,0.1,0.1,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
247,2,1,35,0.05714285714285714,0.02857142857142857,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
248,1,0,36,0.027777777777777776,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
249,3,0,9,0.3333333333333333,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
250,4,1,23,0.17391304347826086,0.043478260869565216,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
251,9,0,77,0.11688311688311688,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
252,1,0,8,0.125,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
253,0,0,1,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
254,0,0,8,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
255,2,0,3,0.6666666666666666,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
257,3,0,9,0.3333333333333333,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
260,0,0,23,0.0,0.0,wands,bge_base,target_only,fully_fitting,42994,100,crossing,2
