dataset,model,method,K,aggregation,metric,estimate,ci_low,ci_high,bootstrap_seed,bootstrap_draws
wands,minilm,raw_seven,100,pair_micro,recall_C0,0.3508615427954364,0.3036609701883993,0.4064502236004459,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,recall_C1,0.3382318418705103,0.2923311078095098,0.3929178464660218,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,recall_C2s1,0.3422226395605428,0.2961166231170271,0.3968784873316572,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,recall_C2s2,0.3451805249072726,0.2986247951966289,0.3994972067403144,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,recall_C2s3,0.3466829428611672,0.2994687191657993,0.4019250788071323,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,recall_C2s4,0.3449927226630358,0.2989860907017467,0.3996697947518829,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,recall_C2s5,0.344570167613503,0.2980256441910283,0.399255397144651,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,delta_VI_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,delta_source_recall_vs_raw_C0,0.0,0.0,0.0,2026091701,10000
wands,minilm,raw_seven,100,pair_micro,delta_mean_recall_vs_raw_C0,-0.0061840596137981,-0.0097375455289756,-0.0030216219325357,2026091701,10000
wands,minilm,raw_C0,100,query_macro,source_order_recall,0.5788332820924585,0.540442339286388,0.6168707106396457,2026091701,10000
wands,minilm,raw_C0,100,query_macro,recall_C0,0.5788332820924585,0.540442339286388,0.6168707106396457,2026091701,10000
wands,minilm,raw_C0,100,query_macro,delta_source_recall_vs_raw_C0,0.0,0.0,0.0,2026091701,10000
wands,minilm,raw_C0,100,pair_micro,source_order_recall,0.3508615427954364,0.3036609701883993,0.4064502236004459,2026091701,10000
wands,minilm,raw_C0,100,pair_micro,recall_C0,0.3508615427954364,0.3036609701883993,0.4064502236004459,2026091701,10000
wands,minilm,raw_C0,100,pair_micro,delta_source_recall_vs_raw_C0,0.0,0.0,0.0,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,source_order_recall,0.5604906636180105,0.52178420060479,0.5995178037333511,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,seven_schedule_mean_recall,0.5604906636180105,0.52178420060479,0.5995178037333511,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,persistent_inclusion,0.5604906636180105,0.52178420060479,0.5995178037333511,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,persistent_omission,0.4395093363819896,0.4004821962666487,0.4782157993952101,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,recall_C0,0.5604906636180105,0.52178420060479,0.5995178037333511,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,recall_C1,0.5604906636180105,0.52178420060479,0.5995178037333511,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,recall_C2s1,0.5604906636180105,0.52178420060479,0.5995178037333511,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,recall_C2s2,0.5604906636180105,0.52178420060479,0.5995178037333511,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,recall_C2s3,0.5604906636180105,0.52178420060479,0.5995178037333511,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,recall_C2s4,0.5604906636180105,0.52178420060479,0.5995178037333511,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,recall_C2s5,0.5604906636180105,0.52178420060479,0.5995178037333511,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,delta_seven_schedule_mean_recall_vs_raw_seven,-0.005638278372554,-0.0151558399147854,0.0031244994237153,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,delta_persistent_inclusion_vs_raw_seven,0.108979810022635,0.0947884462598451,0.124605569897335,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,delta_VI_vs_raw_seven,-0.2189384745151953,-0.2415823002025525,-0.1969877618069291,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,delta_persistent_omission_vs_raw_seven,0.1099586644925603,0.0951049942900034,0.1257778901010048,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,delta_source_recall_vs_raw_C0,-0.0183426184744481,-0.0316822786209114,-0.0064336129137512,2026091701,10000
wands,minilm,lexical_ascending,100,query_macro,delta_mean_recall_vs_raw_C0,-0.0183426184744481,-0.0316822786209114,-0.0064336129137512,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,source_order_recall,0.3404854688013521,0.2944209288575042,0.3949164573681819,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,seven_schedule_mean_recall,0.3404854688013521,0.2944209288575042,0.3949164573681819,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,persistent_inclusion,0.3404854688013521,0.2944209288575042,0.3949164573681819,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,persistent_omission,0.6595145311986478,0.6050835426318182,0.7055790711424959,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,recall_C0,0.3404854688013521,0.2944209288575042,0.3949164573681819,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,recall_C1,0.3404854688013521,0.2944209288575042,0.3949164573681819,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,recall_C2s1,0.3404854688013521,0.2944209288575042,0.3949164573681819,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,recall_C2s2,0.3404854688013521,0.2944209288575042,0.3949164573681819,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,recall_C2s3,0.3404854688013521,0.2944209288575042,0.3949164573681819,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,recall_C2s4,0.3404854688013521,0.2944209288575042,0.3949164573681819,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,recall_C2s5,0.3404854688013521,0.2944209288575042,0.3949164573681819,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,-0.0041920143802861,-0.0083164363079113,-0.0004000400502328,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.1097234611953612,0.0996522689555908,0.1211787979605174,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,delta_VI_vs_raw_seven,-0.2438142635804497,-0.2663715312816719,-0.2238353230484232,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.1340908023850885,0.1223586576639713,0.1472388262966956,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,delta_source_recall_vs_raw_C0,-0.0103760739940842,-0.0164017573212866,-0.0048510547168502,2026091701,10000
wands,minilm,lexical_ascending,100,pair_micro,delta_mean_recall_vs_raw_C0,-0.0103760739940842,-0.0164017573212866,-0.0048510547168502,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,source_order_recall,0.5616156456205967,0.5220974075596262,0.600765322790336,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,seven_schedule_mean_recall,0.5616156456205967,0.5220974075596262,0.600765322790336,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,persistent_inclusion,0.5616156456205967,0.5220974075596262,0.600765322790336,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,persistent_omission,0.4383843543794032,0.3992346772096641,0.4779025924403739,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,recall_C0,0.5616156456205967,0.5220974075596262,0.600765322790336,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,recall_C1,0.5616156456205967,0.5220974075596262,0.600765322790336,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,recall_C2s1,0.5616156456205967,0.5220974075596262,0.600765322790336,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,recall_C2s2,0.5616156456205967,0.5220974075596262,0.600765322790336,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,recall_C2s3,0.5616156456205967,0.5220974075596262,0.600765322790336,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,recall_C2s4,0.5616156456205967,0.5220974075596262,0.600765322790336,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,recall_C2s5,0.5616156456205967,0.5220974075596262,0.600765322790336,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,delta_seven_schedule_mean_recall_vs_raw_seven,-0.0045132963699678,-0.0136380197010765,0.004262510230244,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,delta_persistent_inclusion_vs_raw_seven,0.1101047920252212,0.0945094097684416,0.1269396426019577,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,delta_VI_vs_raw_seven,-0.2189384745151953,-0.2415823002025525,-0.1969877618069291,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,delta_persistent_omission_vs_raw_seven,0.1088336824899741,0.0948910619562882,0.123811352297029,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,delta_source_recall_vs_raw_C0,-0.0172176364718618,-0.0297194147258502,-0.005846446965918,2026091701,10000
wands,minilm,lexical_descending,100,query_macro,delta_mean_recall_vs_raw_C0,-0.0172176364718618,-0.0297194147258502,-0.005846446965918,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,source_order_recall,0.3444762664913846,0.2976426598713354,0.3999044563141958,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,seven_schedule_mean_recall,0.3444762664913846,0.2976426598713354,0.3999044563141958,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,persistent_inclusion,0.3444762664913846,0.2976426598713354,0.3999044563141958,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,persistent_omission,0.6555237335086155,0.6000955436858042,0.7023573401286646,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,recall_C0,0.3444762664913846,0.2976426598713354,0.3999044563141958,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,recall_C1,0.3444762664913846,0.2976426598713354,0.3999044563141958,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,recall_C2s1,0.3444762664913846,0.2976426598713354,0.3999044563141958,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,recall_C2s2,0.3444762664913846,0.2976426598713354,0.3999044563141958,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,recall_C2s3,0.3444762664913846,0.2976426598713354,0.3999044563141958,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,recall_C2s4,0.3444762664913846,0.2976426598713354,0.3999044563141958,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,recall_C2s5,0.3444762664913846,0.2976426598713354,0.3999044563141958,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,-0.0002012166902537,-0.0045112817714408,0.0040027291087764,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.1137142588853936,0.1016820501779842,0.1272486412247913,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,delta_VI_vs_raw_seven,-0.2438142635804497,-0.2663715312816719,-0.2238353230484232,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.1301000046950561,0.119560529678306,0.1422382868645334,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,delta_source_recall_vs_raw_C0,-0.0063852763040518,-0.012246108719504,-0.0010224997428098,2026091701,10000
wands,minilm,lexical_descending,100,pair_micro,delta_mean_recall_vs_raw_C0,-0.0063852763040518,-0.012246108719504,-0.0010224997428098,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,source_order_recall,0.5718680480868398,0.5333326226666957,0.6107254762813589,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,seven_schedule_mean_recall,0.5718680480868398,0.5333326226666957,0.6107254762813589,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,persistent_inclusion,0.5718680480868398,0.5333326226666957,0.6107254762813589,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,persistent_omission,0.4281319519131602,0.3892745237186411,0.4666673773333044,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,recall_C0,0.5718680480868398,0.5333326226666957,0.6107254762813589,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,recall_C1,0.5718680480868398,0.5333326226666957,0.6107254762813589,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,recall_C2s1,0.5718680480868398,0.5333326226666957,0.6107254762813589,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,recall_C2s2,0.5718680480868398,0.5333326226666957,0.6107254762813589,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,recall_C2s3,0.5718680480868398,0.5333326226666957,0.6107254762813589,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,recall_C2s4,0.5718680480868398,0.5333326226666957,0.6107254762813589,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,recall_C2s5,0.5718680480868398,0.5333326226666957,0.6107254762813589,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0057391060962752,-0.0059171806106553,0.0176824974677854,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,delta_persistent_inclusion_vs_raw_seven,0.1203571944914643,0.1048779247123261,0.1372590600833319,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,delta_VI_vs_raw_seven,-0.2189384745151953,-0.2415823002025525,-0.1969877618069291,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,delta_persistent_omission_vs_raw_seven,0.098581280023731,0.0826599388642393,0.1149322557500572,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,delta_source_recall_vs_raw_C0,-0.0069652340056188,-0.0212378759675733,0.0067678678000972,2026091701,10000
wands,minilm,field_priority_type,100,query_macro,delta_mean_recall_vs_raw_C0,-0.0069652340056188,-0.0212378759675733,0.0067678678000972,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,source_order_recall,0.3461195361284567,0.2990786997921906,0.4012708921591944,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,seven_schedule_mean_recall,0.3461195361284567,0.2990786997921906,0.4012708921591944,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,persistent_inclusion,0.3461195361284567,0.2990786997921906,0.4012708921591944,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,persistent_omission,0.6538804638715433,0.5987291078408056,0.7009213002078093,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,recall_C0,0.3461195361284567,0.2990786997921906,0.4012708921591944,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,recall_C1,0.3461195361284567,0.2990786997921906,0.4012708921591944,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,recall_C2s1,0.3461195361284567,0.2990786997921906,0.4012708921591944,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,recall_C2s2,0.3461195361284567,0.2990786997921906,0.4012708921591944,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,recall_C2s3,0.3461195361284567,0.2990786997921906,0.4012708921591944,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,recall_C2s4,0.3461195361284567,0.2990786997921906,0.4012708921591944,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,recall_C2s5,0.3461195361284567,0.2990786997921906,0.4012708921591944,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0014420529468184,-0.0021775733223195,0.0051942391352471,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.1153575285224658,0.1042803240716301,0.1281162869593085,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,delta_VI_vs_raw_seven,-0.2438142635804497,-0.2663715312816719,-0.2238353230484232,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.1284567350579839,0.1174950964103988,0.140579271855546,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,delta_source_recall_vs_raw_C0,-0.0047420066669796,-0.0102178807118165,0.0004466523411355,2026091701,10000
wands,minilm,field_priority_type,100,pair_micro,delta_mean_recall_vs_raw_C0,-0.0047420066669796,-0.0102178807118165,0.0004466523411355,2026091701,10000
wands,minilm,set_mean,100,query_macro,source_order_recall,0.588070003289547,0.5495183054679115,0.6272044102491401,2026091701,10000
wands,minilm,set_mean,100,query_macro,seven_schedule_mean_recall,0.588070003289547,0.5495183054679115,0.6272044102491401,2026091701,10000
wands,minilm,set_mean,100,query_macro,persistent_inclusion,0.588070003289547,0.5495183054679115,0.6272044102491401,2026091701,10000
wands,minilm,set_mean,100,query_macro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,set_mean,100,query_macro,persistent_omission,0.4119299967104529,0.3727955897508601,0.4504816945320885,2026091701,10000
wands,minilm,set_mean,100,query_macro,recall_C0,0.588070003289547,0.5495183054679115,0.6272044102491401,2026091701,10000
wands,minilm,set_mean,100,query_macro,recall_C1,0.588070003289547,0.5495183054679115,0.6272044102491401,2026091701,10000
wands,minilm,set_mean,100,query_macro,recall_C2s1,0.588070003289547,0.5495183054679115,0.6272044102491401,2026091701,10000
wands,minilm,set_mean,100,query_macro,recall_C2s2,0.588070003289547,0.5495183054679115,0.6272044102491401,2026091701,10000
wands,minilm,set_mean,100,query_macro,recall_C2s3,0.588070003289547,0.5495183054679115,0.6272044102491401,2026091701,10000
wands,minilm,set_mean,100,query_macro,recall_C2s4,0.588070003289547,0.5495183054679115,0.6272044102491401,2026091701,10000
wands,minilm,set_mean,100,query_macro,recall_C2s5,0.588070003289547,0.5495183054679115,0.6272044102491401,2026091701,10000
wands,minilm,set_mean,100,query_macro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0219410612989824,0.0078595555741253,0.0371304274294701,2026091701,10000
wands,minilm,set_mean,100,query_macro,delta_persistent_inclusion_vs_raw_seven,0.1365591496941715,0.1164375891850405,0.1577582921826516,2026091701,10000
wands,minilm,set_mean,100,query_macro,delta_VI_vs_raw_seven,-0.2189384745151953,-0.2415823002025525,-0.1969877618069291,2026091701,10000
wands,minilm,set_mean,100,query_macro,delta_persistent_omission_vs_raw_seven,0.0823793248210238,0.0646470790916173,0.0997666445551982,2026091701,10000
wands,minilm,set_mean,100,query_macro,delta_source_recall_vs_raw_C0,0.0092367211970883,-0.0064650712230197,0.0251793407196512,2026091701,10000
wands,minilm,set_mean,100,query_macro,delta_mean_recall_vs_raw_C0,0.0092367211970883,-0.0064650712230197,0.0251793407196512,2026091701,10000
wands,minilm,set_mean,100,pair_micro,source_order_recall,0.3529743180431006,0.3034404518255,0.4105938370458514,2026091701,10000
wands,minilm,set_mean,100,pair_micro,seven_schedule_mean_recall,0.3529743180431006,0.3034404518255,0.4105938370458514,2026091701,10000
wands,minilm,set_mean,100,pair_micro,persistent_inclusion,0.3529743180431006,0.3034404518255,0.4105938370458514,2026091701,10000
wands,minilm,set_mean,100,pair_micro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,set_mean,100,pair_micro,persistent_omission,0.6470256819568994,0.5894061629541485,0.6965595481744999,2026091701,10000
wands,minilm,set_mean,100,pair_micro,recall_C0,0.3529743180431006,0.3034404518255,0.4105938370458514,2026091701,10000
wands,minilm,set_mean,100,pair_micro,recall_C1,0.3529743180431006,0.3034404518255,0.4105938370458514,2026091701,10000
wands,minilm,set_mean,100,pair_micro,recall_C2s1,0.3529743180431006,0.3034404518255,0.4105938370458514,2026091701,10000
wands,minilm,set_mean,100,pair_micro,recall_C2s2,0.3529743180431006,0.3034404518255,0.4105938370458514,2026091701,10000
wands,minilm,set_mean,100,pair_micro,recall_C2s3,0.3529743180431006,0.3034404518255,0.4105938370458514,2026091701,10000
wands,minilm,set_mean,100,pair_micro,recall_C2s4,0.3529743180431006,0.3034404518255,0.4105938370458514,2026091701,10000
wands,minilm,set_mean,100,pair_micro,recall_C2s5,0.3529743180431006,0.3034404518255,0.4105938370458514,2026091701,10000
wands,minilm,set_mean,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0082968348614623,-0.0008936617331719,0.0187181523324403,2026091701,10000
wands,minilm,set_mean,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.1222123104371097,0.1067736814508535,0.1396901617161807,2026091701,10000
wands,minilm,set_mean,100,pair_micro,delta_VI_vs_raw_seven,-0.2438142635804497,-0.2663715312816719,-0.2238353230484232,2026091701,10000
wands,minilm,set_mean,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.12160195314334,0.1092612860034032,0.1345639515929764,2026091701,10000
wands,minilm,set_mean,100,pair_micro,delta_source_recall_vs_raw_C0,0.0021127752476642,-0.0073257133570739,0.0124035095763899,2026091701,10000
wands,minilm,set_mean,100,pair_micro,delta_mean_recall_vs_raw_C0,0.0021127752476642,-0.0073257133570739,0.0124035095763899,2026091701,10000
wands,minilm,centroid_2,100,query_macro,source_order_recall,0.564377503409497,0.5256486247734226,0.6038406009060124,2026091701,10000
wands,minilm,centroid_2,100,query_macro,seven_schedule_mean_recall,0.564377503409497,0.5256486247734226,0.6038406009060124,2026091701,10000
wands,minilm,centroid_2,100,query_macro,persistent_inclusion,0.564377503409497,0.5256486247734226,0.6038406009060124,2026091701,10000
wands,minilm,centroid_2,100,query_macro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,centroid_2,100,query_macro,persistent_omission,0.435622496590503,0.3961593990939877,0.4743513752265775,2026091701,10000
wands,minilm,centroid_2,100,query_macro,recall_C0,0.564377503409497,0.5256486247734226,0.6038406009060124,2026091701,10000
wands,minilm,centroid_2,100,query_macro,recall_C1,0.564377503409497,0.5256486247734226,0.6038406009060124,2026091701,10000
wands,minilm,centroid_2,100,query_macro,recall_C2s1,0.564377503409497,0.5256486247734226,0.6038406009060124,2026091701,10000
wands,minilm,centroid_2,100,query_macro,recall_C2s2,0.564377503409497,0.5256486247734226,0.6038406009060124,2026091701,10000
wands,minilm,centroid_2,100,query_macro,recall_C2s3,0.564377503409497,0.5256486247734226,0.6038406009060124,2026091701,10000
wands,minilm,centroid_2,100,query_macro,recall_C2s4,0.564377503409497,0.5256486247734226,0.6038406009060124,2026091701,10000
wands,minilm,centroid_2,100,query_macro,recall_C2s5,0.564377503409497,0.5256486247734226,0.6038406009060124,2026091701,10000
wands,minilm,centroid_2,100,query_macro,delta_seven_schedule_mean_recall_vs_raw_seven,-0.0017514385810674,-0.0122618966463992,0.0076847841553005,2026091701,10000
wands,minilm,centroid_2,100,query_macro,delta_persistent_inclusion_vs_raw_seven,0.1128666498141215,0.0991675323671719,0.126992148885526,2026091701,10000
wands,minilm,centroid_2,100,query_macro,delta_VI_vs_raw_seven,-0.2189384745151953,-0.2415823002025525,-0.1969877618069291,2026091701,10000
wands,minilm,centroid_2,100,query_macro,delta_persistent_omission_vs_raw_seven,0.1060718247010738,0.0911618903802724,0.1225989088629335,2026091701,10000
wands,minilm,centroid_2,100,query_macro,delta_source_recall_vs_raw_C0,-0.0144557786829615,-0.0298631924234706,-0.0011138348212968,2026091701,10000
wands,minilm,centroid_2,100,query_macro,delta_mean_recall_vs_raw_C0,-0.0144557786829615,-0.0298631924234706,-0.0011138348212968,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,source_order_recall,0.349171322597305,0.30196580851903,0.4047837704120796,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,seven_schedule_mean_recall,0.349171322597305,0.30196580851903,0.4047837704120796,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,persistent_inclusion,0.349171322597305,0.30196580851903,0.4047837704120796,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,persistent_omission,0.650828677402695,0.5952162295879204,0.69803419148097,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,recall_C0,0.349171322597305,0.30196580851903,0.4047837704120796,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,recall_C1,0.349171322597305,0.30196580851903,0.4047837704120796,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,recall_C2s1,0.349171322597305,0.30196580851903,0.4047837704120796,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,recall_C2s2,0.349171322597305,0.30196580851903,0.4047837704120796,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,recall_C2s3,0.349171322597305,0.30196580851903,0.4047837704120796,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,recall_C2s4,0.349171322597305,0.30196580851903,0.4047837704120796,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,recall_C2s5,0.349171322597305,0.30196580851903,0.4047837704120796,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0044938394156667,0.0022169626581185,0.0070223740545115,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.1184093149913141,0.1069574125411412,0.131685466077888,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,delta_VI_vs_raw_seven,-0.2438142635804497,-0.2663715312816719,-0.2238353230484232,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.1254049485891356,0.1153749286104528,0.1365658825684322,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,delta_source_recall_vs_raw_C0,-0.0016902201981313,-0.005776849229776,0.002259755638178,2026091701,10000
wands,minilm,centroid_2,100,pair_micro,delta_mean_recall_vs_raw_C0,-0.0016902201981313,-0.005776849229776,0.002259755638178,2026091701,10000
wands,minilm,max_2,100,query_macro,source_order_recall,0.5703901725065191,0.5315826234159048,0.6094692356506286,2026091701,10000
wands,minilm,max_2,100,query_macro,seven_schedule_mean_recall,0.5703901725065191,0.5315826234159048,0.6094692356506286,2026091701,10000
wands,minilm,max_2,100,query_macro,persistent_inclusion,0.5703901725065191,0.5315826234159048,0.6094692356506286,2026091701,10000
wands,minilm,max_2,100,query_macro,VI,0.0,0.0,0.0,2026091701,10000
wands,minilm,max_2,100,query_macro,persistent_omission,0.4296098274934808,0.3905307643493713,0.4684173765840952,2026091701,10000
wands,minilm,max_2,100,query_macro,recall_C0,0.5703901725065191,0.5315826234159048,0.6094692356506286,2026091701,10000
wands,minilm,max_2,100,query_macro,recall_C1,0.5703901725065191,0.5315826234159048,0.6094692356506286,2026091701,10000
wands,minilm,max_2,100,query_macro,recall_C2s1,0.5703901725065191,0.5315826234159048,0.6094692356506286,2026091701,10000
wands,minilm,max_2,100,query_macro,recall_C2s2,0.5703901725065191,0.5315826234159048,0.6094692356506286,2026091701,10000
wands,minilm,max_2,100,query_macro,recall_C2s3,0.5703901725065191,0.5315826234159048,0.6094692356506286,2026091701,10000
wands,minilm,max_2,100,query_macro,recall_C2s4,0.5703901725065191,0.5315826234159048,0.6094692356506286,2026091701,10000
wands,minilm,max_2,100,query_macro,recall_C2s5,0.5703901725065191,0.5315826234159048,0.6094692356506286,2026091701,10000
