query_id,source_order_recall,seven_schedule_mean_recall,persistent_inclusion,VI,persistent_omission,recall_C0,recall_C1,recall_C2s1,recall_C2s2,recall_C2s3,recall_C2s4,recall_C2s5,delta_seven_schedule_mean_recall_vs_raw_seven,delta_persistent_inclusion_vs_raw_seven,delta_VI_vs_raw_seven,delta_persistent_omission_vs_raw_seven,delta_source_recall_vs_raw_C0,delta_mean_recall_vs_raw_C0,n_highest,dataset,model,K,method,catalog_size,source_ids,view_budget,invariance_basis
295,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,-0.16666666666666663,0.16666666666666666,0.16666666666666666,6,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
296,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
297,0.125,0.125,0.125,0.0,0.875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.5535714285714286,-0.375,-0.25,0.625,-0.5,-0.5,8,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
298,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,-0.1746031746031746,0.1111111111111111,-0.4444444444444444,0.33333333333333337,-0.1111111111111111,-0.1111111111111111,9,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,-0.5,0.5,0.0,0.0,2,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
301,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
302,0.1864406779661017,0.1864406779661017,0.1864406779661017,0.0,0.8135593220338984,0.1864406779661017,0.1864406779661017,0.1864406779661017,0.1864406779661017,0.1864406779661017,0.1864406779661017,0.1864406779661017,-0.009685230024213065,0.1016949152542373,-0.2542372881355932,0.15254237288135597,-0.01694915254237289,-0.01694915254237289,59,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
303,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
305,0.09326424870466321,0.09326424870466321,0.09326424870466321,0.0,0.9067357512953368,0.09326424870466321,0.09326424870466321,0.09326424870466321,0.09326424870466321,0.09326424870466321,0.09326424870466321,0.09326424870466321,-0.002220577350111025,0.06735751295336788,-0.18134715025906736,0.11398963730569944,0.0,0.0,193,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
306,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
307,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.16666666666666674,-0.16666666666666674,0.0,0.16666666666666666,-0.16666666666666674,-0.16666666666666674,6,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
308,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
310,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
311,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0357142857142857,0.25,-0.25,0.0,0.0,0.0,4,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
313,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.33333333333333337,0.0,-0.3333333333333333,0.33333333333333337,0.33333333333333337,3,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
315,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
316,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
317,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
319,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
320,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
323,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
325,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.9565217391304348,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,-0.0124223602484472,0.0,-0.021739130434782608,0.021739130434782594,-0.021739130434782608,-0.021739130434782608,46,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
326,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
327,0.375,0.375,0.375,0.0,0.625,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.07142857142857145,0.25,-0.25,0.0,0.0,0.0,8,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
328,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
329,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
330,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
331,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.9230769230769231,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.019230769230769232,0.038461538461538464,-0.057692307692307696,0.019230769230769273,0.019230769230769232,0.019230769230769232,52,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
332,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
333,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.0,0.38095238095238093,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,-0.12244897959183665,0.04761904761904767,-0.2857142857142857,0.23809523809523808,-0.09523809523809523,-0.09523809523809523,21,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
334,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
335,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.0,0.5476190476190477,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.09523809523809523,0.14285714285714285,-0.16666666666666666,0.023809523809523836,0.047619047619047616,0.047619047619047616,42,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
337,0.4358974358974359,0.4358974358974359,0.4358974358974359,0.0,0.5641025641025641,0.4358974358974359,0.4358974358974359,0.4358974358974359,0.4358974358974359,0.4358974358974359,0.4358974358974359,0.4358974358974359,-0.014652014652014711,0.02564102564102566,-0.10256410256410256,0.07692307692307693,0.0,0.0,39,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
339,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
341,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.18831168831168832,-0.13636363636363635,-0.13636363636363635,0.2727272727272727,-0.2272727272727273,-0.2272727272727273,22,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
342,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
346,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.0,0.42105263157894735,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,-0.12030075187969924,0.0,-0.21052631578947367,0.21052631578947367,-0.1578947368421052,-0.1578947368421052,19,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
349,0.8,0.8,0.8,0.0,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.17142857142857149,0.20000000000000007,-0.2,0.0,0.20000000000000007,0.20000000000000007,5,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
352,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.0,0.3103448275862069,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.054187192118226646,0.13793103448275867,-0.20689655172413793,0.06896551724137931,0.034482758620689724,0.034482758620689724,29,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
353,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
355,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.06666666666666665,-0.13333333333333333,0.06666666666666665,0.0,0.0,30,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
357,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.0,0.6764705882352942,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.025210084033613467,0.11764705882352944,-0.23529411764705882,0.11764705882352944,0.0,0.0,34,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
358,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
359,0.75,0.75,0.75,0.0,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.125,0.375,-0.375,0.0,0.25,0.25,8,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
367,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0272108843537415,0.11904761904761904,-0.21428571428571427,0.09523809523809523,0.0,0.0,42,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
368,0.24691358024691357,0.24691358024691357,0.24691358024691357,0.0,0.7530864197530864,0.24691358024691357,0.24691358024691357,0.24691358024691357,0.24691358024691357,0.24691358024691357,0.24691358024691357,0.24691358024691357,0.0,0.06172839506172839,-0.1111111111111111,0.04938271604938271,0.0,0.0,81,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
370,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
371,0.125,0.125,0.125,0.0,0.875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.10714285714285715,0.125,-0.125,0.0,0.125,0.125,8,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
372,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
376,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
380,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
389,0.050955414012738856,0.050955414012738856,0.050955414012738856,0.0,0.9490445859872612,0.050955414012738856,0.050955414012738856,0.050955414012738856,0.050955414012738856,0.050955414012738856,0.050955414012738856,0.050955414012738856,-0.006369426751592355,0.025477707006369428,-0.10191082802547771,0.07643312101910826,-0.01273885350318471,-0.01273885350318471,157,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
396,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
398,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.0,0.5263157894736842,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.47368421052631576,-0.08270676691729323,0.0,-0.21052631578947367,0.21052631578947367,-0.10526315789473689,-0.10526315789473689,19,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061224489795918366,0.0,-0.2857142857142857,0.2857142857142857,0.0,0.0,7,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
403,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.0,0.9354838709677419,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,-0.02764976958525346,0.0,-0.06451612903225806,0.06451612903225801,0.0,0.0,31,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
404,0.25,0.25,0.25,0.0,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,-0.25,0.25,0.25,4,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
406,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.0,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,-0.00649350649350644,0.2727272727272727,-0.5454545454545454,0.2727272727272727,-0.04545454545454547,-0.04545454545454547,22,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10389610389610389,0.0,-0.18181818181818182,0.18181818181818177,0.0,0.0,11,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
408,0.5161290322580645,0.5161290322580645,0.5161290322580645,0.0,0.4838709677419355,0.5161290322580645,0.5161290322580645,0.5161290322580645,0.5161290322580645,0.5161290322580645,0.5161290322580645,0.5161290322580645,-0.07373271889400923,0.0,-0.16129032258064516,0.16129032258064518,-0.06451612903225812,-0.06451612903225812,31,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
409,0.05,0.05,0.05,0.0,0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.03571428571428572,0.05,-0.05,0.0,0.0,0.0,40,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
410,0.3103448275862069,0.3103448275862069,0.3103448275862069,0.0,0.6896551724137931,0.3103448275862069,0.3103448275862069,0.3103448275862069,0.3103448275862069,0.3103448275862069,0.3103448275862069,0.3103448275862069,-0.009852216748768516,0.03448275862068967,-0.10344827586206896,0.06896551724137934,0.0,0.0,58,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
412,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
415,0.24,0.24,0.24,0.0,0.76,0.24,0.24,0.24,0.24,0.24,0.24,0.24,-0.003809523809523818,0.03999999999999998,-0.10666666666666667,0.06666666666666665,0.0,0.0,75,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
417,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.0,0.9361702127659575,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.06382978723404255,-0.0007598784194528946,0.02659574468085106,-0.07446808510638298,0.0478723404255319,0.0,0.0,188,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
418,0.03125,0.03125,0.03125,0.0,0.96875,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,-0.00023496240601503932,0.01480263157894737,-0.03618421052631579,0.021381578947368474,0.0,0.0,608,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
419,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0625,-0.0625,0.0,0.0625,-0.0625,-0.0625,16,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
420,0.024804177545691905,0.024804177545691905,0.024804177545691905,0.0,0.9751958224543081,0.024804177545691905,0.024804177545691905,0.024804177545691905,0.024804177545691905,0.024804177545691905,0.024804177545691905,0.024804177545691905,-0.0009324878776575916,0.014360313315926892,-0.03263707571801567,0.018276762402088864,0.0,0.0,766,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
421,0.02773497688751926,0.02773497688751926,0.02773497688751926,0.0,0.9722650231124808,0.02773497688751926,0.02773497688751926,0.02773497688751926,0.02773497688751926,0.02773497688751926,0.02773497688751926,0.02773497688751926,0.0006603565925599846,0.020030816640986132,-0.061633281972265024,0.04160246533127887,0.0015408320493066271,0.0015408320493066271,649,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
422,0.04439252336448598,0.04439252336448598,0.04439252336448598,0.0,0.955607476635514,0.04439252336448598,0.04439252336448598,0.04439252336448598,0.04439252336448598,0.04439252336448598,0.04439252336448598,0.04439252336448598,-0.0010013351134846443,0.02336448598130841,-0.06074766355140187,0.03738317757009346,0.0023364485981308414,0.0023364485981308414,428,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
423,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.008521303258145367,0.03508771929824561,-0.07368421052631578,0.038596491228070184,0.007017543859649124,0.007017543859649124,285,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
425,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.0,0.9464285714285714,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,-0.010204081632653066,0.03571428571428571,-0.08928571428571429,0.05357142857142849,0.017857142857142856,0.017857142857142856,56,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
426,0.08071748878923767,0.08071748878923767,0.08071748878923767,0.0,0.9192825112107623,0.08071748878923767,0.08071748878923767,0.08071748878923767,0.08071748878923767,0.08071748878923767,0.08071748878923767,0.08071748878923767,-0.005765534913516973,0.013452914798206275,-0.04484304932735426,0.03139013452914796,-0.004484304932735425,-0.004484304932735425,223,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
428,0.10606060606060606,0.10606060606060606,0.10606060606060606,0.0,0.8939393939393939,0.10606060606060606,0.10606060606060606,0.10606060606060606,0.10606060606060606,0.10606060606060606,0.10606060606060606,0.10606060606060606,-0.05194805194805195,0.015151515151515152,-0.13636363636363635,0.12121212121212122,-0.060606060606060594,-0.060606060606060594,66,wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index"
