product_id,C0,C1,C2s1,C2s2,C2s3,C2s4,C2s5,fully_fits
9686,1033,1033,1033,1033,1033,1033,1033,False
9687,958,958,958,958,958,958,958,False
9688,834,834,834,834,834,834,834,False
9689,709,709,709,709,709,709,709,False
9690,451,451,451,451,451,451,451,True
9691,694,694,694,694,694,694,694,False
9692,673,673,673,673,673,673,673,False
9693,550,550,550,550,550,550,550,False
9694,245,245,245,245,245,245,245,True
9695,279,279,279,279,279,279,279,True
9696,235,235,235,235,235,235,235,True
9697,260,260,260,260,260,260,260,True
9698,258,258,258,258,258,258,258,True
9699,308,308,308,308,308,308,308,True
9700,218,218,218,218,218,218,218,True
9701,307,307,307,307,307,307,307,True
9702,184,184,184,184,184,184,184,True
9703,145,145,145,145,145,145,145,True
9704,178,178,178,178,178,178,178,True
9705,185,185,185,185,185,185,185,True
9706,146,146,146,146,146,146,146,True
9707,186,186,186,186,186,186,186,True
9708,152,152,152,152,152,152,152,True
9709,373,373,373,373,373,373,373,True
9710,249,249,249,249,249,249,249,True
9711,246,246,246,246,246,246,246,True
9712,298,298,298,298,298,298,298,True
9713,411,411,411,411,411,411,411,True
9714,330,330,330,330,330,330,330,True
9715,330,330,330,330,330,330,330,True
9716,359,359,359,359,359,359,359,True
9717,581,581,581,581,581,581,581,False
9718,327,327,327,327,327,327,327,True
9719,342,342,342,342,342,342,342,True
9720,311,311,311,311,311,311,311,True
9721,567,567,567,567,567,567,567,False
9722,328,328,328,328,328,328,328,True
9723,357,357,357,357,357,357,357,True
9724,333,333,333,333,333,333,333,True
9725,308,308,308,308,308,308,308,True
9726,306,306,306,306,306,306,306,True
9727,335,335,335,335,335,335,335,True
9728,296,296,296,296,296,296,296,True
9729,334,334,334,334,334,334,334,True
9730,756,756,756,756,756,756,756,False
9731,834,834,834,834,834,834,834,False
9732,206,206,206,206,206,206,206,True
9733,314,314,314,314,314,314,314,True
9734,295,295,295,295,295,295,295,True
9735,169,169,169,169,169,169,169,True
9736,554,554,554,554,554,554,554,False
9737,705,705,705,705,705,705,705,False
9738,680,680,680,680,680,680,680,False
9739,976,976,976,976,976,976,976,False
9740,986,986,986,986,986,986,986,False
9741,547,547,547,547,547,547,547,False
9742,478,478,478,478,478,478,478,True
9743,665,665,665,665,665,665,665,False
9744,784,784,784,784,784,784,784,False
9745,841,841,841,841,841,841,841,False
9746,876,876,876,876,876,876,876,False
9747,939,939,939,939,939,939,939,False
9748,615,615,615,615,615,615,615,False
9749,821,821,821,821,821,821,821,False
9750,580,580,580,580,580,580,580,False
9751,297,297,297,297,297,297,297,True
9752,295,295,295,295,295,295,295,True
9753,284,284,284,284,284,284,284,True
9754,155,155,155,155,155,155,155,True
9755,300,300,300,300,300,300,300,True
9756,367,367,367,367,367,367,367,True
9757,201,201,201,201,201,201,201,True
9758,277,277,277,277,277,277,277,True
9759,363,363,363,363,363,363,363,True
9760,269,269,269,269,269,269,269,True
9761,349,349,349,349,349,349,349,True
9762,160,160,160,160,160,160,160,True
9763,345,345,345,345,345,345,345,True
9764,370,370,370,370,370,370,370,True
9765,363,363,363,363,363,363,363,True
9766,351,351,351,351,351,351,351,True
9767,349,349,349,349,349,349,349,True
9768,390,390,390,390,390,390,390,True
9769,293,293,293,293,293,293,293,True
9770,265,265,265,265,265,265,265,True
9771,270,270,270,270,270,270,270,True
9772,275,275,275,275,275,275,275,True
9773,361,361,361,361,361,361,361,True
9774,257,257,257,257,257,257,257,True
9775,235,235,235,235,235,235,235,True
9776,285,285,285,285,285,285,285,True
9777,718,718,718,718,718,718,718,False
9778,1184,1184,1184,1184,1184,1184,1184,False
9779,626,626,626,626,626,626,626,False
9780,446,446,446,446,446,446,446,True
9781,716,716,716,716,716,716,716,False
9782,374,374,374,374,374,374,374,True
9783,992,992,992,992,992,992,992,False
9784,850,850,850,850,850,850,850,False
9785,578,578,578,578,578,578,578,False
9786,793,793,793,793,793,793,793,False
9787,1014,1014,1014,1014,1014,1014,1014,False
9788,1198,1198,1198,1198,1198,1198,1198,False
9789,1127,1127,1127,1127,1127,1127,1127,False
9790,1156,1156,1156,1156,1156,1156,1156,False
9791,1259,1259,1259,1259,1259,1259,1259,False
9792,841,841,841,841,841,841,841,False
9793,929,929,929,929,929,929,929,False
9794,519,519,519,519,519,519,519,False
9795,1060,1060,1060,1060,1060,1060,1060,False
9796,856,856,856,856,856,856,856,False
9797,952,952,952,952,952,952,952,False
9798,893,893,893,893,893,893,893,False
9799,489,489,489,489,489,489,489,True
9800,471,471,471,471,471,471,471,True
9801,400,400,400,400,400,400,400,True
9802,317,317,317,317,317,317,317,True
9803,178,178,178,178,178,178,178,True
9804,394,394,394,394,394,394,394,True
9805,380,380,380,380,380,380,380,True
9806,393,393,393,393,393,393,393,True
9807,474,474,474,474,474,474,474,True
9808,459,459,459,459,459,459,459,True
9809,402,402,402,402,402,402,402,True
9810,439,439,439,439,439,439,439,True
9811,405,405,405,405,405,405,405,True
9812,454,454,454,454,454,454,454,True
9813,870,870,870,870,870,870,870,False
9814,664,664,664,664,664,664,664,False
9815,158,158,158,158,158,158,158,True
9816,584,584,584,584,584,584,584,False
9817,561,561,561,561,561,561,561,False
9818,637,637,637,637,637,637,637,False
9819,581,581,581,581,581,581,581,False
9820,556,556,556,556,556,556,556,False
9821,557,557,557,557,557,557,557,False
9822,579,579,579,579,579,579,579,False
9823,712,712,712,712,712,712,712,False
9824,916,916,916,916,916,916,916,False
9825,1137,1137,1137,1137,1137,1137,1137,False
9826,230,230,230,230,230,230,230,True
9827,715,715,715,715,715,715,715,False
9828,330,330,330,330,330,330,330,True
9829,411,411,411,411,411,411,411,True
9830,489,489,489,489,489,489,489,True
9831,388,388,388,388,388,388,388,True
9832,470,470,470,470,470,470,470,True
9833,410,410,410,410,410,410,410,True
9834,418,418,418,418,418,418,418,True
9835,319,319,319,319,319,319,319,True
9836,454,454,454,454,454,454,454,True
9837,444,444,444,444,444,444,444,True
9838,429,429,429,429,429,429,429,True
9839,437,437,437,437,437,437,437,True
9840,682,682,682,682,682,682,682,False
9841,1184,1184,1184,1184,1184,1184,1184,False
9842,1406,1406,1406,1406,1406,1406,1406,False
9843,876,876,876,876,876,876,876,False
9844,996,996,996,996,996,996,996,False
9845,848,848,848,848,848,848,848,False
9846,731,731,731,731,731,731,731,False
9847,622,622,622,622,622,622,622,False
9848,371,371,371,371,371,371,371,True
9849,394,394,394,394,394,394,394,True
9850,288,288,288,288,288,288,288,True
9851,535,535,535,535,535,535,535,False
9852,529,529,529,529,529,529,529,False
9853,512,512,512,512,512,512,512,True
9854,463,463,463,463,463,463,463,True
9855,470,470,470,470,470,470,470,True
9856,412,412,412,412,412,412,412,True
9857,467,467,467,467,467,467,467,True
9858,487,487,487,487,487,487,487,True
9859,477,477,477,477,477,477,477,True
9860,370,370,370,370,370,370,370,True
9861,719,719,719,719,719,719,719,False
9862,770,770,770,770,770,770,770,False
9863,980,980,980,980,980,980,980,False
9864,368,368,368,368,368,368,368,True
9865,526,526,526,526,526,526,526,False
9866,416,416,416,416,416,416,416,True
9867,547,547,547,547,547,547,547,False
9868,401,401,401,401,401,401,401,True
9869,814,814,814,814,814,814,814,False
9870,686,686,686,686,686,686,686,False
9871,715,715,715,715,715,715,715,False
9872,733,733,733,733,733,733,733,False
9873,685,685,685,685,685,685,685,False
9874,877,877,877,877,877,877,877,False
9875,756,756,756,756,756,756,756,False
9876,784,784,784,784,784,784,784,False
9877,732,732,732,732,732,732,732,False
9878,735,735,735,735,735,735,735,False
9879,708,708,708,708,708,708,708,False
9880,765,765,765,765,765,765,765,False
9881,725,725,725,725,725,725,725,False
9882,652,652,652,652,652,652,652,False
9883,979,979,979,979,979,979,979,False
9884,872,872,872,872,872,872,872,False
9885,889,889,889,889,889,889,889,False
9886,631,631,631,631,631,631,631,False
9887,571,571,571,571,571,571,571,False
9888,615,615,615,615,615,615,615,False
9889,925,925,925,925,925,925,925,False
9890,568,568,568,568,568,568,568,False
9891,559,559,559,559,559,559,559,False
9892,684,684,684,684,684,684,684,False
9893,674,674,674,674,674,674,674,False
9894,628,628,628,628,628,628,628,False
9895,662,662,662,662,662,662,662,False
9896,649,649,649,649,649,649,649,False
9897,626,626,626,626,626,626,626,False
9898,663,663,663,663,663,663,663,False
9899,673,673,673,673,673,673,673,False
9900,638,638,638,638,638,638,638,False
9901,686,686,686,686,686,686,686,False
9902,659,659,659,659,659,659,659,False
9903,652,652,652,652,652,652,652,False
9904,670,670,670,670,670,670,670,False
9905,854,854,854,854,854,854,854,False
9906,559,559,559,559,559,559,559,False
9907,872,872,872,872,872,872,872,False
9908,866,866,866,866,866,866,866,False
9909,873,873,873,873,873,873,873,False
9910,637,637,637,637,637,637,637,False
9911,670,670,670,670,670,670,670,False
9912,570,570,570,570,570,570,570,False
9913,601,601,601,601,601,601,601,False
9914,616,616,616,616,616,616,616,False
9915,635,635,635,635,635,635,635,False
9916,666,666,666,666,666,666,666,False
9917,657,657,657,657,657,657,657,False
9918,636,636,636,636,636,636,636,False
9919,593,593,593,593,593,593,593,False
9920,596,596,596,596,596,596,596,False
9921,651,651,651,651,651,651,651,False
9922,366,366,366,366,366,366,366,True
9923,334,334,334,334,334,334,334,True
9924,890,890,890,890,890,890,890,False
9925,870,870,870,870,870,870,870,False
9926,994,994,994,994,994,994,994,False
9927,580,580,580,580,580,580,580,False
9928,527,527,527,527,527,527,527,False
9929,571,571,571,571,571,571,571,False
9930,736,736,736,736,736,736,736,False
9931,372,372,372,372,372,372,372,True
9932,59,59,59,59,59,59,59,True
9933,1083,1083,1083,1083,1083,1083,1083,False
9934,671,671,671,671,671,671,671,False
9935,812,812,812,812,812,812,812,False
9936,532,532,532,532,532,532,532,False
9937,758,758,758,758,758,758,758,False
9938,874,874,874,874,874,874,874,False
9939,939,939,939,939,939,939,939,False
9940,522,522,522,522,522,522,522,False
9941,671,671,671,671,671,671,671,False
9942,718,718,718,718,718,718,718,False
9943,629,629,629,629,629,629,629,False
9944,644,644,644,644,644,644,644,False
9945,641,641,641,641,641,641,641,False
9946,679,679,679,679,679,679,679,False
9947,686,686,686,686,686,686,686,False
9948,700,700,700,700,700,700,700,False
9949,713,713,713,713,713,713,713,False
9950,713,713,713,713,713,713,713,False
9951,516,516,516,516,516,516,516,False
9952,593,593,593,593,593,593,593,False
9953,673,673,673,673,673,673,673,False
9954,819,819,819,819,819,819,819,False
9955,851,851,851,851,851,851,851,False
9956,221,221,221,221,221,221,221,True
9957,564,564,564,564,564,564,564,False
9958,739,739,739,739,739,739,739,False
9959,740,740,740,740,740,740,740,False
9960,482,482,482,482,482,482,482,True
9961,656,656,656,656,656,656,656,False
9962,382,382,382,382,382,382,382,True
9963,279,279,279,279,279,279,279,True
9964,264,264,264,264,264,264,264,True
9965,325,325,325,325,325,325,325,True
9966,335,335,335,335,335,335,335,True
9967,398,398,398,398,398,398,398,True
9968,530,530,530,530,530,530,530,False
9969,516,516,516,516,516,516,516,False
9970,334,334,334,334,334,334,334,True
9971,583,583,583,583,583,583,583,False
9972,467,467,467,467,467,467,467,True
9973,355,355,355,355,355,355,355,True
9974,640,640,640,640,640,640,640,False
9975,561,561,561,561,561,561,561,False
9976,526,526,526,526,526,526,526,False
9977,256,256,256,256,256,256,256,True
9978,526,526,526,526,526,526,526,False
9979,546,546,546,546,546,546,546,False
9980,343,343,343,343,343,343,343,True
9981,509,509,509,509,509,509,509,True
9982,563,563,563,563,563,563,563,False
9983,532,532,532,532,532,532,532,False
9984,754,754,754,754,754,754,754,False
9985,872,872,872,872,872,872,872,False
9986,704,704,704,704,704,704,704,False
9987,527,527,527,527,527,527,527,False
9988,654,654,654,654,654,654,654,False
9989,875,875,875,875,875,875,875,False
9990,818,818,818,818,818,818,818,False
9991,738,738,738,738,738,738,738,False
9992,993,993,993,993,993,993,993,False
9993,1025,1025,1025,1025,1025,1025,1025,False
9994,617,617,617,617,617,617,617,False
9995,754,754,754,754,754,754,754,False
9996,752,752,752,752,752,752,752,False
9997,971,971,971,971,971,971,971,False
9998,873,873,873,873,873,873,873,False
9999,900,900,900,900,900,900,900,False
10000,863,863,863,863,863,863,863,False
10001,863,863,863,863,863,863,863,False
10002,450,450,450,450,450,450,450,True
10003,460,460,460,460,460,460,460,True
10004,606,606,606,606,606,606,606,False
10005,528,528,528,528,528,528,528,False
10006,551,551,551,551,551,551,551,False
10007,448,448,448,448,448,448,448,True
10008,147,147,147,147,147,147,147,True
10009,241,241,241,241,241,241,241,True
10010,362,362,362,362,362,362,362,True
10011,341,341,341,341,341,341,341,True
10012,821,821,821,821,821,821,821,False
10013,489,489,489,489,489,489,489,True
10014,597,597,597,597,597,597,597,False
10015,448,448,448,448,448,448,448,True
10016,691,691,691,691,691,691,691,False
10017,561,561,561,561,561,561,561,False
10018,898,898,898,898,898,898,898,False
10019,700,700,700,700,700,700,700,False
10020,552,552,552,552,552,552,552,False
10021,629,629,629,629,629,629,629,False
10022,884,884,884,884,884,884,884,False
10023,810,810,810,810,810,810,810,False
10024,706,706,706,706,706,706,706,False
10025,689,689,689,689,689,689,689,False
10026,411,411,411,411,411,411,411,True
10027,480,480,480,480,480,480,480,True
10028,480,480,480,480,480,480,480,True
10029,313,313,313,313,313,313,313,True
10030,301,301,301,301,301,301,301,True
10031,309,309,309,309,309,309,309,True
10032,429,429,429,429,429,429,429,True
10033,668,668,668,668,668,668,668,False
10034,485,485,485,485,485,485,485,True
10035,354,354,354,354,354,354,354,True
10036,574,574,574,574,574,574,574,False
10037,468,468,468,468,468,468,468,True
10038,744,744,744,744,744,744,744,False
10039,475,475,475,475,475,475,475,True
10040,755,755,755,755,755,755,755,False
10041,677,677,677,677,677,677,677,False
10042,724,724,724,724,724,724,724,False
10043,507,507,507,507,507,507,507,True
10044,803,803,803,803,803,803,803,False
10045,531,531,531,531,531,531,531,False
10046,295,295,295,295,295,295,295,True
10047,590,590,590,590,590,590,590,False
10048,718,718,718,718,718,718,718,False
10049,738,738,738,738,738,738,738,False
10050,743,743,743,743,743,743,743,False
10051,702,702,702,702,702,702,702,False
10052,438,438,438,438,438,438,438,True
10053,1038,1038,1038,1038,1038,1038,1038,False
10054,735,735,735,735,735,735,735,False
10055,607,607,607,607,607,607,607,False
10056,446,446,446,446,446,446,446,True
10057,336,336,336,336,336,336,336,True
10058,698,698,698,698,698,698,698,False
10059,445,445,445,445,445,445,445,True
10060,689,689,689,689,689,689,689,False
10061,491,491,491,491,491,491,491,True
10062,421,421,421,421,421,421,421,True
10063,760,760,760,760,760,760,760,False
10064,904,904,904,904,904,904,904,False
10065,561,561,561,561,561,561,561,False
10066,820,820,820,820,820,820,820,False
10067,1007,1007,1007,1007,1007,1007,1007,False
10068,657,657,657,657,657,657,657,False
10069,795,795,795,795,795,795,795,False
10070,827,827,827,827,827,827,827,False
10071,484,484,484,484,484,484,484,True
10072,462,462,462,462,462,462,462,True
10073,490,490,490,490,490,490,490,True
10074,841,841,841,841,841,841,841,False
10075,1004,1004,1004,1004,1004,1004,1004,False
10076,457,457,457,457,457,457,457,True
10077,858,858,858,858,858,858,858,False
10078,885,885,885,885,885,885,885,False
10079,600,600,600,600,600,600,600,False
10080,565,565,565,565,565,565,565,False
10081,713,713,713,713,713,713,713,False
10082,314,314,314,314,314,314,314,True
10083,435,435,435,435,435,435,435,True
10084,198,198,198,198,198,198,198,True
10085,422,422,422,422,422,422,422,True
10086,208,208,208,208,208,208,208,True
10087,810,810,810,810,810,810,810,False
10088,345,345,345,345,345,345,345,True
10089,720,720,720,720,720,720,720,False
10090,621,621,621,621,621,621,621,False
10091,647,647,647,647,647,647,647,False
10092,454,454,454,454,454,454,454,True
10093,769,769,769,769,769,769,769,False
10094,407,407,407,407,407,407,407,True
10095,235,235,235,235,235,235,235,True
10096,152,152,152,152,152,152,152,True
10097,365,365,365,365,365,365,365,True
10098,347,347,347,347,347,347,347,True
10099,474,474,474,474,474,474,474,True
10100,765,765,765,765,765,765,765,False
10101,443,443,443,443,443,443,443,True
10102,376,376,376,376,376,376,376,True
10103,954,954,954,954,954,954,954,False
10104,923,923,923,923,923,923,923,False
10105,596,596,596,596,596,596,596,False
10106,759,759,759,759,759,759,759,False
10107,1103,1103,1103,1103,1103,1103,1103,False
10108,1023,1023,1023,1023,1023,1023,1023,False
10109,987,987,987,987,987,987,987,False
10110,922,922,922,922,922,922,922,False
10111,537,537,537,537,537,537,537,False
10112,694,694,694,694,694,694,694,False
10113,666,666,666,666,666,666,666,False
10114,372,372,372,372,372,372,372,True
10115,348,348,348,348,348,348,348,True
10116,480,480,480,480,480,480,480,True
10117,527,527,527,527,527,527,527,False
10118,849,849,849,849,849,849,849,False
10119,817,817,817,817,817,817,817,False
10120,678,678,678,678,678,678,678,False
10121,628,628,628,628,628,628,628,False
10122,393,393,393,393,393,393,393,True
10123,271,271,271,271,271,271,271,True
10124,626,626,626,626,626,626,626,False
10125,601,601,601,601,601,601,601,False
10126,354,354,354,354,354,354,354,True
10127,543,543,543,543,543,543,543,False
10128,440,440,440,440,440,440,440,True
10129,822,822,822,822,822,822,822,False
10130,512,512,512,512,512,512,512,True
10131,771,771,771,771,771,771,771,False
10132,743,743,743,743,743,743,743,False
10133,468,468,468,468,468,468,468,True
10134,205,205,205,205,205,205,205,True
10135,647,647,647,647,647,647,647,False
10136,88,88,88,88,88,88,88,True
10137,216,216,216,216,216,216,216,True
10138,217,217,217,217,217,217,217,True
10139,313,313,313,313,313,313,313,True
10140,215,215,215,215,215,215,215,True
10141,643,643,643,643,643,643,643,False
10142,970,970,970,970,970,970,970,False
10143,597,597,597,597,597,597,597,False
10144,562,562,562,562,562,562,562,False
10145,695,695,695,695,695,695,695,False
10146,907,907,907,907,907,907,907,False
10147,872,872,872,872,872,872,872,False
10148,721,721,721,721,721,721,721,False
10149,957,957,957,957,957,957,957,False
10150,825,825,825,825,825,825,825,False
10151,1058,1058,1058,1058,1058,1058,1058,False
10152,566,566,566,566,566,566,566,False
10153,692,692,692,692,692,692,692,False
10154,836,836,836,836,836,836,836,False
10155,508,508,508,508,508,508,508,True
10156,346,346,346,346,346,346,346,True
10157,394,394,394,394,394,394,394,True
10158,261,261,261,261,261,261,261,True
10159,663,663,663,663,663,663,663,False
10160,729,729,729,729,729,729,729,False
10161,776,776,776,776,776,776,776,False
10162,929,929,929,929,929,929,929,False
10163,670,670,670,670,670,670,670,False
10164,233,233,233,233,233,233,233,True
10165,181,181,181,181,181,181,181,True
10166,151,151,151,151,151,151,151,True
10167,179,179,179,179,179,179,179,True
10168,170,170,170,170,170,170,170,True
10169,231,231,231,231,231,231,231,True
10170,627,627,627,627,627,627,627,False
10171,990,990,990,990,990,990,990,False
10172,465,465,465,465,465,465,465,True
10173,556,556,556,556,556,556,556,False
10174,572,572,572,572,572,572,572,False
10175,153,153,153,153,153,153,153,True
10176,242,242,242,242,242,242,242,True
10177,545,545,545,545,545,545,545,False
10178,174,174,174,174,174,174,174,True
10179,832,832,832,832,832,832,832,False
10180,166,166,166,166,166,166,166,True
10181,521,521,521,521,521,521,521,False
10182,795,795,795,795,795,795,795,False
10183,318,318,318,318,318,318,318,True
10184,649,649,649,649,649,649,649,False
10185,176,176,176,176,176,176,176,True
10186,189,189,189,189,189,189,189,True
10187,382,382,382,382,382,382,382,True
10188,767,767,767,767,767,767,767,False
10189,729,729,729,729,729,729,729,False
10190,488,488,488,488,488,488,488,True
10191,561,561,561,561,561,561,561,False
10192,734,734,734,734,734,734,734,False
10193,702,702,702,702,702,702,702,False
10194,486,486,486,486,486,486,486,True
10195,697,697,697,697,697,697,697,False
10196,122,122,122,122,122,122,122,True
10197,133,133,133,133,133,133,133,True
10198,130,130,130,130,130,130,130,True
10199,615,615,615,615,615,615,615,False
10200,445,445,445,445,445,445,445,True
10201,530,530,530,530,530,530,530,False
10202,504,504,504,504,504,504,504,True
10203,167,167,167,167,167,167,167,True
10204,196,196,196,196,196,196,196,True
10205,556,556,556,556,556,556,556,False
10206,422,422,422,422,422,422,422,True
10207,647,647,647,647,647,647,647,False
10208,155,155,155,155,155,155,155,True
10209,332,332,332,332,332,332,332,True
10210,311,311,311,311,311,311,311,True
10211,321,321,321,321,321,321,321,True
10212,329,329,329,329,329,329,329,True
10213,325,325,325,325,325,325,325,True
10214,322,322,322,322,322,322,322,True
10215,418,418,418,418,418,418,418,True
10216,708,708,708,708,708,708,708,False
10217,305,305,305,305,305,305,305,True
10218,294,294,294,294,294,294,294,True
10219,306,306,306,306,306,306,306,True
10220,623,623,623,623,623,623,623,False
10221,828,828,828,828,828,828,828,False
10222,691,691,691,691,691,691,691,False
10223,444,444,444,444,444,444,444,True
10224,436,436,436,436,436,436,436,True
10225,317,317,317,317,317,317,317,True
10226,456,456,456,456,456,456,456,True
10227,226,226,226,226,226,226,226,True
10228,659,659,659,659,659,659,659,False
10229,238,238,238,238,238,238,238,True
10230,457,457,457,457,457,457,457,True
10231,117,117,117,117,117,117,117,True
10232,479,479,479,479,479,479,479,True
10233,1030,1030,1030,1030,1030,1030,1030,False
10234,801,801,801,801,801,801,801,False
10235,666,666,666,666,666,666,666,False
10236,1045,1045,1045,1045,1045,1045,1045,False
10237,1084,1084,1084,1084,1084,1084,1084,False
10238,605,605,605,605,605,605,605,False
10239,909,909,909,909,909,909,909,False
10240,857,857,857,857,857,857,857,False
10241,821,821,821,821,821,821,821,False
10242,315,315,315,315,315,315,315,True
10243,272,272,272,272,272,272,272,True
10244,341,341,341,341,341,341,341,True
10245,286,286,286,286,286,286,286,True
10246,179,179,179,179,179,179,179,True
10247,475,475,475,475,475,475,475,True
10248,786,786,786,786,786,786,786,False
10249,551,551,551,551,551,551,551,False
10250,1099,1099,1099,1099,1099,1099,1099,False
10251,158,158,158,158,158,158,158,True
10252,186,186,186,186,186,186,186,True
10253,182,182,182,182,182,182,182,True
10254,215,215,215,215,215,215,215,True
10255,280,280,280,280,280,280,280,True
10256,183,183,183,183,183,183,183,True
10257,910,910,910,910,910,910,910,False
10258,700,700,700,700,700,700,700,False
10259,670,670,670,670,670,670,670,False
10260,772,772,772,772,772,772,772,False
10261,875,875,875,875,875,875,875,False
10262,681,681,681,681,681,681,681,False
10263,641,641,641,641,641,641,641,False
10264,648,648,648,648,648,648,648,False
10265,648,648,648,648,648,648,648,False
10266,351,351,351,351,351,351,351,True
10267,549,549,549,549,549,549,549,False
10268,509,509,509,509,509,509,509,True
10269,751,751,751,751,751,751,751,False
10270,480,480,480,480,480,480,480,True
10271,394,394,394,394,394,394,394,True
10272,432,432,432,432,432,432,432,True
10273,411,411,411,411,411,411,411,True
10274,465,465,465,465,465,465,465,True
10275,409,409,409,409,409,409,409,True
10276,606,606,606,606,606,606,606,False
10277,698,698,698,698,698,698,698,False
10278,313,313,313,313,313,313,313,True
10279,404,404,404,404,404,404,404,True
10280,664,664,664,664,664,664,664,False
10281,758,758,758,758,758,758,758,False
10282,271,271,271,271,271,271,271,True
10283,563,563,563,563,563,563,563,False
10284,489,489,489,489,489,489,489,True
10285,523,523,523,523,523,523,523,False
10286,507,507,507,507,507,507,507,True
10287,652,652,652,652,652,652,652,False
10288,690,690,690,690,690,690,690,False
10289,544,544,544,544,544,544,544,False
10290,543,543,543,543,543,543,543,False
10291,616,616,616,616,616,616,616,False
10292,479,479,479,479,479,479,479,True
10293,833,833,833,833,833,833,833,False
10294,462,462,462,462,462,462,462,True
10295,504,504,504,504,504,504,504,True
10296,756,756,756,756,756,756,756,False
10297,638,638,638,638,638,638,638,False
10298,648,648,648,648,648,648,648,False
10299,914,914,914,914,914,914,914,False
10300,193,193,193,193,193,193,193,True
10301,1113,1113,1113,1113,1113,1113,1113,False
10302,394,394,394,394,394,394,394,True
10303,791,791,791,791,791,791,791,False
10304,714,714,714,714,714,714,714,False
10305,582,582,582,582,582,582,582,False
10306,831,831,831,831,831,831,831,False
10307,849,849,849,849,849,849,849,False
10308,479,479,479,479,479,479,479,True
10309,356,356,356,356,356,356,356,True
10310,496,496,496,496,496,496,496,True
10311,437,437,437,437,437,437,437,True
10312,779,779,779,779,779,779,779,False
10313,844,844,844,844,844,844,844,False
10314,968,968,968,968,968,968,968,False
10315,982,982,982,982,982,982,982,False
10316,1001,1001,1001,1001,1001,1001,1001,False
10317,1034,1034,1034,1034,1034,1034,1034,False
10318,951,951,951,951,951,951,951,False
10319,958,958,958,958,958,958,958,False
10320,756,756,756,756,756,756,756,False
10321,776,776,776,776,776,776,776,False
10322,741,741,741,741,741,741,741,False
10323,781,781,781,781,781,781,781,False
10324,780,780,780,780,780,780,780,False
10325,638,638,638,638,638,638,638,False
10326,663,663,663,663,663,663,663,False
10327,371,371,371,371,371,371,371,True
10328,283,283,283,283,283,283,283,True
10329,538,538,538,538,538,538,538,False
10330,509,509,509,509,509,509,509,True
10331,429,429,429,429,429,429,429,True
10332,423,423,423,423,423,423,423,True
10333,407,407,407,407,407,407,407,True
10334,360,360,360,360,360,360,360,True
10335,285,285,285,285,285,285,285,True
10336,262,262,262,262,262,262,262,True
10337,366,366,366,366,366,366,366,True
10338,370,370,370,370,370,370,370,True
10339,279,279,279,279,279,279,279,True
10340,668,668,668,668,668,668,668,False
10341,414,414,414,414,414,414,414,True
10342,510,510,510,510,510,510,510,True
10343,492,492,492,492,492,492,492,True
10344,597,597,597,597,597,597,597,False
10345,477,477,477,477,477,477,477,True
10346,514,514,514,514,514,514,514,False
10347,466,466,466,466,466,466,466,True
10348,646,646,646,646,646,646,646,False
10349,587,587,587,587,587,587,587,False
10350,579,579,579,579,579,579,579,False
10351,469,469,469,469,469,469,469,True
10352,475,475,475,475,475,475,475,True
10353,752,752,752,752,752,752,752,False
10354,739,739,739,739,739,739,739,False
10355,785,785,785,785,785,785,785,False
10356,623,623,623,623,623,623,623,False
10357,815,815,815,815,815,815,815,False
10358,588,588,588,588,588,588,588,False
10359,695,695,695,695,695,695,695,False
10360,663,663,663,663,663,663,663,False
10361,641,641,641,641,641,641,641,False
10362,654,654,654,654,654,654,654,False
10363,649,649,649,649,649,649,649,False
10364,642,642,642,642,642,642,642,False
10365,611,611,611,611,611,611,611,False
10366,517,517,517,517,517,517,517,False
10367,544,544,544,544,544,544,544,False
10368,1137,1137,1137,1137,1137,1137,1137,False
10369,1139,1139,1139,1139,1139,1139,1139,False
10370,1150,1150,1150,1150,1150,1150,1150,False
10371,1151,1151,1151,1151,1151,1151,1151,False
10372,1155,1155,1155,1155,1155,1155,1155,False
10373,722,722,722,722,722,722,722,False
10374,432,432,432,432,432,432,432,True
10375,593,593,593,593,593,593,593,False
10376,666,666,666,666,666,666,666,False
10377,500,500,500,500,500,500,500,True
10378,656,656,656,656,656,656,656,False
10379,597,597,597,597,597,597,597,False
10380,588,588,588,588,588,588,588,False
10381,605,605,605,605,605,605,605,False
10382,525,525,525,525,525,525,525,False
10383,502,502,502,502,502,502,502,True
10384,496,496,496,496,496,496,496,True
10385,527,527,527,527,527,527,527,False
10386,509,509,509,509,509,509,509,True
10387,506,506,506,506,506,506,506,True
10388,495,495,495,495,495,495,495,True
10389,486,486,486,486,486,486,486,True
10390,486,486,486,486,486,486,486,True
10391,486,486,486,486,486,486,486,True
10392,480,480,480,480,480,480,480,True
10393,502,502,502,502,502,502,502,True
10394,517,517,517,517,517,517,517,False
10395,589,589,589,589,589,589,589,False
10396,648,648,648,648,648,648,648,False
10397,734,734,734,734,734,734,734,False
10398,707,707,707,707,707,707,707,False
10399,697,697,697,697,697,697,697,False
10400,381,381,381,381,381,381,381,True
10401,883,883,883,883,883,883,883,False
10402,747,747,747,747,747,747,747,False
10403,820,820,820,820,820,820,820,False
10404,697,697,697,697,697,697,697,False
10405,690,690,690,690,690,690,690,False
10406,133,133,133,133,133,133,133,True
10407,111,111,111,111,111,111,111,True
10408,459,459,459,459,459,459,459,True
