query_id,Delta_R100_pp,Recall@100,query,query_type,Method,Split
41,0.0,89.47368421052632,closet pull out valet rod,multi_constraint,C2,test
42,0.0,100.0,toddler couch fold out,product_type,C2,test
44,5.050505050505061,59.5959595959596,chrome shower head and valve,multi_constraint,C2,test
45,-5.551115123125783e-15,34.99999999999999,70s inspired furniture,attribute_constraint,C2,test
46,1.1102230246251565e-14,80.00000000000001,beach blue headboard,attribute_constraint,C2,test
48,0.0,100.0,arwen table lamp,product_type,C2,test
50,0.0,57.14285714285714,tufted chair with gold legs,multi_constraint,C2,test
51,0.0,100.0,kohen 5 drawer dresser,attribute_constraint,C2,test
54,0.0,60.0,wayfair sleep zippered,product_type,C2,test
55,0.0,100.0,tollette teal outdoor rug,product_type,C2,test
59,0.0,100.0,broadway lever,brand_entity_proxy,C2,test
60,0.0,100.0,capricorn chest,brand_entity_proxy,C2,test
62,0.0,88.88888888888889,7qt slow cooker,attribute_constraint,C2,test
63,-1.388888888888884,90.27777777777779,monthly calendar,brand_entity_proxy,C2,test
64,0.0,100.0,zachary 72.5,attribute_constraint,C2,test
65,-5.263157894736848,60.526315789473685,gnome fairy garden,product_type,C2,test
66,0.0,100.0,novara pergola,brand_entity_proxy,C2,test
68,1.1235955056179803,74.15730337078652,nautical platters,brand_entity_proxy,C2,test
69,7.692307692307699,76.92307692307693,wall sconce with usb port,multi_constraint,C2,test
70,0.0,100.0,annex dresser,product_type,C2,test
71,-1.4184397163120588,83.68794326241135,infant girl crib bedding,product_type,C2,test
72,2.352941176470602,81.1764705882353,fold in half table,product_type,C2,test
74,0.0,100.0,serta kleinmon,brand_entity_proxy,C2,test
75,0.0,50.0,sheffield home bath set,product_type,C2,test
76,0.0,0.0,46 inch closet door,attribute_constraint,C2,test
77,0.0,0.0,sancroft armchair,brand_entity_proxy,C2,test
78,0.0,0.0,dorel vanity,brand_entity_proxy,C2,test
81,-0.44444444444444176,31.555555555555557,orren ellis l shape desk,multi_constraint,C2,test
82,-3.7735849056603765,28.30188679245283,bathroom vanity with counter space,multi_constraint,C2,test
84,0.0,0.0,full metal bed rose gold,multi_constraint,C2,test
86,-6.666666666666677,93.33333333333333,aloe vera plant pot,product_type,C2,test
88,0.0,100.0,rose gold lounge,attribute_constraint,C2,test
89,-0.49019607843137636,27.45098039215686,whimsical solar lights,product_type,C2,test
91,12.5,75.0,industrial pipe dining  table,style,C2,test
93,0.0,10.344827586206897,outdoor sectional dining,product_type,C2,test
94,0.0,100.0,kohler whitehaven farmhouse kitchen sink,style,C2,test
95,0.0,0.0,entertainment stand end table,product_type,C2,test
97,0.0,0.0,regner power loom red,attribute_constraint,C2,test
101,0.0,50.0,48 in entry table with side by side drawer,long_descriptive,C2,test
102,0.0,100.0,flamingo,brand_entity_proxy,C2,test
104,-5.555555555555558,52.77777777777778,flour and sugar containers,product_type,C2,test
107,3.10077519379845,17.05426356589147,front porch furniture sets,product_type,C2,test
108,0.0,88.88888888888889,ayesha curry kitchen,product_type,C2,test
109,-4.273504273504269,90.5982905982906,hillsby oriental rug,product_type,C2,test
111,-1.1102230246251565e-14,84.05797101449274,delta trinsic,brand_entity_proxy,C2,test
112,0.0,37.21804511278196,pineapple,brand_entity_proxy,C2,test
114,0.0,33.33333333333333,geralyn upholstered storage platform bed,multi_constraint,C2,test
115,0.0,48.01980198019802,peacock,brand_entity_proxy,C2,test
119,0.0,36.708860759493675,welcome sign,brand_entity_proxy,C2,test
120,0.0,100.0,zodiac pillow,brand_entity_proxy,C2,test
121,-0.1836547291092755,11.524334251606978,upholstered bed,product_type,C2,test
122,-0.08888888888888835,14.044444444444446,king size bed,attribute_constraint,C2,test
123,0.8912655971479527,15.864527629233512,entrance table,product_type,C2,test
124,-0.4115226337448562,3.9094650205761314,unique coffee tables,product_type,C2,test
125,0.0,100.0,boho bed frame,product_type,C2,test
126,1.383125864453666,31.258644536652834,leather dining chairs,attribute_constraint,C2,test
127,0.0,52.83018867924528,wine bar,brand_entity_proxy,C2,test
128,-1.4749262536873142,50.737463126843664,block coffee table,product_type,C2,test
129,-1.1904761904761918,16.666666666666664,wainscoting ideas,brand_entity_proxy,C2,test
130,0.7130124777183583,10.873440285204989,entertainment console,brand_entity_proxy,C2,test
131,-0.7707129094412346,47.78420038535645,kids chair,product_type,C2,test
132,0.0,59.523809523809526,farmhouse cabinet,style,C2,test
137,-2.500000000000008,34.99999999999999,orren ellis l shaped desk,multi_constraint,C2,test
138,0.7042253521126751,66.19718309859155,glass doors for bath,product_type,C2,test
140,0.0,66.66666666666666,wire basket with dividers,product_type,C2,test
141,0.0,33.33333333333333,podium with locking cabinet,product_type,C2,test
142,2.7755575615628914e-15,20.000000000000004,kitchen wooden stand,attribute_constraint,C2,test
143,-11.11111111111111,22.22222222222222,queen wingback chair,attribute_constraint,C2,test
144,0.0,85.34482758620689,rug plum,product_type,C2,test
145,0.0,46.875,liberty hardware francisco,product_type,C2,test
146,0.0,0.0,laundry vanity cabinet,product_type,C2,test
147,0.0,83.33333333333334,drum picture,brand_entity_proxy,C2,test
148,0.1718213058419238,32.64604810996563,industrial,style,C2,test
150,-1.1102230246251565e-14,95.23809523809523,dumbbells,brand_entity_proxy,C2,test
151,0.4761904761904759,8.412698412698411,leather chair,attribute_constraint,C2,test
153,-5.551115123125783e-15,28.965517241379306,bohemian,style,C2,test
155,0.0,50.0,floating bed,product_type,C2,test
158,2.272727272727282,81.81818181818183,led nightstand,brand_entity_proxy,C2,test
159,-1.1102230246251565e-14,80.64516129032256,meditation,brand_entity_proxy,C2,test
160,0.4424778761061954,36.72566371681416,marble,brand_entity_proxy,C2,test
161,2.631578947368421,10.526315789473683,accent chair recliner,product_type,C2,test
163,0.0,97.87234042553192,dual monitor stand,product_type,C2,test
164,1.5625,8.59375,modern outdoor furniture,style,C2,test
165,5.7971014492753605,36.231884057971016,kitchen storage shelves,product_type,C2,test
166,0.0,88.46153846153845,feather wall art,product_type,C2,test
167,1.1494252873563204,58.620689655172406,camper,brand_entity_proxy,C2,test
169,0.0,7.4074074074074066,coffee bar buffet,product_type,C2,test
170,0.0,62.62626262626263,zen,brand_entity_proxy,C2,test
172,-2.3809523809523836,88.09523809523809,picasso,brand_entity_proxy,C2,test
173,0.0,0.0,bedroom accessories,brand_entity_proxy,C2,test
175,0.952380952380949,66.66666666666666,basket planter,brand_entity_proxy,C2,test
176,0.0,78.26086956521739,mexican art,brand_entity_proxy,C2,test
177,10.416666666666668,47.91666666666667,rustic storage cabinet,style,C2,test
178,0.0,100.0,almost heaven sauna,product_type,C2,test
180,3.7037037037036926,52.3148148148148,outdoor lounge cushions,product_type,C2,test
182,0.0,100.0,penny round tile,attribute_constraint,C2,test
183,0.0,100.0,farmhouse bread box,style,C2,test
184,-1.6949152542372947,64.40677966101694,sugar canister,brand_entity_proxy,C2,test
185,0.0,100.0,lunch bag,brand_entity_proxy,C2,test
186,0.0,75.0,board game storage cabinet,product_type,C2,test
189,0.0,54.83870967741935,big basket for dirty cloths,multi_constraint,C2,test
190,0.0,0.0,benjiamino faux leather power lift chair,multi_constraint,C2,test
195,0.0,100.0,black freestanding tub  with faucet,multi_constraint,C2,test
197,1.1102230246251565e-14,95.6521739130435,desk for kids tjat ate 10 year old,long_descriptive,C2,test
198,-1.1102230246251565e-14,69.99999999999999,cake plates with tops,product_type,C2,test
200,0.0,100.0,ceramic tile sea shell,product_type,C2,test
202,2.9629629629629672,60.74074074074074,full mattress padded liner,product_type,C2,test
203,0.0,100.0,ge top loading washer 4.5,multi_constraint,C2,test
204,0.0,85.71428571428571,fleur de lis living candle wall sconce bronze,long_descriptive,C2,test
206,0.0,100.0,grill cover 73,attribute_constraint,C2,test
210,0.0,100.0,love seat wide faux leather tuxedo arm sofa,long_descriptive,C2,test
212,0.0,100.0,nettie 5 pc bar set,multi_constraint,C2,test
213,0.0,100.0,kraus kitchen sink faucet oletto kpf 2820 sfs,long_descriptive,C2,test
215,2.2222222222222254,48.88888888888889,king adjustable bed including mattress,multi_constraint,C2,test
216,0.0,87.5,music plug wall plate,product_type,C2,test
220,1.9230769230769051,94.23076923076921,sheets for twinxl,product_type,C2,test
221,-0.45662100456621,42.00913242009132,small space dining table and chairs sets,multi_constraint,C2,test
222,0.0,3.225806451612903,small loving roomtables,attribute_constraint,C2,test
223,0.0,100.0,wisdom stone river 3-3/4,multi_constraint,C2,test
226,0.16920473773265887,32.656514382402705,power lift chair,product_type,C2,test
227,0.0,56.81818181818182,owl,brand_entity_proxy,C2,test
229,0.7518796992481258,71.42857142857143,waterfall faucet,brand_entity_proxy,C2,test
230,-0.29239766081871343,24.269005847953213,gold,attribute_constraint,C2,test
231,0.0,32.24755700325733,anti fatigue mat,product_type,C2,test
232,0.23640661938534313,16.312056737588655,storage dresser,product_type,C2,test
233,5.551115123125783e-15,46.91358024691358,kelly clarkson light fixtures,product_type,C2,test
234,0.31152647975078995,80.68535825545172,artificial orchid arrangement,product_type,C2,test
235,0.5012531328320857,45.6140350877193,bathroom wastebasket,brand_entity_proxy,C2,test
236,-2.298850574712641,52.87356321839081,3 piece rug set with runners,multi_constraint,C2,test
238,-1.2345679012345734,58.02469135802468,outdoor seat/back cushion,product_type,C2,test
239,0.9132420091324311,52.968036529680376,bathroom single faucet,product_type,C2,test
241,0.9009009009008917,52.92792792792792,decorative wall clocks,product_type,C2,test
242,1.3333333333333364,24.190476190476193,accent leather chair,attribute_constraint,C2,test
243,1.4814814814814836,59.25925925925925,indoor multi tiered plant stand,multi_constraint,C2,test
244,0.0,44.44444444444444,pull out sleeper loveseat,product_type,C2,test
245,0.0,87.71929824561403,anchor decor,brand_entity_proxy,C2,test
246,0.0,75.0,clear shower curtain,attribute_constraint,C2,test
247,1.1102230246251565e-14,92.50000000000001,beaded curtains,brand_entity_proxy,C2,test
248,0.0,97.43589743589743,surge protector,brand_entity_proxy,C2,test
249,1.3440860215053752,66.66666666666666,bistro table and chairs,product_type,C2,test
250,-5.555555555555558,41.31944444444444,multi color rug,product_type,C2,test
251,0.37037037037036535,72.59259259259258,coffee container,brand_entity_proxy,C2,test
252,1.0000000000000009,14.000000000000002,accent chairs living room,product_type,C2,test
253,5.551115123125783e-15,40.00000000000001,antique brass faucet,product_type,C2,test
254,-1.2722646310432573,10.94147582697201,comfortable accent chair,product_type,C2,test
255,0.31152647975077885,68.53582554517133,desk and chair set,product_type,C2,test
257,0.0,50.75757575757576,living room coffee table sets,multi_constraint,C2,test
260,0.0,100.0,retractable side awning,product_type,C2,test
263,3.5555555555555562,70.22222222222221,small curtain rods,attribute_constraint,C2,test
264,0.0,100.0,cortez pillow,brand_entity_proxy,C2,test
266,0.0,0.0,champagne velvet desk chair,product_type,C2,test
267,0.0,100.0,dolomite subway tile,product_type,C2,test
268,0.0,100.0,betty resin free standing umbrella,multi_constraint,C2,test
270,0.0,100.0,edge chair mat,product_type,C2,test
271,-33.333333333333336,66.66666666666666,chinese flower stand,product_type,C2,test
273,0.0,75.0,stainless steel free standing shower caddy,multi_constraint,C2,test
274,0.0,100.0,gowdy height adjustable standing desk,multi_constraint,C2,test
275,0.0,100.0,hinged square ottoman,attribute_constraint,C2,test
277,-1.3877787807814457e-15,9.09090909090909,barstool patio sets,product_type,C2,test
278,0.0,85.71428571428571,parakeet toy,product_type,C2,test
279,0.0,100.0,marlon tufted queen bed,attribute_constraint,C2,test
281,0.0,100.0,brunk ship wheel,product_type,C2,test
282,0.0,100.0,grantola wall mirror,product_type,C2,test
285,0.0,85.71428571428571,"48"" sliding single track , barn door for laundry",long_descriptive,C2,test
289,0.0,96.29629629629629,coma inducer comforter king set,multi_constraint,C2,test
291,6.666666666666665,26.666666666666668,front door cabinet with doors,multi_constraint,C2,test
292,0.0,16.666666666666664,decorative white pillow,attribute_constraint,C2,test
295,0.0,33.33333333333333,end table between recliners,product_type,C2,test
296,0.0,100.0,zakariyah twin platform,attribute_constraint,C2,test
297,0.0,50.0,seat cushions desk,product_type,C2,test
298,0.0,100.0,small woven pouf,attribute_constraint,C2,test
300,0.0,0.0,animal print handmade tufted wool beige/black area rug by allmodern,long_descriptive,C2,test
301,0.0,100.0,circle cabinet pulls,product_type,C2,test
302,-2.259887005649719,75.70621468926554,mattress foam topper queen,attribute_constraint,C2,test
303,0.0,100.0,hawaii vintage art,style,C2,test
305,0.0,48.704663212435236,ligth bulb,brand_entity_proxy,C2,test
306,0.0,100.0,mobley zero gravity adjustable bed with wireless remote,long_descriptive,C2,test
307,0.0,100.0,real touch roses floral arrangements in glass vase,long_descriptive,C2,test
308,0.0,100.0,led 60,attribute_constraint,C2,test
310,0.0,100.0,meade mirror,product_type,C2,test
311,0.0,50.0,odum velvet,brand_entity_proxy,C2,test
313,0.0,100.0,malachi sled,brand_entity_proxy,C2,test
315,0.0,100.0,medium clips,brand_entity_proxy,C2,test
316,0.0,100.0,rolande heavy duty power lift assist recliner,multi_constraint,C2,test
317,0.0,100.0,hulmeville writing desk with hutch,multi_constraint,C2,test
319,0.0,100.0,landis wall mounted bathroom shelves,multi_constraint,C2,test
320,0.0,100.0,blaylock bookcase headboard,product_type,C2,test
323,0.0,100.0,hub leaning full length mirror,multi_constraint,C2,test
325,6.521739130434782,17.391304347826086,outdoor waterproof chest,product_type,C2,test
326,0.0,100.0,bowersville ladder writing desk,product_type,C2,test
327,0.0,50.0,kohler purist brushed bronze,product_type,C2,test
328,0.0,100.0,golub dining table,product_type,C2,test
329,0.0,100.0,wayfair tension rod,product_type,C2,test
330,0.0,100.0,kari 2 piece,attribute_constraint,C2,test
331,-1.9230769230769218,19.230769230769234,upholstered girls bed,product_type,C2,test
332,0.0,100.0,attleboro drum coffee table,product_type,C2,test
333,0.0,100.0,stainless steel colander set,product_type,C2,test
334,0.0,100.0,itchington butterfly,brand_entity_proxy,C2,test
335,1.1102230246251565e-14,80.95238095238096,canadian,brand_entity_proxy,C2,test
337,-2.564102564102566,87.17948717948718,iittala bowl,brand_entity_proxy,C2,test
339,0.0,100.0,ruckus chair,product_type,C2,test
341,-1.515151515151525,75.75757575757575,canvas map art,product_type,C2,test
342,0.0,100.0,brendon counter stool,product_type,C2,test
346,0.0,89.47368421052632,nesting tray set,product_type,C2,test
349,1.1102230246251565e-14,80.00000000000001,mud room sign,product_type,C2,test
352,0.0,96.55172413793103,amarillo,brand_entity_proxy,C2,test
353,0.0,100.0,pennfield playhouse,brand_entity_proxy,C2,test
355,0.0,100.0,argenteuil,brand_entity_proxy,C2,test
357,0.0,100.0,tall free standing pet gate,multi_constraint,C2,test
358,0.0,100.0,sliding closet mirror,product_type,C2,test
359,0.0,100.0,french molding,brand_entity_proxy,C2,test
367,7.142857142857151,57.14285714285715,wooden chair outdoor,attribute_constraint,C2,test
368,2.0576131687242705,83.53909465020575,pasta tools,brand_entity_proxy,C2,test
369,0.0,0.0,wrought tv stand,product_type,C2,test
370,0.0,0.0,rug for teen room,product_type,C2,test
371,0.0,50.0,milk cow chair,product_type,C2,test
372,0.0,100.0,verden callan,brand_entity_proxy,C2,test
376,0.0,66.66666666666666,island estate coffee table,product_type,C2,test
380,0.0,100.0,gravity feeder,brand_entity_proxy,C2,test
382,-8.333333333333332,41.66666666666667,counter top one cup hot water dispenser,multi_constraint,C2,test
389,0.2123142250530785,26.963906581740975,brush nickel faucet bathroom,product_type,C2,test
396,0.0,100.0,alyse 8 light,attribute_constraint,C2,test
398,0.0,63.1578947368421,super bright lights,product_type,C2,test
402,-9.523809523809524,90.47619047619048,modern farmhouse lighting semi flush mount,style,C2,test
403,3.225806451612903,22.58064516129032,wood rack wide,attribute_constraint,C2,test
404,0.0,25.0,large cushion outdoor chair,attribute_constraint,C2,test
406,0.0,100.0,refrigerator with ice an water in door,multi_constraint,C2,test
407,0.0,45.45454545454545,huge bookcase,product_type,C2,test
408,0.0,100.0,girl reading statue,product_type,C2,test
409,2.500000000000002,10.000000000000002,teal chair,product_type,C2,test
410,0.0,91.37931034482759,pool floats,brand_entity_proxy,C2,test
412,0.0,100.0,jennie tufted upholstered low profile platform bed,multi_constraint,C2,test
415,0.0,92.0,toilet paper stand,product_type,C2,test
417,1.2411347517730542,31.028368794326244,twin bed frame,attribute_constraint,C2,test
418,0.16447368421052544,15.625,writing desk,product_type,C2,test
419,0.0,31.25,living room ideas,product_type,C2,test
420,0.0,12.793733681462141,tile backsplash,brand_entity_proxy,C2,test
421,0.051361068310221136,11.915767847971239,dining room tables,product_type,C2,test
422,0.0,20.5607476635514,ergonomic chair,product_type,C2,test
423,-0.35087719298245723,31.57894736842105,wall shelves,brand_entity_proxy,C2,test
425,2.3809523809523836,23.80952380952381,side table with storage,product_type,C2,test
426,-0.29895366218236075,37.81763826606876,outdoor storage,product_type,C2,test
428,-1.0101010101010055,29.292929292929298,kitchen storage cabinet,product_type,C2,test
429,-1.4184397163120561,24.113475177304963,gray dresser,attribute_constraint,C2,test
431,1.333333333333353,80.00000000000001,shoe bench entryway,product_type,C2,test
432,0.0,90.47619047619048,butcher block island,product_type,C2,test
433,1.1102230246251565e-14,82.30088495575222,trundle daybed,brand_entity_proxy,C2,test
434,0.0,43.36283185840708,bathroom lighting,brand_entity_proxy,C2,test
435,0.0,40.42553191489361,shoe closet,brand_entity_proxy,C2,test
436,0.7246376811594124,55.07246376811593,full bed with trundle,product_type,C2,test
437,2.8368794326241065,75.177304964539,kitchen islands with seating,product_type,C2,test
438,1.1102230246251565e-14,71.2871287128713,indoor water fountain,product_type,C2,test
439,0.15432098765431612,44.59876543209876,parsons chairs,brand_entity_proxy,C2,test
440,0.2614379084967339,23.790849673202615,wood bar stools,attribute_constraint,C2,test
441,0.0,79.48717948717949,desk for kids,product_type,C2,test
442,0.4761904761904634,93.33333333333333,above toilet cabinet,product_type,C2,test
443,0.5681818181818177,9.943181818181818,patio design,brand_entity_proxy,C2,test
444,-0.2923976608187162,22.514619883040933,outdoor lounge chair,product_type,C2,test
445,-0.588235294117645,41.1764705882353,chaise lounge couch,product_type,C2,test
446,1.1102230246251565e-14,92.98245614035089,card table,product_type,C2,test
447,33.33333333333333,66.66666666666666,tall buffet cabinet,attribute_constraint,C2,test
448,0.4115226337448558,2.8806584362139915,bed side table,product_type,C2,test
453,-2.666666666666667,45.33333333333333,midcentury tv unit,product_type,C2,test
455,0.0,100.0,deer coat hooks,product_type,C2,test
456,0.0,55.26315789473685,wall design shelf,product_type,C2,test
459,-1.1102230246251565e-14,78.94736842105262,tye dye duvet cover,product_type,C2,test
460,0.0,14.285714285714285,small wardrobe grey,attribute_constraint,C2,test
461,0.0,100.0,luau string lights,product_type,C2,test
464,1.1102230246251565e-14,82.3529411764706,cake cutlery,brand_entity_proxy,C2,test
465,0.0,0.0,white abstract,attribute_constraint,C2,test
466,0.0,0.0,rock climbing wall kids,product_type,C2,test
468,0.0,100.0,glow in the dark silent wall clock,multi_constraint,C2,test
469,0.0,82.8125,garage sports storage rack,product_type,C2,test
470,0.0,97.77777777777777,elephant framed,brand_entity_proxy,C2,test
471,0.0,100.0,adjustable height artist stool,product_type,C2,test
472,0.0,91.48936170212765,window wall accent,product_type,C2,test
473,0.0,55.55555555555556,chair pillow cushion,product_type,C2,test
476,0.5216484089723528,11.78925404277517,hardwood beds,brand_entity_proxy,C2,test
481,0.0,0.0,emma headboard,brand_entity_proxy,C2,test
482,0.0,83.33333333333334,48 inch kitchen hood,attribute_constraint,C2,test
483,0.0,50.0,rustic twig,style,C2,test
0,1.1102230246251565e-14,82.05128205128206,salon chair,product_type,C3,test
1,0.0,25.0,smart coffee table,product_type,C3,test
2,0.0,63.576158940397356,dinosaur,brand_entity_proxy,C3,test
3,4.848484848484843,24.848484848484844,turquoise pillows,brand_entity_proxy,C3,test
4,7.246376811594201,33.33333333333333,chair and a half recliner,multi_constraint,C3,test
5,0.9310986964618351,45.62383612662943,sofa with ottoman,product_type,C3,test
6,2.3255813953488413,32.55813953488372,acrylic clear chair,attribute_constraint,C3,test
7,1.449275362318836,71.01449275362319,driftwood mirror,product_type,C3,test
9,0.45045045045045695,93.6936936936937,coffee table fire pit,product_type,C3,test
10,3.1746031746031855,98.41269841269842,king poster bed,attribute_constraint,C3,test
11,-3.076923076923088,93.84615384615384,ombre rug,product_type,C3,test
13,0.0,82.6086956521739,outdoor privacy wall,product_type,C3,test
14,1.1102230246251565e-14,80.00000000000001,beds that have leds,product_type,C3,test
16,0.0,50.0,blk 18x18 seat cushions,attribute_constraint,C3,test
17,3.1746031746031855,69.84126984126985,closet storage with zipper,product_type,C3,test
20,0.0,0.0,foutains with brick look,product_type,C3,test
22,4.545454545454544,22.727272727272727,light and navy blue decorative pillow,multi_constraint,C3,test
26,-0.038051750380516114,8.866057838660579,leather chairs,attribute_constraint,C3,test
27,-1.0000000000000009,42.0,outdoor welcome rug,product_type,C3,test
28,0.19047619047619646,56.190476190476204,rooster decor,brand_entity_proxy,C3,test
31,0.0,0.0,burnt orange curtains,product_type,C3,test
35,-4.575163398692811,44.44444444444444,enclosed shoe rack,product_type,C3,test
36,-4.504504504504503,81.98198198198199,laundry basket with wheels,product_type,C3,test
37,0.6060606060606072,22.424242424242426,bar stool 24 inches height,multi_constraint,C3,test
38,0.0,100.0,calvin patio chair,product_type,C3,test
39,2.150537634408589,73.11827956989247,door jewelry organizer,product_type,C3,test
40,0.8333333333333304,78.33333333333333,elegant executive chair,product_type,C3,test
41,0.0,89.47368421052632,closet pull out valet rod,multi_constraint,C3,test
42,0.0,100.0,toddler couch fold out,product_type,C3,test
44,-2.020202020202022,52.52525252525252,chrome shower head and valve,multi_constraint,C3,test
45,-5.551115123125783e-15,34.99999999999999,70s inspired furniture,attribute_constraint,C3,test
46,1.1102230246251565e-14,80.00000000000001,beach blue headboard,attribute_constraint,C3,test
48,0.0,100.0,arwen table lamp,product_type,C3,test
50,1.1904761904761973,58.333333333333336,tufted chair with gold legs,multi_constraint,C3,test
51,0.0,100.0,kohen 5 drawer dresser,attribute_constraint,C3,test
54,0.0,60.0,wayfair sleep zippered,product_type,C3,test
55,0.0,100.0,tollette teal outdoor rug,product_type,C3,test
59,0.0,100.0,broadway lever,brand_entity_proxy,C3,test
60,0.0,100.0,capricorn chest,brand_entity_proxy,C3,test
62,0.0,88.88888888888889,7qt slow cooker,attribute_constraint,C3,test
63,-1.388888888888884,90.27777777777779,monthly calendar,brand_entity_proxy,C3,test
64,0.0,100.0,zachary 72.5,attribute_constraint,C3,test
65,-4.385964912280704,61.40350877192983,gnome fairy garden,product_type,C3,test
66,0.0,100.0,novara pergola,brand_entity_proxy,C3,test
68,1.872659176029956,74.9063670411985,nautical platters,brand_entity_proxy,C3,test
69,7.692307692307699,76.92307692307693,wall sconce with usb port,multi_constraint,C3,test
70,0.0,100.0,annex dresser,product_type,C3,test
71,-0.7092198581560294,84.39716312056737,infant girl crib bedding,product_type,C3,test
72,2.352941176470602,81.1764705882353,fold in half table,product_type,C3,test
74,0.0,100.0,serta kleinmon,brand_entity_proxy,C3,test
75,0.0,50.0,sheffield home bath set,product_type,C3,test
76,0.0,0.0,46 inch closet door,attribute_constraint,C3,test
77,66.66666666666666,66.66666666666666,sancroft armchair,brand_entity_proxy,C3,test
78,0.0,0.0,dorel vanity,brand_entity_proxy,C3,test
81,0.0,32.0,orren ellis l shape desk,multi_constraint,C3,test
82,-3.7735849056603765,28.30188679245283,bathroom vanity with counter space,multi_constraint,C3,test
84,0.0,0.0,full metal bed rose gold,multi_constraint,C3,test
86,-2.2222222222222143,97.77777777777779,aloe vera plant pot,product_type,C3,test
88,0.0,100.0,rose gold lounge,attribute_constraint,C3,test
89,0.9803921568627472,28.921568627450984,whimsical solar lights,product_type,C3,test
91,12.5,75.0,industrial pipe dining  table,style,C3,test
93,2.8735632183908053,13.218390804597702,outdoor sectional dining,product_type,C3,test
94,0.0,100.0,kohler whitehaven farmhouse kitchen sink,style,C3,test
95,0.0,0.0,entertainment stand end table,product_type,C3,test
97,0.0,0.0,regner power loom red,attribute_constraint,C3,test
101,0.0,50.0,48 in entry table with side by side drawer,long_descriptive,C3,test
102,-1.1695906432748537,98.83040935672514,flamingo,brand_entity_proxy,C3,test
104,0.0,58.333333333333336,flour and sugar containers,product_type,C3,test
107,2.3255813953488387,16.27906976744186,front porch furniture sets,product_type,C3,test
108,0.0,88.88888888888889,ayesha curry kitchen,product_type,C3,test
109,-5.128205128205121,89.74358974358975,hillsby oriental rug,product_type,C3,test
111,-1.1102230246251565e-14,84.05797101449274,delta trinsic,brand_entity_proxy,C3,test
112,0.0,37.21804511278196,pineapple,brand_entity_proxy,C3,test
114,0.0,33.33333333333333,geralyn upholstered storage platform bed,multi_constraint,C3,test
115,0.0,48.01980198019802,peacock,brand_entity_proxy,C3,test
119,-2.320675105485237,34.38818565400844,welcome sign,brand_entity_proxy,C3,test
120,0.0,100.0,zodiac pillow,brand_entity_proxy,C3,test
121,-0.04591368227731818,11.662075298438936,upholstered bed,product_type,C3,test
122,-0.3555555555555562,13.777777777777779,king size bed,attribute_constraint,C3,test
123,0.7130124777183611,15.686274509803921,entrance table,product_type,C3,test
124,-0.10288065843621352,4.218106995884774,unique coffee tables,product_type,C3,test
125,0.0,100.0,boho bed frame,product_type,C3,test
126,0.2766251728907321,30.152143845089903,leather dining chairs,attribute_constraint,C3,test
127,0.6289308176100628,53.459119496855344,wine bar,brand_entity_proxy,C3,test
128,0.0,52.21238938053098,block coffee table,product_type,C3,test
129,0.0,17.857142857142858,wainscoting ideas,brand_entity_proxy,C3,test
130,1.0695187165775402,11.229946524064172,entertainment console,brand_entity_proxy,C3,test
131,-0.5780346820809246,47.97687861271676,kids chair,product_type,C3,test
132,0.0,59.523809523809526,farmhouse cabinet,style,C3,test
137,-2.0833333333333313,35.41666666666667,orren ellis l shaped desk,multi_constraint,C3,test
138,0.7042253521126751,66.19718309859155,glass doors for bath,product_type,C3,test
140,0.0,66.66666666666666,wire basket with dividers,product_type,C3,test
141,0.0,33.33333333333333,podium with locking cabinet,product_type,C3,test
142,2.7755575615628914e-15,20.000000000000004,kitchen wooden stand,attribute_constraint,C3,test
143,-22.22222222222222,11.11111111111111,queen wingback chair,attribute_constraint,C3,test
144,-0.2873563218390718,85.05747126436782,rug plum,product_type,C3,test
145,0.0,46.875,liberty hardware francisco,product_type,C3,test
146,0.0,0.0,laundry vanity cabinet,product_type,C3,test
147,0.0,83.33333333333334,drum picture,brand_entity_proxy,C3,test
148,0.1718213058419238,32.64604810996563,industrial,style,C3,test
150,-1.1102230246251565e-14,95.23809523809523,dumbbells,brand_entity_proxy,C3,test
151,0.4761904761904759,8.412698412698411,leather chair,attribute_constraint,C3,test
153,0.0,28.965517241379313,bohemian,style,C3,test
155,0.0,50.0,floating bed,product_type,C3,test
158,1.515151515151525,81.06060606060606,led nightstand,brand_entity_proxy,C3,test
159,-0.35842293906810374,80.28673835125447,meditation,brand_entity_proxy,C3,test
160,0.14749262536873364,36.4306784660767,marble,brand_entity_proxy,C3,test
161,2.631578947368421,10.526315789473683,accent chair recliner,product_type,C3,test
163,0.0,97.87234042553192,dual monitor stand,product_type,C3,test
164,0.26041666666666713,7.291666666666667,modern outdoor furniture,style,C3,test
165,2.4154589371980615,32.85024154589372,kitchen storage shelves,product_type,C3,test
166,0.0,88.46153846153845,feather wall art,product_type,C3,test
167,0.3831417624521105,57.8544061302682,camper,brand_entity_proxy,C3,test
169,0.0,7.4074074074074066,coffee bar buffet,product_type,C3,test
170,0.0,62.62626262626263,zen,brand_entity_proxy,C3,test
172,-2.3809523809523836,88.09523809523809,picasso,brand_entity_proxy,C3,test
173,0.0,0.0,bedroom accessories,brand_entity_proxy,C3,test
175,0.0,65.71428571428571,basket planter,brand_entity_proxy,C3,test
176,0.0,78.26086956521739,mexican art,brand_entity_proxy,C3,test
