Method,Reference,Seed,Split,Mode,Metric,Queries,Delta_pp,CI_low_pp,CI_high_pp,Draws,Bootstrap_seed,Multiplicity_correction
C4,Set-Attention,43,test,catalog,worst_schedule@100,308,-0.3528766152936528,-0.7788468453818278,-0.06584890837822677,10000,20260963,none
C4,Canonical,43,test,catalog,Recall@20,308,-0.7714519800070647,-1.922571602558442,0.31547881550137274,10000,20260963,none
C4,Canonical,43,test,catalog,Recall@100,308,-1.4168426599051331,-2.927023813254287,0.11727777026228027,10000,20260963,none
C4,Canonical,43,test,catalog,cNDCG@10,383,-0.8108141544515566,-1.785046711784521,0.20001121529501392,10000,20260963,none
C4,Canonical,43,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,43,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,43,test,catalog,Robust@100,308,-1.4168426599051331,-2.927023813254287,0.11727777026228027,10000,20260963,none
C4,Canonical,43,test,catalog,Never@100,308,1.416842659905133,-0.1172777702622824,2.927023813254287,10000,20260963,none
C4,Canonical,43,test,catalog,worst_schedule@100,308,-1.4168426599051331,-2.927023813254287,0.11727777026228027,10000,20260963,none
C4,Original,43,test,catalog,Recall@20,308,-0.7370121579993306,-1.8595833209295431,0.3638621002553202,10000,20260963,none
C4,Original,43,test,catalog,Recall@100,308,-1.8002181174682896,-3.342829766726825,-0.2940867724194141,10000,20260963,none
C4,Original,43,test,catalog,cNDCG@10,383,-0.9856160209422605,-1.9074888151366578,-0.05944882002542165,10000,20260963,none
C4,Original,43,test,catalog,VI@20,308,-11.931807342696619,-13.719733700792364,-10.292033120349926,10000,20260963,none
C4,Original,43,test,catalog,VI@100,308,-12.30487480542735,-14.29184706421998,-10.48182585198896,10000,20260963,none
C4,Original,43,test,catalog,Robust@100,308,4.639764142035931,2.9807366448857118,6.416827346236455,10000,20260963,none
C4,Original,43,test,catalog,Never@100,308,7.665110663391415,6.031678556041198,9.40560051160724,10000,20260963,none
C4,Original,43,test,catalog,worst_schedule@100,308,1.5458024869115383,0.024706890560654785,3.2060948393785496,10000,20260963,none
C4,Set-Attention,44,test,catalog,Recall@20,308,-0.0196651309628402,-0.408774085695017,0.4467816240874079,10000,20260963,none
C4,Set-Attention,44,test,catalog,Recall@100,308,-0.34944163938755524,-0.7775140396794874,-0.06179635115295258,10000,20260963,none
C4,Set-Attention,44,test,catalog,cNDCG@10,383,0.060047169915356954,-0.08339415955142365,0.21050817526031335,10000,20260963,none
C4,Set-Attention,44,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,44,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,44,test,catalog,Robust@100,308,-0.34944163938755524,-0.7775140396794874,-0.06179635115295258,10000,20260963,none
C4,Set-Attention,44,test,catalog,Never@100,308,0.34944163938755507,0.06179635115295229,0.7775140396794863,10000,20260963,none
C4,Set-Attention,44,test,catalog,worst_schedule@100,308,-0.34944163938755524,-0.7775140396794874,-0.06179635115295258,10000,20260963,none
C4,Canonical,44,test,catalog,Recall@20,308,-0.8493740579291427,-2.010249034798984,0.2505428201309294,10000,20260963,none
C4,Canonical,44,test,catalog,Recall@100,308,-1.4134076839990357,-2.9210305017473055,0.12410145404294563,10000,20260963,none
C4,Canonical,44,test,catalog,cNDCG@10,383,-0.809937853863338,-1.7842786085768452,0.2008656083685272,10000,20260963,none
C4,Canonical,44,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,44,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,44,test,catalog,Robust@100,308,-1.4134076839990357,-2.9210305017473055,0.12410145404294563,10000,20260963,none
C4,Canonical,44,test,catalog,Never@100,308,1.4134076839990355,-0.12410145404294709,2.9210305017473046,10000,20260963,none
C4,Canonical,44,test,catalog,worst_schedule@100,308,-1.4134076839990357,-2.9210305017473055,0.12410145404294563,10000,20260963,none
C4,Original,44,test,catalog,Recall@20,308,-0.8149342359214085,-1.9647822838872002,0.29299583286753794,10000,20260963,none
C4,Original,44,test,catalog,Recall@100,308,-1.796783141562192,-3.3405751048286816,-0.28989848664925677,10000,20260963,none
C4,Original,44,test,catalog,cNDCG@10,383,-0.984739720354042,-1.9074888151366578,-0.05857773474690583,10000,20260963,none
C4,Original,44,test,catalog,VI@20,308,-11.931807342696619,-13.719733700792364,-10.292033120349926,10000,20260963,none
C4,Original,44,test,catalog,VI@100,308,-12.30487480542735,-14.29184706421998,-10.48182585198896,10000,20260963,none
C4,Original,44,test,catalog,Robust@100,308,4.643199117942029,2.983292881707331,6.42087215678383,10000,20260963,none
C4,Original,44,test,catalog,Never@100,308,7.661675687485318,6.028087372675234,9.399511011710175,10000,20260963,none
C4,Original,44,test,catalog,worst_schedule@100,308,1.5492374628176357,0.02953230143494596,3.207101694931462,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog_fully_fitting,Recall@20,239,-0.004318050304389053,-0.6085116133479916,0.6755661435652148,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog_fully_fitting,Recall@100,239,-0.590723068227073,-1.5997983710191916,0.025357958477774334,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog_fully_fitting,cNDCG@10,378,0.0822043278602014,-0.05402138857809436,0.23098941402644063,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog_fully_fitting,Robust@100,239,-0.590723068227073,-1.5997983710191916,0.025357958477774334,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog_fully_fitting,Never@100,239,0.5907230682270728,-0.02535795847777441,1.5997983710191899,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog_fully_fitting,worst_schedule@100,239,-0.590723068227073,-1.5997983710191916,0.025357958477774334,10000,20260963,none
C4,Canonical,seed_mean,test,catalog_fully_fitting,Recall@20,239,4.945239190089132,2.8262196559707116,7.273583678407347,10000,20260963,none
C4,Canonical,seed_mean,test,catalog_fully_fitting,Recall@100,239,3.3571947913882125,0.6127694890914719,6.132707069082785,10000,20260963,none
C4,Canonical,seed_mean,test,catalog_fully_fitting,cNDCG@10,378,0.259308522214671,-0.7575131283678197,1.3581756647236864,10000,20260963,none
C4,Canonical,seed_mean,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,seed_mean,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,seed_mean,test,catalog_fully_fitting,Robust@100,239,3.3571947913882125,0.6127694890914719,6.132707069082785,10000,20260963,none
C4,Canonical,seed_mean,test,catalog_fully_fitting,Never@100,239,-3.3571947913882125,-6.132707069082786,-0.6127694890914728,10000,20260963,none
C4,Canonical,seed_mean,test,catalog_fully_fitting,worst_schedule@100,239,3.3571947913882125,0.6127694890914719,6.132707069082785,10000,20260963,none
C4,Original,seed_mean,test,catalog_fully_fitting,Recall@20,239,5.123417314323868,2.8701241771203843,7.582529232730187,10000,20260963,none
C4,Original,seed_mean,test,catalog_fully_fitting,Recall@100,239,3.2356968630274645,0.5649143887109818,5.973755818068693,10000,20260963,none
C4,Original,seed_mean,test,catalog_fully_fitting,cNDCG@10,378,-0.16676390706929192,-1.1671405729538409,0.8961728901392286,10000,20260963,none
C4,Original,seed_mean,test,catalog_fully_fitting,VI@20,239,-8.38461901045228,-10.213924384612987,-6.7241245929879065,10000,20260963,none
C4,Original,seed_mean,test,catalog_fully_fitting,VI@100,239,-11.21575065915725,-13.791433590397686,-8.847862984813515,10000,20260963,none
C4,Original,seed_mean,test,catalog_fully_fitting,Robust@100,239,9.240771964496975,6.221875212722703,12.382171982412114,10000,20260963,none
C4,Original,seed_mean,test,catalog_fully_fitting,Never@100,239,1.9749786946602763,-0.613820221569142,4.474677697296974,10000,20260963,none
C4,Original,seed_mean,test,catalog_fully_fitting,worst_schedule@100,239,7.413402583793108,4.503336180611451,10.439822082591721,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog_fully_fitting,Recall@20,239,-0.27894002789400285,-0.8368200836820084,8.717166923213892e-17,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog_fully_fitting,Recall@100,239,-0.005364231305654061,-0.016092693916962095,1.2774532710122094e-16,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog_fully_fitting,cNDCG@10,378,-0.001391467940794827,-0.004174403822383967,-5.8741958974876e-17,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog_fully_fitting,Robust@100,239,-0.005364231305654061,-0.016092693916962095,1.2774532710122094e-16,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog_fully_fitting,Never@100,239,0.005364231305653814,-2.5839395709110595e-16,0.016092693916961713,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog_fully_fitting,worst_schedule@100,239,-0.005364231305654061,-0.016092693916962095,1.2774532710122094e-16,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog_fully_fitting,Recall@20,239,0.2746219775896137,-0.573705175617309,1.4404573666959635,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog_fully_fitting,Recall@100,239,-0.17152158242293955,-0.5212897280024165,0.07231984497485033,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog_fully_fitting,cNDCG@10,378,0.06975382463803431,-0.06025669435976196,0.2094597063882665,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog_fully_fitting,Robust@100,239,-0.17152158242293955,-0.5212897280024165,0.07231984497485033,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog_fully_fitting,Never@100,239,0.17152158242293933,-0.0723198449748502,0.5212897280024156,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog_fully_fitting,worst_schedule@100,239,-0.17152158242293955,-0.5212897280024165,0.07231984497485033,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog_fully_fitting,Recall@20,239,-0.07380760877216075,-0.6561651695587262,0.48935612834792974,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog_fully_fitting,Recall@100,239,0.17817119720460628,-0.9852652649287853,1.490698259449491,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog_fully_fitting,cNDCG@10,378,-0.038380093540002304,-0.2869639933515316,0.1987234113945555,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog_fully_fitting,Robust@100,239,0.17817119720460628,-0.9852652649287853,1.490698259449491,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog_fully_fitting,Never@100,239,-0.17817119720460642,-1.4906982594494913,0.9852652649287842,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog_fully_fitting,worst_schedule@100,239,0.17817119720460628,-0.9852652649287853,1.490698259449491,10000,20260963,none
C3,C2,seed_mean,test,catalog_fully_fitting,Recall@20,239,0.29382349255892387,-0.10775411078305036,0.7633648277947925,10000,20260963,none
C3,C2,seed_mean,test,catalog_fully_fitting,Recall@100,239,0.06209939090583065,-0.527342857014628,0.6585850523835443,10000,20260963,none
C3,C2,seed_mean,test,catalog_fully_fitting,cNDCG@10,378,0.05914186122062702,-0.0760372700216354,0.1963814569722822,10000,20260963,none
C3,C2,seed_mean,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C3,C2,seed_mean,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C3,C2,seed_mean,test,catalog_fully_fitting,Robust@100,239,0.06209939090583065,-0.527342857014628,0.6585850523835443,10000,20260963,none
C3,C2,seed_mean,test,catalog_fully_fitting,Never@100,239,-0.06209939090583069,-0.6585850523835444,0.5273428570146274,10000,20260963,none
C3,C2,seed_mean,test,catalog_fully_fitting,worst_schedule@100,239,0.06209939090583065,-0.527342857014628,0.6585850523835443,10000,20260963,none
C4,C3,seed_mean,test,catalog_fully_fitting,Recall@20,239,-0.22433393409115215,-0.9807448315814392,0.572606257172931,10000,20260963,none
C4,C3,seed_mean,test,catalog_fully_fitting,Recall@100,239,-0.83099365633751,-2.6956639665827007,0.8865283737527642,10000,20260963,none
C4,C3,seed_mean,test,catalog_fully_fitting,cNDCG@10,378,0.06144256017957668,-0.20956285367530067,0.345574903785227,10000,20260963,none
C4,C3,seed_mean,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C4,C3,seed_mean,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C4,C3,seed_mean,test,catalog_fully_fitting,Robust@100,239,-0.83099365633751,-2.6956639665827007,0.8865283737527642,10000,20260963,none
C4,C3,seed_mean,test,catalog_fully_fitting,Never@100,239,0.8309936563375099,-0.8865283737527638,2.6956639665827007,10000,20260963,none
C4,C3,seed_mean,test,catalog_fully_fitting,worst_schedule@100,239,-0.83099365633751,-2.6956639665827007,0.8865283737527642,10000,20260963,none
C4,Set-Attention,42,test,catalog_fully_fitting,Recall@20,239,-0.14378806425139043,-0.6944017110778017,0.46219378752169005,10000,20260963,none
C4,Set-Attention,42,test,catalog_fully_fitting,Recall@100,239,-0.5934051838798997,-1.6027483566314067,0.022796776685592258,10000,20260963,none
C4,Set-Attention,42,test,catalog_fully_fitting,cNDCG@10,378,0.08235914474764668,-0.05390718999826945,0.23129517737914443,10000,20260963,none
C4,Set-Attention,42,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,42,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,42,test,catalog_fully_fitting,Robust@100,239,-0.5934051838798997,-1.6027483566314067,0.022796776685592258,10000,20260963,none
C4,Set-Attention,42,test,catalog_fully_fitting,Never@100,239,0.5934051838798998,-0.022796776685592046,1.6027483566314056,10000,20260963,none
C4,Set-Attention,42,test,catalog_fully_fitting,worst_schedule@100,239,-0.5934051838798997,-1.6027483566314067,0.022796776685592258,10000,20260963,none
C4,Canonical,42,test,catalog_fully_fitting,Recall@20,239,4.80576917614213,2.7066896095021185,7.100913832360756,10000,20260963,none
C4,Canonical,42,test,catalog_fully_fitting,Recall@100,239,3.354512675735386,0.6127024362001523,6.129996706635004,10000,20260963,none
C4,Canonical,42,test,catalog_fully_fitting,cNDCG@10,378,0.2594633391021162,-0.7573505706360021,1.3583213006351604,10000,20260963,none
C4,Canonical,42,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,42,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,42,test,catalog_fully_fitting,Robust@100,239,3.354512675735386,0.6127024362001523,6.129996706635004,10000,20260963,none
C4,Canonical,42,test,catalog_fully_fitting,Never@100,239,-3.3545126757353856,-6.129996706635004,-0.6127024362001532,10000,20260963,none
C4,Canonical,42,test,catalog_fully_fitting,worst_schedule@100,239,3.354512675735386,0.6127024362001523,6.129996706635004,10000,20260963,none
C4,Original,42,test,catalog_fully_fitting,Recall@20,239,4.983947300376865,2.7355794136801785,7.454205212932812,10000,20260963,none
C4,Original,42,test,catalog_fully_fitting,Recall@100,239,3.233014747374637,0.5621622782436299,5.972049756196035,10000,20260963,none
C4,Original,42,test,catalog_fully_fitting,cNDCG@10,378,-0.1666090901818467,-1.1671367025316548,0.8964825239141189,10000,20260963,none
C4,Original,42,test,catalog_fully_fitting,VI@20,239,-8.38461901045228,-10.213924384612987,-6.7241245929879065,10000,20260963,none
C4,Original,42,test,catalog_fully_fitting,VI@100,239,-11.21575065915725,-13.791433590397686,-8.847862984813515,10000,20260963,none
C4,Original,42,test,catalog_fully_fitting,Robust@100,239,9.238089848844147,6.219081272179173,12.379460324767768,10000,20260963,none
C4,Original,42,test,catalog_fully_fitting,Never@100,239,1.9776608103131033,-0.6084210652448894,4.477257882918892,10000,20260963,none
C4,Original,42,test,catalog_fully_fitting,worst_schedule@100,239,7.410720468140281,4.500654064958624,10.437722963517048,10000,20260963,none
C4,Set-Attention,43,test,catalog_fully_fitting,Recall@20,239,0.2746219775896137,-0.5737051756173092,1.4404573666959632,10000,20260963,none
C4,Set-Attention,43,test,catalog_fully_fitting,Recall@100,239,-0.585358836921419,-1.5995403443914689,0.0315426330069871,10000,20260963,none
C4,Set-Attention,43,test,catalog_fully_fitting,cNDCG@10,378,0.08189469408531208,-0.05435834127926098,0.230665863851776,10000,20260963,none
C4,Set-Attention,43,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,43,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,43,test,catalog_fully_fitting,Robust@100,239,-0.585358836921419,-1.5995403443914689,0.0315426330069871,10000,20260963,none
C4,Set-Attention,43,test,catalog_fully_fitting,Never@100,239,0.585358836921419,-0.031542633006987,1.5995403443914684,10000,20260963,none
C4,Set-Attention,43,test,catalog_fully_fitting,worst_schedule@100,239,-0.585358836921419,-1.5995403443914689,0.0315426330069871,10000,20260963,none
C4,Canonical,43,test,catalog_fully_fitting,Recall@20,239,5.224179217983135,3.005888743228605,7.676070719482561,10000,20260963,none
C4,Canonical,43,test,catalog_fully_fitting,Recall@100,239,3.3625590226938673,0.620385784189374,6.13920967689766,10000,20260963,none
C4,Canonical,43,test,catalog_fully_fitting,cNDCG@10,378,0.25899888843978164,-0.7578243941799085,1.3575718788626514,10000,20260963,none
C4,Canonical,43,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,43,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,43,test,catalog_fully_fitting,Robust@100,239,3.3625590226938673,0.620385784189374,6.13920967689766,10000,20260963,none
C4,Canonical,43,test,catalog_fully_fitting,Never@100,239,-3.3625590226938664,-6.139209676897659,-0.6203857841893736,10000,20260963,none
C4,Canonical,43,test,catalog_fully_fitting,worst_schedule@100,239,3.3625590226938673,0.620385784189374,6.13920967689766,10000,20260963,none
C4,Original,43,test,catalog_fully_fitting,Recall@20,239,5.40235734221787,3.0643671968802195,7.916996641817548,10000,20260963,none
C4,Original,43,test,catalog_fully_fitting,Recall@100,239,3.2410610943331184,0.5688927128671952,5.978703195007262,10000,20260963,none
C4,Original,43,test,catalog_fully_fitting,cNDCG@10,378,-0.16707354084418133,-1.1671456521820418,0.8955536225894498,10000,20260963,none
C4,Original,43,test,catalog_fully_fitting,VI@20,239,-8.38461901045228,-10.213924384612987,-6.7241245929879065,10000,20260963,none
C4,Original,43,test,catalog_fully_fitting,VI@100,239,-11.21575065915725,-13.791433590397686,-8.847862984813515,10000,20260963,none
C4,Original,43,test,catalog_fully_fitting,Robust@100,239,9.246136195802627,6.227269280392599,12.384500028537836,10000,20260963,none
C4,Original,43,test,catalog_fully_fitting,Never@100,239,1.9696144633546224,-0.6206026872786322,4.469341148981203,10000,20260963,none
C4,Original,43,test,catalog_fully_fitting,worst_schedule@100,239,7.418766815098761,4.512892576888262,10.445509159903017,10000,20260963,none
C4,Set-Attention,44,test,catalog_fully_fitting,Recall@20,239,-0.14378806425139043,-0.6944017110778017,0.46219378752169005,10000,20260963,none
C4,Set-Attention,44,test,catalog_fully_fitting,Recall@100,239,-0.5934051838798997,-1.6027483566314067,0.022796776685592258,10000,20260963,none
C4,Set-Attention,44,test,catalog_fully_fitting,cNDCG@10,378,0.08235914474764668,-0.05390718999826945,0.23129517737914443,10000,20260963,none
C4,Set-Attention,44,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,44,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,44,test,catalog_fully_fitting,Robust@100,239,-0.5934051838798997,-1.6027483566314067,0.022796776685592258,10000,20260963,none
C4,Set-Attention,44,test,catalog_fully_fitting,Never@100,239,0.5934051838798998,-0.022796776685592046,1.6027483566314056,10000,20260963,none
C4,Set-Attention,44,test,catalog_fully_fitting,worst_schedule@100,239,-0.5934051838798997,-1.6027483566314067,0.022796776685592258,10000,20260963,none
C4,Canonical,44,test,catalog_fully_fitting,Recall@20,239,4.80576917614213,2.7066896095021185,7.100913832360756,10000,20260963,none
C4,Canonical,44,test,catalog_fully_fitting,Recall@100,239,3.354512675735386,0.6127024362001523,6.129996706635004,10000,20260963,none
C4,Canonical,44,test,catalog_fully_fitting,cNDCG@10,378,0.2594633391021162,-0.7573505706360021,1.3583213006351604,10000,20260963,none
C4,Canonical,44,test,catalog_fully_fitting,VI@20,239,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,44,test,catalog_fully_fitting,VI@100,239,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,44,test,catalog_fully_fitting,Robust@100,239,3.354512675735386,0.6127024362001523,6.129996706635004,10000,20260963,none
C4,Canonical,44,test,catalog_fully_fitting,Never@100,239,-3.3545126757353856,-6.129996706635004,-0.6127024362001532,10000,20260963,none
C4,Canonical,44,test,catalog_fully_fitting,worst_schedule@100,239,3.354512675735386,0.6127024362001523,6.129996706635004,10000,20260963,none
C4,Original,44,test,catalog_fully_fitting,Recall@20,239,4.983947300376865,2.7355794136801785,7.454205212932812,10000,20260963,none
C4,Original,44,test,catalog_fully_fitting,Recall@100,239,3.233014747374637,0.5621622782436299,5.972049756196035,10000,20260963,none
C4,Original,44,test,catalog_fully_fitting,cNDCG@10,378,-0.1666090901818467,-1.1671367025316548,0.8964825239141189,10000,20260963,none
C4,Original,44,test,catalog_fully_fitting,VI@20,239,-8.38461901045228,-10.213924384612987,-6.7241245929879065,10000,20260963,none
C4,Original,44,test,catalog_fully_fitting,VI@100,239,-11.21575065915725,-13.791433590397686,-8.847862984813515,10000,20260963,none
C4,Original,44,test,catalog_fully_fitting,Robust@100,239,9.238089848844147,6.219081272179173,12.379460324767768,10000,20260963,none
C4,Original,44,test,catalog_fully_fitting,Never@100,239,1.9776608103131033,-0.6084210652448894,4.477257882918892,10000,20260963,none
C4,Original,44,test,catalog_fully_fitting,worst_schedule@100,239,7.410720468140281,4.500654064958624,10.437722963517048,10000,20260963,none
C4,Set-Attention,seed_mean,test,regenerated_catalog,Recall@20,308,0.005226643928934871,-0.3877656750958059,0.4747672854510321,10000,20260963,none
C4,Set-Attention,seed_mean,test,regenerated_catalog,Recall@100,308,-0.3505866313562545,-0.7787303913849956,-0.06294787414644226,10000,20260963,none
C4,Set-Attention,seed_mean,test,regenerated_catalog,cNDCG@10,383,0.05975506971928389,-0.08369006298251831,0.20972725181410676,10000,20260963,none
C4,Set-Attention,seed_mean,test,regenerated_catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,seed_mean,test,regenerated_catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,seed_mean,test,regenerated_catalog,Robust@100,308,-0.3505866313562545,-0.7787303913849956,-0.06294787414644226,10000,20260963,none
C4,Set-Attention,seed_mean,test,regenerated_catalog,Never@100,308,0.35058663135625423,0.06294787414644157,0.7787303913849954,10000,20260963,none
C4,Set-Attention,seed_mean,test,regenerated_catalog,worst_schedule@100,308,-0.3505866313562545,-0.7787303913849956,-0.06294787414644226,10000,20260963,none
C4,Canonical,seed_mean,test,regenerated_catalog,Recall@20,308,-0.8244822830373677,-1.9806788725254685,0.273213844631075,10000,20260963,none
C4,Canonical,seed_mean,test,regenerated_catalog,Recall@100,308,-1.4145526759677352,-2.9234881818464578,0.12190282305407177,10000,20260963,none
C4,Canonical,seed_mean,test,regenerated_catalog,cNDCG@10,383,-0.8102299540594111,-1.7845634062680165,0.20058081067735592,10000,20260963,none
C4,Canonical,seed_mean,test,regenerated_catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,seed_mean,test,regenerated_catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,seed_mean,test,regenerated_catalog,Robust@100,308,-1.4145526759677352,-2.9234881818464578,0.12190282305407177,10000,20260963,none
C4,Canonical,seed_mean,test,regenerated_catalog,Never@100,308,1.414552675967735,-0.1219028230540747,2.9234881818464578,10000,20260963,none
C4,Canonical,seed_mean,test,regenerated_catalog,worst_schedule@100,308,-1.4145526759677352,-2.9234881818464578,0.12190282305407177,10000,20260963,none
C4,Original,seed_mean,test,regenerated_catalog,Recall@20,308,-0.7900424610296334,-1.9309397139184918,0.31572238289043236,10000,20260963,none
C4,Original,seed_mean,test,regenerated_catalog,Recall@100,308,-1.7979281335308912,-3.3399143977283767,-0.2886460056385961,10000,20260963,none
C4,Original,seed_mean,test,regenerated_catalog,cNDCG@10,383,-0.9850318205501151,-1.907488815136658,-0.058862532438077014,10000,20260963,none
C4,Original,seed_mean,test,regenerated_catalog,VI@20,308,-11.931807342696619,-13.719733700792364,-10.292033120349926,10000,20260963,none
C4,Original,seed_mean,test,regenerated_catalog,VI@100,308,-12.30487480542735,-14.29184706421998,-10.48182585198896,10000,20260963,none
C4,Original,seed_mean,test,regenerated_catalog,Robust@100,308,4.64205412597333,2.983321666407163,6.419037882476891,10000,20260963,none
C4,Original,seed_mean,test,regenerated_catalog,Never@100,308,7.6628206794540175,6.029407035046012,9.400888803598944,10000,20260963,none
C4,Original,seed_mean,test,regenerated_catalog,worst_schedule@100,308,1.5480924708489365,0.027489572553430826,3.206662448681062,10000,20260963,none
C4,Set-Mean,seed_mean,test,regenerated_catalog,Recall@20,308,-0.05303030303030291,-0.16233766233766228,0.0032467532467533354,10000,20260963,none
C4,Set-Mean,seed_mean,test,regenerated_catalog,Recall@100,308,0.002289983937398256,-0.004135991397137724,0.011005943209332947,10000,20260963,none
C4,Set-Mean,seed_mean,test,regenerated_catalog,cNDCG@10,383,-0.0008451025428770323,-0.0034116082168487473,0.0011684007842913784,10000,20260963,none
C4,Set-Mean,seed_mean,test,regenerated_catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Mean,seed_mean,test,regenerated_catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Mean,seed_mean,test,regenerated_catalog,Robust@100,308,0.002289983937398256,-0.004135991397137724,0.011005943209332947,10000,20260963,none
C4,Set-Mean,seed_mean,test,regenerated_catalog,Never@100,308,-0.002289983937398399,-0.011005943209333114,0.004135991397137673,10000,20260963,none
C4,Set-Mean,seed_mean,test,regenerated_catalog,worst_schedule@100,308,0.002289983937398256,-0.004135991397137724,0.011005943209332947,10000,20260963,none
C1,Set-Attention,seed_mean,test,regenerated_catalog,Recall@20,308,0.07005978393217964,-0.34941230094824455,0.5617718135682918,10000,20260963,none
C1,Set-Attention,seed_mean,test,regenerated_catalog,Recall@100,308,-0.19053895295599058,-0.401718373925576,-0.040853136352035385,10000,20260963,none
C1,Set-Attention,seed_mean,test,regenerated_catalog,cNDCG@10,383,0.05375946470773938,-0.0821431252668924,0.19173861425620956,10000,20260963,none
C1,Set-Attention,seed_mean,test,regenerated_catalog,VI@20,308,0.002886002886002886,0.0,0.008658008658008658,10000,20260963,none
