Method,Seed,field_key,occurrences,weight_sum,mean_weight
C3,42,saltpeppershakersincluded,1,0.0084896367043256,0.0084896367043256
C3,42,saltwatercompatible,1,0.0107341883704066,0.0107341883704066
C3,42,samepatternonbothsides,5,0.0748645439743995,0.0149729087948799
C3,42,sampleavailable,2860,40.04049256292637,0.0140001722247994
C3,42,samplepartnumber,2048,29.313944905996323,0.014313449661131
C3,42,sandbox,4,0.0401063757017254,0.0100265939254313
C3,42,sandboxincluded,18,0.1818716586567461,0.0101039810364858
C3,42,sandwichplate,1,0.0210196506232023,0.0210196506232023
C3,42,santokubladelength-endtoend,1,0.0122711043804883,0.0122711043804883
C3,42,santokuknife,4,0.0485938545316457,0.0121484636329114
C3,42,santokuknifeincluded,4,0.0428882585838437,0.0107220646459609
C3,42,satraapproved,1315,18.10829472076148,0.0137705663275752
C3,42,saucedishesincluded,1,0.0117552280426025,0.0117552280426025
C3,42,saucepan ( s ) lengthincludinghandles-endtoend,1,0.0137555655092,0.0137555655092
C3,42,saucepan ( s ) width-sidetoside,1,0.0141635937616229,0.0141635937616229
C3,42,saucepanscapacityqt,4,0.0771591244265437,0.0192897811066359
C3,42,saucepansheightin,1,0.0165822710841894,0.0165822710841894
C3,42,saucepansincluded,5,0.0794351259246468,0.0158870251849293
C3,42,saucepansweightlb,1,0.0182081423699855,0.0182081423699855
C3,42,saucerincluded,26,0.5919281411916018,0.0227664669689077
C3,42,saucers,24,0.2962033804506063,0.0123418075187752
C3,42,saucerwidth-sidetoside,1,0.0188484154641628,0.0188484154641628
C3,42,sautepanscapacityqt,2,0.0358258858323097,0.0179129429161548
C3,42,sautepansincluded,5,0.0730029987171292,0.0146005997434258
C3,42,scaldguard,9,0.2742882613092661,0.0304764734788073
C3,42,scale,4,0.1451176926493644,0.0362794231623411
C3,42,scallopededge,6,0.0876910202205181,0.014615170036753
C3,42,scccompliant,25,0.2946821106597781,0.0117872844263911
C3,42,scent,12,0.795902919024229,0.066325243252019
C3,42,scented,13,0.5027608163654804,0.0386739089511908
C3,42,scentname,8,0.3712706342339515,0.0464088292792439
C3,42,scoopfront,4,0.0740495212376117,0.0185123803094029
C3,42,scoreboard,4,0.1024784632027149,0.0256196158006787
C3,42,scoreboardincluded,9,0.1855161404237151,0.0206129044915239
C3,42,scoreboardtype,3,0.0787328258156776,0.0262442752718925
C3,42,scratchingpostincluded,1,0.0279189739376306,0.0279189739376306
C3,42,scratchresistant,2804,41.04307383578271,0.0146373301839453
C3,42,scratchresistantmetalutensilresistant,10,0.2222678028047084,0.0222267802804708
C3,42,scratchresistantshelves,1,0.0309372097253799,0.0309372097253799
C3,42,screencompatibility,34,0.8983485698699951,0.0264220167608822
C3,42,screenedvents,75,1.2385827815160155,0.0165144370868802
C3,42,screenformat,135,4.00305046653375,0.0296522256780277
C3,42,screengain,110,3.9753900170326233,0.0361399092457511
C3,42,screenheight,248,5.1209638100117445,0.020649047621015
C3,42,screenincluded,4,0.0439582811668515,0.0109895702917128
C3,42,screenmanufacturedwoodtype,2,0.0785046592354774,0.0392523296177387
C3,42,screenmaterial,3,0.0936885811388492,0.031229527046283
C3,42,screensize,37,1.0725657641887665,0.0289882638969936
C3,42,screensurface,128,3.419396384153515,0.0267140342511993
C3,42,screensurfacedetails,31,1.004517993889749,0.032403806254508
C3,42,screentension,109,3.5624811481684446,0.032683313285949
C3,42,screenwidth-sidetoside,220,3.92246159305796,0.0178293708775361
C3,42,screwless,184,6.192320933565497,0.0336539181172037
C3,42,screwsincluded,637,32.16019146889448,0.0504869567800541
C3,42,screwtypesize,214,13.089468888938429,0.0611657424716748
C3,42,screwtypesizeincluded,211,11.30132570490241,0.053560785331291
C3,42,screwtypesizeneeded,3,0.1742318011820316,0.0580772670606772
C3,42,scscertified,6170,83.51438867580146,0.0135355573218478
C3,42,scuffresistant,34,0.6526467297226191,0.0191954920506652
C3,42,sdwacompliant,195,3.274794276803732,0.0167938168041217
C3,42,seafoodtoolsincluded,51,1.2673227163031695,0.0248494650255523
C3,42,sealingrequired,614,7.236352878622711,0.0117855910075288
C3,42,searcushiondepth-fronttoback,325,8.470312606543303,0.0260625003278255
C3,42,searingburner,7,0.1031376691535115,0.0147339527362159
C3,42,season,1174,29.6883413894102,0.0252881953913204
C3,42,seasonalitynos,232,3.6442390284501016,0.0157079268467676
C3,42,seasonaltheme,287,7.583405970595777,0.026423017319149
C3,42,seat,952,9.917064427398143,0.010417084482561
C3,42,seatangleadjustment,540,4.785260671749711,0.0088615938365735
C3,42,seatarms,117,1.2697486747056246,0.0108525527752617
C3,42,seatback,191,2.5326887196861207,0.0132601503648488
C3,42,seatbackcolor,67,1.7204909697175026,0.0256789696972761
C3,42,seatbackcushionattachment,62,1.059165014419705,0.0170833066841887
C3,42,seatbackcushionthickness,16,0.2946950700134039,0.0184184418758377
C3,42,seatbackdepth-fronttoback,47,0.5845548138022423,0.0124373364638774
C3,42,seatbackheight,324,6.396744470112026,0.019743038488
C3,42,seatbackheight-seattotopofback,98,1.239712637849152,0.0126501289576444
C3,42,seatbackheight-toptobottom,2,0.0345798637717962,0.0172899318858981
C3,42,seatbackmaterial,22,0.4664004975929856,0.0212000226178629
C3,42,seatbackmaterialdetails,26,0.5718228165060282,0.0219931852502318
C3,42,seatbacktype,831,20.877884794957936,0.0251238084175185
C3,42,seatbackwidth-sidetoside,45,0.7481725085526705,0.0166260557456149
C3,42,seatbackwoodspecies,2,0.0643497686833143,0.0321748843416571
C3,42,seatbeltattachment,2,0.0293859895318746,0.0146929947659373
C3,42,seatbeltincluded,18,0.3308510864153504,0.0183806159119639
C3,42,seatbenchincluded,1,0.0206290632486343,0.0206290632486343
C3,42,seatcolor,2935,56.8624782836996,0.0193739278649743
C3,42,seatconstruction,2962,67.81595812784508,0.0228953268493737
C3,42,seatcushion,285,7.5789403431117535,0.0265927731337254
C3,42,seatcushioncolor,108,2.136659037321806,0.0197838799752019
C3,42,seatcushioncoversincluded,6,0.1416073543950915,0.0236012257325152
C3,42,seatcushionfill,17,0.3485921639949083,0.0205054214114651
C3,42,seatcushionfillmaterial,39,0.4568499196320772,0.0117141005033865
C3,42,seatcushionorupholsteryfillmaterial,13,0.1661112690344452,0.0127777899257265
C3,42,seatcushionshape,119,3.3560337219387293,0.0282019640499052
C3,42,seatcushionsincluded,80,1.3735727691091597,0.0171696596138644
C3,42,seatcushionthickness,1149,17.802165440749377,0.0154936165715834
C3,42,seatcushionupholsterycolor,15,0.4762685913592577,0.0317512394239505
C3,42,seatcushionupholsterymaterial,18,0.4055613176897168,0.0225311843160953
C3,42,seatcushionwidth-sidetoside,364,12.195801242254674,0.0335049484677326
C3,42,seatdepth-fronttoback,5519,88.44108872185461,0.0160248394132731
C3,42,seatdepthadjustment,558,4.973349917680025,0.0089128134725448
C3,42,seatdepthsd,349,6.581281804479659,0.0188575409870477
C3,42,seatfillmaterial,3623,50.49615649669431,0.0139376639516131
C3,42,seatfillmaterialdetails,971,14.725985207594931,0.0151657932107053
C3,42,seatfinish,56,1.2642093524336817,0.0225751670077443
C3,42,seatframematerial,14,0.2853957489132881,0.0203854106366634
C3,42,seatglidemechanism,500,4.219514308962971,0.0084390286179259
C3,42,seatheight,72,0.9380030063912272,0.0130278195332114
C3,42,seatheight-floortoseat,5580,140.89674862893298,0.0252503133743607
C3,42,seatheight-toptobottom,1,0.0276361834257841,0.0276361834257841
C3,42,seatheightadjustment,595,6.355931108351797,0.0106822371568937
C3,42,seatheightwithoutcushion,609,12.20494526810944,0.0200409610313783
C3,42,seatincluded,117,2.192945023998618,0.018743119863236
C3,42,seating,50,1.40672985650599,0.0281345971301198
C3,42,seatingbenchheight-toptobottom,1,0.0141149023547768,0.0141149023547768
C3,42,seatingbenchincluded,47,0.7802450032904744,0.0166009575168186
C3,42,seatingcapacity,3087,40.836644295137376,0.0132285857774983
C3,42,seatingcapacity-tomigrate,472,6.02774750883691,0.0127706515017731
C3,42,seatingcapacitywhenfullycollapsed,226,3.874838873744011,0.0171453047510796
C3,42,seatingcapacitywhenfullyextended,240,3.842305080965161,0.0160096045040215
C3,42,seatingcolor,238,4.744814180769026,0.0199361940368446
C3,42,seatingcomfort,119,2.6087326174601912,0.0219221228357999
C3,42,seatingfirmness,20,0.4417350050061941,0.0220867502503097
C3,42,seatingframematerial,4,0.0789382867515087,0.0197345716878771
C3,42,seatingincluded,63,1.5909945694729686,0.0252538820551264
C3,42,seatingmaterial,239,3.985598338767886,0.016676143676853
C3,42,seatingmaterialdetails,29,0.5741020757704973,0.0197966233024309
C3,42,seatingorchaircooler,12,0.2125709317624569,0.017714244313538
C3,42,seatingouterframematerial,504,5.028534979559481,0.0099772519435703
C3,42,seatingtype,223,5.117366704158485,0.0229478327540739
C3,42,seatingweightcapacity,6,0.1321664471179247,0.0220277411863207
C3,42,seatingwitbonly,1,0.0292338673025369,0.0292338673025369
C3,42,seatingwoodspecies,105,2.25037098582834,0.0214321046269365
C3,42,seatmanufacturedwoodtype,94,1.1372963432222605,0.0120988972683219
C3,42,seatmaterial,1600,29.707783354911957,0.0185673645968199
C3,42,seatmaterialdetails,552,9.033355492632836,0.0163647744431754
C3,42,seatnailheadtrim,38,0.3874811572022736,0.0101968725579545
C3,42,seatstyle,1393,40.32339673442766,0.0289471620491225
C3,42,seatthickness,10,0.1997644528746605,0.019976445287466
C3,42,seattypeofbirdfeathers,6,0.0709472605958581,0.011824543432643
C3,42,seatupholsterycolor,139,3.1053813276812434,0.0223408728610161
C3,42,seatupholsteryfillmaterial,417,4.353051458019763,0.0104389723213903
C3,42,seatupholsterymaterial,566,7.36390755744651,0.0130104373806475
C3,42,seatupholsterymaterialdetails,153,1.897215744946152,0.0124001029081447
C3,42,seatweightcapacity,5,0.1042928379029035,0.0208585675805807
C3,42,seatwidth-sidetoside,4883,60.024047187762335,0.0122924528338649
C3,42,seatwoodspecies,22,0.413350217975676,0.0187886462716216
C3,42,secondaryaccentmaterial,460,4.29593864781782,0.0093389970604735
C3,42,secondaryaccesskeyforcombinationfailure,4,0.0442705391906201,0.011067634797655
C3,42,secondaryaccesskeyforkeypadfailure,8,0.104405254125595,0.0130506567656993
C3,42,secondaryaccesskeyforscannerfailure,2,0.0220478847622871,0.0110239423811435
C3,42,secondarymaterial,148,2.188578892033547,0.0147876952164428
C3,42,secondarymaterialdetails,6,0.0717559475451707,0.0119593245908617
C3,42,secondimagetheme,2,0.0340721122920513,0.0170360561460256
C3,42,secondzonebottlecancapacity,1,0.0158628113567829,0.0158628113567829
C3,42,secondzonemaximumtemperature,1,0.0212004054337739,0.0212004054337739
C3,42,secondzoneminimumtemperature,1,0.0203642696142196,0.0203642696142196
C3,42,sectional,659,11.28916569892317,0.0171307521986694
C3,42,sectionaldepth-fronttoback,66,0.5606509777717292,0.0084947117844201
C3,42,sectionalheight-toptobottom,60,0.4744765632785857,0.0079079427213097
C3,42,sectionalincluded,475,5.029175059404224,0.0105877369671667
C3,42,sectionalshape,91,2.7510468922555447,0.0302312845302807
C3,42,sectionalsleeperareadepth-fronttoback,18,0.2171943024732172,0.0120663501374009
C3,42,sectionalsleeperareawidth-sidetoside,18,0.2239839788526296,0.0124435543807016
C3,42,sectionalwidth-sidetoside,65,0.6059287800453603,0.009321981231467
C3,42,securitykitincluded,18,0.2775198053568601,0.01541776696427
C3,42,see-through,4,0.0436087381094694,0.0109021845273673
C3,42,seedcapacity,5,0.172788618132472,0.0345577236264944
C3,42,seedgaurddepth-fronttoback,2,0.0299352072179317,0.0149676036089658
C3,42,seedgaurdwidth-sidetoside,2,0.0331478109583258,0.0165739054791629
C3,42,seedguardcolor,3,0.0598744740709662,0.0199581580236554
C3,42,seedguardheight-toptobottom,2,0.0272896410897374,0.0136448205448687
C3,42,seedguardincluded,23,0.3768135858699679,0.0163831993856507
C3,42,seedguardmaterial,10,0.1378772277384996,0.0137877227738499
C3,42,seedtype,1,0.0732473507523536,0.0732473507523536
C3,42,seesawincluded,2,0.0181333180516958,0.0090666590258479
C3,42,self-clean,23,0.3875929629430175,0.0168518679540442
C3,42,self-drainingsoaprest,2,0.0331264631822705,0.0165632315911352
C3,42,self-inflating,3,0.1039888244122266,0.0346629414707422
C3,42,self-levelingbase,31,0.6215493688359857,0.0200499796398705
C3,42,self-levelingfeet,4,0.0504056485369801,0.012601412134245
C3,42,self-levelinglegs,1,0.0187758561223745,0.0187758561223745
C3,42,selfwatering,245,6.048653327859938,0.0246883809300405
C3,42,sensor,3,0.1399649437516927,0.0466549812505642
C3,42,sensordry,8,0.0915505685843527,0.011443821073044
C3,42,sensorfunctions,3,0.0515757836401462,0.0171919278800487
C3,42,sensorincluded,67,1.9726885398849845,0.0294431125355967
C3,42,sensortype,82,1.1861709654331207,0.0144654995784526
C3,42,separabletowers,3,0.0571781890466809,0.0190593963488936
C3,42,sequined,2,0.0606922470033168,0.0303461235016584
C3,42,series,55,1.098715607076883,0.0199766474013978
C3,42,serratedknifes,1,0.0288366489112377,0.0288366489112377
C3,42,serratedknives,34,0.9321692129597068,0.0274167415576384
C3,42,serves,3,0.1762974299490451,0.058765809983015
C3,42,servicefor,53,1.0847016060724854,0.0204660680391035
C3,42,servingforkincluded,18,0.2425683848559856,0.013476021380888
C3,42,servingpiece,24,0.3774375114589929,0.015726562977458
C3,42,servingpiecesincluded,18,0.250726361759007,0.0139292423199448
C3,42,servingspoonincluded,18,0.2557981144636869,0.0142110063590937
C3,42,servingutensilincluded,182,4.137082030065358,0.022731219945414
C3,42,set,1492,49.95597198791802,0.0334825549516876
C3,42,setcapacitiesquarts,9,0.5106325298547745,0.0567369477616416
C3,42,setcount,1,0.0663076266646385,0.0663076266646385
C3,42,setdimensions,15,0.6049340236932039,0.0403289349128802
C3,42,setdimensionsin,10,0.6104841642081738,0.0610484164208173
C3,42,setincludes,23,0.6256190035492182,0.0272008262412703
C3,42,setof,3,0.082241216674447,0.0274137388914823
C3,42,setofsamesize,29,0.9392860569059848,0.0323891743760684
C3,42,setquantity,42,2.3260015044361357,0.0553809882008603
C3,42,setsingle,810,14.207078844774514,0.0175396035120673
C3,42,setsize,688,26.661636479198933,0.0387523786034868
C3,42,setsize_old,50,1.5306729823350906,0.0306134596467018
C3,42,settingtypes,2,0.0356668252497911,0.0178334126248955
C3,42,settype,533,13.478433478623629,0.0252878676897253
C3,42,sgsnalistedmark,267,2.7544276523403823,0.0103162084357317
C3,42,shade,1458,17.912942672148347,0.0122859689109385
C3,42,shadecolor,1003,16.650257815606892,0.016600456446268
C3,42,shadedepth-fronttoback,462,4.206504925619811,0.009104989016493
C3,42,shadedetails,24,1.4563732370734217,0.0606822182113925
C3,42,shadefinish,42,0.443601522129029,0.0105619410030721
C3,42,shadefittertype,166,2.3836780646815896,0.0143595064137445
C3,42,shadeheight-toptobottom,537,5.442016864195466,0.0101341096167513
C3,42,shadeholder,1,0.0390700809657573,0.0390700809657573
C3,42,shadeincluded,1787,21.679364018142223,0.0121317090196654
C3,42,shadekitincluded,30,0.4000867214053869,0.0133362240468462
C3,42,shadematerial,1144,12.589556001592427,0.0110048566447486
C3,42,shadematerialdetails,118,1.2456300212070346,0.0105561866203985
C3,42,shaderequired,127,1.390531474724412,0.0109490667301134
C3,42,shadeshape,520,6.0003069853410125,0.0115390518948865
C3,42,shadevariation,939,11.631690635811538,0.0123873169710453
C3,42,shadewidth-sidetoside,496,4.898991370107979,0.0098769987300564
C3,42,shagreen-embossedexterior,1763,17.919181070290506,0.0101640278334035
C3,42,sham,598,10.463143464177849,0.0174968954250465
C3,42,shamcolor,464,7.235813051927835,0.0155944246808789
C3,42,shamheight-toptobottom,511,5.918865134939551,0.0115829063306057
C3,42,shamincluded,23,0.5196683136746287,0.0225942745075925
C3,42,shammaterial,464,6.6115929135121405,0.0142491226584313
C3,42,shams,1,0.0159914083778858,0.0159914083778858
C3,42,shamsincluded,3,0.0548415025696158,0.0182805008565386
C3,42,shamtype,621,9.480942463036628,0.0152672181369349
C3,42,shamwidth-sidetoside,740,8.177874355576932,0.0110511815615904
C3,42,shape,9122,155.23786139395088,0.0170179633187843
C3,42,shapetype,6,0.2321415767073631,0.0386902627845605
C3,42,sharpenerincluded,3,0.0421987250447273,0.0140662416815757
C3,42,shatterproof,160,3.375869642943144,0.0210991852683946
C3,42,shatterresistant,290,6.026579850353301,0.0207813098288044
C3,42,shaversocket,413,11.127532729879022,0.0269431785227094
C3,42,shedincluded,99,1.4758231518790126,0.0149073045644344
C3,42,shedtype,131,3.420777702704072,0.0261128068908707
C3,42,sheer,13,0.2787713445723057,0.021443949582485
C3,42,sheet,132,2.104822830297053,0.0159456275022504
C3,42,sheetcolor,117,2.489703206345439,0.021279514584149
C3,42,sheetdepth-fronttoback,3,0.0465425848960876,0.0155141949653625
C3,42,sheetlength-endtoend,1,0.0213135126978158,0.0213135126978158
C3,42,sheetlength-headtotoe,57,0.761664504185319,0.0133625351611459
C3,42,sheetmaterial,177,2.658354213926941,0.0150189503611691
C3,42,sheets,612,10.017376497853547,0.0163682622513946
C3,42,sheetsincluded,745,9.43355589872226,0.0126624911392245
C3,42,sheetsincludedthreadcount,1,0.0087258340790867,0.0087258340790867
C3,42,sheettypeincluded,105,1.056271892040968,0.010059732305152
C3,42,sheetwidth-sidetoside,56,0.7158003095537424,0.0127821483848882
C3,42,shelf,60,1.7496469235047698,0.0291607820584128
C3,42,shelfbracketsincluded,2,0.1214886344969272,0.0607443172484636
C3,42,shelfbracketsrequired,17,1.180427322164178,0.0694369013037751
C3,42,shelfdepth-fronttoback,2305,51.81797518115491,0.0224806833757721
C3,42,shelfdividers,10,0.1741746012121439,0.0174174601212143
C3,42,shelffinish,108,2.53973279055208,0.0235160443569637
C3,42,shelfheight,30,0.5424846285022795,0.0180828209500759
C3,42,shelfheight-floortoshelf,1,0.0325696803629398,0.0325696803629398
C3,42,shelfheight-safefloortoshelf,4,0.101736893877387,0.0254342234693467
C3,42,shelfheight-toptobottom,292,6.528686043806374,0.0223585138486519
C3,42,shelfheightfromground,12,0.2989040985703468,0.0249086748808622
C3,42,shelfheighttoptobottom,5,0.1519921533763408,0.0303984306752681
C3,42,shelfincluded,85,2.1757772183045745,0.0255973790388773
C3,42,shelfmaterial,513,13.764558815397322,0.0268314986654918
C3,42,shelfmaterialdetails,6,0.1128125861287117,0.0188020976881186
C3,42,shelfspaceheight-toptobottom,13,0.1755100032314658,0.0135007694793435
C3,42,shelfthickness,1,0.0821519345045089,0.0821519345045089
C3,42,shelftype,123,3.7867065891623497,0.0307862324322142
C3,42,shelfweightcapacity,825,17.77550397720188,0.0215460654269113
C3,42,shelfwidth-sidetoside,2409,47.86813549604267,0.0198705419244676
C3,42,shelves,1818,60.61619024071842,0.0333422388562807
C3,42,shelvesincluded,5476,147.49180806893855,0.0269342235334073
C3,42,shelvesincluded-armoire,2,0.0333407223224639,0.0166703611612319
C3,42,shelvesincluded-changingunit,3,0.0391847556456923,0.0130615852152307
C3,42,shelving,5384,101.27859251899643,0.0188110312999621
C3,42,shelvingincluded,1048,24.89119656570256,0.0237511417611665
C3,42,shelvingmaterial,131,2.7060101218521595,0.0206565658156653
C3,42,shinglesincluded,87,1.0992406588047745,0.0126349501012043
C3,42,shippingdetails,22,0.8151971884071827,0.0370544176548719
C3,42,shockabsorbent,2,0.0582935586571693,0.0291467793285846
C3,42,shockresistant,2,0.0349978366866707,0.0174989183433353
C3,42,shoecompartmentdepth-fronttoback,8,0.131390068680048,0.016423758585006
C3,42,shoecompartmentheight-toptobottom,15,0.2780157029628753,0.018534380197525
C3,42,shoecompartmentwidth-sidetoside,9,0.1939143203198909,0.0215460355910989
C3,42,shoestorageincluded,80,1.3887722166255116,0.0173596527078188
C3,42,shortheightdivider,17,0.2453193925321102,0.0144305525018888
C3,42,showerarm,2,0.0554101690649986,0.0277050845324993
C3,42,showerarmincluded,209,3.673188966698945,0.0175750668263107
C3,42,showerarmlength-endtoend,94,1.4359223153442144,0.0152757693121724
C3,42,showerbaseincluded,2,0.0578891318291425,0.0289445659145712
C3,42,showercurtainhooksincluded,5,0.153988379985094,0.0307976759970188
C3,42,showercurtainincluded,182,4.420452156104147,0.0242881986599129
C3,42,showercurtainrod,5,0.1010159570723772,0.0202031914144754
C3,42,showercurtainroddiameter,3,0.1860155127942562,0.0620051709314187
C3,42,showerhandsetmount,2,0.0744332373142242,0.0372166186571121
C3,42,showerheadheight-toptobottom,104,1.7816101480275393,0.0171308668079571
C3,42,showerheadincluded,128,1.8154922826215625,0.0141835334579809
C3,42,showerheadlength-endtoend,2,0.0566877108067274,0.0283438554033637
C3,42,showerheadshape,68,1.792332673445344,0.0263578334330197
C3,42,showerheadtype,209,4.715931137092412,0.0225642638138392
C3,42,showerheadwidth-sidetoside,112,1.7865654909983275,0.0159514775981993
C3,42,showerhooksincluded,182,5.584919141605496,0.0306863689099203
C3,42,showerhose,3,0.0866586584597826,0.0288862194865942
C3,42,showermat,95,2.373480649664998,0.0249840068385789
C3,42,showermatthickness,1,0.033345554023981,0.033345554023981
C3,42,showerriserincluded,1,0.0274282246828079,0.0274282246828079
C3,42,showerriserrigidrailonly,3,0.0714992126449942,0.0238330708816647
C3,42,showerrodbracketincluded,4,0.1441324241459369,0.0360331060364842
C3,42,showertechfeatures,45,0.7635226212441921,0.016967169360982
C3,42,shroudincluded,5,0.0608418574556708,0.0121683714911341
C3,42,shroudsandstandpipes,3,0.0665852632373571,0.0221950877457857
C3,42,shut-offvalveincluded,57,0.9962865049019456,0.0174787106123148
C3,42,shutoffvalveincluded,180,2.7539685163646936,0.0152998250909149
C3,42,shuttersincluded,53,0.6714131264016032,0.0126681721962566
C3,42,sideboardincluded,66,0.6497165560722351,0.0098441902435187
C3,42,sidebracketincluded,36,0.6379305319860578,0.0177202925551682
C3,42,sidebrushesincluded,1,0.0138598205521702,0.0138598205521702
C3,42,sideburner,9,0.1234598709270358,0.0137177634363373
C3,42,sideburnerincluded,1,0.0111518884077668,0.0111518884077668
C3,42,sidecurtainsorpanelsincluded,25,0.5969752445816994,0.0238790097832679
C3,42,sidehemwidth,3,0.079429006204009,0.0264763354013363
C3,42,sidepanelwidth-sidetoside,1,0.0436773225665092,0.0436773225665092
C3,42,sidepushhandles,1,0.0284502245485782,0.0284502245485782
C3,42,sideraillength-endtoend,17,0.2459335653111338,0.0144666803124196
C3,42,sideshelfortableincluded,8,0.1043502883985638,0.0130437860498204
C3,42,sidesplashincluded,551,5.321856450289488,0.009658541652068
C3,42,sidesprayincluded,3,0.0240179696120321,0.0080059898706773
C3,42,sidewallincluded,66,1.2938887923955915,0.0196043756423574
C3,42,sidewings,5,0.0958098955452442,0.0191619791090488
C3,42,sidingincluded,3,0.050150841474533,0.0167169471581776
C3,42,signframeincluded,1,0.0614242814481258,0.0614242814481258
C3,42,signholdertype,46,2.0535270292311907,0.0446418919398084
C3,42,signtype,17,0.6906559225171804,0.0406268189715988
C3,42,silent,1,0.0228066854178905,0.0228066854178905
C3,42,silentnon-ticking,279,6.449668077751994,0.0231170898844157
C3,42,silvercontent,64,0.9787913523614408,0.0152936148806475
C3,42,silverplated,79,1.589703919366002,0.0201228344223544
C3,42,silverware,6,0.1748098209500312,0.0291349701583385
C3,42,silverwarestorage,24,1.4462985079735518,0.0602624378322313
C3,42,silverwaretray,209,2.6352059338241816,0.0126086408316946
C3,42,silverwaretrayincluded,92,1.127278613857925,0.0122530284114991
C3,42,simultaneousbodyjetandoverheadflow,2,0.0399549901485443,0.0199774950742721
C3,42,simultaneoushandandoverhead,34,0.8132507093250751,0.023919138509561
C3,42,simultaneoushandshowerandoverheadflow,3,0.0561638232320547,0.0187212744106849
C3,42,singlecontainercapacity,110,4.130891479551792,0.0375535589050162
C3,42,singlecontainercapacityincluded,312,9.879689814522862,0.031665672482445
C3,42,singledoorincluded,87,1.2719192430377009,0.0146197614142264
C3,42,singlepanelweight,1155,45.447819272987545,0.0393487612753138
C3,42,singlepanelwidth-sidetoside,610,15.709608209319413,0.0257534560808514
C3,42,sink,2,0.0318792723119258,0.0159396361559629
C3,42,sinkbasin,17,0.5509904026985168,0.0324112001587362
C3,42,sinkbasinincluded,1,0.0294914152473211,0.0294914152473211
C3,42,sinkbasinlength-sidetoside,13,0.3085867371410131,0.0237374413185394
C3,42,sinkbasinwidth-fronttoback,13,0.3227792475372553,0.0248291728874811
C3,42,sinkcaddyspongeholderincluded,105,1.66605088673532,0.0158671513022411
C3,42,sinkdepth-toptobottom,343,7.274387392215431,0.0212081265079167
C3,42,sinkfinish,493,14.870050316676496,0.0301623738674979
C3,42,sinkgridincluded,124,3.5533479880541563,0.028656032161727
C3,42,sinkgridmaterial,31,0.7318277135491371,0.0236073455983592
C3,42,sinkhole,22,0.3442627191543579,0.0156483054161071
C3,42,sinkholewidth-fronttoback,5,0.0534551963210105,0.0106910392642021
C3,42,sinkholewidth-sidetoside,5,0.0650620488449931,0.0130124097689986
C3,42,sinkincluded,609,9.581304289400578,0.0157328477658465
C3,42,sinkinstallationtype,17,0.50706422701478,0.0298273074714576
C3,42,sinklength-sidetoside,321,4.941966950893402,0.0153955356725651
C3,42,sinkmaterial,564,15.52990729548037,0.0275352966231921
C3,42,sinkmaterialdetails,2,0.0530855441465973,0.0265427720732986
C3,42,sinkmount,1,0.0606179647147655,0.0606179647147655
C3,42,sinkshape,709,22.875299969688054,0.0322641748514641
C3,42,sinktype,544,11.98239015880972,0.0220264524978119
C3,42,sinktypecompatibility,59,1.3013729574158788,0.0220571687697606
C3,42,sinkwidth-fronttoback,321,5.643930136226118,0.0175823368729785
C3,42,sitstandmat,57,1.5298896795138717,0.0268401698160328
C3,42,sittingareadepth-fronttoback,39,0.6334075890481472,0.0162412202320037
C3,42,sittingareaheight-toptobottom,33,0.5654457816854119,0.0171347206571336
C3,42,sittingarealength-endtoend,41,0.7389010088518262,0.0180219758256542
C3,42,size,1239,23.540795390494168,0.0189998348591559
C3,42,sizecapacity,53,1.397073682397604,0.0263598807999547
C3,42,sizeunit,29,1.4220565557479858,0.049036432956827
C3,42,sizingdetails,3,0.0658437609672546,0.0219479203224182
C3,42,skilletdetails,1,0.0258348565548658,0.0258348565548658
C3,42,skilletfrypandiameterin,20,0.6954322326928377,0.0347716116346418
C3,42,skilletsize,1,0.0358831100165843,0.0358831100165843
C3,42,skilllevel,1,0.0468330197036266,0.0468330197036266
C3,42,skimmersincluded,51,1.0644813310354948,0.0208721829614802
C3,42,skirted,585,10.373868577647954,0.01773310867974
C3,42,skirtingincluded,1,0.0213629733771085,0.0213629733771085
C3,42,skirtstyle,2,0.0269343266263604,0.0134671633131802
C3,42,skylight,11,0.1660408452153206,0.0150946222923018
C3,42,skylightincluded,92,1.5534281209111214,0.016885088270773
C3,42,slantedroof,2,0.0417625233530998,0.0208812616765499
C3,42,slantheight,10,0.3394513577222824,0.0339451357722282
C3,42,slatdepth-fronttoback,3,0.0407911986112594,0.0135970662037531
C3,42,slatkitincluded,937,9.652173906099051,0.0103011461110982
C3,42,slatmaterial,514,6.408091756049544,0.0124671045837539
C3,42,slatsincluded,165,3.2418638691306114,0.0196476598129127
C3,42,slatsrequired,5,0.0648039169609546,0.0129607833921909
C3,42,slatsystem,1,0.0350552052259445,0.0350552052259445
C3,42,slatsystemincluded,4,0.027845224365592,0.006961306091398
C3,42,slattype,3,0.0212170113809406,0.0070723371269802
C3,42,slatwallincluded,28,0.5091931885108352,0.0181854710182441
C3,42,slatwidth-sidetoside,2,0.0359386205673217,0.0179693102836608
C3,42,sleeperarea,140,1.645681674592197,0.0117548691042299
C3,42,sleeperareadepth-fronttoback,63,0.8289006850682199,0.0131571537312415
C3,42,sleeperareawidth-sidetoside,63,0.840529200155288,0.0133417333357982
C3,42,sleeperheight-floortosurface,5,0.070865892805159,0.0141731785610318
