method,group,lr,seed,epoch,train_loss,gradient_mean,gradient_max,sample_entropy,sample_max_weight,Recall@20,Recall@100,VI@20,VI@100,Robust@100,Never@100,worst_schedule@100,cNDCG@10,invariance_max_L2,selected_configuration,selected_epoch
C3,C3_lr3e-05,3e-05,42,3,0.1803869806004293,0.6257122032005679,2.130177974700928,2.277940273284912,0.4102573096752167,44.1643028186204,72.75605572178395,0.0,0.0,72.75605572178395,27.24394427821604,72.75605572178395,83.18168110009495,1.5217428028790894e-07,True,False
C3,C3_lr3e-05,3e-05,43,3,0.1789457298758806,0.6300635110361107,1.947553038597107,2.2029213905334477,0.3612401783466339,46.246382269716676,76.52375429897229,0.0,0.0,76.52375429897229,23.476245701027707,76.52375429897229,83.36598409512987,1.3550378241689034e-07,True,False
C3,C3_lr3e-05,3e-05,44,3,0.1807711487353751,0.6762136109173298,3.1063008308410645,2.16396427154541,0.340764582157135,43.14067149361388,74.78521401698059,0.0,0.0,74.78521401698059,25.2147859830194,74.78521401698059,83.63252251421468,1.1598197602324944e-07,True,False
C3,C3_lr3e-05,3e-05,42,4,0.1646439831308794,0.847860770243587,2.7009499073028564,1.9218592643737795,0.4816756844520569,33.67879483693661,64.01137453269402,0.0,0.0,64.01137453269402,35.988625467305965,64.01137453269402,80.38164720673537,1.683501551497102e-07,True,False
C3,C3_lr3e-05,3e-05,43,4,0.167019273577766,0.9767022329297932,4.235222339630127,1.819053649902344,0.4689614474773407,41.028788878499,70.77146761833038,0.0,0.0,70.77146761833038,29.22853238166962,70.77146761833038,82.32882251336892,1.532184512598178e-07,True,False
C3,C3_lr3e-05,3e-05,44,4,0.164631265949345,0.9673679469887054,4.485405445098877,1.752919316291809,0.4638343453407287,38.1451665079384,65.59744902613001,0.0,0.0,65.59744902613001,34.402550973869985,65.59744902613001,81.9034992260696,1.518148451395973e-07,True,False
C3,C3_lr3e-05,3e-05,42,5,0.1547251297160983,1.0709230159268237,4.39643669128418,1.7101657390594482,0.5377908945083618,31.816270335588708,63.67492056570549,0.0,0.0,63.67492056570549,36.32507943429451,63.67492056570549,79.65863484649765,1.5638323702660273e-07,True,False
C3,C3_lr3e-05,3e-05,43,5,0.1551228626207872,1.2201571501791475,4.599789619445801,1.555274486541748,0.5513755679130554,38.56188828586363,65.09602042116619,0.0,0.0,65.09602042116619,34.90397957883381,65.09602042116619,80.59816172374693,1.740220625379152e-07,True,False
C3,C3_lr3e-05,3e-05,44,5,0.1510174941327987,1.1065577812718623,4.922189235687256,1.521003007888794,0.5391230583190918,35.50040191113883,64.23980354858415,0.0,0.0,64.23980354858415,35.76019645141585,64.23980354858415,80.171075847225,1.5935991370952254e-07,True,False
C4,C4_lr0.0001,0.0001,42,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,False,False
C4,C4_lr0.0001,0.0001,43,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,False,False
C4,C4_lr0.0001,0.0001,44,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,False,False
C4,C4_lr0.0001,0.0001,42,1,0.2501574342110843,0.0168228392199676,0.1773646622896194,2.79787826538086,0.3006101250648498,52.172764985703424,77.61717653128784,0.0,0.0,77.61717653128784,22.38282346871217,77.61717653128784,85.4588437555838,1.173618429106682e-07,False,True
C4,C4_lr0.0001,0.0001,43,1,0.2491435399561217,0.0190736625634489,0.242931380867958,2.74066162109375,0.2900985479354858,51.562278390729674,76.29989633734031,0.0,0.0,76.29989633734031,23.70010366265968,76.29989633734031,85.01981354744794,1.274912193593991e-07,False,True
C4,C4_lr0.0001,0.0001,44,1,0.247013246640563,0.014697513382888,0.1227865368127822,2.734851598739624,0.2603099942207336,51.299906299218065,76.75552666840787,0.0,0.0,76.75552666840787,23.24447333159212,76.75552666840787,84.23162721262406,1.0857230137162333e-07,False,True
C4,C4_lr0.0001,0.0001,42,2,0.2084753817850441,0.1422031499501882,0.3538621366024017,0.9711753726005554,0.7085064053535461,35.4485321691659,62.93809581925037,0.0,0.0,62.93809581925037,37.06190418074963,62.93809581925037,84.57835720414586,1.374747853333247e-07,False,False
C4,C4_lr0.0001,0.0001,43,2,0.208734568208456,0.1223954273331345,0.2911339402198791,1.3378212451934814,0.5922303795814514,39.75149102486744,72.31912131072589,0.0,0.0,72.31912131072589,27.68087868927412,72.31912131072589,84.55467601319097,1.4193943798090913e-07,False,False
C4,C4_lr0.0001,0.0001,44,2,0.2092694352860703,0.1374843763751965,0.416208416223526,1.2812986373901367,0.575201690196991,52.86086241037404,71.72929239496986,0.0,0.0,71.72929239496986,28.270707605030136,71.72929239496986,83.67228679755783,1.2437871532711142e-07,False,False
C4,C4_lr0.0001,0.0001,42,3,0.1974288497233029,0.1868666027898364,0.5669438242912292,0.8125255107879639,0.7661051750183105,34.99766096550072,66.73059998219087,0.0,0.0,66.73059998219087,33.26940001780913,66.73059998219087,84.11113110568746,1.31677168724309e-07,False,False
C4,C4_lr0.0001,0.0001,43,3,0.1967781667004932,0.1807724200048004,0.4425027072429657,0.9261353015899658,0.7043234705924988,40.00057216840755,69.8166053889399,0.0,0.0,69.8166053889399,30.1833946110601,69.8166053889399,85.66262659021345,1.207763347110813e-07,False,False
C4,C4_lr0.0001,0.0001,44,3,0.1996571860755935,0.1914639138531955,0.4402297437191009,0.9932174682617188,0.646927535533905,49.664456551396505,67.07948550864346,0.0,0.0,67.07948550864346,32.92051449135653,67.07948550864346,81.74019431293341,1.430306895144895e-07,False,False
C4,C4_lr0.0001,0.0001,42,4,0.1939702403985641,0.201953285458413,0.723913848400116,0.7131021618843079,0.7872684001922607,41.722499659675414,66.12607668244488,0.0,0.0,66.12607668244488,33.87392331755511,66.12607668244488,84.27698902770328,1.326009169133613e-07,False,False
C4,C4_lr0.0001,0.0001,43,4,0.1959416981730045,0.2060055372333436,0.6353164911270142,0.9239624738693236,0.6741808652877808,43.56726774274922,68.42317850396941,0.0,0.0,68.42317850396941,31.57682149603059,68.42317850396941,85.233453540545,1.4098091583036878e-07,False,False
C4,C4_lr0.0001,0.0001,44,4,0.1934813192452896,0.2204745888964019,0.6555182337760925,1.0253052711486816,0.6201332807540894,49.56988033289357,69.8153039001712,0.0,0.0,69.8153039001712,30.184696099828802,69.8153039001712,82.29215323444598,1.2559706874526458e-07,False,False
C4,C4_lr0.0001,0.0001,42,5,0.1907903028821403,0.2131473704128328,0.6655296683311462,0.7545024156570435,0.7911109328269958,33.95203850044092,60.24159796877328,0.0,0.0,60.24159796877328,39.75840203122672,60.24159796877328,84.16643578941682,1.5513549556089856e-07,False,False
C4,C4_lr0.0001,0.0001,43,5,0.1886461087304985,0.2212174310715812,0.6695646047592163,0.7850624322891235,0.7582681179046631,46.172586428657105,69.3166331881396,0.0,0.0,69.3166331881396,30.68336681186038,69.3166331881396,84.94088268283919,1.39996714665358e-07,False,False
C4,C4_lr0.0001,0.0001,44,5,0.1878668667861458,0.2512710781372858,0.7647510766983032,0.864960253238678,0.6846808195114136,49.418086660879304,65.68252280199216,0.0,0.0,65.68252280199216,34.317477198007815,65.68252280199216,81.88699831282574,1.6818941617202657e-07,False,False
C4,C4_lr3e-05,3e-05,42,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C4,C4_lr3e-05,3e-05,43,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C4,C4_lr3e-05,3e-05,44,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C4,C4_lr3e-05,3e-05,42,1,0.2540985399462057,0.0003955284403149,0.0023052205797284,3.89181923866272,0.0312368031591177,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.201201200728974e-07,True,True
C4,C4_lr3e-05,3e-05,43,1,0.2531506512878519,0.0003309006368578,0.0011203460162505,3.891824245452881,0.0311662629246711,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.1769304819608807e-07,True,True
C4,C4_lr3e-05,3e-05,44,1,0.2504567939110778,0.0003847522414919,0.0015767043223604,3.8918185234069824,0.0312419924885034,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.2838819429816797e-07,True,True
C4,C4_lr3e-05,3e-05,42,2,0.2525518879181508,0.0059738223641915,0.0406644307076931,3.8518216609954834,0.0490428321063518,50.700925895186,79.45857486789106,0.0,0.0,79.45857486789106,20.54142513210893,79.45857486789106,87.84088857020406,1.1627460594354488e-07,True,False
C4,C4_lr3e-05,3e-05,43,2,0.2528133984993804,0.0042685011971887,0.0370601341128349,3.873592138290405,0.0423643477261066,50.700925895186,79.69925290788179,0.0,0.0,79.69925290788179,20.30074709211823,79.69925290788179,87.83307704659195,9.760091757016198e-08,True,False
C4,C4_lr3e-05,3e-05,44,2,0.2499264987806479,0.0051930585528735,0.050937782973051,3.863588571548462,0.0453261248767375,50.700925895186,79.63240798809568,0.0,0.0,79.63240798809568,20.36759201190432,79.63240798809568,87.84088857020406,1.3974519674775365e-07,True,False
C4,C4_lr3e-05,3e-05,42,3,0.2376762102499152,0.0587835486706656,0.2197000086307525,2.642756462097168,0.3103951811790466,51.53382120614807,76.58207311826487,0.0,0.0,76.58207311826487,23.41792688173513,76.58207311826487,84.90694162791662,1.0533460681472206e-07,True,False
C4,C4_lr3e-05,3e-05,43,3,0.2356246069751002,0.0571113577849852,0.2097185999155044,2.638333797454834,0.3195756673812866,51.09485271078027,76.55361593368325,0.0,0.0,76.55361593368325,23.44638406631675,76.55361593368325,84.50272888821469,1.1291574963934181e-07,True,False
C4,C4_lr3e-05,3e-05,44,3,0.2405909557798595,0.0573856436478143,0.2202493101358413,2.727625131607056,0.2900726199150085,51.340049579850486,76.75590623846946,0.0,0.0,76.75590623846946,23.24409376153053,76.75590623846946,83.8756110302454,1.4135164860817897e-07,True,False
C4,C4_lr3e-05,3e-05,42,4,0.2194594003147248,0.1046086316504939,0.2249088436365127,1.8361544609069824,0.4827467203140259,46.632448010242136,70.66887170065917,0.0,0.0,70.66887170065917,29.33112829934083,70.66887170065917,84.13424863824427,1.103338220787009e-07,True,False
C4,C4_lr3e-05,3e-05,43,4,0.2207508389414711,0.1069965178965393,0.2257796078920364,1.9274449348449707,0.4497511982917785,50.771655588838,75.2427801953446,0.0,0.0,75.2427801953446,24.7572198046554,75.2427801953446,84.3925727683741,1.1883232531317844e-07,True,False
C4,C4_lr3e-05,3e-05,44,4,0.2188813350812503,0.1025841205917073,0.2933093309402466,1.8052424192428589,0.4977263510227203,47.54411469970332,73.82403169537083,0.0,0.0,73.82403169537083,26.17596830462916,73.82403169537083,84.8163996008827,1.2914574654132593e-07,True,False
C4,C4_lr3e-05,3e-05,42,5,0.2068524650777831,0.1382635584467965,0.4403364062309265,1.472681999206543,0.5684388875961304,45.99445476202696,69.11025295424288,0.0,0.0,69.11025295424288,30.889747045757122,69.11025295424288,84.73182981293861,1.3554893030232054e-07,True,False
C4,C4_lr3e-05,3e-05,43,5,0.2085193521484281,0.1326955136081034,0.2935668528079986,1.542445421218872,0.5468436479568481,48.577884775973764,69.90304902946096,0.0,0.0,69.90304902946096,30.096950970539037,69.90304902946096,84.33064671369017,1.5349641557804716e-07,True,False
C4,C4_lr3e-05,3e-05,44,5,0.2049463137871388,0.1352928561214922,0.2604937851428985,1.480701923370361,0.5642679929733276,48.22080070837514,71.54646610267886,0.0,0.0,71.54646610267886,28.453533897321144,71.54646610267886,85.85744826132643,1.1940576882807366e-07,True,False
