Method,field_key,Occurrences,Mean_weight,Seed_SD
C3,integratedtech,219,0.013506474116564767,0.002260507260205522
C3,integratedtechnology,401,0.010083567864375333,0.0006437639256276666
C3,integratedtvmount,401,0.011239017467521534,0.0005897736980859043
C3,integratedwirelesschargingsurface,1906,0.010012846470615934,0.0004900769086822797
C3,intendeduse,174,0.04434347924351743,0.008371334083020173
C3,interiorcabinetdepth-fronttoback,924,0.0153266373602807,0.0011509304729660427
C3,interiorcabinetwidth-sidetoside,938,0.014681761920704936,0.0012105979450173696
C3,interiordepth-fronttoback,614,0.017725080061586566,0.0014063493952168559
C3,interiordesignerapproved,134,0.021237948104340668,0.00233183896184716
C3,interiordrawerdepth-fronttoback,252,0.018211685565778197,0.0005380194720515203
C3,interiordrawerwidth-sidetoside,413,0.019187304228874897,0.004268035451946432
C3,interiorheight-toptobottom,632,0.018573068298953468,0.004048139129560785
C3,interiorinteriorwidth-sidetoside,127,0.0176552454097651,0.0008788964334344486
C3,interiorlight,144,0.021417709246398464,0.0029964593081334974
C3,interiormaindrawerdepth-fronttoback,431,0.022547542877431836,0.0017230961181018201
C3,interiormaindrawerwidth-sidetoside,428,0.023882016297313697,0.001934002541024066
C3,interiorshelfdepth-fronttoback,149,0.017311614769317134,0.0012424748927844956
C3,interiorshelfmaterial,400,0.017328978505295967,0.0010499497116942102
C3,interiorshelfwidth-sidetoside,148,0.017240309590675067,0.0017637156502889888
C3,interiorwidth-sidetoside,544,0.018752031411756468,0.0013493709278353642
C3,internalonly-roomuse,282,0.01822085641533677,0.002270607578646267
C3,iron,1466,0.009260701787458534,0.0006356519380422549
C3,ironsafe,1361,0.013021340491507867,0.00024622223941002624
C3,iso14000certified,2354,0.010054895158690133,0.0014003396363319292
C3,iso14001certified,2928,0.010818646375500401,0.0010406287322651776
C3,iso9000certified,2403,0.011883178476827067,0.0008815917333604721
C3,iso9001certified,2967,0.011364315705251002,0.0006808626394466077
C3,ista1acertified,6001,0.009996114265230968,0.0004436834652615373
C3,ista3aor6acertified,8894,0.011389153352888266,0.0008660139674314826
C3,isthisasectionalcomponentorpieceofasectional,378,0.009024991248561766,0.00014064063994906025
C3,isthisrugavailableindifferentcolors,589,0.0147704740226728,0.0026187371835910108
C3,itemsincluded,2160,0.010548180014176699,0.0010904798701090919
C3,joinery,242,0.014125241952519766,0.0011856111836739463
C3,joinerytype,131,0.015615563584922833,0.0027933097347176365
C3,jpmacertified,120,0.011503472674586235,0.0009342730318827331
C3,keyboardtray,992,0.0100995387283644,0.0005154111543730235
C3,keyholecomposting,130,0.029365479654799635,0.0038502671927242538
C3,kidssubject,594,0.010864545485865998,0.0018115383069290767
C3,kiln-driedwood,3056,0.014662766039012266,0.0033234393944508384
C3,kitchenmatset,360,0.038297527664582436,0.0035884373972789887
C3,kneespacedepth-fronttoback,494,0.010773473470465466,0.0008398406425979425
C3,kneespacewidth-sidetoside,533,0.013072770525741502,0.0027066780122883155
C3,knifeblock,162,0.011346060893816434,0.00052497582529178
C3,knitted,130,0.010523921492485634,0.00022717526691140255
C3,knobshape,182,0.07712921978489597,0.00277791750487876
C3,laceyactcompliant,1722,0.009909682697814767,0.0007984746847995745
C3,lacquered,196,0.0096441105690778,0.0006072503369237114
C3,laminarflow,142,0.018236474958226532,0.002582092182592844
C3,largestdimension,1373,0.03249855004158297,0.003834987127699508
C3,largesttable,868,0.020226991731464566,0.005392347899345096
C3,latchincluded,102,0.019457766131857034,0.002676773078332057
C3,laundrysackincluded,353,0.011087233835621933,0.0020119949844329757
C3,leadfree,1007,0.020047574773404898,0.002648581256064305
C3,leaf,838,0.016033356238375835,0.0013465953625886352
C3,leafincluded,815,0.018637156871800665,0.003202698295733053
C3,leaflength-endtoend,170,0.019799241381606002,0.003309091792712345
C3,leafstoragetype,205,0.01624314412626063,0.0007838966070621069
C3,leafwidth-sidetoside,144,0.0207354055450263,0.004266298323294984
C3,leakresistant,224,0.022099484076967334,0.0031644132687350165
C3,ledilluminated,541,0.013424216552441798,0.0009883145666636458
C3,leedprojectappropriate,814,0.0099282289353099,0.0007394142088584796
C3,legaldocumentation,1177,0.012595917171877968,0.0014550910904636825
C3,legbasetype,825,0.023786262520259633,0.0004138873894043951
C3,legcolor,4037,0.018250445346734336,0.0035601498446895118
C3,legdepth-fronttoback,247,0.011757053129435266,0.000504419880287241
C3,legdesign,230,0.025700028892606464,0.0015557046938144954
C3,legheight-toptobottom,2576,0.012747071240823667,0.0012909937118595837
C3,legmaterial,3699,0.0146804059726352,0.0012564507353691374
C3,legmaterialdetails,1215,0.015738278123025033,0.0008276813027200855
C3,legs,2851,0.014977464821299767,0.00016975807835439827
C3,legsincluded,772,0.012729895094470667,0.000743600841071795
C3,legwidth-sidetoside,251,0.013839371458492433,0.0013897175452828035
C3,length-endtoend,142,0.026139800787680332,0.002174580095289942
C3,levelerincluded,125,0.023298283981780132,0.00213029188549634
C3,levelofassembly,16986,0.023277249018710002,0.0035373733267148153
C3,levelsofdrying,100,0.020607061681027165,0.003298795502270947
C3,licensedproduct,4657,0.0161298518369813,0.0025675052466300175
C3,licensedproductcategory,127,0.029414549378282168,0.003891191674980839
C3,lidincluded,983,0.024438687965271298,0.0004380900806028781
C3,lidmaterial,268,0.0348818019190015,0.004872780662235435
C3,lifestage,4463,0.020554699757652766,0.002144314364040294
C3,liftassist,477,0.0105817567566533,0.0002805688962279456
C3,liftmechanism,412,0.011770486226229934,0.0007022499542981742
C3,lifttop,1397,0.011744449502339334,0.0005955232408517356
C3,lightcount,124,0.022476116981437432,0.0009184131246919098
C3,lightdirection,1299,0.014438666633555133,0.002483092040859204
C3,lighted,2500,0.02123111382685597,0.0017392624630052915
C3,lightedheadboard,1267,0.0101069376680934,0.0008941428453907528
C3,lightfiltration,551,0.03338677296048747,0.0016682437891096479
C3,lightingincluded,1849,0.019487831952533466,0.0028983004970935863
C3,lightingtype,150,0.0434656486080752,0.00035114106431735425
C3,lightsincluded,167,0.02380436873007673,0.0022226507808864684
C3,lightweight,166,0.017920010293979733,0.00042356589312378076
C3,lined,110,0.0331417762928388,0.004142760718172914
C3,linerincluded,504,0.023053232510820504,0.0016812228083881203
C3,linerorbackingincluded,601,0.0138182056503689,0.00033368862431523054
C3,linerrequired,124,0.017680814394587102,0.0013946188211487783
C3,lintfree,239,0.009396028237331567,0.0020197765676175945
C3,location,3683,0.015960635295165435,0.0006461413198974087
C3,lockable,164,0.02319018400985957,0.0030624038266255575
C3,lockincluded,203,0.022644481159079837,0.0016234196996339622
C3,locking,486,0.016293873892910468,0.003492861044205257
C3,lockingcasters,434,0.0109534209834471,0.0009464315164890604
C3,lockingdoors,369,0.014186607273724533,0.002256699747434229
C3,lockingdrawer,349,0.0122254355308006,0.001168716563509485
C3,lockingwheels,226,0.017012882970855864,0.0030724558678687473
C3,loveseat,630,0.0137797551010316,0.0030382665242699894
C3,loveseatcomponentsincluded,105,0.008367620395230367,0.001313208838569408
C3,loveseatdepth-fronttoback,281,0.013626061513034466,0.0020111890492375325
C3,loveseatheight-toptobottom,271,0.015770758653396368,0.0007759145490436278
C3,loveseatincluded,909,0.0103482225085743,0.002219475668956621
C3,loveseatseatdepth-fronttoback,100,0.014567701672203767,0.004629419581064409
C3,loveseatseatheight-floortoseat,101,0.021497244802196003,0.0005767470158661941
C3,loveseatweight,101,0.019403771085437133,0.0014311040688984552
C3,loveseatwidth-sidetoside,267,0.013441264096847432,0.001575178118218858
C3,lowleadcompliant,1619,0.022685385412128667,0.002663187460315357
C3,lowmotiontransfer,294,0.013281907555763334,0.0018175380467205626
C3,lsbinvestmentskus,1669,0.0152995519663499,0.0006172905811856701
C3,lumbarsupport,691,0.009973137694722266,0.0004894179517155347
C3,machine-washablecushioncover,718,0.010754254181586466,0.0004213252603812776
C3,machinewashable,275,0.020680143315006366,0.0015586377130059424
C3,madeineuonly,267,0.010856289882794167,0.0017759568937894155
C3,madetoorder,952,0.010084561643931499,0.0008040991594196563
C3,magazinerack,808,0.011470559394492633,0.0008886971568582533
C3,magnetic,127,0.037467786086493364,0.011955432986407496
C3,magneticdoorcatches,361,0.012602299783337533,0.0027098331670578455
C3,magnifying,431,0.02283457558953587,0.002006943945163188
C3,maincolor,1406,0.0179113388820403,0.0004482531900411728
C3,maindrawerinteriorheight-toptobottom,426,0.0203728912032394,0.0021634738867938506
C3,maindrawers,598,0.012934010113000735,0.00015937444041156157
C3,maindrawerweightcapacity,389,0.019314118145447066,0.004195452906442328
C3,mainmaterial,1130,0.0156135881407554,0.0012445410293921743
C3,mainmaterialdetails,443,0.0195374731118093,0.0014077220673200767
C3,mainmaterialseatbackwoodspecies,281,0.0219761840209214,0.004948583312636256
C3,mainwoodjoinerymethod,1609,0.011863287636207134,0.0009834041318542827
C3,manufacturedwoodtype,927,0.0173614976846595,0.0010120680847241464
C3,manufacturerwarrantylabor,139,0.0132103921829921,0.001075677843932327
C3,manufacturerwarrantyparts,138,0.014310458971970266,0.0008214562419971381
C3,manufacturingtype,188,0.024056892108885466,0.002517623666665694
C3,maps,611,0.0107135094053925,0.00023391213778638516
C3,massage,964,0.010305133844818466,0.001110223021222442
C3,material,9010,0.0344054292267773,0.0015450124997965003
C3,materialcomposition,478,0.018185140320192066,0.0020807547295880234
C3,materialdetail,181,0.018562120790241665,0.0035465838870020177
C3,materialdetails,5336,0.027547674352050133,0.0020039075040092255
C3,matthickness,364,0.040877888299824965,0.004674573245296781
C3,mattress,1708,0.009620598201373834,0.0008127337842745046
C3,mattresscompatiblewithadjustablebase,272,0.014741353356215467,0.0019350646246315678
C3,mattresscoverprotectorincluded,108,0.0146797037378735,0.002914828219205536
C3,mattressflammabilitytesting-publicoccupancyuse,367,0.0140599881431644,0.0015839251673131504
C3,mattressinabox,289,0.014899675951327468,0.00317804982152428
C3,mattressincluded,4118,0.015485290111872066,0.0030704996122990534
C3,mattresslayerdetails,178,0.01983292394558357,0.0027910825490355656
C3,mattressoverallproductweight,1264,0.0147385376550744,0.0015502747210791009
C3,mattresspadincluded,351,0.010909157536272899,0.0027865434460059135
C3,mattresssize,4756,0.0239945681640872,0.0023744875800969407
C3,mattressthickness-toptobottom,332,0.016773151954725667,0.0009167643826498581
C3,mattresstopperfillmaterial,245,0.016989611298301968,0.0005407636599620516
C3,mattresstoptype,295,0.020720686948737133,0.003056378491028375
C3,mattresstype,355,0.0197914252241312,0.002996372739107348
C3,mattype,207,0.06975268007176604,0.0035687419791914387
C3,maximumexpandedextendeddepth-fronttoback,127,0.021149268168516033,0.001631385104469347
C3,maximumexpandedextendedlength-endtoend,195,0.0178807193636257,0.0007483133497954573
C3,maximumflowrategpm,663,0.03334469697684,0.003239526728727951
C3,maximumoverallheight-toptobottom,826,0.0100148194118104,0.0013964598633090066
C3,maximumrodbarwidth-sidetoside,299,0.018971380266831202,0.0028192047012093576
C3,maximumroddiameterallowed,274,0.02516769078376623,0.001700941989508456
C3,maximumseatheight-floortoseat,677,0.019641669878872735,0.0016960523886454535
C3,maximumtemperature,260,0.032627908239523135,0.0009957408899048076
C3,maximumtvscreensizeaccommodated,405,0.014142179070998668,0.00020687986779151254
C3,maximumwattageperbulb,1556,0.0321385615811329,0.0012791197452957752
C3,maximumwattageperbulbold,217,0.02241323792594503,0.0027797044887205996
C3,maximumwidth-sidetoside,137,0.03190030424726483,0.0023832377315564017
C3,mediacompartments,557,0.010509327522471698,0.0014622599665992466
C3,mediastorage,314,0.012573911219681001,0.002188772262700661
C3,mediastoragetype,136,0.016420196659643834,0.00326314527040699
C3,medicinecabinetincluded,425,0.0102545303665101,0.0007618156102647688
C3,mercuryfree,108,0.013308999160258633,0.00037892215623957164
C3,metalaccentstrim,124,0.011177449604816767,0.0011933463441393167
C3,metalfinishapplication,111,0.018466809996635834,0.0033861776915462614
C3,metaltype,406,0.014342494642328299,0.0016018086481149264
C3,metlisted,1598,0.012628917564168967,0.001600261826511193
C3,microwavesafe,626,0.029587761711237934,0.006973010007833891
C3,microwaveshelfincluded,194,0.010476027663374634,0.0005581843104512616
C3,middletable,819,0.014467052944795935,0.0014919540547976748
C3,mildewresistant,906,0.018847885739840833,0.0009357093192989655
C3,minibar,132,0.017065405443479998,0.003123390891961606
C3,minimumbasecabinetwidth-sidetoside,129,0.027315453806704266,0.0035868436436560912
C3,minimumcollapsedlength-endtoend,150,0.022173011504734497,0.0030771434012301295
C3,minimumdoorwidth-sidetoside,2884,0.013780018172362,0.0015853913271482215
C3,minimumoverallheight-toptobottom,835,0.0116204744522755,0.0021257107091357265
C3,minimumrecommendedceilingheight,371,0.009442062999112601,0.000257583069567016
C3,minimumrodbarwidth-sidetoside,294,0.01958403005866567,0.002182473961580066
C3,minimumseatheight-floortoseat,567,0.018619374978711332,0.001258491169596113
C3,minimumwidth-sidetoside,118,0.02601144752217883,0.0007799925284717604
C3,minnesota325f177compliant,734,0.0117447042252384,0.0006986598380112957
C3,mirror,1494,0.012639415768211601,0.0005666390131981452
C3,mirrored,5988,0.012209203719649035,0.0005549946112615062
C3,mirroredbackplate,106,0.0163747705724207,0.0023998045607080895
C3,mirroredfinish,1433,0.009979105787514167,0.0008539655746217023
C3,mirrorfinishes,225,0.0213241229978976,0.003450667005374028
C3,mirrorheight-toptobottom,681,0.013933205622194966,0.0008043171123405739
C3,mirrorincluded,2345,0.0116727265686871,0.0013371602674220522
C3,mirrormaterial,138,0.0192753109599549,0.0020123906211774053
C3,mirrortype,622,0.019624998941987534,0.002837700249829573
C3,mirrorwidth-sidetoside,663,0.01992897924280203,0.0033272562077943254
C3,mixedmaterial,267,0.014066016531145866,0.001474279197419738
C3,mobile,133,0.0089461344415625,0.0008958529528415536
C3,mobileincluded,132,0.009383407587213668,0.0016087230901329842
C3,modular,323,0.014511115077240969,0.001972041780522128
C3,mohs-surfacehardness,234,0.017125917859295833,0.003927893081447221
C3,moisture-wicking,210,0.011046842796846234,0.00038911708439894326
C3,moistureresistant,249,0.013755626080076433,0.0017532435941407544
C3,moisturewicking,299,0.012155822237357533,0.0022882216218769237
C3,moldinguse,230,0.061502198927590325,0.01015776493477814
C3,moldresistant,403,0.0095468359788289,0.00019773277976298
C3,monitormountincluded,107,0.021365942793239667,0.0026248298504508312
C3,monogrammable,105,0.021301145164207298,0.0027885378568167454
C3,mosaicpattern,404,0.02042472056611117,0.0034706683326728186
C3,mosaicsheetlength,423,0.020221914182702534,0.0022397001101402947
C3,mosaicsheetwidth,420,0.019913576305326464,0.0038672667676313286
C3,mosaictabletop,146,0.013456114787889032,0.0017299913377201669
C3,motionsensor,294,0.014242035346295734,0.0005079806207393167
C3,motiontype,168,0.037152423384776735,0.0017518826848921451
C3,motortype,197,0.0160699998140461,0.0019417475049474586
C3,mounting,192,0.038667648548855266,0.004160218945412408
C3,mountingbracketincluded,942,0.014477271658993866,0.00031286722677943744
C3,mountingdirection,286,0.012412088975800933,0.0010120796304213463
C3,mountingdirectlyintostudrequired,126,0.0162050430465824,0.0014027260646414233
C3,mountinghardwareincluded,984,0.032331455420692566,0.0068100520578733195
C3,mountingholes,116,0.03356027492889383,0.000810969470309878
C3,mountinglocation,1016,0.017729841189653265,0.0014279434347262473
C3,mountingmethod,125,0.025571856121222133,0.006325103319406893
C3,mountingtype,483,0.03667488156993313,0.0017262113967372427
C3,mounttype,3060,0.034592696218213634,0.003607810780134419
C3,multipack,663,0.0266471873662612,0.0009289276540593221
C3,multipieceart,638,0.013615762341189433,0.0011288877116456984
C3,multiplecontainersincluded,307,0.03873144453806023,0.008207385853235844
C3,multipledrawersizes,602,0.018949923729513634,0.0023187959521439438
C3,multisurfacedtop,139,0.009692765716507934,0.0008455610843852535
C3,murphybed,1331,0.010725312436294732,0.0006594606432217155
C3,nailheadtrim,5637,0.010565535062777201,0.0002304360164701564
C3,naturalvariationtype,17947,0.013983809646701298,0.0013830320264746083
C3,nature,564,0.023160910250368035,0.0001841038422651763
C3,naturescenes,591,0.012417999232525033,0.0009348197453408387
C3,nemacertified,126,0.012326688784120368,0.000621508812250286
C3,nestedtable,521,0.022394433366736532,0.0007694161081823103
C3,nestingconsoletables,159,0.011583891535173868,0.002091990341801897
C3,nevadar100-19gslcompliant,602,0.02909249043636687,0.0032437783836328396
C3,newyorkcitywaterregulationcompliant,134,0.018068906797828164,0.0015802284317574474
C3,nfpa253orastme648compliant,377,0.016133410754431567,0.0008659233853204225
C3,nfpa701certified,551,0.0146077119534597,0.000341340155836699
C3,nfpacompliant,5098,0.015350852658287265,0.0015424531207020825
C3,nfsicertified,296,0.023041415579935803,0.0014323539501476749
C3,noisereducing,556,0.013714268827605366,0.0005620159062527069
C3,nomitecertified,283,0.0108727500373574,0.0007224365698542599
C3,non-pilling,342,0.011418681577679432,0.0002617080076854768
C3,non-slipbacking,697,0.015251806667971967,0.0009348426605881322
C3,non-toxic,3903,0.012945329724631268,0.0003474600282182557
C3,nonstick,183,0.030751462203055163,0.003166638796633475
C3,nsfansi61certified,280,0.014344854738252833,0.0009353488381346534
C3,nsfcertified,703,0.017510609754708698,0.0011005671189119577
C3,numberinset,157,0.0474207827746235,0.003628375784935943
C3,numberofbasins,137,0.0163594480069159,0.0017991831720306853
C3,numberofbatteriesneeded,253,0.026957615878683266,0.0035120387415444035
C3,numberofblanketsquiltsincluded,116,0.0164933989343672,0.0019106729029554858
C3,numberofbulbs,191,0.03764930759177879,0.0004801169544272163
C3,numberofbulbsincluded,199,0.0195682883992716,0.0011042051858378313
C3,numberofcabinets,927,0.0204924127088336,0.002184975377976433
C3,numberofcasters,132,0.0190497366923161,0.0031624806091751657
C3,numberofcentersupportlegs,778,0.008973487231269067,0.001663636506622694
C3,numberofchairsincluded,3194,0.02044761739457397,0.0022971475897595062
C3,numberofcoffeetables,163,0.014447299615957998,0.002514185169125992
C3,numberofcontainers,127,0.03796852604923593,0.005703706624381465
C3,numberofcurtainrodsincluded,104,0.0198560804009246,0.0016430376486152515
C3,numberofcushionsincluded,941,0.014637786462860734,0.0013248113850272047
C3,numberofdoors,1871,0.013234234780770666,0.001557376095192916
C3,numberofdrawers,2940,0.029011289831124134,0.0006827158058911455
C3,numberofdustrufflescribskirtsincluded,120,0.017099456323517632,0.003000886512412254
C3,numberofendtables,160,0.022984129910279667,0.0018004788389756486
C3,numberofexteriorshelves,832,0.012520153510894633,0.0007134663001040223
C3,numberoffalsedrawers,117,0.014792010365876532,0.0021046062902068063
C3,numberoffaucethandles,111,0.024146415047101365,0.0030507494102330855
C3,numberoffaucetholes,100,0.015843430710956435,0.000794435898085989
C3,numberoffunctionaldrawers,409,0.011767382377162001,0.002128354420214315
C3,numberoffunctionaldrawersvizcon,352,0.023585619329947533,0.0012147047220329471
C3,numberofgangs,184,0.0275403963371544,0.0025387825046758287
C3,numberofhandles,535,0.031120022977600734,0.0027716664209246618
C3,numberofhandlesenum,186,0.0230561209238371,0.0010491677402524522
C3,numberofhookholes,112,0.024825951389391834,0.0022043199961295783
C3,numberofhooks,226,0.047702262132733465,0.005338450225204803
C3,numberofinstallationholes,1103,0.0325683402356315,0.004385944496469104
C3,numberofinstallationholesenum,333,0.029458527013219434,0.004399898724100636
C3,numberofinstallationholesinteger,104,0.024341558604739934,0.004777225862292014
C3,numberofinteriorshelves,936,0.02492194083563057,0.0019681255569628485
C3,numberofitemsincluded,862,0.016971381830248832,0.0028304698726165835
C3,numberofknobs,160,0.07776235075046617,0.0058315542706477074
C3,numberoflayers,275,0.018050401731196635,0.00047434741220759246
C3,numberofleaves,208,0.0254910317733167,0.006060453507266489
C3,numberoflegs,180,0.0182317304907849,0.0031941626411496104
C3,numberoflids,110,0.0413174348657555,0.004132824408757905
C3,numberoflights,1518,0.023827912765491666,0.0028655877079105975
C3,numberoflightsperproduct,101,0.0242901593538941,0.001458201500064273
C3,numberofmountingbracketsincluded,105,0.0228920937175788,0.00427748160850682
C3,numberofottomansincluded,155,0.009292721564090334,0.0006663907599349931
C3,numberofpanelsincluded,566,0.0336452852084451,0.0006176201343328199
C3,numberofpeoplesetaccommodates,168,0.020559495122778,0.0034342166715249835
C3,numberofpieces,595,0.0198358452229314,0.002755950813006778
C3,numberofpiecesincluded,2368,0.019821703244946632,0.0007406311599537092
C3,numberofpiecesincludedold,488,0.02490596923038173,0.0035934325442102846
C3,numberofpillowcasesincluded,274,0.016072529904009532,0.0012189879584703393
C3,numberofpillowshamsincluded,707,0.0111524799497484,0.0003067705797238169
C3,numberofplantersincluded,249,0.029619004875371602,0.003311213554605317
C3,numberofproductsincluded,172,0.010940406879395667,0.00026569664815829814
C3,numberofpulls,500,0.04755249398450053,0.003156590615763782
C3,numberofpumpsincluded,169,0.027127995704993167,0.0018936712726349083
C3,numberofpumpsrequired,170,0.023840239508917466,0.004040458494942688
C3,numberofrods,103,0.03353585409826343,0.0008412477324728563
C3,numberofsectionalpieces,109,0.014076064092987098,0.0031248305650519253
C3,numberofsheetsincluded,190,0.014935765896613365,0.0020786849120624853
C3,numberofshelftiers,262,0.0206513065257069,0.004274662121234078
C3,numberofshelves,2580,0.020251105188389667,0.002106559779265581
C3,numberofshowerheads,115,0.017886574172239333,0.00032461668697336763
C3,numberofsinksaccommodated,650,0.023851799352619833,0.003397073690927416
C3,numberofslatsincluded,1099,0.016400826751986935,0.0023827809081249343
C3,numberofslatsincludedinslatkit,251,0.019078241204805765,0.001810340036164153
C3,numberofspeeds,176,0.01567775051455207,0.0013868627203303741
C3,numberofspraypatterns,199,0.028971737726486965,0.0038083159692030326
C3,numberofstatuesincluded,202,0.04143222063632293,0.0066854868035716875
C3,numberofstoolsincluded,881,0.021479827154362866,0.003405701478748968
C3,numberoftablesincluded,1774,0.013244915560583598,0.0025579181837581703
C3,numberofthrowdecorativepillowsincluded,129,0.009950228503517733,0.0007698522857644158
C3,numberoftiers,578,0.01792330200802163,0.002000167911448026
C3,numberoftosspillows,543,0.012670404194700368,0.0016402171320483306
C3,numberofwallhooks,313,0.018888025191494465,0.0008470619505071575
C3,numberofwheels,124,0.0265495859171634,0.004618324385012434
C3,numberpointsofcontact,162,0.0133028694288613,0.001873189840411213
C3,odorresistant,660,0.014578088700084568,0.0028151202879517128
C3,oeko-texcertificationnumber,125,0.010686036185671835,0.00046042720037431633
C3,oeko-texcertified,5400,0.010455664883944,0.0007273607901229503
C3,oeko-texecopassport,232,0.010747298301898732,0.00019912356299200197
C3,oeko-texleatherstandard,118,0.0099859509069872,0.0003307700508276609
C3,oeko-texmadeingreen,232,0.010761239547175366,0.0003221058843722455
C3,oeko-texstandard100certified,523,0.013141604147523767,0.00024856288436101234
C3,oeko-texstep,233,0.011127906969384668,0.0005416868721224998
C3,officechairincluded,876,0.008980961518625766,0.0006501332115785813
C3,ofhardwarepiecesincluded,1802,0.014830130625645666,0.001441638061564402
C3,ofpiecestobeassembled,1914,0.013029806877498365,0.0012940559201325245
C3,ofstepsrequired,1794,0.010222685110534733,0.0005433207193717855
C3,one-of-a-kind,1348,0.017413157977312965,0.0023507697666618173
C3,onearmedchairincluded,107,0.007073653603663067,0.00025698146189312166
C3,onofflineswitch,124,0.016434157277227034,0.0010712501539968484
C3,openbase,840,0.013928392768970501,0.00047297748929310773
C3,openformattype,494,0.014707912955503466,0.0009380508888677827
C3,openingmechanism,100,0.05971211168915027,0.005674695559700147
C3,openstorage,655,0.012162324603239334,0.001428754579136771
C3,operatingmechanism,289,0.046412910838560896,0.0027950511278253256
C3,operationtype,160,0.03478418244048947,0.001908290286684448
C3,organic,7459,0.012394375091154868,0.0007493340097350991
C3,orientation,3613,0.022721100301966432,0.0017251990579285148
C3,oshacompliant,329,0.017554489697075803,0.0018857837502884907
C3,otherabstract,586,0.0101388907279878,0.0005816796224127673
C3,otheranimals,540,0.009731800492025032,0.00027729746343495195
C3,othercities,598,0.009416617236879832,0.00042707975394584425
C3,othercountries,568,0.009358802143792568,0.00032101737487361766
C3,otherentertainment,611,0.0103037377099968,0.0002808885011502651
C3,otherfantasysci-fi,617,0.010418602839003567,0.0005052284054729987
C3,otherfoodbeverage,607,0.010095469945379833,0.0007019812779456727
C3,othernaturescenes,534,0.011105627763595435,0.0007411823140431978
C3,otherplantsflowers,570,0.011680468345572834,0.0011053697136711766
C3,othersportssportsteams,616,0.0101133447860617,0.0005532963072556958
C3,othertransportationtype,605,0.010459343683149,0.0009888854396337128
C3,otherworldcultures,618,0.010455106057280866,0.0008644098442786505
C3,ottoman,1164,0.009687504741253267,0.0005296500712023306
C3,ottomancomponentincluded,182,0.008044825821616834,0.0003275440970396108
C3,ottomandepth-fronttoback,377,0.009526407122150799,0.0010411098193693618
C3,ottomanheight-toptobottom,374,0.0112796325444902,0.0010493132527688122
C3,ottomanincluded,3083,0.013124771771890233,0.00043275306776653546
C3,ottomanwidth-sidetoside,374,0.011639576513609034,0.0017015353430327434
C3,ourstaffpicks,113,0.0143920921316716,0.0009352130252753418
C3,outdoorinstallation,911,0.012501899727701599,0.0003852092214259923
C3,outdoorsafe,166,0.019830735564890133,0.001561378443906368
C3,outdooruse,5727,0.0165542645247257,0.000667323841486113
C3,outerframematerial,624,0.0191258067383558,0.0016656368004839164
C3,outerframematerialdetails,348,0.016670839218743867,0.003837283312875666
C3,outerframemetaltype,257,0.013849728546877167,0.0005337458948679974
C3,outofplumbadjustability,104,0.0213796892561591,0.00107939196168693
C3,ovensafe,517,0.027180272933314237,0.00436245804914909
C3,overallchairweight,178,0.014165818629339867,0.0009785266966597515
C3,overalldepth-fronttoback,29674,0.015157493643972,0.00042874184841342687
C3,overalldepthfromwall-fronttoback,120,0.020808790519367834,0.0019032316134098154
C3,overallfaucetheight,322,0.0223486353170828,0.002255328849470806
C3,overallfaucetheight-toptobottom,106,0.020644345812780632,0.003402516806153988
C3,overallfullycollapseddepth-fronttoback,129,0.015906254735652502,0.0020772528363108412
C3,overallheight-basetotop,190,0.026199120364821735,0.0025559648696632893
C3,overallheight-toptobottom,37136,0.014603398764648168,0.0005727725999031263
C3,overallheighthanging,203,0.015040893764472067,0.0009718606329345444
C3,overallheightoflegs,360,0.008062172880723866,0.00034954866326735606
C3,overalllength,583,0.027367620274164634,0.0019041539546608937
C3,overalllength-endtoend,12268,0.015538917312937566,0.0008242098174808176
C3,overalllength-headtotoe,4728,0.0108074109392459,0.00042208250039030715
C3,overalllength-sidetoside,205,0.018700517286220898,0.0019896564462449744
C3,overallmaxheight,328,0.012358510438485267,0.0008755737840040428
C3,overallminheight,321,0.013765293705883466,0.0015929454771854434
C3,overallproductweight,57110,0.012750755101062035,0.0004912102062184429
C3,overallprojection,657,0.025623165172600767,0.001834688730266288
C3,overallsinkdepth-toptobottom,136,0.018069296052642833,0.002110268621514796
C3,overalltableheight,161,0.017534620230766733,0.001981697743232791
C3,overalltableheight-toptobottom,223,0.0126137319515126,0.0006840113932063652
C3,overalltablelength-endtoend,166,0.0154747489931428,0.0019400661828892997
C3,overalltableweight,258,0.017651558729750133,0.0006390754405004932
C3,overalltablewidth-sidetoside,165,0.0161638586791326,0.0007598706368580793
C3,overallthickness,1324,0.0160956715748524,0.0002896032782554899
C3,overallthickness-fronttoback,161,0.014427109736193267,0.0005671594103057024
C3,overalltreeheightincludingstand,192,0.015003490144509734,0.0012732256334164955
C3,overallweightcapacity,248,0.018679011884140367,0.0010196434145611606
C3,overallwidth,591,0.031018691708413034,0.001409506038958454
C3,overallwidth-fronttoback,685,0.020215264068340868,0.001865521699926621
C3,overallwidth-sidetoside,46687,0.017528873065458802,0.0024861120954929147
C3,overallwidthoflegs,301,0.010138454540206667,0.00041105472845101153
C3,overflowhole,484,0.013623247032769533,0.0015972313007210557
C3,oversized,459,0.0172027727624857,0.002039501541314437
C3,p-trapincluded,719,0.014575595394731933,0.0027832171775632004
C3,paddedarmrest,340,0.008618753070386067,0.0009682687238209554
