dataset,product_id,attribute_count,duplicate_entry_occurrences,distinct_serializations_seven,raw_seven_exact,all_three_canonical_rules_invariant
wands,5385,43,0,7,True,True
wands,5386,38,0,7,True,True
wands,5387,61,0,7,True,True
wands,5388,56,0,7,True,True
wands,5389,42,0,7,True,True
wands,5390,54,0,7,True,True
wands,5391,39,0,7,True,True
wands,5392,43,0,7,True,True
wands,5393,42,0,7,True,True
wands,5394,35,0,7,True,True
wands,5395,29,0,7,True,True
wands,5396,36,0,7,True,True
wands,5397,33,0,7,True,True
wands,5398,51,0,7,True,True
wands,5399,52,0,7,True,True
wands,5400,23,0,7,True,True
wands,5401,52,0,7,True,True
wands,5402,65,0,7,True,True
wands,5403,50,0,7,True,True
wands,5404,45,0,7,True,True
wands,5405,48,0,7,True,True
wands,5406,53,0,7,True,True
wands,5407,44,0,7,True,True
wands,5408,43,0,7,True,True
wands,5409,48,0,7,True,True
wands,5410,51,0,7,True,True
wands,5411,43,0,7,True,True
wands,5412,37,0,7,True,True
wands,5413,39,0,7,True,True
wands,5414,46,0,7,True,True
wands,5415,43,0,7,True,True
wands,5416,46,0,7,True,True
wands,5417,31,0,7,True,True
wands,5418,22,0,7,True,True
wands,5419,48,0,7,True,True
wands,5420,50,0,7,True,True
wands,5421,37,0,7,True,True
wands,5422,52,0,7,True,True
wands,5423,46,0,7,True,True
wands,5424,66,0,7,True,True
wands,5425,53,0,7,True,True
wands,5426,39,0,7,True,True
wands,5427,48,0,7,True,True
wands,5428,46,0,7,True,True
wands,5429,74,0,7,True,True
wands,5430,51,0,7,True,True
wands,5431,37,0,7,True,True
wands,5432,44,0,7,True,True
wands,5433,37,0,7,True,True
wands,5434,52,0,7,True,True
wands,5435,17,0,7,True,True
wands,5436,42,0,7,True,True
wands,5437,13,0,7,True,True
wands,5438,11,0,7,True,True
wands,5439,48,0,7,True,True
wands,5440,38,0,7,True,True
wands,5441,46,0,7,True,True
wands,5442,40,0,7,True,True
wands,5443,39,0,7,True,True
wands,5444,39,0,7,True,True
wands,5445,38,0,7,True,True
wands,5446,42,0,7,True,True
wands,5447,32,0,7,True,True
wands,5448,45,0,7,True,True
wands,5449,53,0,7,True,True
wands,5450,112,0,7,True,True
wands,5451,41,0,7,True,True
wands,5452,87,0,7,True,True
wands,5453,72,0,7,True,True
wands,5454,30,0,7,True,True
wands,5455,91,0,7,True,True
wands,5456,61,0,7,True,True
wands,5457,62,0,7,True,True
wands,5458,72,0,7,True,True
wands,5459,72,0,7,True,True
wands,5460,48,0,7,True,True
wands,5461,72,0,7,True,True
wands,5462,51,0,7,True,True
wands,5463,47,0,7,True,True
wands,5464,42,0,7,True,True
wands,5465,49,0,7,True,True
wands,5466,42,0,7,True,True
wands,5467,65,0,7,True,True
wands,5468,52,0,7,True,True
wands,5469,83,0,7,True,True
wands,5470,72,0,7,True,True
wands,5471,41,0,7,True,True
wands,5472,81,0,7,True,True
wands,5473,46,0,7,True,True
wands,5474,76,0,7,True,True
wands,5475,71,0,7,True,True
wands,5476,61,0,7,True,True
wands,5477,75,0,7,True,True
wands,5478,67,0,7,True,True
wands,5479,77,0,7,True,True
wands,5480,94,0,7,True,True
wands,5481,97,0,7,True,True
wands,5482,62,0,7,True,True
wands,5483,73,0,7,True,True
wands,5484,68,0,7,True,True
wands,5485,67,0,7,True,True
wands,5486,55,0,7,True,True
wands,5487,79,0,7,True,True
wands,5488,77,0,7,True,True
wands,5489,59,0,7,True,True
wands,5490,22,0,7,True,True
wands,5491,23,0,7,True,True
wands,5492,50,0,7,True,True
wands,5493,27,0,7,True,True
wands,5494,107,0,7,True,True
wands,5495,110,0,7,True,True
wands,5496,45,0,7,True,True
wands,5497,106,0,7,True,True
wands,5498,107,0,7,True,True
wands,5499,111,0,7,True,True
wands,5500,106,0,7,True,True
wands,5501,24,0,7,True,True
wands,5502,35,0,7,True,True
wands,5503,61,0,7,True,True
wands,5504,95,0,7,True,True
wands,5505,49,0,7,True,True
wands,5506,80,0,7,True,True
wands,5507,71,0,7,True,True
wands,5508,71,0,7,True,True
wands,5509,72,0,7,True,True
wands,5510,71,0,7,True,True
wands,5511,34,0,7,True,True
wands,5512,50,0,7,True,True
wands,5513,50,0,7,True,True
wands,5514,37,0,7,True,True
wands,5515,58,0,7,True,True
wands,5516,44,0,7,True,True
wands,5517,76,0,7,True,True
wands,5518,17,0,7,True,True
wands,5519,51,0,7,True,True
wands,5520,52,0,7,True,True
wands,5521,54,0,7,True,True
wands,5522,101,0,7,True,True
wands,5523,77,0,7,True,True
wands,5524,62,0,7,True,True
wands,5525,76,0,7,True,True
wands,5526,84,0,7,True,True
wands,5527,10,0,7,True,True
wands,5528,45,0,7,True,True
wands,5529,7,0,7,True,True
wands,5530,61,0,7,True,True
wands,5531,49,0,7,True,True
wands,5532,86,0,7,True,True
wands,5533,89,0,7,True,True
wands,5534,77,0,7,True,True
wands,5535,48,0,7,True,True
wands,5536,56,0,7,True,True
wands,5537,20,0,7,True,True
wands,5538,48,0,7,True,True
wands,5539,18,0,7,True,True
wands,5540,35,0,7,True,True
wands,5541,69,0,7,True,True
wands,5542,41,0,7,True,True
wands,5543,39,0,7,True,True
wands,5544,40,0,7,True,True
wands,5545,89,0,7,True,True
wands,5546,53,0,7,True,True
wands,5547,51,0,7,True,True
wands,5548,46,0,7,True,True
wands,5549,45,0,7,True,True
wands,5550,44,0,7,True,True
wands,5551,32,0,7,True,True
wands,5552,79,0,7,True,True
wands,5553,31,0,7,True,True
wands,5554,35,0,7,True,True
wands,5555,110,0,7,True,True
wands,5556,108,0,7,True,True
wands,5557,105,0,7,True,True
wands,5558,138,0,7,True,True
wands,5559,74,0,7,True,True
wands,5560,67,0,7,True,True
wands,5561,76,0,7,True,True
wands,5562,76,0,7,True,True
wands,5563,77,0,7,True,True
wands,5564,91,0,7,True,True
wands,5565,74,0,7,True,True
wands,5566,66,0,7,True,True
wands,5567,65,0,7,True,True
wands,5568,78,0,7,True,True
wands,5569,98,0,7,True,True
wands,5570,52,0,7,True,True
wands,5571,71,0,7,True,True
wands,5572,64,0,7,True,True
wands,5573,55,0,7,True,True
wands,5574,53,0,7,True,True
wands,5575,77,0,7,True,True
wands,5576,66,0,7,True,True
wands,5577,59,0,7,True,True
wands,5578,54,0,7,True,True
wands,5579,27,0,7,True,True
wands,5580,49,0,7,True,True
wands,5581,22,0,7,True,True
wands,5582,38,0,7,True,True
wands,5583,38,0,7,True,True
wands,5584,37,0,7,True,True
wands,5585,37,0,7,True,True
wands,5586,38,0,7,True,True
wands,5587,38,0,7,True,True
wands,5588,40,0,7,True,True
wands,5589,39,0,7,True,True
wands,5590,37,0,7,True,True
wands,5591,37,0,7,True,True
wands,5592,38,0,7,True,True
wands,5593,41,0,7,True,True
wands,5594,38,0,7,True,True
wands,5595,38,0,7,True,True
wands,5596,37,0,7,True,True
wands,5597,38,0,7,True,True
wands,5598,38,0,7,True,True
wands,5599,38,0,7,True,True
wands,5600,38,0,7,True,True
wands,5601,39,0,7,True,True
wands,5602,38,0,7,True,True
wands,5603,38,0,7,True,True
wands,5604,38,0,7,True,True
wands,5605,44,0,7,True,True
wands,5606,45,0,7,True,True
wands,5607,79,0,7,True,True
wands,5608,53,0,7,True,True
wands,5609,62,0,7,True,True
wands,5610,59,0,7,True,True
wands,5611,42,0,7,True,True
wands,5612,36,0,7,True,True
wands,5613,53,0,7,True,True
wands,5614,38,0,7,True,True
wands,5615,86,0,7,True,True
wands,5616,31,0,7,True,True
wands,5617,74,0,7,True,True
wands,5618,27,0,7,True,True
wands,5619,33,0,7,True,True
wands,5620,35,0,7,True,True
wands,5621,35,0,7,True,True
wands,5622,31,0,7,True,True
wands,5623,59,0,7,True,True
wands,5624,17,0,7,True,True
wands,5625,24,0,7,True,True
wands,5626,42,0,7,True,True
wands,5627,39,0,7,True,True
wands,5628,16,0,7,True,True
wands,5629,15,0,7,True,True
wands,5630,15,0,7,True,True
wands,5631,15,0,7,True,True
wands,5632,25,0,7,True,True
wands,5633,23,0,7,True,True
wands,5634,34,0,7,True,True
wands,5635,53,0,7,True,True
wands,5636,54,0,7,True,True
wands,5637,32,0,7,True,True
wands,5638,48,0,7,True,True
wands,5639,47,0,7,True,True
wands,5640,44,0,7,True,True
wands,5641,54,0,7,True,True
wands,5642,61,0,7,True,True
wands,5643,52,0,7,True,True
wands,5644,71,0,7,True,True
wands,5645,58,0,7,True,True
wands,5646,57,0,7,True,True
wands,5647,58,0,7,True,True
wands,5648,77,0,7,True,True
wands,5649,69,0,7,True,True
wands,5650,73,0,7,True,True
wands,5651,42,0,7,True,True
wands,5652,57,0,7,True,True
wands,5653,22,0,7,True,True
wands,5654,22,0,7,True,True
wands,5655,69,0,7,True,True
wands,5656,20,0,7,True,True
wands,5657,45,0,7,True,True
wands,5658,80,0,7,True,True
wands,5659,50,0,7,True,True
wands,5660,39,0,7,True,True
wands,5661,46,0,7,True,True
wands,5662,13,0,7,True,True
wands,5663,61,0,7,True,True
wands,5664,40,0,7,True,True
wands,5665,39,0,7,True,True
wands,5666,76,0,7,True,True
wands,5667,49,0,7,True,True
wands,5668,49,0,7,True,True
wands,5669,57,0,7,True,True
wands,5670,67,0,7,True,True
wands,5671,56,0,7,True,True
wands,5672,76,0,7,True,True
wands,5673,76,0,7,True,True
wands,5674,82,0,7,True,True
wands,5675,58,0,7,True,True
wands,5676,17,0,7,True,True
wands,5677,62,0,7,True,True
wands,5678,63,0,7,True,True
wands,5679,99,0,7,True,True
wands,5680,75,0,7,True,True
wands,5681,42,0,7,True,True
wands,5682,70,0,7,True,True
wands,5683,33,0,7,True,True
wands,5684,92,0,7,True,True
wands,5685,102,0,7,True,True
wands,5686,51,0,7,True,True
wands,5687,65,0,7,True,True
wands,5688,90,0,7,True,True
wands,5689,99,0,7,True,True
wands,5690,73,0,7,True,True
wands,5691,81,0,7,True,True
wands,5692,55,0,7,True,True
wands,5693,95,0,7,True,True
wands,5694,94,0,7,True,True
wands,5695,37,0,7,True,True
wands,5696,87,0,7,True,True
wands,5697,83,0,7,True,True
wands,5698,64,0,7,True,True
wands,5699,75,0,7,True,True
wands,5700,123,1,7,True,True
wands,5701,24,0,7,True,True
wands,5702,50,0,7,True,True
wands,5703,63,0,7,True,True
wands,5704,70,0,7,True,True
wands,5705,34,0,7,True,True
wands,5706,63,0,7,True,True
wands,5707,70,0,7,True,True
wands,5708,70,0,7,True,True
wands,5709,40,0,7,True,True
wands,5710,57,0,7,True,True
wands,5711,58,0,7,True,True
wands,5712,107,0,7,True,True
wands,5713,35,0,7,True,True
wands,5714,68,0,7,True,True
wands,5715,78,0,7,True,True
wands,5716,52,0,7,True,True
wands,5717,58,0,7,True,True
wands,5718,44,0,7,True,True
wands,5719,50,0,7,True,True
wands,5720,81,0,7,True,True
wands,5721,33,0,7,True,True
wands,5722,37,0,7,True,True
wands,5723,38,0,7,True,True
wands,5724,84,0,7,True,True
wands,5725,17,0,7,True,True
wands,5726,34,0,7,True,True
wands,5727,21,0,7,True,True
wands,5728,76,0,7,True,True
wands,5729,46,0,7,True,True
wands,5730,58,0,7,True,True
wands,5731,35,0,7,True,True
wands,5732,51,0,7,True,True
wands,5733,31,0,7,True,True
wands,5734,34,0,7,True,True
wands,5735,35,0,7,True,True
wands,5736,54,0,7,True,True
wands,5737,47,0,7,True,True
wands,5738,43,0,7,True,True
wands,5739,54,0,7,True,True
wands,5740,43,0,7,True,True
wands,5741,28,0,7,True,True
wands,5742,67,0,7,True,True
wands,5743,60,0,7,True,True
wands,5744,59,0,7,True,True
wands,5745,30,0,7,True,True
wands,5746,69,0,7,True,True
wands,5747,69,0,7,True,True
wands,5748,16,0,7,True,True
wands,5749,20,0,7,True,True
wands,5750,20,0,7,True,True
wands,5751,62,0,7,True,True
wands,5752,60,0,7,True,True
wands,5753,22,0,7,True,True
wands,5754,24,0,7,True,True
wands,5755,24,0,7,True,True
wands,5756,26,0,7,True,True
wands,5757,25,0,7,True,True
wands,5758,26,0,7,True,True
wands,5759,25,0,7,True,True
wands,5760,25,0,7,True,True
wands,5761,24,0,7,True,True
wands,5762,24,0,7,True,True
wands,5763,24,0,7,True,True
wands,5764,27,0,7,True,True
wands,5765,26,0,7,True,True
wands,5766,42,0,7,True,True
wands,5767,41,0,7,True,True
wands,5768,23,0,7,True,True
wands,5769,58,0,7,True,True
wands,5770,66,0,7,True,True
wands,5771,64,0,7,True,True
wands,5772,47,0,7,True,True
wands,5773,50,0,7,True,True
wands,5774,42,0,7,True,True
wands,5775,46,0,7,True,True
wands,5776,84,0,7,True,True
wands,5777,86,0,7,True,True
wands,5778,93,0,7,True,True
wands,5779,100,0,7,True,True
wands,5780,68,0,7,True,True
wands,5781,34,0,7,True,True
wands,5782,101,0,7,True,True
wands,5783,97,0,7,True,True
wands,5784,35,0,7,True,True
wands,5785,52,0,7,True,True
wands,5786,44,0,7,True,True
wands,5787,33,0,7,True,True
wands,5788,47,0,7,True,True
wands,5789,34,0,7,True,True
wands,5790,30,0,7,True,True
wands,5791,33,0,7,True,True
wands,5792,17,0,7,True,True
wands,5793,70,0,7,True,True
wands,5794,62,0,7,True,True
wands,5795,63,0,7,True,True
wands,5796,67,0,7,True,True
wands,5797,54,0,7,True,True
wands,5798,50,0,7,True,True
wands,5799,112,0,7,True,True
wands,5800,49,0,7,True,True
wands,5801,90,0,7,True,True
wands,5802,68,0,7,True,True
wands,5803,57,0,7,True,True
wands,5804,61,0,7,True,True
wands,5805,77,0,7,True,True
wands,5806,114,0,7,True,True
wands,5807,96,0,7,True,True
wands,5808,101,0,7,True,True
wands,5809,103,0,7,True,True
wands,5810,110,0,7,True,True
wands,5811,77,0,7,True,True
wands,5812,49,0,7,True,True
wands,5813,53,0,7,True,True
wands,5814,33,0,7,True,True
wands,5815,48,0,7,True,True
wands,5816,108,0,7,True,True
wands,5817,46,0,7,True,True
wands,5818,88,0,7,True,True
wands,5819,27,0,7,True,True
wands,5820,39,0,7,True,True
wands,5821,44,0,7,True,True
wands,5822,80,0,7,True,True
wands,5823,49,0,7,True,True
wands,5824,28,0,7,True,True
wands,5825,33,0,7,True,True
wands,5826,74,0,7,True,True
wands,5827,52,0,7,True,True
wands,5828,103,0,7,True,True
wands,5829,40,0,7,True,True
wands,5830,48,0,7,True,True
wands,5831,41,0,7,True,True
wands,5832,58,0,7,True,True
wands,5833,49,0,7,True,True
wands,5834,71,0,7,True,True
wands,5835,68,0,7,True,True
wands,5836,70,0,7,True,True
wands,5837,88,0,7,True,True
wands,5838,68,0,7,True,True
wands,5839,55,0,7,True,True
wands,5840,51,0,7,True,True
wands,5841,45,0,7,True,True
wands,5842,32,0,7,True,True
wands,5843,34,0,7,True,True
wands,5844,44,0,7,True,True
wands,5845,45,0,7,True,True
wands,5846,45,0,7,True,True
wands,5847,24,0,7,True,True
wands,5848,40,0,7,True,True
wands,5849,45,0,7,True,True
wands,5850,73,0,7,True,True
wands,5851,78,0,7,True,True
wands,5852,49,0,7,True,True
wands,5853,40,0,7,True,True
wands,5854,16,0,7,True,True
wands,5855,29,0,7,True,True
wands,5856,39,0,7,True,True
wands,5857,35,0,7,True,True
wands,5858,70,0,7,True,True
wands,5859,70,0,7,True,True
wands,5860,72,0,7,True,True
wands,5861,93,0,7,True,True
wands,5862,76,0,7,True,True
wands,5863,75,0,7,True,True
wands,5864,76,0,7,True,True
wands,5865,115,0,7,True,True
wands,5866,53,0,7,True,True
wands,5867,67,0,7,True,True
wands,5868,18,0,7,True,True
wands,5869,71,0,7,True,True
wands,5870,89,0,7,True,True
wands,5871,25,0,7,True,True
wands,5872,49,0,7,True,True
wands,5873,54,0,7,True,True
wands,5874,33,0,7,True,True
wands,5875,36,0,7,True,True
wands,5876,41,0,7,True,True
wands,5877,51,0,7,True,True
wands,5878,122,1,7,True,True
wands,5879,119,1,7,True,True
wands,5880,36,0,7,True,True
wands,5881,41,0,7,True,True
wands,5882,44,0,7,True,True
wands,5883,66,0,7,True,True
wands,5884,76,0,7,True,True
wands,5885,85,0,7,True,True
wands,5886,104,0,7,True,True
wands,5887,60,0,7,True,True
wands,5888,59,0,7,True,True
wands,5889,21,0,7,True,True
wands,5890,109,0,7,True,True
wands,5891,92,0,7,True,True
wands,5892,74,0,7,True,True
wands,5893,60,0,7,True,True
wands,5894,53,0,7,True,True
wands,5895,56,0,7,True,True
wands,5896,55,0,7,True,True
wands,5897,35,0,7,True,True
wands,5898,92,0,7,True,True
wands,5899,70,0,7,True,True
wands,5900,96,0,7,True,True
wands,5901,94,0,7,True,True
wands,5902,87,0,7,True,True
wands,5903,91,0,7,True,True
wands,5904,84,0,7,True,True
wands,5905,89,0,7,True,True
wands,5906,40,0,7,True,True
wands,5907,33,0,7,True,True
wands,5908,97,0,7,True,True
wands,5909,110,0,7,True,True
wands,5910,35,0,7,True,True
wands,5911,68,0,7,True,True
wands,5912,117,0,7,True,True
wands,5913,67,0,7,True,True
wands,5914,89,0,7,True,True
wands,5915,36,0,7,True,True
wands,5916,84,0,7,True,True
wands,5917,39,0,7,True,True
wands,5918,123,0,7,True,True
wands,5919,48,0,7,True,True
wands,5920,82,0,7,True,True
wands,5921,63,0,7,True,True
wands,5922,64,0,7,True,True
wands,5923,105,0,7,True,True
wands,5924,37,0,7,True,True
wands,5925,59,0,7,True,True
wands,5926,52,0,7,True,True
wands,5927,44,0,7,True,True
wands,5928,63,0,7,True,True
wands,5929,28,0,7,True,True
wands,5930,42,0,7,True,True
wands,5931,65,0,7,True,True
wands,5932,40,0,7,True,True
wands,5933,51,0,7,True,True
wands,5934,58,0,7,True,True
wands,5935,71,0,7,True,True
wands,5936,62,0,7,True,True
wands,5937,54,0,7,True,True
wands,5938,53,0,7,True,True
wands,5939,38,0,7,True,True
wands,5940,56,0,7,True,True
wands,5941,59,0,7,True,True
wands,5942,32,0,7,True,True
wands,5943,38,0,7,True,True
wands,5944,38,0,7,True,True
wands,5945,78,0,7,True,True
wands,5946,107,0,7,True,True
wands,5947,80,0,7,True,True
wands,5948,78,0,7,True,True
wands,5949,102,0,7,True,True
wands,5950,80,0,7,True,True
wands,5951,104,0,7,True,True
wands,5952,99,0,7,True,True
wands,5953,47,0,7,True,True
wands,5954,64,0,7,True,True
wands,5955,72,0,7,True,True
wands,5956,72,0,7,True,True
wands,5957,61,0,7,True,True
wands,5958,58,0,7,True,True
wands,5959,66,0,7,True,True
wands,5960,61,0,7,True,True
wands,5961,75,0,7,True,True
wands,5962,59,0,7,True,True
wands,5963,78,0,7,True,True
wands,5964,52,0,7,True,True
wands,5965,61,0,7,True,True
wands,5966,64,0,7,True,True
wands,5967,45,0,7,True,True
wands,5968,40,0,7,True,True
wands,5969,40,0,7,True,True
wands,5970,40,0,7,True,True
wands,5971,40,0,7,True,True
wands,5972,40,0,7,True,True
wands,5973,28,0,7,True,True
wands,5974,19,0,7,True,True
wands,5975,20,0,7,True,True
wands,5976,19,0,7,True,True
wands,5977,26,0,7,True,True
wands,5978,25,0,7,True,True
wands,5979,95,0,7,True,True
wands,5980,51,0,7,True,True
wands,5981,52,0,7,True,True
wands,5982,32,0,7,True,True
wands,5983,62,0,7,True,True
wands,5984,74,0,7,True,True
wands,5985,60,0,7,True,True
wands,5986,58,0,7,True,True
wands,5987,48,0,7,True,True
wands,5988,101,0,7,True,True
wands,5989,59,0,7,True,True
wands,5990,15,0,7,True,True
wands,5991,50,0,7,True,True
wands,5992,34,0,7,True,True
wands,5993,73,0,7,True,True
wands,5994,60,0,7,True,True
wands,5995,72,0,7,True,True
wands,5996,47,0,7,True,True
wands,5997,37,0,7,True,True
wands,5998,54,0,7,True,True
wands,5999,20,0,7,True,True
wands,6000,49,0,7,True,True
wands,6001,32,0,7,True,True
wands,6002,43,0,7,True,True
wands,6003,80,0,7,True,True
wands,6004,58,0,7,True,True
wands,6005,108,0,7,True,True
wands,6006,129,0,7,True,True
wands,6007,50,0,7,True,True
wands,6008,112,0,7,True,True
wands,6009,59,0,7,True,True
wands,6010,70,0,7,True,True
wands,6011,46,0,7,True,True
wands,6012,86,0,7,True,True
wands,6013,85,0,7,True,True
wands,6014,11,0,7,True,True
wands,6015,49,0,7,True,True
wands,6016,72,0,7,True,True
wands,6017,67,0,7,True,True
wands,6018,89,0,7,True,True
wands,6019,58,0,7,True,True
wands,6020,51,0,7,True,True
wands,6021,64,0,7,True,True
wands,6022,103,0,7,True,True
wands,6023,55,0,7,True,True
wands,6024,42,0,7,True,True
wands,6025,19,0,7,True,True
wands,6026,81,0,7,True,True
wands,6027,77,0,7,True,True
wands,6028,64,0,7,True,True
wands,6029,94,0,7,True,True
wands,6030,76,0,7,True,True
wands,6031,76,0,7,True,True
wands,6032,29,0,7,True,True
wands,6033,17,0,7,True,True
wands,6034,23,0,7,True,True
wands,6035,28,0,7,True,True
wands,6036,30,0,7,True,True
wands,6037,34,0,7,True,True
wands,6038,39,0,7,True,True
wands,6039,49,0,7,True,True
wands,6040,56,0,7,True,True
wands,6041,39,0,7,True,True
wands,6042,38,0,7,True,True
wands,6043,38,0,7,True,True
wands,6044,35,0,7,True,True
wands,6045,39,0,7,True,True
wands,6046,39,0,7,True,True
wands,6047,39,0,7,True,True
wands,6048,39,0,7,True,True
wands,6049,40,0,7,True,True
wands,6050,40,0,7,True,True
wands,6051,51,0,7,True,True
wands,6052,29,0,7,True,True
wands,6053,32,0,7,True,True
wands,6054,43,0,7,True,True
wands,6055,42,0,7,True,True
wands,6056,24,0,7,True,True
wands,6057,29,0,7,True,True
wands,6058,51,0,7,True,True
wands,6059,42,0,7,True,True
wands,6060,59,0,7,True,True
wands,6061,94,0,7,True,True
wands,6062,59,0,7,True,True
wands,6063,65,0,7,True,True
wands,6064,67,0,7,True,True
wands,6065,90,0,7,True,True
wands,6066,59,0,7,True,True
wands,6067,56,0,7,True,True
wands,6068,33,0,7,True,True
wands,6069,42,0,7,True,True
wands,6070,37,0,7,True,True
wands,6071,38,0,7,True,True
wands,6072,38,0,7,True,True
wands,6073,30,0,7,True,True
wands,6074,68,0,7,True,True
wands,6075,22,0,7,True,True
wands,6076,65,0,7,True,True
wands,6077,65,0,7,True,True
wands,6078,36,0,7,True,True
wands,6079,55,0,7,True,True
wands,6080,54,0,7,True,True
wands,6081,64,0,7,True,True
wands,6082,34,0,7,True,True
wands,6083,40,0,7,True,True
wands,6084,46,0,7,True,True
wands,6085,110,0,7,True,True
wands,6086,97,0,7,True,True
wands,6087,45,0,7,True,True
wands,6088,23,0,7,True,True
wands,6089,29,0,7,True,True
wands,6090,32,0,7,True,True
wands,6091,49,0,7,True,True
wands,6092,79,0,7,True,True
wands,6093,64,0,7,True,True
wands,6094,52,0,7,True,True
wands,6095,87,0,7,True,True
wands,6096,31,0,7,True,True
wands,6097,51,0,7,True,True
wands,6098,60,0,7,True,True
wands,6099,64,0,7,True,True
wands,6100,62,0,7,True,True
wands,6101,69,0,7,True,True
wands,6102,69,0,7,True,True
wands,6103,61,0,7,True,True
wands,6104,78,0,7,True,True
wands,6105,85,0,7,True,True
wands,6106,87,0,7,True,True
wands,6107,58,0,7,True,True
wands,6108,52,0,7,True,True
wands,6109,67,0,7,True,True
wands,6110,77,0,7,True,True
wands,6111,25,0,7,True,True
wands,6112,64,0,7,True,True
wands,6113,63,0,7,True,True
wands,6114,65,0,7,True,True
wands,6115,65,0,7,True,True
wands,6116,76,0,7,True,True
wands,6117,17,0,7,True,True
wands,6118,19,0,7,True,True
wands,6119,32,0,7,True,True
wands,6120,19,0,7,True,True
wands,6121,60,0,7,True,True
wands,6122,63,0,7,True,True
wands,6123,60,0,7,True,True
wands,6124,64,0,7,True,True
wands,6125,66,0,7,True,True
wands,6126,65,0,7,True,True
wands,6127,66,0,7,True,True
wands,6128,63,0,7,True,True
wands,6129,63,0,7,True,True
wands,6130,58,0,7,True,True
wands,6131,59,0,7,True,True
wands,6132,58,0,7,True,True
wands,6133,61,0,7,True,True
wands,6134,61,0,7,True,True
wands,6135,61,0,7,True,True
wands,6136,60,0,7,True,True
wands,6137,61,0,7,True,True
wands,6138,33,0,7,True,True
wands,6139,61,0,7,True,True
wands,6140,44,0,7,True,True
wands,6141,44,0,7,True,True
wands,6142,30,0,7,True,True
wands,6143,39,0,7,True,True
wands,6144,33,0,7,True,True
wands,6145,39,0,7,True,True
wands,6146,39,0,7,True,True
wands,6147,55,0,7,True,True
wands,6148,44,0,7,True,True
wands,6149,32,0,7,True,True
wands,6150,11,0,7,True,True
wands,6151,62,0,7,True,True
wands,6152,78,0,7,True,True
wands,6153,59,0,7,True,True
wands,6154,62,0,7,True,True
wands,6155,78,0,7,True,True
wands,6156,43,0,7,True,True
wands,6157,86,0,7,True,True
wands,6158,20,0,7,True,True
wands,6159,124,0,7,True,True
wands,6160,70,0,7,True,True
wands,6161,45,0,7,True,True
wands,6162,44,0,7,True,True
wands,6163,37,0,7,True,True
wands,6164,33,0,7,True,True
wands,6165,34,0,7,True,True
wands,6166,34,0,7,True,True
wands,6167,100,0,7,True,True
wands,6168,98,0,7,True,True
wands,6169,87,0,7,True,True
wands,6170,108,0,7,True,True
wands,6171,84,0,7,True,True
wands,6172,69,0,7,True,True
wands,6173,92,0,7,True,True
wands,6174,75,0,7,True,True
wands,6175,11,0,7,True,True
wands,6176,11,0,7,True,True
wands,6177,11,0,7,True,True
wands,6178,11,0,7,True,True
wands,6179,73,0,7,True,True
wands,6180,72,1,7,True,True
wands,6181,68,0,7,True,True
wands,6182,66,0,7,True,True
wands,6183,58,0,7,True,True
wands,6184,56,0,7,True,True
wands,6185,67,0,7,True,True
wands,6186,67,0,7,True,True
wands,6187,65,0,7,True,True
wands,6188,58,0,7,True,True
wands,6189,59,0,7,True,True
wands,6190,54,0,7,True,True
wands,6191,63,0,7,True,True
wands,6192,57,0,7,True,True
wands,6193,53,0,7,True,True
wands,6194,54,0,7,True,True
wands,6195,58,0,7,True,True
wands,6196,55,0,7,True,True
wands,6197,52,0,7,True,True
wands,6198,71,0,7,True,True
wands,6199,50,0,7,True,True
wands,6200,51,0,7,True,True
wands,6201,44,0,7,True,True
wands,6202,52,0,7,True,True
wands,6203,55,0,7,True,True
wands,6204,49,0,7,True,True
wands,6205,68,0,7,True,True
wands,6206,52,0,7,True,True
wands,6207,53,0,7,True,True
wands,6208,62,0,7,True,True
wands,6209,115,0,7,True,True
wands,6210,103,0,7,True,True
wands,6211,86,0,7,True,True
wands,6212,71,0,7,True,True
wands,6213,177,0,7,True,True
wands,6214,64,0,7,True,True
wands,6215,91,0,7,True,True
wands,6216,70,0,7,True,True
wands,6217,62,0,7,True,True
wands,6218,173,0,7,True,True
wands,6219,142,0,7,True,True
wands,6220,90,0,7,True,True
wands,6221,69,0,7,True,True
wands,6222,58,0,7,True,True
wands,6223,80,0,7,True,True
wands,6224,77,0,7,True,True
wands,6225,66,0,7,True,True
wands,6226,39,0,7,True,True
wands,6227,66,0,7,True,True
wands,6228,97,0,7,True,True
wands,6229,86,0,7,True,True
wands,6230,76,0,7,True,True
wands,6231,63,0,7,True,True
wands,6232,83,0,7,True,True
wands,6233,86,0,7,True,True
wands,6234,47,0,7,True,True
wands,6235,56,0,7,True,True
wands,6236,62,0,7,True,True
wands,6237,88,0,7,True,True
wands,6238,56,0,7,True,True
wands,6239,21,0,7,True,True
wands,6240,26,0,7,True,True
wands,6241,85,0,7,True,True
wands,6242,82,0,7,True,True
wands,6243,82,0,7,True,True
wands,6244,19,0,7,True,True
wands,6245,11,0,7,True,True
wands,6246,10,0,7,True,True
wands,6247,13,0,7,True,True
wands,6248,51,0,7,True,True
wands,6249,58,0,7,True,True
wands,6250,23,0,7,True,True
wands,6251,22,0,7,True,True
wands,6252,22,0,7,True,True
wands,6253,14,0,7,True,True
wands,6254,22,0,7,True,True
wands,6255,26,0,7,True,True
