dataset,model,encoder_profile,population,K,reference,alternative,control_family,rank_origin,intervention,catalog_size,aggregation,eligible_queries,highest_relevance_pairs,raw_mean_schedule_recall,raw_mean_schedule_recall_ci_low,raw_mean_schedule_recall_ci_high,canonical_recall,canonical_recall_ci_low,canonical_recall_ci_high,delta_vs_mean_schedules,delta_vs_mean_schedules_ci_low,delta_vs_mean_schedules_ci_high
wands,gte_modernbert,native,historical_full,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.38794660384766394,0.3409121294836347,0.4420474065497221,0.3862190812720848,0.33978563527328515,0.43974401688534065,-0.0017275225755791104,-0.004717898177954812,0.0011408599567737522
wands,gte_modernbert,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.35602832973956766,0.31780346472861865,0.39576932924891955,0.350020765618362,0.3113125305648985,0.3902717262214749,-0.0060075641212055785,-0.011984896495122289,-0.00016749629445274793
wands,gte_modernbert,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.12099830307257885,0.10213958055039274,0.14456841213119973,0.12061599136109677,0.10180292781662106,0.1441720972393147,-0.0003823117114820942,-0.0017526279340396476,0.0010017343367219524
wands,gte_modernbert,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.6256632572175707,0.5875052146819981,0.6631065846097519,0.6189095366255171,0.5804010464212848,0.6573539097244838,-0.006753720592053534,-0.016709595687955527,0.001559119439536211
wands,gte_modernbert,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.37735507367884474,0.32518126627077937,0.4376507261800921,0.3749002300577492,0.3234747290445092,0.43442838943723133,-0.002454843621095555,-0.005930594322220007,0.0007144533034042089
wands,gte_modernbert,native,historical_full,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.35712778085317737,0.3228537437224295,0.39203983252204355,0.3598508975001344,0.3256113427801008,0.39534983980042654,0.0027231166469569783,-0.0017978627143061194,0.007331894871667062
wands,gte_modernbert,native,historical_full,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.1242582309720119,0.10703811433368549,0.14500197382498772,0.12477424420887319,0.10735027851304782,0.14577083787314504,0.0005160132368612943,-0.0008708034271610076,0.0019340532816503216
wands,gte_modernbert,native,historical_full,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.6291055008897437,0.5948999232079764,0.6627376150606594,0.6322886892758861,0.59805136718541,0.665578773871172,0.003183188386142435,-0.0033043740140092656,0.011023394095935302
wands,gte_modernbert,native,historical_full,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.38794660384766394,0.3409121294836347,0.4420474065497221,0.3891244601491951,0.34215236784662506,0.44321505079068,0.0011778563015312172,-0.001947448838794477,0.004269965315853267
wands,gte_modernbert,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.35602832973956766,0.31780346472861865,0.39576932924891955,0.3598249051649981,0.32107588147354016,0.4000204452957724,0.003796575425430472,-0.0017820721332827258,0.00922722483710321
wands,gte_modernbert,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.12099830307257885,0.10213958055039274,0.14456841213119973,0.12211840931499131,0.10288202783746962,0.14605230603136207,0.0011201062424124547,-0.0003777009076849515,0.002701018400309122
wands,gte_modernbert,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.6256632572175707,0.5875052146819981,0.6631065846097519,0.6263273537985391,0.5880091536191422,0.6642960734514485,0.0006640965809684769,-0.004413904093603003,0.005600322562849507
wands,gte_modernbert,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.37735507367884474,0.32518126627077937,0.4376507261800921,0.37842152213718955,0.3260585206862843,0.43928621613816615,0.0010664484583447962,-0.0023229081573112294,0.004392914301779118
wands,gte_modernbert,native,historical_full,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,379,25470,0.35712778085317737,0.3228537437224295,0.39203983252204355,0.3629873918372535,0.3288165974102181,0.3979300214851464,0.005859610984076129,-0.0074638466320758505,0.019044972901943954
wands,gte_modernbert,native,historical_full,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,379,25470,0.1242582309720119,0.10703811433368549,0.14500197382498772,0.12434236356497841,0.10727253314008064,0.145223906528955,8.413259296651591e-05,-0.0022314146525384986,0.002363478959628359
wands,gte_modernbert,native,historical_full,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,379,25470,0.6291055008897437,0.5948999232079764,0.6627376150606594,0.631671733225405,0.5973231859369816,0.6650864437522948,0.0025662323356613666,-0.0048293216113634236,0.010287897948835856
wands,gte_modernbert,native,historical_full,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,379,25470,0.38794660384766394,0.3409121294836347,0.4420474065497221,0.38657243816254416,0.34017441050411734,0.44024307958227527,-0.0013741656851197475,-0.0070525247791323065,0.00436885657028805
wands,gte_modernbert,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,308,21299,0.35602832973956766,0.31780346472861865,0.39576932924891955,0.35801290996729707,0.3194672050953178,0.3982604173633403,0.001984580227729437,-0.01278054723296258,0.01663941257344637
wands,gte_modernbert,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,308,21299,0.12099830307257885,0.10213958055039274,0.14456841213119973,0.12113244753274802,0.10214072404326423,0.14467745958277753,0.00013414446016915711,-0.0023827560412242542,0.002631557555574165
wands,gte_modernbert,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,308,21299,0.6256632572175707,0.5875052146819981,0.6631065846097519,0.6245291574203493,0.5864946627245298,0.6621462950478018,-0.0011340997972213,-0.008961253963899778,0.006592035017232466
wands,gte_modernbert,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,308,21299,0.37735507367884474,0.32518126627077937,0.4376507261800921,0.3761209446452885,0.3240685915392744,0.436890201848908,-0.0012341290335562353,-0.0073814002390386055,0.0052445599587538595
esci,minilm,native,historical_full,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.6757624643186992,0.6466002746117115,0.703824413418529,0.6749654726915801,0.6453063930287694,0.7037249775568534,-0.0007969916271191291,-0.00490802577541711,0.003438928215673864
esci,minilm,native,historical_full,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.6286487531413106,0.5970714559429253,0.6607324116700186,0.6269733874605322,0.5951934942656696,0.6595284626782669,-0.001675365680778401,-0.004629967315747282,0.001239293515359525
esci,minilm,native,historical_full,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.8619282922438799,0.8382256768141897,0.8846662886007762,0.8641170055065267,0.8405020236484846,0.8868598062693813,0.002188713262646844,3.194523829543863e-05,0.004675385986758731
esci,minilm,native,historical_full,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.8720278368451575,0.8449514590580963,0.8972476822273885,0.8739287325214253,0.8467702974273863,0.899196749613616,0.0019008956762678016,0.0003905624450737237,0.0035967925841066156
esci,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.6757624643186992,0.6466002746117115,0.703824413418529,0.6749654726915801,0.6453063930287694,0.7037249775568534,-0.0007969916271191291,-0.00490802577541711,0.003438928215673864
esci,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.6286487531413106,0.5970714559429253,0.6607324116700186,0.6269733874605322,0.5951934942656696,0.6595284626782669,-0.001675365680778401,-0.004629967315747282,0.001239293515359525
esci,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.8619282922438799,0.8382256768141897,0.8846662886007762,0.8641170055065267,0.8405020236484846,0.8868598062693813,0.002188713262646844,3.194523829543863e-05,0.004675385986758731
esci,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.8720278368451575,0.8449514590580963,0.8972476822273885,0.8739287325214253,0.8467702974273863,0.899196749613616,0.0019008956762678016,0.0003905624450737237,0.0035967925841066156
esci,minilm,native,historical_full,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.6757624643186992,0.6466002746117115,0.703824413418529,0.675207548081384,0.6458683599288305,0.7037463400403101,-0.0005549162373154011,-0.004195468730411188,0.0031554163849263285
esci,minilm,native,historical_full,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6286487531413106,0.5970714559429253,0.6607324116700186,0.6287776274244474,0.5973906424075258,0.66077467894867,0.0001288742831367995,-0.0023815386963673183,0.002506857714455413
esci,minilm,native,historical_full,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.8619282922438799,0.8382256768141897,0.8846662886007762,0.863814627523788,0.8401810456149559,0.8865508712860549,0.0018863352799081401,-0.000427513921197717,0.004551490588609469
esci,minilm,native,historical_full,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.8720278368451575,0.8449514590580963,0.8972476822273885,0.872575552548489,0.8455706894991816,0.8976064777344461,0.0005477157033314016,-0.00098756306389765,0.0021773214960203167
esci,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.6757624643186992,0.6466002746117115,0.703824413418529,0.675207548081384,0.6458683599288305,0.7037463400403101,-0.0005549162373154011,-0.004195468730411188,0.0031554163849263285
esci,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6286487531413106,0.5970714559429253,0.6607324116700186,0.6287776274244474,0.5973906424075258,0.66077467894867,0.0001288742831367995,-0.0023815386963673183,0.002506857714455413
esci,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.8619282922438799,0.8382256768141897,0.8846662886007762,0.863814627523788,0.8401810456149559,0.8865508712860549,0.0018863352799081401,-0.000427513921197717,0.004551490588609469
esci,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.8720278368451575,0.8449514590580963,0.8972476822273885,0.872575552548489,0.8455706894991816,0.8976064777344461,0.0005477157033314016,-0.00098756306389765,0.0021773214960203167
esci,minilm,native,historical_full,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.6757624643186992,0.6466002746117115,0.703824413418529,0.6748035326498806,0.645252655443535,0.7035926605750492,-0.0009589316688186898,-0.005116466624172135,0.003253938309140273
esci,minilm,native,historical_full,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6286487531413106,0.5970714559429253,0.6607324116700186,0.6269733874605322,0.5952897557632075,0.6595271709887105,-0.0016753656807784007,-0.004592454072803683,0.0011516084152799267
esci,minilm,native,historical_full,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.8619282922438799,0.8382256768141897,0.8846662886007762,0.8635704578657907,0.8399430403873057,0.8862642507852097,0.0016421656219108268,-0.00046078913630982077,0.004037964709620521
esci,minilm,native,historical_full,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.8720278368451575,0.8449514590580963,0.8972476822273885,0.8732521425349572,0.8461538461538461,0.8984352620113165,0.0012243056897996013,-0.0001966127730424791,0.0027287419811625547
esci,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.6757624643186992,0.6466002746117115,0.703824413418529,0.6748035326498806,0.645252655443535,0.7035926605750492,-0.0009589316688186898,-0.005116466624172135,0.003253938309140273
esci,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6286487531413106,0.5970714559429253,0.6607324116700186,0.6269733874605322,0.5952897557632075,0.6595271709887105,-0.0016753656807784007,-0.004592454072803683,0.0011516084152799267
esci,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.8619282922438799,0.8382256768141897,0.8846662886007762,0.8635704578657907,0.8399430403873057,0.8862642507852097,0.0016421656219108268,-0.00046078913630982077,0.004037964709620521
esci,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.8720278368451575,0.8449514590580963,0.8972476822273885,0.8732521425349572,0.8461538461538461,0.8984352620113165,0.0012243056897996013,-0.0001966127730424791,0.0027287419811625547
esci,minilm,native,historical_full,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,query_macro,499,4434,0.6757624643186992,0.6466002746117115,0.703824413418529,0.6761023299958588,0.6466385875355367,0.7046046311655214,0.00033986567715961783,-0.010667366315735408,0.01099568534090103
esci,minilm,native,historical_full,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,pair_micro,499,4434,0.6286487531413106,0.5970714559429253,0.6607324116700186,0.6321605773567884,0.600953319644488,0.6637457678476408,0.0035118242154777994,-0.004381054586590853,0.011500876690582059
esci,minilm,native,historical_full,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,query_macro,499,4434,0.8619282922438799,0.8382256768141897,0.8846662886007762,0.868778948561518,0.8453767682930566,0.8906684010354583,0.006850656317638279,-0.0028099353530075966,0.016939600935227825
esci,minilm,native,historical_full,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,pair_micro,499,4434,0.8720278368451575,0.8449514590580963,0.8972476822273885,0.8764095624718088,0.8500109962612712,0.9008645755266953,0.004381725626651202,-0.0014116066008368919,0.010350058212958781
esci,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,query_macro,499,4434,0.6757624643186992,0.6466002746117115,0.703824413418529,0.6761023299958588,0.6466385875355367,0.7046046311655214,0.00033986567715961783,-0.010667366315735408,0.01099568534090103
esci,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,pair_micro,499,4434,0.6286487531413106,0.5970714559429253,0.6607324116700186,0.6321605773567884,0.600953319644488,0.6637457678476408,0.0035118242154777994,-0.004381054586590853,0.011500876690582059
esci,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,query_macro,499,4434,0.8619282922438799,0.8382256768141897,0.8846662886007762,0.868778948561518,0.8453767682930566,0.8906684010354583,0.006850656317638279,-0.0028099353530075966,0.016939600935227825
esci,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,pair_micro,499,4434,0.8720278368451575,0.8449514590580963,0.8972476822273885,0.8764095624718088,0.8500109962612712,0.9008645755266953,0.004381725626651202,-0.0014116066008368919,0.010350058212958781
esci,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.7383030555532459,0.7112441299104996,0.7651122103656212,0.7384157781684826,0.7111462103375799,0.7652239889442561,0.00011272261523686755,-0.002985493243868835,0.0032645336370647733
esci,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.6783942264321154,0.646925536074319,0.709505046165617,0.6790708164185837,0.6480059965188973,0.7100072066442236,0.0006765899864682006,-0.001959799528065689,0.0033559512828129634
esci,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.9104134242191954,0.8911174665184327,0.9290900958423308,0.9104509122940938,0.8910870984090294,0.9291860577216783,3.748807489829978e-05,-0.0010131365781952683,0.001141253687304641
esci,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.9053096204652361,0.8812524578203501,0.927048818678973,0.9057284618854308,0.8817042537587092,0.9274500530572874,0.00041884142019460056,-0.0009423637829525504,0.0017931957679759654
esci,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.7383030555532459,0.7112441299104996,0.7651122103656212,0.7384157781684826,0.7111462103375799,0.7652239889442561,0.00011272261523686755,-0.002985493243868835,0.0032645336370647733
esci,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.6783942264321154,0.646925536074319,0.709505046165617,0.6790708164185837,0.6480059965188973,0.7100072066442236,0.0006765899864682006,-0.001959799528065689,0.0033559512828129634
esci,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.9104134242191954,0.8911174665184327,0.9290900958423308,0.9104509122940938,0.8910870984090294,0.9291860577216783,3.748807489829978e-05,-0.0010131365781952683,0.001141253687304641
esci,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.9053096204652361,0.8812524578203501,0.927048818678973,0.9057284618854308,0.8817042537587092,0.9274500530572874,0.00041884142019460056,-0.0009423637829525504,0.0017931957679759654
esci,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7383030555532459,0.7112441299104996,0.7651122103656212,0.7359620113975665,0.7087175442999729,0.7624807552833426,-0.002341044155679329,-0.005861955504187499,0.0009074525095681706
esci,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6783942264321154,0.646925536074319,0.709505046165617,0.6763644564727108,0.6447588688792203,0.7076769081314536,-0.002029769959404599,-0.004694281233511704,0.0006093316528068306
esci,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.9104134242191954,0.8911174665184327,0.9290900958423308,0.9101292278720575,0.8906689196380873,0.9287924509558769,-0.00028419634713785553,-0.001303521120671357,0.0007692609137385335
esci,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.9053096204652361,0.8812524578203501,0.927048818678973,0.9046008119079838,0.8803776882381242,0.9266592524934136,-0.0007088085572523999,-0.0021877986348854054,0.0007811840869275189
esci,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7383030555532459,0.7112441299104996,0.7651122103656212,0.7359620113975665,0.7087175442999729,0.7624807552833426,-0.002341044155679329,-0.005861955504187499,0.0009074525095681706
esci,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6783942264321154,0.646925536074319,0.709505046165617,0.6763644564727108,0.6447588688792203,0.7076769081314536,-0.002029769959404599,-0.004694281233511704,0.0006093316528068306
esci,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.9104134242191954,0.8911174665184327,0.9290900958423308,0.9101292278720575,0.8906689196380873,0.9287924509558769,-0.00028419634713785553,-0.001303521120671357,0.0007692609137385335
esci,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.9053096204652361,0.8812524578203501,0.927048818678973,0.9046008119079838,0.8803776882381242,0.9266592524934136,-0.0007088085572523999,-0.0021877986348854054,0.0007811840869275189
esci,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7383030555532459,0.7112441299104996,0.7651122103656212,0.7381891344047647,0.7108710061726362,0.7650891395472045,-0.00011392114848104444,-0.0031820839130400243,0.00301016960270774
esci,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6783942264321154,0.646925536074319,0.709505046165617,0.6786197564276049,0.64747516412426,0.7097061967619203,0.0002255299954894005,-0.002371003319360532,0.0028602946636892904
esci,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.9104134242191954,0.8911174665184327,0.9290900958423308,0.9108555677588694,0.8915337223802821,0.9295582421524088,0.00044214353967400496,-0.0005490231639696717,0.001515663618456161
esci,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.9053096204652361,0.8812524578203501,0.927048818678973,0.9061795218764096,0.8821009758976274,0.9279149115275739,0.0008699014111734005,-0.00040140165244940127,0.0022116590120574205
esci,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7383030555532459,0.7112441299104996,0.7651122103656212,0.7381891344047647,0.7108710061726362,0.7650891395472045,-0.00011392114848104444,-0.0031820839130400243,0.00301016960270774
esci,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6783942264321154,0.646925536074319,0.709505046165617,0.6786197564276049,0.64747516412426,0.7097061967619203,0.0002255299954894005,-0.002371003319360532,0.0028602946636892904
esci,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.9104134242191954,0.8911174665184327,0.9290900958423308,0.9108555677588694,0.8915337223802821,0.9295582421524088,0.00044214353967400496,-0.0005490231639696717,0.001515663618456161
