dataset,model,product_id,tokens_C0,tokens_C1,tokens_C2s1,tokens_C2s2,tokens_C2s3,tokens_C2s4,tokens_C2s5,max_tokens_seven,tokenizer_cap,fully_fits,special_token_overhead
wands,bge_base,8593,237,237,237,237,237,237,237,237,512,True,2
wands,bge_base,8594,458,458,458,458,458,458,458,458,512,True,2
wands,bge_base,8595,517,517,517,517,517,517,517,517,512,False,2
wands,bge_base,8596,320,320,320,320,320,320,320,320,512,True,2
wands,bge_base,8597,538,538,538,538,538,538,538,538,512,False,2
wands,bge_base,8598,713,713,713,713,713,713,713,713,512,False,2
wands,bge_base,8599,971,971,971,971,971,971,971,971,512,False,2
wands,bge_base,8600,659,659,659,659,659,659,659,659,512,False,2
wands,bge_base,8601,476,476,476,476,476,476,476,476,512,True,2
wands,bge_base,8602,346,346,346,346,346,346,346,346,512,True,2
wands,bge_base,8603,626,626,626,626,626,626,626,626,512,False,2
wands,bge_base,8604,385,385,385,385,385,385,385,385,512,True,2
wands,bge_base,8605,198,198,198,198,198,198,198,198,512,True,2
wands,bge_base,8606,252,252,252,252,252,252,252,252,512,True,2
wands,bge_base,8607,302,302,302,302,302,302,302,302,512,True,2
wands,bge_base,8608,491,491,491,491,491,491,491,491,512,True,2
wands,bge_base,8609,408,408,408,408,408,408,408,408,512,True,2
wands,bge_base,8610,417,417,417,417,417,417,417,417,512,True,2
wands,bge_base,8611,296,296,296,296,296,296,296,296,512,True,2
wands,bge_base,8612,971,971,971,971,971,971,971,971,512,False,2
wands,bge_base,8613,543,543,543,543,543,543,543,543,512,False,2
wands,bge_base,8614,543,543,543,543,543,543,543,543,512,False,2
wands,bge_base,8615,453,453,453,453,453,453,453,453,512,True,2
wands,bge_base,8616,615,615,615,615,615,615,615,615,512,False,2
wands,bge_base,8617,534,534,534,534,534,534,534,534,512,False,2
wands,bge_base,8618,567,567,567,567,567,567,567,567,512,False,2
wands,bge_base,8619,510,510,510,510,510,510,510,510,512,True,2
wands,bge_base,8620,542,542,542,542,542,542,542,542,512,False,2
wands,bge_base,8621,421,421,421,421,421,421,421,421,512,True,2
wands,bge_base,8622,435,435,435,435,435,435,435,435,512,True,2
wands,bge_base,8623,564,564,564,564,564,564,564,564,512,False,2
wands,bge_base,8624,527,527,527,527,527,527,527,527,512,False,2
wands,bge_base,8625,434,434,434,434,434,434,434,434,512,True,2
wands,bge_base,8626,457,457,457,457,457,457,457,457,512,True,2
wands,bge_base,8627,546,546,546,546,546,546,546,546,512,False,2
wands,bge_base,8628,465,465,465,465,465,465,465,465,512,True,2
wands,bge_base,8629,521,521,521,521,521,521,521,521,512,False,2
wands,bge_base,8630,492,492,492,492,492,492,492,492,512,True,2
wands,bge_base,8631,434,434,434,434,434,434,434,434,512,True,2
wands,bge_base,8632,565,565,565,565,565,565,565,565,512,False,2
wands,bge_base,8633,626,626,626,626,626,626,626,626,512,False,2
wands,bge_base,8634,398,398,398,398,398,398,398,398,512,True,2
wands,bge_base,8635,618,618,618,618,618,618,618,618,512,False,2
wands,bge_base,8636,745,745,745,745,745,745,745,745,512,False,2
wands,bge_base,8637,674,674,674,674,674,674,674,674,512,False,2
wands,bge_base,8638,718,718,718,718,718,718,718,718,512,False,2
wands,bge_base,8639,511,511,511,511,511,511,511,511,512,True,2
wands,bge_base,8640,422,422,422,422,422,422,422,422,512,True,2
wands,bge_base,8641,699,699,699,699,699,699,699,699,512,False,2
wands,bge_base,8642,568,568,568,568,568,568,568,568,512,False,2
wands,bge_base,8643,558,558,558,558,558,558,558,558,512,False,2
wands,bge_base,8644,558,558,558,558,558,558,558,558,512,False,2
wands,bge_base,8645,783,783,783,783,783,783,783,783,512,False,2
wands,bge_base,8646,515,515,515,515,515,515,515,515,512,False,2
wands,bge_base,8647,733,733,733,733,733,733,733,733,512,False,2
wands,bge_base,8648,822,822,822,822,822,822,822,822,512,False,2
wands,bge_base,8649,436,436,436,436,436,436,436,436,512,True,2
wands,bge_base,8650,412,412,412,412,412,412,412,412,512,True,2
wands,bge_base,8651,428,428,428,428,428,428,428,428,512,True,2
wands,bge_base,8652,367,367,367,367,367,367,367,367,512,True,2
wands,bge_base,8653,428,428,428,428,428,428,428,428,512,True,2
wands,bge_base,8654,756,756,756,756,756,756,756,756,512,False,2
wands,bge_base,8655,727,727,727,727,727,727,727,727,512,False,2
wands,bge_base,8656,564,564,564,564,564,564,564,564,512,False,2
wands,bge_base,8657,623,623,623,623,623,623,623,623,512,False,2
wands,bge_base,8658,811,811,811,811,811,811,811,811,512,False,2
wands,bge_base,8659,768,768,768,768,768,768,768,768,512,False,2
wands,bge_base,8660,613,613,613,613,613,613,613,613,512,False,2
wands,bge_base,8661,685,685,685,685,685,685,685,685,512,False,2
wands,bge_base,8662,765,765,765,765,765,765,765,765,512,False,2
wands,bge_base,8663,673,673,673,673,673,673,673,673,512,False,2
wands,bge_base,8664,769,769,769,769,769,769,769,769,512,False,2
wands,bge_base,8665,867,867,867,867,867,867,867,867,512,False,2
wands,bge_base,8666,585,585,585,585,585,585,585,585,512,False,2
wands,bge_base,8667,566,566,566,566,566,566,566,566,512,False,2
wands,bge_base,8668,621,621,621,621,621,621,621,621,512,False,2
wands,bge_base,8669,774,774,774,774,774,774,774,774,512,False,2
wands,bge_base,8670,955,955,955,955,955,955,955,955,512,False,2
wands,bge_base,8671,716,716,716,716,716,716,716,716,512,False,2
wands,bge_base,8672,691,691,691,691,691,691,691,691,512,False,2
wands,bge_base,8673,491,491,491,491,491,491,491,491,512,True,2
wands,bge_base,8674,922,922,922,922,922,922,922,922,512,False,2
wands,bge_base,8675,926,926,926,926,926,926,926,926,512,False,2
wands,bge_base,8676,660,660,660,660,660,660,660,660,512,False,2
wands,bge_base,8677,542,542,542,542,542,542,542,542,512,False,2
wands,bge_base,8678,999,999,999,999,999,999,999,999,512,False,2
wands,bge_base,8679,783,783,783,783,783,783,783,783,512,False,2
wands,bge_base,8680,586,586,586,586,586,586,586,586,512,False,2
wands,bge_base,8681,404,404,404,404,404,404,404,404,512,True,2
wands,bge_base,8682,518,518,518,518,518,518,518,518,512,False,2
wands,bge_base,8683,218,218,218,218,218,218,218,218,512,True,2
wands,bge_base,8684,222,222,222,222,222,222,222,222,512,True,2
wands,bge_base,8685,217,217,217,217,217,217,217,217,512,True,2
wands,bge_base,8686,282,282,282,282,282,282,282,282,512,True,2
wands,bge_base,8687,581,581,581,581,581,581,581,581,512,False,2
wands,bge_base,8688,879,879,879,879,879,879,879,879,512,False,2
wands,bge_base,8689,831,831,831,831,831,831,831,831,512,False,2
wands,bge_base,8690,641,641,641,641,641,641,641,641,512,False,2
wands,bge_base,8691,566,566,566,566,566,566,566,566,512,False,2
wands,bge_base,8692,533,533,533,533,533,533,533,533,512,False,2
wands,bge_base,8693,308,308,308,308,308,308,308,308,512,True,2
wands,bge_base,8694,373,373,373,373,373,373,373,373,512,True,2
wands,bge_base,8695,388,388,388,388,388,388,388,388,512,True,2
wands,bge_base,8696,352,352,352,352,352,352,352,352,512,True,2
wands,bge_base,8697,352,352,352,352,352,352,352,352,512,True,2
wands,bge_base,8698,671,671,671,671,671,671,671,671,512,False,2
wands,bge_base,8699,805,805,805,805,805,805,805,805,512,False,2
wands,bge_base,8700,448,448,448,448,448,448,448,448,512,True,2
wands,bge_base,8701,465,465,465,465,465,465,465,465,512,True,2
wands,bge_base,8702,486,486,486,486,486,486,486,486,512,True,2
wands,bge_base,8703,593,593,593,593,593,593,593,593,512,False,2
wands,bge_base,8704,896,896,896,896,896,896,896,896,512,False,2
wands,bge_base,8705,888,888,888,888,888,888,888,888,512,False,2
wands,bge_base,8706,733,733,733,733,733,733,733,733,512,False,2
wands,bge_base,8707,651,651,651,651,651,651,651,651,512,False,2
wands,bge_base,8708,498,498,498,498,498,498,498,498,512,True,2
wands,bge_base,8709,872,872,872,872,872,872,872,872,512,False,2
wands,bge_base,8710,343,343,343,343,343,343,343,343,512,True,2
wands,bge_base,8711,221,221,221,221,221,221,221,221,512,True,2
wands,bge_base,8712,735,735,735,735,735,735,735,735,512,False,2
wands,bge_base,8713,516,516,516,516,516,516,516,516,512,False,2
wands,bge_base,8714,772,772,772,772,772,772,772,772,512,False,2
wands,bge_base,8715,915,915,915,915,915,915,915,915,512,False,2
wands,bge_base,8716,429,429,429,429,429,429,429,429,512,True,2
wands,bge_base,8717,921,921,921,921,921,921,921,921,512,False,2
wands,bge_base,8718,600,600,600,600,600,600,600,600,512,False,2
wands,bge_base,8719,1026,1026,1026,1026,1026,1026,1026,1026,512,False,2
wands,bge_base,8720,1145,1145,1145,1145,1145,1145,1145,1145,512,False,2
wands,bge_base,8721,884,884,884,884,884,884,884,884,512,False,2
wands,bge_base,8722,584,584,584,584,584,584,584,584,512,False,2
wands,bge_base,8723,950,950,950,950,950,950,950,950,512,False,2
wands,bge_base,8724,755,755,755,755,755,755,755,755,512,False,2
wands,bge_base,8725,571,571,571,571,571,571,571,571,512,False,2
wands,bge_base,8726,1176,1176,1176,1176,1176,1176,1176,1176,512,False,2
wands,bge_base,8727,645,645,645,645,645,645,645,645,512,False,2
wands,bge_base,8728,781,781,781,781,781,781,781,781,512,False,2
wands,bge_base,8729,720,720,720,720,720,720,720,720,512,False,2
wands,bge_base,8730,486,486,486,486,486,486,486,486,512,True,2
wands,bge_base,8731,564,564,564,564,564,564,564,564,512,False,2
wands,bge_base,8732,563,563,563,563,563,563,563,563,512,False,2
wands,bge_base,8733,704,704,704,704,704,704,704,704,512,False,2
wands,bge_base,8734,721,721,721,721,721,721,721,721,512,False,2
wands,bge_base,8735,648,648,648,648,648,648,648,648,512,False,2
wands,bge_base,8736,780,780,780,780,780,780,780,780,512,False,2
wands,bge_base,8737,1288,1288,1288,1288,1288,1288,1288,1288,512,False,2
wands,bge_base,8738,1015,1015,1015,1015,1015,1015,1015,1015,512,False,2
wands,bge_base,8739,735,735,735,735,735,735,735,735,512,False,2
wands,bge_base,8740,330,330,330,330,330,330,330,330,512,True,2
wands,bge_base,8741,364,364,364,364,364,364,364,364,512,True,2
wands,bge_base,8742,374,374,374,374,374,374,374,374,512,True,2
wands,bge_base,8743,372,372,372,372,372,372,372,372,512,True,2
wands,bge_base,8744,300,300,300,300,300,300,300,300,512,True,2
wands,bge_base,8745,284,284,284,284,284,284,284,284,512,True,2
wands,bge_base,8746,410,410,410,410,410,410,410,410,512,True,2
wands,bge_base,8747,393,393,393,393,393,393,393,393,512,True,2
wands,bge_base,8748,447,447,447,447,447,447,447,447,512,True,2
wands,bge_base,8749,518,518,518,518,518,518,518,518,512,False,2
wands,bge_base,8750,402,402,402,402,402,402,402,402,512,True,2
wands,bge_base,8751,583,583,583,583,583,583,583,583,512,False,2
wands,bge_base,8752,443,443,443,443,443,443,443,443,512,True,2
wands,bge_base,8753,428,428,428,428,428,428,428,428,512,True,2
wands,bge_base,8754,418,418,418,418,418,418,418,418,512,True,2
wands,bge_base,8755,894,894,894,894,894,894,894,894,512,False,2
wands,bge_base,8756,708,708,708,708,708,708,708,708,512,False,2
wands,bge_base,8757,1002,1002,1002,1002,1002,1002,1002,1002,512,False,2
wands,bge_base,8758,604,604,604,604,604,604,604,604,512,False,2
wands,bge_base,8759,696,696,696,696,696,696,696,696,512,False,2
wands,bge_base,8760,862,862,862,862,862,862,862,862,512,False,2
wands,bge_base,8761,738,738,738,738,738,738,738,738,512,False,2
wands,bge_base,8762,289,289,289,289,289,289,289,289,512,True,2
wands,bge_base,8763,365,365,365,365,365,365,365,365,512,True,2
wands,bge_base,8764,315,315,315,315,315,315,315,315,512,True,2
wands,bge_base,8765,425,425,425,425,425,425,425,425,512,True,2
wands,bge_base,8766,440,440,440,440,440,440,440,440,512,True,2
wands,bge_base,8767,433,433,433,433,433,433,433,433,512,True,2
wands,bge_base,8768,446,446,446,446,446,446,446,446,512,True,2
wands,bge_base,8769,707,707,707,707,707,707,707,707,512,False,2
wands,bge_base,8770,819,819,819,819,819,819,819,819,512,False,2
wands,bge_base,8771,563,563,563,563,563,563,563,563,512,False,2
wands,bge_base,8772,417,417,417,417,417,417,417,417,512,True,2
wands,bge_base,8773,209,209,209,209,209,209,209,209,512,True,2
wands,bge_base,8774,208,208,208,208,208,208,208,208,512,True,2
wands,bge_base,8775,574,574,574,574,574,574,574,574,512,False,2
wands,bge_base,8776,416,416,416,416,416,416,416,416,512,True,2
wands,bge_base,8777,327,327,327,327,327,327,327,327,512,True,2
wands,bge_base,8778,332,332,332,332,332,332,332,332,512,True,2
wands,bge_base,8779,685,685,685,685,685,685,685,685,512,False,2
wands,bge_base,8780,615,615,615,615,615,615,615,615,512,False,2
wands,bge_base,8781,1218,1218,1218,1218,1218,1218,1218,1218,512,False,2
wands,bge_base,8782,1062,1062,1062,1062,1062,1062,1062,1062,512,False,2
wands,bge_base,8783,1037,1037,1037,1037,1037,1037,1037,1037,512,False,2
wands,bge_base,8784,933,933,933,933,933,933,933,933,512,False,2
wands,bge_base,8785,927,927,927,927,927,927,927,927,512,False,2
wands,bge_base,8786,608,608,608,608,608,608,608,608,512,False,2
wands,bge_base,8787,568,568,568,568,568,568,568,568,512,False,2
wands,bge_base,8788,292,292,292,292,292,292,292,292,512,True,2
wands,bge_base,8789,543,543,543,543,543,543,543,543,512,False,2
wands,bge_base,8790,623,623,623,623,623,623,623,623,512,False,2
wands,bge_base,8791,625,625,625,625,625,625,625,625,512,False,2
wands,bge_base,8792,475,475,475,475,475,475,475,475,512,True,2
wands,bge_base,8793,486,486,486,486,486,486,486,486,512,True,2
wands,bge_base,8794,373,373,373,373,373,373,373,373,512,True,2
wands,bge_base,8795,655,655,655,655,655,655,655,655,512,False,2
wands,bge_base,8796,968,968,968,968,968,968,968,968,512,False,2
wands,bge_base,8797,711,711,711,711,711,711,711,711,512,False,2
wands,bge_base,8798,750,750,750,750,750,750,750,750,512,False,2
wands,bge_base,8799,592,592,592,592,592,592,592,592,512,False,2
wands,bge_base,8800,519,519,519,519,519,519,519,519,512,False,2
wands,bge_base,8801,363,363,363,363,363,363,363,363,512,True,2
wands,bge_base,8802,644,644,644,644,644,644,644,644,512,False,2
wands,bge_base,8803,651,651,651,651,651,651,651,651,512,False,2
wands,bge_base,8804,481,481,481,481,481,481,481,481,512,True,2
wands,bge_base,8805,272,272,272,272,272,272,272,272,512,True,2
wands,bge_base,8806,627,627,627,627,627,627,627,627,512,False,2
wands,bge_base,8807,490,490,490,490,490,490,490,490,512,True,2
wands,bge_base,8808,487,487,487,487,487,487,487,487,512,True,2
wands,bge_base,8809,500,500,500,500,500,500,500,500,512,True,2
wands,bge_base,8810,536,536,536,536,536,536,536,536,512,False,2
wands,bge_base,8811,516,516,516,516,516,516,516,516,512,False,2
wands,bge_base,8812,594,594,594,594,594,594,594,594,512,False,2
wands,bge_base,8813,630,630,630,630,630,630,630,630,512,False,2
wands,bge_base,8814,534,534,534,534,534,534,534,534,512,False,2
wands,bge_base,8815,492,492,492,492,492,492,492,492,512,True,2
wands,bge_base,8816,482,482,482,482,482,482,482,482,512,True,2
wands,bge_base,8817,478,478,478,478,478,478,478,478,512,True,2
wands,bge_base,8818,874,874,874,874,874,874,874,874,512,False,2
wands,bge_base,8819,513,513,513,513,513,513,513,513,512,False,2
wands,bge_base,8820,534,534,534,534,534,534,534,534,512,False,2
wands,bge_base,8821,852,852,852,852,852,852,852,852,512,False,2
wands,bge_base,8822,726,726,726,726,726,726,726,726,512,False,2
wands,bge_base,8823,869,869,869,869,869,869,869,869,512,False,2
wands,bge_base,8824,742,742,742,742,742,742,742,742,512,False,2
wands,bge_base,8825,796,796,796,796,796,796,796,796,512,False,2
wands,bge_base,8826,689,689,689,689,689,689,689,689,512,False,2
wands,bge_base,8827,721,721,721,721,721,721,721,721,512,False,2
wands,bge_base,8828,910,910,910,910,910,910,910,910,512,False,2
wands,bge_base,8829,901,901,901,901,901,901,901,901,512,False,2
wands,bge_base,8830,577,577,577,577,577,577,577,577,512,False,2
wands,bge_base,8831,676,676,676,676,676,676,676,676,512,False,2
wands,bge_base,8832,645,645,645,645,645,645,645,645,512,False,2
wands,bge_base,8833,705,705,705,705,705,705,705,705,512,False,2
wands,bge_base,8834,600,600,600,600,600,600,600,600,512,False,2
wands,bge_base,8835,620,620,620,620,620,620,620,620,512,False,2
wands,bge_base,8836,640,640,640,640,640,640,640,640,512,False,2
wands,bge_base,8837,621,621,621,621,621,621,621,621,512,False,2
wands,bge_base,8838,530,530,530,530,530,530,530,530,512,False,2
wands,bge_base,8839,593,593,593,593,593,593,593,593,512,False,2
wands,bge_base,8840,631,631,631,631,631,631,631,631,512,False,2
wands,bge_base,8841,612,612,612,612,612,612,612,612,512,False,2
wands,bge_base,8842,623,623,623,623,623,623,623,623,512,False,2
wands,bge_base,8843,671,671,671,671,671,671,671,671,512,False,2
wands,bge_base,8844,749,749,749,749,749,749,749,749,512,False,2
wands,bge_base,8845,511,511,511,511,511,511,511,511,512,True,2
wands,bge_base,8846,636,636,636,636,636,636,636,636,512,False,2
wands,bge_base,8847,933,933,933,933,933,933,933,933,512,False,2
wands,bge_base,8848,936,936,936,936,936,936,936,936,512,False,2
wands,bge_base,8849,534,534,534,534,534,534,534,534,512,False,2
wands,bge_base,8850,527,527,527,527,527,527,527,527,512,False,2
wands,bge_base,8851,847,847,847,847,847,847,847,847,512,False,2
wands,bge_base,8852,644,644,644,644,644,644,644,644,512,False,2
wands,bge_base,8853,701,701,701,701,701,701,701,701,512,False,2
wands,bge_base,8854,590,590,590,590,590,590,590,590,512,False,2
wands,bge_base,8855,675,675,675,675,675,675,675,675,512,False,2
wands,bge_base,8856,741,741,741,741,741,741,741,741,512,False,2
wands,bge_base,8857,830,830,830,830,830,830,830,830,512,False,2
wands,bge_base,8858,812,812,812,812,812,812,812,812,512,False,2
wands,bge_base,8859,725,725,725,725,725,725,725,725,512,False,2
wands,bge_base,8860,562,562,562,562,562,562,562,562,512,False,2
wands,bge_base,8861,651,651,651,651,651,651,651,651,512,False,2
wands,bge_base,8862,711,711,711,711,711,711,711,711,512,False,2
wands,bge_base,8863,554,554,554,554,554,554,554,554,512,False,2
wands,bge_base,8864,630,630,630,630,630,630,630,630,512,False,2
wands,bge_base,8865,693,693,693,693,693,693,693,693,512,False,2
wands,bge_base,8866,544,544,544,544,544,544,544,544,512,False,2
wands,bge_base,8867,822,822,822,822,822,822,822,822,512,False,2
wands,bge_base,8868,678,678,678,678,678,678,678,678,512,False,2
wands,bge_base,8869,792,792,792,792,792,792,792,792,512,False,2
wands,bge_base,8870,697,697,697,697,697,697,697,697,512,False,2
wands,bge_base,8871,724,724,724,724,724,724,724,724,512,False,2
wands,bge_base,8872,1033,1033,1033,1033,1033,1033,1033,1033,512,False,2
wands,bge_base,8873,1111,1111,1111,1111,1111,1111,1111,1111,512,False,2
wands,bge_base,8874,965,965,965,965,965,965,965,965,512,False,2
wands,bge_base,8875,1133,1133,1133,1133,1133,1133,1133,1133,512,False,2
wands,bge_base,8876,1099,1099,1099,1099,1099,1099,1099,1099,512,False,2
wands,bge_base,8877,1060,1060,1060,1060,1060,1060,1060,1060,512,False,2
wands,bge_base,8878,1002,1002,1002,1002,1002,1002,1002,1002,512,False,2
wands,bge_base,8879,1009,1009,1009,1009,1009,1009,1009,1009,512,False,2
wands,bge_base,8880,1013,1013,1013,1013,1013,1013,1013,1013,512,False,2
wands,bge_base,8881,1121,1121,1121,1121,1121,1121,1121,1121,512,False,2
wands,bge_base,8882,1149,1149,1149,1149,1149,1149,1149,1149,512,False,2
wands,bge_base,8883,605,605,605,605,605,605,605,605,512,False,2
wands,bge_base,8884,651,651,651,651,651,651,651,651,512,False,2
wands,bge_base,8885,941,941,941,941,941,941,941,941,512,False,2
wands,bge_base,8886,941,941,941,941,941,941,941,941,512,False,2
wands,bge_base,8887,947,947,947,947,947,947,947,947,512,False,2
wands,bge_base,8888,792,792,792,792,792,792,792,792,512,False,2
wands,bge_base,8889,684,684,684,684,684,684,684,684,512,False,2
wands,bge_base,8890,475,475,475,475,475,475,475,475,512,True,2
wands,bge_base,8891,637,637,637,637,637,637,637,637,512,False,2
wands,bge_base,8892,801,801,801,801,801,801,801,801,512,False,2
wands,bge_base,8893,629,629,629,629,629,629,629,629,512,False,2
wands,bge_base,8894,786,786,786,786,786,786,786,786,512,False,2
wands,bge_base,8895,666,666,666,666,666,666,666,666,512,False,2
wands,bge_base,8896,723,723,723,723,723,723,723,723,512,False,2
wands,bge_base,8897,710,710,710,710,710,710,710,710,512,False,2
wands,bge_base,8898,595,595,595,595,595,595,595,595,512,False,2
wands,bge_base,8899,653,653,653,653,653,653,653,653,512,False,2
wands,bge_base,8900,539,539,539,539,539,539,539,539,512,False,2
wands,bge_base,8901,470,470,470,470,470,470,470,470,512,True,2
wands,bge_base,8902,594,594,594,594,594,594,594,594,512,False,2
wands,bge_base,8903,599,599,599,599,599,599,599,599,512,False,2
wands,bge_base,8904,701,701,701,701,701,701,701,701,512,False,2
wands,bge_base,8905,565,565,565,565,565,565,565,565,512,False,2
wands,bge_base,8906,597,597,597,597,597,597,597,597,512,False,2
wands,bge_base,8907,513,513,513,513,513,513,513,513,512,False,2
wands,bge_base,8908,534,534,534,534,534,534,534,534,512,False,2
wands,bge_base,8909,649,649,649,649,649,649,649,649,512,False,2
wands,bge_base,8910,699,699,699,699,699,699,699,699,512,False,2
wands,bge_base,8911,635,635,635,635,635,635,635,635,512,False,2
wands,bge_base,8912,650,650,650,650,650,650,650,650,512,False,2
wands,bge_base,8913,857,857,857,857,857,857,857,857,512,False,2
wands,bge_base,8914,793,793,793,793,793,793,793,793,512,False,2
wands,bge_base,8915,620,620,620,620,620,620,620,620,512,False,2
wands,bge_base,8916,611,611,611,611,611,611,611,611,512,False,2
wands,bge_base,8917,557,557,557,557,557,557,557,557,512,False,2
wands,bge_base,8918,847,847,847,847,847,847,847,847,512,False,2
wands,bge_base,8919,549,549,549,549,549,549,549,549,512,False,2
wands,bge_base,8920,587,587,587,587,587,587,587,587,512,False,2
wands,bge_base,8921,755,755,755,755,755,755,755,755,512,False,2
wands,bge_base,8922,667,667,667,667,667,667,667,667,512,False,2
wands,bge_base,8923,803,803,803,803,803,803,803,803,512,False,2
wands,bge_base,8924,658,658,658,658,658,658,658,658,512,False,2
wands,bge_base,8925,385,385,385,385,385,385,385,385,512,True,2
wands,bge_base,8926,422,422,422,422,422,422,422,422,512,True,2
wands,bge_base,8927,593,593,593,593,593,593,593,593,512,False,2
wands,bge_base,8928,426,426,426,426,426,426,426,426,512,True,2
wands,bge_base,8929,324,324,324,324,324,324,324,324,512,True,2
wands,bge_base,8930,874,874,874,874,874,874,874,874,512,False,2
wands,bge_base,8931,761,761,761,761,761,761,761,761,512,False,2
wands,bge_base,8932,1081,1081,1081,1081,1081,1081,1081,1081,512,False,2
wands,bge_base,8933,730,730,730,730,730,730,730,730,512,False,2
wands,bge_base,8934,507,507,507,507,507,507,507,507,512,True,2
wands,bge_base,8935,1169,1169,1169,1169,1169,1169,1169,1169,512,False,2
wands,bge_base,8936,452,452,452,452,452,452,452,452,512,True,2
wands,bge_base,8937,777,777,777,777,777,777,777,777,512,False,2
wands,bge_base,8938,282,282,282,282,282,282,282,282,512,True,2
wands,bge_base,8939,814,814,814,814,814,814,814,814,512,False,2
wands,bge_base,8940,309,309,309,309,309,309,309,309,512,True,2
wands,bge_base,8941,897,897,897,897,897,897,897,897,512,False,2
wands,bge_base,8942,1149,1149,1149,1149,1149,1149,1149,1149,512,False,2
wands,bge_base,8943,732,732,732,732,732,732,732,732,512,False,2
wands,bge_base,8944,633,633,633,633,633,633,633,633,512,False,2
wands,bge_base,8945,949,949,949,949,949,949,949,949,512,False,2
wands,bge_base,8946,983,983,983,983,983,983,983,983,512,False,2
wands,bge_base,8947,386,386,386,386,386,386,386,386,512,True,2
wands,bge_base,8948,423,423,423,423,423,423,423,423,512,True,2
wands,bge_base,8949,356,356,356,356,356,356,356,356,512,True,2
wands,bge_base,8950,514,514,514,514,514,514,514,514,512,False,2
wands,bge_base,8951,1037,1037,1037,1037,1037,1037,1037,1037,512,False,2
wands,bge_base,8952,440,440,440,440,440,440,440,440,512,True,2
wands,bge_base,8953,431,431,431,431,431,431,431,431,512,True,2
wands,bge_base,8954,251,251,251,251,251,251,251,251,512,True,2
wands,bge_base,8955,406,406,406,406,406,406,406,406,512,True,2
wands,bge_base,8956,510,510,510,510,510,510,510,510,512,True,2
wands,bge_base,8957,619,619,619,619,619,619,619,619,512,False,2
wands,bge_base,8958,1002,1002,1002,1002,1002,1002,1002,1002,512,False,2
wands,bge_base,8959,419,419,419,419,419,419,419,419,512,True,2
wands,bge_base,8960,631,631,631,631,631,631,631,631,512,False,2
wands,bge_base,8961,833,833,833,833,833,833,833,833,512,False,2
wands,bge_base,8962,1144,1144,1144,1144,1144,1144,1144,1144,512,False,2
wands,bge_base,8963,946,946,946,946,946,946,946,946,512,False,2
wands,bge_base,8964,940,940,940,940,940,940,940,940,512,False,2
wands,bge_base,8965,833,833,833,833,833,833,833,833,512,False,2
wands,bge_base,8966,369,369,369,369,369,369,369,369,512,True,2
wands,bge_base,8967,527,527,527,527,527,527,527,527,512,False,2
wands,bge_base,8968,407,407,407,407,407,407,407,407,512,True,2
wands,bge_base,8969,465,465,465,465,465,465,465,465,512,True,2
wands,bge_base,8970,729,729,729,729,729,729,729,729,512,False,2
wands,bge_base,8971,715,715,715,715,715,715,715,715,512,False,2
wands,bge_base,8972,814,814,814,814,814,814,814,814,512,False,2
wands,bge_base,8973,415,415,415,415,415,415,415,415,512,True,2
wands,bge_base,8974,746,746,746,746,746,746,746,746,512,False,2
wands,bge_base,8975,412,412,412,412,412,412,412,412,512,True,2
wands,bge_base,8976,919,919,919,919,919,919,919,919,512,False,2
wands,bge_base,8977,555,555,555,555,555,555,555,555,512,False,2
wands,bge_base,8978,563,563,563,563,563,563,563,563,512,False,2
wands,bge_base,8979,694,694,694,694,694,694,694,694,512,False,2
wands,bge_base,8980,506,506,506,506,506,506,506,506,512,True,2
wands,bge_base,8981,453,453,453,453,453,453,453,453,512,True,2
wands,bge_base,8982,492,492,492,492,492,492,492,492,512,True,2
wands,bge_base,8983,534,534,534,534,534,534,534,534,512,False,2
wands,bge_base,8984,526,526,526,526,526,526,526,526,512,False,2
wands,bge_base,8985,114,114,114,114,114,114,114,114,512,True,2
wands,bge_base,8986,398,398,398,398,398,398,398,398,512,True,2
wands,bge_base,8987,101,101,101,101,101,101,101,101,512,True,2
wands,bge_base,8988,247,247,247,247,247,247,247,247,512,True,2
wands,bge_base,8989,641,641,641,641,641,641,641,641,512,False,2
wands,bge_base,8990,280,280,280,280,280,280,280,280,512,True,2
wands,bge_base,8991,579,579,579,579,579,579,579,579,512,False,2
wands,bge_base,8992,577,577,577,577,577,577,577,577,512,False,2
wands,bge_base,8993,578,578,578,578,578,578,578,578,512,False,2
wands,bge_base,8994,554,554,554,554,554,554,554,554,512,False,2
wands,bge_base,8995,849,849,849,849,849,849,849,849,512,False,2
wands,bge_base,8996,451,451,451,451,451,451,451,451,512,True,2
wands,bge_base,8997,532,532,532,532,532,532,532,532,512,False,2
wands,bge_base,8998,455,455,455,455,455,455,455,455,512,True,2
wands,bge_base,8999,301,301,301,301,301,301,301,301,512,True,2
wands,bge_base,9000,773,773,773,773,773,773,773,773,512,False,2
wands,bge_base,9001,475,475,475,475,475,475,475,475,512,True,2
wands,bge_base,9002,524,524,524,524,524,524,524,524,512,False,2
wands,bge_base,9003,626,626,626,626,626,626,626,626,512,False,2
wands,bge_base,9004,738,738,738,738,738,738,738,738,512,False,2
wands,bge_base,9005,456,456,456,456,456,456,456,456,512,True,2
wands,bge_base,9006,683,683,683,683,683,683,683,683,512,False,2
wands,bge_base,9007,775,775,775,775,775,775,775,775,512,False,2
