query_id,Always,VI,Never,mean_schedule_inclusion,C0_inclusion,dataset,model,encoder_profile,population,target_support,K,intervention,competitors,catalog_size,eligible_queries,highest_relevance_pairs,bootstrap_draws,bootstrap_seed,relevant_count
469,0.71875,0.140625,0.140625,0.7946428571428571,0.765625,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,64
470,0.9333333333333333,0.044444444444444446,0.022222222222222223,0.9619047619047619,0.9777777777777777,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,45
471,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
472,0.6382978723404256,0.2553191489361702,0.10638297872340426,0.7902735562310029,0.7872340425531915,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,47
473,0.2698412698412698,0.30952380952380953,0.42063492063492064,0.42063492063492064,0.42857142857142855,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,126
476,0.051643192488262914,0.13928012519561817,0.809076682316119,0.10529845741113346,0.10954616588419405,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,639
478,0.0,1.0,0.0,0.5714285714285714,0.0,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
481,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
482,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,12
483,0.75,0.0,0.25,0.75,0.75,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,4
487,0.5,0.0,0.5,0.5,0.5,wands,gte_modernbert,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,2
0,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.1978021978021978,0.23076923076923078,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,39
1,0.125,0.0,0.875,0.125,0.125,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,8
2,0.052980132450331126,0.17880794701986755,0.7682119205298014,0.130558183538316,0.13245033112582782,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,151
3,0.12727272727272726,0.07272727272727272,0.8,0.14025974025974025,0.14545454545454545,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,55
4,0.0,0.13043478260869565,0.8695652173913043,0.03105590062111801,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,23
5,0.0223463687150838,0.05027932960893855,0.9273743016759777,0.05107741420590582,0.0446927374301676,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,179
6,0.18604651162790697,0.20930232558139536,0.6046511627906976,0.31893687707641194,0.3488372093023256,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,43
7,0.43478260869565216,0.08695652173913043,0.4782608695652174,0.4782608695652174,0.4782608695652174,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,23
8,0.56,0.04,0.4,0.5657142857142857,0.56,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,25
9,0.14864864864864866,0.17567567567567569,0.6756756756756757,0.2239382239382239,0.22972972972972974,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,74
10,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.4965986394557823,0.5238095238095238,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,21
11,0.13846153846153847,0.3384615384615385,0.5230769230769231,0.3054945054945055,0.2923076923076923,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,65
12,0.4074074074074074,0.07407407407407407,0.5185185185185185,0.43386243386243384,0.4444444444444444,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,27
13,0.30434782608695654,0.2391304347826087,0.45652173913043476,0.38819875776397517,0.391304347826087,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,46
14,0.2,0.2,0.6,0.3142857142857143,0.3,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,20
15,0.5,0.0,0.5,0.5,0.5,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,2
16,0.0,0.5,0.5,0.10714285714285714,0.5,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,4
17,0.0,0.047619047619047616,0.9523809523809523,0.04081632653061224,0.047619047619047616,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,21
18,0.11764705882352941,0.47058823529411764,0.4117647058823529,0.38655462184873945,0.47058823529411764,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,34
20,0.08333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.08333333333333333,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,12
21,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
22,0.045454545454545456,0.0,0.9545454545454546,0.045454545454545456,0.045454545454545456,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,22
24,0.011904761904761904,0.10714285714285714,0.8809523809523809,0.04421768707482993,0.05952380952380952,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,84
25,0.048458149779735685,0.11013215859030837,0.8414096916299559,0.0881057268722467,0.0881057268722467,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,227
26,0.003424657534246575,0.03881278538812785,0.9577625570776256,0.0182648401826484,0.017123287671232876,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,876
27,0.07,0.15,0.78,0.1285714285714286,0.14,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,100
28,0.05714285714285714,0.11428571428571428,0.8285714285714286,0.11428571428571428,0.11428571428571428,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,175
29,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,138
30,0.011363636363636364,0.23863636363636365,0.75,0.09577922077922078,0.11363636363636363,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,88
31,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
32,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6190476190476191,0.6666666666666666,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,3
33,0.0,0.136,0.864,0.05257142857142857,0.048,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,125
34,0.0106951871657754,0.0374331550802139,0.9518716577540107,0.02406417112299465,0.02406417112299465,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,374
35,0.0196078431372549,0.0784313725490196,0.9019607843137255,0.050420168067226885,0.0784313725490196,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,51
36,0.2972972972972973,0.21621621621621623,0.4864864864864865,0.3938223938223938,0.3783783783783784,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,37
37,0.045454545454545456,0.02727272727272727,0.9272727272727272,0.06363636363636363,0.07272727272727272,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,110
38,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
39,0.0967741935483871,0.16129032258064516,0.7419354838709677,0.17972350230414746,0.1935483870967742,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,31
40,0.075,0.2,0.725,0.2,0.15,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,40
41,0.5263157894736842,0.15789473684210525,0.3157894736842105,0.5714285714285715,0.5263157894736842,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,19
42,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5238095238095238,0.3333333333333333,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,3
43,0.45454545454545453,0.4090909090909091,0.13636363636363635,0.6688311688311689,0.6363636363636364,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,22
44,0.030303030303030304,0.30303030303030304,0.6666666666666666,0.15584415584415584,0.21212121212121213,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,33
45,0.0,0.15,0.85,0.07857142857142857,0.15,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,20
46,0.6,0.0,0.4,0.6,0.6,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,5
48,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
50,0.10714285714285714,0.2857142857142857,0.6071428571428571,0.26530612244897955,0.2857142857142857,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,28
51,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
54,0.2,0.4,0.4,0.4,0.6,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,5
55,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
57,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
58,0.0,0.047619047619047616,0.9523809523809523,0.024943310657596373,0.015873015873015872,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,63
59,0.27906976744186046,0.3023255813953488,0.4186046511627907,0.46511627906976744,0.46511627906976744,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,43
60,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,3
61,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
62,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.761904761904762,0.7777777777777778,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,9
63,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.251984126984127,0.25,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,72
64,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
65,0.10526315789473684,0.23684210526315788,0.6578947368421053,0.1954887218045113,0.23684210526315788,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,38
66,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
68,0.11235955056179775,0.10112359550561797,0.7865168539325843,0.15569823434991975,0.16853932584269662,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,89
69,0.46153846153846156,0.15384615384615385,0.38461538461538464,0.5604395604395604,0.5384615384615384,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,13
70,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
71,0.0851063829787234,0.3617021276595745,0.5531914893617021,0.20364741641337386,0.1702127659574468,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,47
72,0.09411764705882353,0.32941176470588235,0.5764705882352941,0.22184873949579834,0.2235294117647059,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,85
74,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,3
75,0.25,0.0,0.75,0.25,0.25,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,4
76,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,2
77,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
78,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,3
80,0.20512820512820512,0.2564102564102564,0.5384615384615384,0.30402930402930406,0.3333333333333333,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,39
81,0.013333333333333334,0.09333333333333334,0.8933333333333333,0.03428571428571428,0.02666666666666667,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,75
82,0.0,0.05660377358490566,0.9433962264150944,0.016172506738544472,0.03773584905660377,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,53
84,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
86,0.4,0.26666666666666666,0.3333333333333333,0.5523809523809524,0.5333333333333333,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,15
88,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
89,0.04411764705882353,0.08823529411764706,0.8676470588235294,0.10084033613445377,0.10294117647058823,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,68
91,0.25,0.125,0.625,0.2857142857142857,0.25,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,8
93,0.017241379310344827,0.15517241379310345,0.8275862068965517,0.07389162561576354,0.05172413793103448,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,58
94,0.25,0.0,0.75,0.25,0.25,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,4
95,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,49
96,0.13333333333333333,0.2,0.6666666666666666,0.23428571428571426,0.22666666666666666,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,75
97,1.0,0.0,0.0,1.0,1.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
100,0.02843601895734597,0.04739336492890995,0.9241706161137441,0.04536222071767095,0.037914691943127965,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,211
101,0.0,0.25,0.75,0.07142857142857142,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,4
102,0.19298245614035087,0.42105263157894735,0.38596491228070173,0.3508771929824561,0.3508771929824561,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,57
103,0.02608695652173913,0.06521739130434782,0.908695652173913,0.06086956521739131,0.06521739130434782,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,230
104,0.3333333333333333,0.16666666666666666,0.5,0.4523809523809524,0.5,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,12
105,0.2903225806451613,0.04838709677419355,0.6612903225806451,0.3225806451612903,0.3225806451612903,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,62
106,0.3888888888888889,0.3333333333333333,0.2777777777777778,0.5317460317460317,0.5277777777777778,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,36
107,0.046511627906976744,0.0,0.9534883720930233,0.046511627906976744,0.046511627906976744,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,43
108,0.13580246913580246,0.18518518518518517,0.6790123456790124,0.24691358024691357,0.24691358024691357,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,81
109,0.358974358974359,0.3076923076923077,0.3333333333333333,0.5128205128205128,0.5128205128205128,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,39
111,0.15942028985507245,0.14492753623188406,0.6956521739130435,0.2298136645962733,0.2463768115942029,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,69
112,0.03007518796992481,0.09774436090225563,0.8721804511278195,0.07518796992481203,0.07518796992481203,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,266
113,0.13333333333333333,0.25333333333333335,0.6133333333333333,0.26666666666666666,0.26666666666666666,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,75
114,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,3
115,0.054455445544554455,0.09405940594059406,0.8514851485148515,0.09900990099009901,0.09900990099009901,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,202
117,0.0234375,0.0625,0.9140625,0.0546875,0.0390625,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,128
118,0.10638297872340426,0.1595744680851064,0.7340425531914894,0.1778115501519757,0.18085106382978725,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,94
119,0.0759493670886076,0.08860759493670886,0.8354430379746836,0.11844484629294756,0.12025316455696203,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,158
120,0.42424242424242425,0.18181818181818182,0.3939393939393939,0.47619047619047616,0.5151515151515151,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,33
121,0.005509641873278237,0.05371900826446281,0.940771349862259,0.026564344746162927,0.026170798898071626,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,726
122,0.029333333333333333,0.04,0.9306666666666666,0.04533333333333334,0.04533333333333334,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,375
123,0.026737967914438502,0.053475935828877004,0.9197860962566845,0.04583651642475172,0.03208556149732621,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,187
124,0.006172839506172839,0.05555555555555555,0.9382716049382716,0.029100529100529102,0.027777777777777776,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,324
125,0.0,1.0,0.0,0.14285714285714285,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,1
126,0.03319502074688797,0.11618257261410789,0.8506224066390041,0.08002371072910491,0.07883817427385892,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,241
127,0.0440251572327044,0.16352201257861634,0.7924528301886793,0.11410601976639712,0.11949685534591195,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,159
128,0.04424778761061947,0.25663716814159293,0.6991150442477876,0.16308470290771174,0.1504424778761062,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,113
129,0.07142857142857142,0.0,0.9285714285714286,0.07142857142857142,0.07142857142857142,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,28
130,0.0,0.0106951871657754,0.9893048128342246,0.0053475935828877,0.0053475935828877,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,187
131,0.057803468208092484,0.09248554913294797,0.8497109826589595,0.0990916597853014,0.10404624277456648,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,173
132,0.047619047619047616,0.23809523809523808,0.7142857142857143,0.11904761904761904,0.11904761904761904,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,42
133,0.023529411764705882,0.16470588235294117,0.8117647058823529,0.08319327731092437,0.08823529411764706,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,170
134,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,3
135,0.5,0.0,0.5,0.5,0.5,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,10
137,0.025,0.0875,0.8875,0.05714285714285714,0.0625,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,80
138,0.02112676056338028,0.2676056338028169,0.7112676056338029,0.13480885311871227,0.13380281690140844,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,142
140,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,3
141,0.0,0.3333333333333333,0.6666666666666666,0.2380952380952381,0.3333333333333333,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,3
142,0.2,0.0,0.8,0.2,0.2,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,5
143,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.38095238095238093,0.3333333333333333,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,3
144,0.07758620689655173,0.1896551724137931,0.7327586206896551,0.16379310344827586,0.16379310344827586,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,116
145,0.09375,0.0625,0.84375,0.1294642857142857,0.15625,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,32
146,0.0,0.0,1.0,0.0,0.0,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,4
147,0.75,0.08333333333333333,0.16666666666666666,0.7738095238095237,0.75,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,12
148,0.05670103092783505,0.07216494845360824,0.8711340206185567,0.09646539027982327,0.0979381443298969,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,194
149,0.05806451612903226,0.12258064516129032,0.8193548387096774,0.11336405529953916,0.1032258064516129,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,155
150,0.8095238095238095,0.047619047619047616,0.14285714285714285,0.8299319727891156,0.8095238095238095,wands,gte_modernbert,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,21
