model,query_id,product_id,query,variant,schedule,display,native_saved_score,fresh_native_fp16_score,diagnostic_fp32_score,input_ids_score,input_ids_vs_embeds_error,diagnostic_native_error,fresh_fp16_native_error,native_rank,native_inclusion,diagnostic_inclusion,native_margin,margin_gt_five_errors,variant_boundary_guard,token_count,cap,model_attention_implementation,query_embedding_sha256,baseline,baseline_score,score_difference,attribution_sum,completeness_residual,completeness_tolerance,completeness_passed,steps,elapsed_seconds,status
bge_base,235,7253,bathroom wastebasket,maximum,C0,main_crossing,0.7741144895553589,0.774052619934082,0.7740871906280518,0.7740871906280518,0.0,2.7298927307128906e-05,6.186962127685547e-05,20,True,True,9.745359420776369e-05,False,False,512,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.5163401961326599,0.25774699449539185,0.25737653302712715,-0.0003704614682646934,0.0025774699449539187,True,128,81.52792649995536,passed
bge_base,242,14483,accent leather chair,minimum,C0,supplement,0.8097391128540039,0.8096953630447388,0.8096669912338257,0.8096669912338257,0.0,7.212162017822266e-05,4.374980926513672e-05,31,False,False,-0.0055107474327087,True,True,444,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.4489074945449829,0.3607594966888428,0.3609466392044851,0.00018714251564233564,0.003607594966888428,True,64,28.44858630001545,passed
bge_base,242,14483,accent leather chair,minimum,C0,supplement,0.8097391128540039,0.8096953630447388,0.8096669912338257,0.8096669912338257,0.0,7.212162017822266e-05,4.374980926513672e-05,31,False,False,-0.0055107474327087,True,True,444,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.47264114022254944,0.33702585101127625,0.3366007613367401,-0.0004250896745361388,0.0033702585101127625,True,64,27.58357879985124,passed
bge_base,242,14483,accent leather chair,maximum,C1,supplement,0.8180934190750122,0.8181312084197998,0.8180840015411377,0.8180840015411377,0.0,9.417533874511719e-06,3.7789344787597656e-05,13,True,True,0.0028435587882995,True,True,444,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.4489074945449829,0.3691765069961548,0.3684421080197353,-0.0007343989764194703,0.003691765069961548,True,64,24.9165437000338,passed
bge_base,242,14483,accent leather chair,maximum,C1,supplement,0.8180934190750122,0.8181312084197998,0.8180840015411377,0.8180840015411377,0.0,9.417533874511719e-06,3.7789344787597656e-05,13,True,True,0.0028435587882995,True,True,444,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.47264114022254944,0.34544286131858826,0.3441187353873829,-0.0013241259312053444,0.0034544286131858826,True,64,23.953071599826217,passed
bge_base,250,2598,multi color rug,minimum,C0,supplement,0.7350512742996216,0.7351045608520508,0.7350150346755981,0.7350150346755981,0.0,3.62396240234375e-05,5.328655242919922e-05,34,False,False,-0.0069043040275573,True,True,449,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.4943065941333771,0.24070844054222107,0.2400003082011608,-0.0007081323410602636,0.002407084405422211,True,256,194.7340057999827,passed
bge_base,250,2598,multi color rug,minimum,C0,supplement,0.7350512742996216,0.7351045608520508,0.7350150346755981,0.7350150346755981,0.0,3.62396240234375e-05,5.328655242919922e-05,34,False,False,-0.0069043040275573,True,True,449,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.5104348659515381,0.22458016872406006,0.224038137414027,-0.0005420313100330532,0.0022458016872406008,True,64,29.314780599903315,passed
bge_base,250,2598,multi color rug,maximum,C2s3,supplement,0.7423767447471619,0.7424056529998779,0.7422802448272705,0.7422802448272705,0.0,9.649991989135742e-05,2.8908252716064453e-05,20,True,True,0.0004211664199829,False,False,449,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.4943065941333771,0.24797365069389343,0.24588203753955895,-0.002091613154334482,0.0024797365069389346,True,128,73.10857600020245,passed
bge_base,250,2598,multi color rug,maximum,C2s3,supplement,0.7423767447471619,0.7424056529998779,0.7422802448272705,0.7422802448272705,0.0,9.649991989135742e-05,2.8908252716064453e-05,20,True,True,0.0004211664199829,False,False,449,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.5104348659515381,0.23184537887573242,0.23166155574290315,-0.00018382313282927498,0.0023184537887573245,True,64,10.790840399917215,passed
bge_base,260,41359,retractable side awning,minimum,C2s1,main_stable_control,0.7952865362167358,0.7952110767364502,0.795257568359375,0.795257568359375,0.0,2.8967857360839844e-05,7.545948028564453e-05,19,True,True,0.0027666687965393,True,True,444,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.4235605001449585,0.3716970682144165,0.3753549969096639,0.003657928695247392,0.003716970682144165,True,64,9.515548499999568,passed
bge_base,260,41359,retractable side awning,minimum,C2s1,main_stable_control,0.7952865362167358,0.7952110767364502,0.795257568359375,0.795257568359375,0.0,2.8967857360839844e-05,7.545948028564453e-05,19,True,True,0.0027666687965393,True,True,444,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.47794046998023987,0.31731709837913513,0.3172627609292249,-5.433744991023559e-05,0.0031731709837913512,True,64,9.239482700126246,passed
bge_base,260,41359,retractable side awning,maximum,C2s3,main_stable_control,0.8029924631118774,0.8029971122741699,0.8029631972312927,0.8029631972312927,0.0,2.9265880584716797e-05,4.649162292480469e-06,14,True,True,0.0104725956916809,True,True,444,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.4235605001449585,0.37940269708633423,0.37476970276293287,-0.004632994323401363,0.0037940269708633422,False,256,64.1831054999493,completeness_failed
bge_base,260,41359,retractable side awning,maximum,C2s3,main_stable_control,0.8029924631118774,0.8029971122741699,0.8029631972312927,0.8029631972312927,0.0,2.9265880584716797e-05,4.649162292480469e-06,14,True,True,0.0104725956916809,True,True,444,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.47794046998023987,0.32502272725105286,0.3254101155780518,0.00038738832699891645,0.0032502272725105285,True,64,9.205382599961013,passed
bge_base,408,27808,girl reading statue,minimum,C2s5,supplement,0.6894804239273071,0.6895297169685364,0.6894873380661011,0.6894873380661011,0.0,6.9141387939453125e-06,4.929304122924805e-05,13,True,True,0.0215885043144226,True,True,322,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.3640963137149811,0.32539102435112,0.32496401699609123,-0.0004270073550287634,0.0032539102435112,True,256,49.748907200060785,passed
bge_base,408,27808,girl reading statue,minimum,C2s5,supplement,0.6894804239273071,0.6895297169685364,0.6894873380661011,0.6894873380661011,0.0,6.9141387939453125e-06,4.929304122924805e-05,13,True,True,0.0215885043144226,True,True,322,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.38435792922973633,0.30512940883636475,0.30525691578077385,0.00012750694440910593,0.0030512940883636475,True,64,7.008944499772042,passed
bge_base,408,27808,girl reading statue,maximum,C2s1,supplement,0.6959743499755859,0.6959220170974731,0.6959429383277893,0.6959429383277893,0.0,3.141164779663086e-05,5.233287811279297e-05,11,True,True,0.0280824303627014,True,True,322,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.3640963137149811,0.3318466246128082,0.3340258897496824,0.0021792651368741645,0.0033184662461280823,True,256,49.01573109999299,passed
bge_base,408,27808,girl reading statue,maximum,C2s1,supplement,0.6959743499755859,0.6959220170974731,0.6959429383277893,0.6959429383277893,0.0,3.141164779663086e-05,5.233287811279297e-05,11,True,True,0.0280824303627014,True,True,322,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.38435792922973633,0.311585009098053,0.3115010952933517,-8.391380470129661e-05,0.00311585009098053,True,64,7.099510700209066,passed
bge_base,2,24094,dinosaur,minimum,C2s1,supplement,0.6920015811920166,0.6920362114906311,0.6920478343963623,0.6920478343963623,0.0,4.6253204345703125e-05,3.463029861450195e-05,8,True,True,0.0121424198150634,True,True,275,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.4351828992366791,0.2568649351596832,0.25923681566382584,0.0023718805041426094,0.0025686493515968325,True,128,17.00518299988471,passed
bge_base,2,24094,dinosaur,minimum,C2s1,supplement,0.6920015811920166,0.6920362114906311,0.6920478343963623,0.6920478343963623,0.0,4.6253204345703125e-05,3.463029861450195e-05,8,True,True,0.0121424198150634,True,True,275,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.4908711612224579,0.20117667317390442,0.20022335026806104,-0.000953322905843379,0.0020117667317390443,True,64,5.754077699966729,passed
bge_base,2,24094,dinosaur,maximum,C2s3,supplement,0.698224663734436,0.6982172727584839,0.6982834339141846,0.6982834339141846,0.0,5.8770179748535156e-05,7.3909759521484375e-06,6,True,True,0.0183655023574829,True,True,275,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.4351828992366791,0.2631005346775055,0.2629260172980139,-0.00017451737949158996,0.002631005346775055,True,256,39.44339699996635,passed
bge_base,2,24094,dinosaur,maximum,C2s3,supplement,0.698224663734436,0.6982172727584839,0.6982834339141846,0.6982834339141846,0.0,5.8770179748535156e-05,7.3909759521484375e-06,6,True,True,0.0183655023574829,True,True,275,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.4908711612224579,0.20741227269172668,0.2071384885130101,-0.0002737841787165962,0.0020741227269172667,True,64,5.644503900082782,passed
bge_base,235,28377,bathroom wastebasket,minimum,C1,supplement,0.7848873138427734,0.7848708629608154,0.7848711013793945,0.7848711013793945,0.0,1.621246337890625e-05,1.6450881958007812e-05,12,True,True,0.0108702778816223,True,True,278,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.45801210403442383,0.3268589973449707,0.3239902772802452,-0.002868720064725494,0.0032685899734497073,True,64,5.702017500065267,passed
bge_base,235,28377,bathroom wastebasket,minimum,C1,supplement,0.7848873138427734,0.7848708629608154,0.7848711013793945,0.7848711013793945,0.0,1.621246337890625e-05,1.6450881958007812e-05,12,True,True,0.0108702778816223,True,True,278,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.510842502117157,0.27402859926223755,0.27422423326788703,0.00019563400564948097,0.0027402859926223756,True,64,5.662674499908462,passed
bge_base,235,28377,bathroom wastebasket,maximum,C2s5,supplement,0.7915843725204468,0.7916008830070496,0.7915830612182617,0.7915830612182617,0.0,1.3113021850585938e-06,1.6510486602783203e-05,9,True,True,0.0175673365592956,True,True,278,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.45801210403442383,0.3335709571838379,0.3336493291972147,7.837201337679289e-05,0.003335709571838379,True,64,6.044752799905837,passed
bge_base,235,28377,bathroom wastebasket,maximum,C2s5,supplement,0.7915843725204468,0.7916008830070496,0.7915830612182617,0.7915830612182617,0.0,1.3113021850585938e-06,1.6510486602783203e-05,9,True,True,0.0175673365592956,True,True,278,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.510842502117157,0.28074055910110474,0.28017822784386226,-0.0005623312572424766,0.0028074055910110476,True,64,5.826295299921185,passed
bge_base,420,13149,tile backsplash,minimum,C1,supplement,0.667100191116333,0.6671837568283081,0.667136549949646,0.667136549949646,0.0,3.635883331298828e-05,8.356571197509766e-05,402,False,False,-0.0549046397209167,True,True,430,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.44772183895111084,0.21941471099853516,0.2187394907759881,-0.0006752202225470683,0.0021941471099853516,True,64,9.488436999963596,passed
bge_base,420,13149,tile backsplash,minimum,C1,supplement,0.667100191116333,0.6671837568283081,0.667136549949646,0.667136549949646,0.0,3.635883331298828e-05,8.356571197509766e-05,402,False,False,-0.0549046397209167,True,True,430,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.41707679629325867,0.25005975365638733,0.24955736743140733,-0.0005023862249800004,0.0025005975365638734,True,64,9.359719999833032,passed
bge_base,420,13149,tile backsplash,maximum,C0,supplement,0.6787741780281067,0.6787329912185669,0.6787418723106384,0.6787418723106384,0.0,3.230571746826172e-05,4.118680953979492e-05,255,False,False,-0.043230652809143,True,True,430,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.44772183895111084,0.2310200333595276,0.23140623582730768,0.0003862024677800946,0.002310200333595276,True,256,64.48244479997084,passed
bge_base,420,13149,tile backsplash,maximum,C0,supplement,0.6787741780281067,0.6787329912185669,0.6787418723106384,0.6787418723106384,0.0,3.230571746826172e-05,4.118680953979492e-05,255,False,False,-0.043230652809143,True,True,430,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.41707679629325867,0.26166507601737976,0.2614703744147846,-0.00019470160259515978,0.0026166507601737975,True,64,9.369323899969459,passed
bge_base,473,4373,chair pillow cushion,minimum,C1,supplement,0.677433967590332,0.677433967590332,0.6774635314941406,0.6774635314941406,0.0,2.956390380859375e-05,0.0,505,False,False,-0.066507339477539,True,True,243,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.47807005047798157,0.19939348101615906,0.1977477324035135,-0.0016457486126455478,0.0019939348101615907,True,128,14.86819149996154,passed
bge_base,473,4373,chair pillow cushion,minimum,C1,supplement,0.677433967590332,0.677433967590332,0.6774635314941406,0.6774635314941406,0.0,2.956390380859375e-05,0.0,505,False,False,-0.066507339477539,True,True,243,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.5129401087760925,0.1645234227180481,0.16460829684365308,8.487412560498342e-05,0.001645234227180481,True,64,5.14436489995569,passed
bge_base,473,4373,chair pillow cushion,maximum,C0,supplement,0.7127278447151184,0.7127279043197632,0.7127887606620789,0.7127887606620789,0.0,6.091594696044922e-05,5.960464477539063e-08,129,False,False,-0.0312134623527526,True,True,243,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.47807005047798157,0.2347187101840973,0.2332670220239379,-0.0014516881601593923,0.002347187101840973,True,256,34.67682070005685,passed
bge_base,473,4373,chair pillow cushion,maximum,C0,supplement,0.7127278447151184,0.7127279043197632,0.7127887606620789,0.7127887606620789,0.0,6.091594696044922e-05,5.960464477539063e-08,129,False,False,-0.0312134623527526,True,True,243,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.5129401087760925,0.19984865188598633,0.19970285648014396,-0.00014579540584236383,0.0019984865188598633,True,64,4.9739087000489235,passed
bge_base,235,40594,bathroom wastebasket,minimum,C2s4,supplement,0.7272701263427734,0.7272700071334839,0.7273678779602051,0.7273678779602051,0.0,9.775161743164062e-05,1.1920928955078125e-07,82,False,False,-0.0468443632125854,True,True,211,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.456089586019516,0.2712782919406891,0.2720710884750588,0.0007927965343696997,0.002712782919406891,True,128,13.576581300003454,passed
bge_base,235,40594,bathroom wastebasket,minimum,C2s4,supplement,0.7272701263427734,0.7272700071334839,0.7273678779602051,0.7273678779602051,0.0,9.775161743164062e-05,1.1920928955078125e-07,82,False,False,-0.0468443632125854,True,True,211,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.5141326189041138,0.2132352590560913,0.21515820831700694,0.0019229492609156296,0.0021323525905609132,True,64,4.6102894998621196,passed
bge_base,235,40594,bathroom wastebasket,maximum,C2s3,supplement,0.7481739521026611,0.7481739521026611,0.748206377029419,0.748206377029419,0.0,3.24249267578125e-05,0.0,46,False,False,-0.0259405374526977,True,True,211,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.456089586019516,0.29211679100990295,0.2941831398602517,0.0020663488503487315,0.0029211679100990297,True,128,14.105095600010827,passed
bge_base,235,40594,bathroom wastebasket,maximum,C2s3,supplement,0.7481739521026611,0.7481739521026611,0.748206377029419,0.748206377029419,0.0,3.24249267578125e-05,0.0,46,False,False,-0.0259405374526977,True,True,211,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.5141326189041138,0.23407375812530518,0.23409380788507406,2.0049759768880904e-05,0.0023407375812530516,True,64,5.038355099968612,passed
bge_base,26,5296,leather chairs,minimum,C2s3,supplement,0.6241039633750916,0.6241716146469116,0.6240971088409424,0.6240971088409424,0.0,6.854534149169922e-06,6.765127182006836e-05,6097,False,False,-0.1432492136955261,True,True,407,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.43677687644958496,0.18732023239135742,0.19262354376860458,0.005303311377247155,0.0018732023239135742,False,256,61.4709405999165,completeness_failed
bge_base,26,5296,leather chairs,minimum,C2s3,supplement,0.6241039633750916,0.6241716146469116,0.6240971088409424,0.6240971088409424,0.0,6.854534149169922e-06,6.765127182006836e-05,6097,False,False,-0.1432492136955261,True,True,407,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.48911383748054504,0.13498327136039734,0.1345770478983468,-0.0004062234620505478,0.0013498327136039735,True,64,8.880911499960348,passed
bge_base,26,5296,leather chairs,maximum,C2s4,supplement,0.6389359831809998,0.6389352083206177,0.6390382051467896,0.6390382051467896,0.0,0.00010222196578979492,7.748603820800781e-07,4430,False,False,-0.1284171938896179,True,True,407,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.43677687644958496,0.2022613286972046,0.20060504525099532,-0.0016562834462092724,0.002022613286972046,True,128,26.240289200097322,passed
bge_base,26,5296,leather chairs,maximum,C2s4,supplement,0.6389359831809998,0.6389352083206177,0.6390382051467896,0.6390382051467896,0.0,0.00010222196578979492,7.748603820800781e-07,4430,False,False,-0.1284171938896179,True,True,407,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.48911383748054504,0.1499243676662445,0.15048329460296372,0.0005589269367192173,0.0014992436766624452,True,128,26.670122899813578,passed
