dataset,model,method,stem,K,pair_micro,query_macro
esci,bge_base,CG2,C1,20,0.5495495495495496,0.5555861928104575
esci,bge_base,CG2,C2s1,20,0.5495495495495496,0.5555861928104575
esci,bge_base,CG2,C2s2,20,0.5495495495495496,0.5555861928104575
esci,bge_base,CG2,C2s3,20,0.5495495495495496,0.5555861928104575
esci,bge_base,CG2,C2s4,20,0.5495495495495496,0.5555861928104575
esci,bge_base,CG2,C2s5,20,0.5495495495495496,0.5555861928104575
esci,bge_base,CG2,C0,100,0.8198198198198198,0.8211939102564102
esci,bge_base,CG2,C1,100,0.8198198198198198,0.8211939102564102
esci,bge_base,CG2,C2s1,100,0.8198198198198198,0.8211939102564102
esci,bge_base,CG2,C2s2,100,0.8198198198198198,0.8211939102564102
esci,bge_base,CG2,C2s3,100,0.8198198198198198,0.8211939102564102
esci,bge_base,CG2,C2s4,100,0.8198198198198198,0.8211939102564102
esci,bge_base,CG2,C2s5,100,0.8198198198198198,0.8211939102564102
esci,bge_base,GuardG2,C0,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardG2,C1,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardG2,C2s1,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardG2,C2s2,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardG2,C2s3,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardG2,C2s4,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardG2,C2s5,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardG2,C0,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardG2,C1,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardG2,C2s1,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardG2,C2s2,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardG2,C2s3,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardG2,C2s4,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardG2,C2s5,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardCG2,C0,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardCG2,C1,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardCG2,C2s1,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardCG2,C2s2,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardCG2,C2s3,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardCG2,C2s4,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardCG2,C2s5,20,0.6126126126126126,0.6175142973856209
esci,bge_base,GuardCG2,C0,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardCG2,C1,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardCG2,C2s1,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardCG2,C2s2,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardCG2,C2s3,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardCG2,C2s4,100,0.8648648648648649,0.8717280982905983
esci,bge_base,GuardCG2,C2s5,100,0.8648648648648649,0.8717280982905983
esci,minilm,Raw,C0,20,0.40540540540540543,0.4613954876822524
esci,minilm,Raw,C1,20,0.4144144144144144,0.4692669054801408
esci,minilm,Raw,C2s1,20,0.42342342342342343,0.4766198466566114
esci,minilm,Raw,C2s2,20,0.42342342342342343,0.4766198466566114
esci,minilm,Raw,C2s3,20,0.42342342342342343,0.4766198466566114
esci,minilm,Raw,C2s4,20,0.4144144144144144,0.4727925465057818
esci,minilm,Raw,C2s5,20,0.43243243243243246,0.48495317998994475
esci,minilm,Raw,C0,100,0.7387387387387387,0.7478899572649573
esci,minilm,Raw,C1,100,0.7387387387387387,0.7514155982905983
esci,minilm,Raw,C2s1,100,0.7297297297297297,0.743082264957265
esci,minilm,Raw,C2s2,100,0.7297297297297297,0.743082264957265
esci,minilm,Raw,C2s3,100,0.7297297297297297,0.743082264957265
esci,minilm,Raw,C2s4,100,0.7477477477477478,0.7562232905982906
esci,minilm,Raw,C2s5,100,0.7387387387387387,0.7478899572649573
esci,minilm,Canonical,C0,20,0.42342342342342343,0.4801454876822524
esci,minilm,Canonical,C1,20,0.42342342342342343,0.4801454876822524
esci,minilm,Canonical,C2s1,20,0.42342342342342343,0.4801454876822524
esci,minilm,Canonical,C2s2,20,0.42342342342342343,0.4801454876822524
esci,minilm,Canonical,C2s3,20,0.42342342342342343,0.4801454876822524
esci,minilm,Canonical,C2s4,20,0.42342342342342343,0.4801454876822524
esci,minilm,Canonical,C2s5,20,0.42342342342342343,0.4801454876822524
esci,minilm,Canonical,C0,100,0.7477477477477478,0.7562232905982906
esci,minilm,Canonical,C1,100,0.7477477477477478,0.7562232905982906
esci,minilm,Canonical,C2s1,100,0.7477477477477478,0.7562232905982906
esci,minilm,Canonical,C2s2,100,0.7477477477477478,0.7562232905982906
esci,minilm,Canonical,C2s3,100,0.7477477477477478,0.7562232905982906
esci,minilm,Canonical,C2s4,100,0.7477477477477478,0.7562232905982906
esci,minilm,Canonical,C2s5,100,0.7477477477477478,0.7562232905982906
esci,minilm,G1,C0,20,0.4774774774774775,0.5017023315736551
esci,minilm,G1,C1,20,0.4864864864864865,0.5396485356963299
esci,minilm,G1,C2s1,20,0.4774774774774775,0.526860231271996
esci,minilm,G1,C2s2,20,0.5045045045045045,0.5347473604826546
esci,minilm,G1,C2s3,20,0.5315315315315315,0.565425465057818
esci,minilm,G1,C2s4,20,0.5315315315315315,0.5845682503770739
esci,minilm,G1,C2s5,20,0.5045045045045045,0.537292609351433
esci,minilm,G1,C0,100,0.7387387387387387,0.7539529914529914
esci,minilm,G1,C1,100,0.7027027027027027,0.7318910256410256
esci,minilm,G1,C2s1,100,0.7387387387387387,0.7534321581196581
esci,minilm,G1,C2s2,100,0.7387387387387387,0.7589877136752137
esci,minilm,G1,C2s3,100,0.7567567567567568,0.7838141025641026
esci,minilm,G1,C2s4,100,0.7207207207207207,0.744284188034188
esci,minilm,G1,C2s5,100,0.7387387387387387,0.7569043803418803
esci,minilm,CG1,C0,20,0.46846846846846846,0.5159816490698843
esci,minilm,CG1,C1,20,0.46846846846846846,0.5159816490698843
esci,minilm,CG1,C2s1,20,0.46846846846846846,0.5159816490698843
esci,minilm,CG1,C2s2,20,0.46846846846846846,0.5159816490698843
esci,minilm,CG1,C2s3,20,0.46846846846846846,0.5159816490698843
esci,minilm,CG1,C2s4,20,0.46846846846846846,0.5159816490698843
esci,minilm,CG1,C2s5,20,0.46846846846846846,0.5159816490698843
esci,minilm,CG1,C0,100,0.7387387387387387,0.7589877136752137
esci,minilm,CG1,C1,100,0.7387387387387387,0.7589877136752137
esci,minilm,CG1,C2s1,100,0.7387387387387387,0.7589877136752137
esci,minilm,CG1,C2s2,100,0.7387387387387387,0.7589877136752137
esci,minilm,CG1,C2s3,100,0.7387387387387387,0.7589877136752137
esci,minilm,CG1,C2s4,100,0.7387387387387387,0.7589877136752137
esci,minilm,CG1,C2s5,100,0.7387387387387387,0.7589877136752137
esci,minilm,GuardG1,C0,20,0.42342342342342343,0.47453651332327806
esci,minilm,GuardG1,C1,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardG1,C2s1,20,0.42342342342342343,0.4780621543489191
esci,minilm,GuardG1,C2s2,20,0.43243243243243246,0.48286984665661137
esci,minilm,GuardG1,C2s3,20,0.44144144144144143,0.49328651332327805
esci,minilm,GuardG1,C2s4,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardG1,C2s5,20,0.44144144144144143,0.49681215434891907
esci,minilm,GuardG1,C0,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardG1,C1,100,0.7387387387387387,0.7458066239316239
esci,minilm,GuardG1,C2s1,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardG1,C2s2,100,0.7387387387387387,0.7458066239316239
esci,minilm,GuardG1,C2s3,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardG1,C2s4,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardG1,C2s5,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG1,C0,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG1,C1,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG1,C2s1,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG1,C2s2,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG1,C2s3,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG1,C2s4,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG1,C2s5,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG1,C0,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG1,C1,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG1,C2s1,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG1,C2s2,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG1,C2s3,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG1,C2s4,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG1,C2s5,100,0.7477477477477478,0.7562232905982906
esci,minilm,G2,C0,20,0.3963963963963964,0.41417090874811463
esci,minilm,G2,C1,20,0.42342342342342343,0.45005498994469584
esci,minilm,G2,C2s1,20,0.4594594594594595,0.4743149824032177
esci,minilm,G2,C2s2,20,0.42342342342342343,0.4351267911010558
esci,minilm,G2,C2s3,20,0.4594594594594595,0.47348699095022617
esci,minilm,G2,C2s4,20,0.4144144144144144,0.43593357214680745
esci,minilm,G2,C2s5,20,0.42342342342342343,0.43917090874811465
esci,minilm,G2,C0,100,0.7387387387387387,0.7453392094017095
esci,minilm,G2,C1,100,0.7477477477477478,0.7284455128205128
esci,minilm,G2,C2s1,100,0.7567567567567568,0.7579594017094018
esci,minilm,G2,C2s2,100,0.7387387387387387,0.7140892094017094
esci,minilm,G2,C2s3,100,0.7657657657657657,0.774332264957265
esci,minilm,G2,C2s4,100,0.7207207207207207,0.7235844017094017
esci,minilm,G2,C2s5,100,0.7207207207207207,0.7265892094017095
esci,minilm,CG2,C0,20,0.43243243243243246,0.44878629336349923
esci,minilm,CG2,C1,20,0.43243243243243246,0.44878629336349923
esci,minilm,CG2,C2s1,20,0.43243243243243246,0.44878629336349923
esci,minilm,CG2,C2s2,20,0.43243243243243246,0.44878629336349923
esci,minilm,CG2,C2s3,20,0.43243243243243246,0.44878629336349923
esci,minilm,CG2,C2s4,20,0.43243243243243246,0.44878629336349923
esci,minilm,CG2,C2s5,20,0.43243243243243246,0.44878629336349923
esci,minilm,CG2,C0,100,0.7477477477477478,0.755755876068376
esci,minilm,CG2,C1,100,0.7477477477477478,0.755755876068376
esci,minilm,CG2,C2s1,100,0.7477477477477478,0.755755876068376
esci,minilm,CG2,C2s2,100,0.7477477477477478,0.755755876068376
esci,minilm,CG2,C2s3,100,0.7477477477477478,0.755755876068376
esci,minilm,CG2,C2s4,100,0.7477477477477478,0.755755876068376
esci,minilm,CG2,C2s5,100,0.7477477477477478,0.755755876068376
esci,minilm,GuardG2,C0,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardG2,C1,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardG2,C2s1,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardG2,C2s2,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardG2,C2s3,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardG2,C2s4,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardG2,C2s5,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardG2,C0,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardG2,C1,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardG2,C2s1,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardG2,C2s2,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardG2,C2s3,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardG2,C2s4,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardG2,C2s5,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG2,C0,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG2,C1,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG2,C2s1,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG2,C2s2,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG2,C2s3,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG2,C2s4,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG2,C2s5,20,0.42342342342342343,0.4801454876822524
esci,minilm,GuardCG2,C0,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG2,C1,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG2,C2s1,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG2,C2s2,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG2,C2s3,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG2,C2s4,100,0.7477477477477478,0.7562232905982906
esci,minilm,GuardCG2,C2s5,100,0.7477477477477478,0.7562232905982906
