model,query_id,product_id,state,max_tokens_seven,attribute_count,rank_span,selection_hash,selected
minilm,417,39182,persistent_omission,164,7,168,b604101a1642f1d427e6160d604adca0422473ddfb56b59e848dc63a858fd4dc,False
minilm,119,42617,persistent_omission,238,22,343,b640ea8d3daa7b477a7b3ce35ce87318fdc59cb343eaf1c18cdd9d55d455fd88,False
minilm,112,37432,persistent_omission,205,14,25,b64293e937465671674b84c2b78f7c261b22c7f24c919582d307105e5ec6c854,False
minilm,112,34742,persistent_omission,159,12,9,b716f8d5fa6b53eb01412a5f787f42db9f4dff9b1d834e5ad01f1447e3250eaa,False
minilm,335,28041,persistent_omission,146,16,193,b75de624b1893197037aa0faed0810c2c4342046603155924543164a9bf66133,False
minilm,434,20780,persistent_omission,145,15,59,b771024ee56c3bb381a71567c2299812e65c2ae7aed8186986e6ece6f54ac33c,False
minilm,112,5756,persistent_omission,242,26,50,b7ba0cbcb1aec3016cca2b04caaa7ef6b89ff7948ab1dfb0ac78103f0cd007d9,False
minilm,112,25920,persistent_omission,179,13,39,b82faa013e2e233741ef6fea3e0e41969f73070ff362c46f0d4215575a327fff,False
minilm,112,32536,persistent_omission,237,31,45,b89383d9d1bea9d4a096e4553b0002d2f17801320286d5983296ecbe646da9b5,False
minilm,63,39385,persistent_omission,181,20,266,b8c5661612ff26c4843ad4120c7fd497cf70cad6d2d24e648f58c6817474ae2d,False
minilm,170,42599,persistent_omission,208,14,18,b8f4d1d203234cab47928ad34fc6fe0ef890dc3becc7d8dd7c15d5d41bd60806,False
minilm,423,33382,persistent_omission,250,25,65,b92053443c2f9c793a5eeb9e3daf90b0b1f32ec1f238623444772e84a5ac8847,False
minilm,119,28341,persistent_omission,189,21,119,b958a8cf9bf9248fa4b341212c0b26f0c420810be8c13e7ed761ca9836b56508,False
minilm,112,6313,persistent_omission,244,17,16,b977f098fd4c1dd6ab4da3ebc4ba040092940355de8a924b506890202499385e,False
minilm,464,20688,persistent_omission,230,9,91,b98f2999e7720f110c61669b77244e3271ca741471a399a7c90e680cb9c33eab,False
minilm,464,15397,persistent_omission,226,14,12,b9d419473ea3a7016b9e09131d5e81349626b5a0a883036905c381fa6ff185cd,False
minilm,167,28210,persistent_omission,162,18,21,bb0e0f94392d0eff2424f1637b4282333440cf85cba2d2143b9a7ee59e28b66d,False
minilm,415,38161,persistent_omission,213,17,30,bb662f4e46d8dbc1c437134ef88dc14497d11e73999479b848da56194ed5a72a,False
minilm,129,15115,persistent_omission,221,14,2302,bbe89f67eb8371bfc39c00a8fa0c1bba188d7bab9865ce844d45a070da828a0d,False
minilm,86,34841,persistent_omission,148,17,10,bc5947ffe7e9bcdaad3b0d85bbf31b877d71fcf7ff1b547957ff0518e95621d3,False
minilm,241,758,persistent_omission,97,8,17,bcc8e948db03e6c0cdac28a7217514e09f77036fc48d5e21d04aa4e924f51b94,False
minilm,466,30477,persistent_omission,219,21,58,bcd33daf7a920a10e8b6e86a48f93c76fb7d9d649c81e7e69e60221a68afcd8e,False
minilm,227,37419,persistent_omission,255,26,28,bd03c780ab8b5d918a835a121cb3fc3abe4b5dababb084d0324b140dd35d991d,False
minilm,270,24766,persistent_omission,230,24,411,bd999dcd0a361542bb79f8944d9faa5c18dca124e19891d62fdf3ce0448aa184,False
minilm,464,181,persistent_omission,234,17,60,bf1e8adfdd89aa9dccf6dc82e2f4fc8ca483b800622c577a646d27db15a76cca,False
minilm,178,27207,persistent_omission,179,18,5,bf45d25b894aaddd0669c2f8a3f866530d94f158ed79a64b5787517472faf352,False
minilm,410,20918,persistent_omission,174,13,9,bf9944260244c4e998d5e000d71a157d620b78d61e93db30e97a61f1da12a983,False
minilm,167,7529,persistent_omission,177,9,17,c00d53c18306e556ddd6b55d7cdf4d2793d23fb37cad17528430b4b0f8fa4767,False
minilm,473,12410,persistent_omission,138,15,1599,c0448771ab03766f353606c3ae64bc42ecf1db0f765e00bef1c9f4db96b5e589,False
minilm,170,11707,persistent_omission,134,16,22,c083d364c3fda10a0901348ac13f65a37d869d2b40b72563f66ff8f1a846784e,False
minilm,28,16101,persistent_omission,210,24,97,c08c6575272ffa971529992b8cf3a668f342df0e7a46cc748af144df3463f70d,False
minilm,167,18760,persistent_omission,210,21,2158,c0926c091f774ccdd2a5ac0de5b92d9e116be061b0866bd8bf1bbe7c35352e98,False
minilm,464,26532,persistent_omission,186,11,9,c0a864286f4a9b1549789708ee56b3d522c3888541b16a5f3a4c120a09f5347c,False
minilm,464,2427,persistent_omission,178,12,8,c124e55cc3c8abffb846192f1cedeba344dcffc07ab7e668755b413fef31be97,False
minilm,68,41409,persistent_omission,233,23,25,c1a83e85392af5a90d8b9d08bf800ad94ad8b9ab03f51e9c6fde761f26fe6460,False
minilm,227,18565,persistent_omission,107,10,39,c1c363a95b4bc67ba7e11246e4da1091e6668cbc2078bb2d3e36de7d8f91fc4c,False
minilm,230,22386,persistent_omission,154,13,56,c1eee974e5ad83c4be98348c4a64c6ea3fb87ebf92260d752e0e5f7097379fe1,False
minilm,227,17955,persistent_omission,233,22,17,c2a1aca09a6d7fac6fbe2ea791804eb53b6ec409e44b4b48ebed050529f5ab55,False
minilm,231,16250,persistent_omission,250,29,82,c2ec58baa4133f26923075f5ec640ed0455a648d6891c2df0ef91b5941cba2fe,False
minilm,270,24768,persistent_omission,249,26,356,c305c7ab419e0d35d45f861c308890c5c82c43158fe6ee56fb3800dbd4aeba39,False
minilm,2,34737,persistent_omission,206,19,11,c32810abc95dc5bd5dfa49513c8c4f90e7bd50af68f11ef61b55d1c4e4e9241e,False
minilm,175,4733,persistent_omission,238,28,125,c4169025861ca0f78f0d1d5ac7a38829b310f2c6334c55d3197977d316833474,False
minilm,423,38160,persistent_omission,215,18,158,c5104cceca89013f9196980b6f931e42d37d120152c6a4f1c489b030f8882424,False
minilm,464,20064,persistent_omission,177,11,19,c5afe579920c8c15bdc403088aeb00fc95b089a5e7cf1574d035af038011c5e0,False
minilm,170,39628,persistent_omission,235,20,35,c6026686a9356e1cc2ebe314a0328c2ef1025b70c2f9c24239d960d9f0fe7782,False
minilm,234,31262,persistent_omission,212,18,25,c607cae92e46c5d50fef0e151b048b60665002008851311ba7c06ee21a7d1ab4,False
minilm,251,15748,persistent_omission,246,24,78,c634de78f7dd80a6f68c9e29b9d3aeb98782f57d527b1983b7eb2bd9c04c13cd,False
minilm,444,41261,persistent_omission,224,24,679,c69c61189166e3040c55731efadad241d2b94fb4a19dd483ce555ea24fcd9d14,False
minilm,28,33626,persistent_omission,247,20,45,c6cc35fed85edd876a45870ae926acfc827aa0b1e908d871ba3908c4cad2e1ec,False
minilm,204,18192,persistent_omission,182,19,13,c75a9125a620628b62d699add61529bff6dd12158e8007d4f155577e633b158f,False
minilm,28,23596,persistent_omission,228,19,38,c7f55045c86230a106ab7805c83416dc8faf82072d7d3fef70147d94c024053a,False
minilm,235,3202,persistent_omission,235,22,55,c90a2f94bae1fc92882b7041e398c2a2c442aba73952d323d2161bcabd5ede5b,False
minilm,227,16777,persistent_omission,242,26,28,c98e93ea927e41e7965e2f0ee91c1b0d3444c46909aa17561424034b99cec69e,False
minilm,115,43,persistent_omission,158,15,725,ca354797872a7d2b9031930e7710ddbba460d6138e55673e04a06e0e952ced48,False
minilm,464,20689,persistent_omission,210,8,101,caf7f96df149bd137d85ed8992c4d61d6822b6d92796bdf17c7c901c6b288347,False
minilm,227,36706,persistent_omission,239,24,17,cb2121019f8ffb6cbc95c5fbe95cff2d5ce98e9c3612d783d6a50ea8941fd1e7,False
minilm,112,39350,persistent_omission,251,15,46,cb70b9ef3735c9529e18e0d9fb699af5ee968ec68c5e02e1573704a1df3d5cbd,False
minilm,227,42,persistent_omission,249,32,37,cbd51a61ee252206df344c70f8b1c5410988e1b2ef280e31564b493cf320d683,False
minilm,368,7122,persistent_omission,232,18,40,cc7d59ca2520f7b6a86d99a0e2a46d69fe7278d0969ae500a268d98782c780ee,False
minilm,305,21816,persistent_omission,192,20,167,ce08a70996dabfc77f9a6dc85e44b6cee6d97092c1dbd37242159ab886d86339,False
minilm,464,20686,persistent_omission,228,8,97,ce2d704711aca8e3a1c851326f96df77fcfca9d7343d4418d9edfa69ac18c76e,False
minilm,41,31094,persistent_omission,192,14,182,ce9b516a08b5740759664b6df192ed78f92a8cd84f2caa977873fd6573b394ad,False
minilm,417,23463,persistent_omission,231,20,646,cea0245ec1cef079ae394179c755211ffe5d21373af434c76fe8ef8c64a754f9,False
minilm,234,31937,persistent_omission,243,21,17,cea6928296e173f42d06a1c0f0b0e47242fc5abbd41ab2bad67c483572dc37cc,False
minilm,120,3378,persistent_omission,252,29,14,cebcf2a78c00fe0176bcff7a485f30a48d8fa9ce0ea0322cf0f6b0ea8f9923af,False
minilm,160,41492,persistent_omission,219,17,190,cf87d7659206c8702452dbf9335fc100b7981054eb5108cd0e555a08c9594541,False
minilm,234,25665,persistent_omission,227,22,19,d04cb4dd2a6cd66389cd51872c5ad0b55872800f6fac3e250100c7b7ca819c73,False
minilm,27,12447,persistent_omission,227,25,369,d09d2d38fc6a2d14e78fff3d065f3a925cb303e4073ae972fe9c18156bc76f5b,False
minilm,148,31985,persistent_omission,223,20,283,d15b8ae9e6d3646ade573355e4b5df1d6d9e1ed4c58026c2758b084f0e952370,False
minilm,231,20143,persistent_omission,237,23,32,d2777b88d2ae1cab05513c78904cd4114b465d4bef55c82f5116475332e72e6b,False
minilm,230,2908,persistent_omission,70,7,673,d2dc94357f39034b27daa09a1d55e66fe283a98692f97b0ca81ee3222262c722,False
minilm,423,10412,persistent_omission,195,23,213,d2e767048a1f0c79086bee03af5fe906940650f2d893d141265dcca3bf05dda1,False
minilm,170,7693,persistent_omission,202,20,873,d2ec93f505f4afe34fe92c2b40fdc815d2c07b5f2162ca1100a4ffcd7e18cb00,False
minilm,27,12446,persistent_omission,226,25,327,d31708b95a1f6b9e820871eae85b9f67a6d0db64a5e8dd32191b889267f18740,False
minilm,470,2428,persistent_omission,252,25,11,d3d3510b2b69e7c5739f9d0fb42efff8e3a6f91d39ca43c76f478a9e881b7b7a,False
minilm,27,8260,persistent_omission,178,23,247,d4a532553561fdd89ca07672d5ed8b37182c54e9eb889c1c6d3e9db8c1b110d3,False
minilm,472,27344,persistent_omission,230,17,257,d4cdeffbdfe9e427038dd8c3333696b08c09d876fdeb88c96aad119765bcc668,False
minilm,421,8954,persistent_omission,251,26,634,d4d343f320c2ccee5e41eec3d0d3184bccdb01266791aba5393fcd3b56489562,False
minilm,417,5518,persistent_omission,235,17,145,d5632effa88bd853cafcb7c2f4ff4fd32deb507ea9f223ae15efd8fafeffbcc2,False
minilm,111,6598,persistent_omission,244,17,98,d5dbdb3d3885ffe1fcf8c8bfe29568548794de66885d0bff3b50ce1426b029ed,False
minilm,443,32745,persistent_omission,227,17,581,d60266c354db71de30d389a30fda56f16cca07b44e8cd085fed43a719f5bc41b,False
minilm,180,24351,persistent_omission,247,26,370,d618ca1a3e906616e28e16dc2b513ae51a8c47c97d3dfc14d0d44a58f7f68802,False
minilm,415,10421,persistent_omission,171,16,18,d63dba78f41e59c135f0df254ee29fec6ded7d34719e1127aa421d903f4e665d,False
minilm,234,28706,persistent_omission,161,16,16,d6468c72c9bc805d7df70a608c7cf6fc3e16d8adf1453d2b81ae79793e6bdac2,False
minilm,456,39387,persistent_omission,217,22,57,d690686e69763f22b6eed54dffe43e0539cae2774e0b9ad9fad47eb371ac7a63,False
minilm,119,25280,persistent_omission,255,24,20,d6b54b9e94b2876a97084a40b37ee0f7359b55ab61e0cf49c81f3c73742feebd,False
minilm,227,40766,persistent_omission,251,24,42,d7330860b3d580c957e482e4368f8727107e1ebc623f0c34b933102964c28612,False
minilm,270,37383,persistent_omission,252,29,52,d7549257a6f571c194387061ae98259bea1dc33791be2b105edc54c756188f07,False
minilm,422,6409,persistent_omission,158,5,155,d76ea72f444f0471b56b120b875f12b30eefeecafb7e86140a2e2fae489f35d7,False
minilm,129,12594,persistent_omission,133,10,5450,d795fda9a3a5c8aa87be362dc54b654c2ebfa6f8f2889f16103775f9b666b953,False
minilm,172,10464,persistent_omission,198,9,5,d7fa31743e004ec3cddb6b8eaa7cc6eb0abb0b8dfb40a59798afc8f5b70dd7af,False
minilm,89,17424,persistent_omission,157,19,32,d8eb7b93c3ab68d739f9f8321d6a58809d06ccf0f00ca880be8e8be28ddb9ee0,False
minilm,273,23136,persistent_omission,191,18,149,d98f21948c4a3980fa6c5849d2865552a88d856763265ffe3ec3aa9924770ac5,False
minilm,235,34437,persistent_omission,206,19,25,d9b657523279439150519840517fda2fb82b9e994058d7dc2bb2ea4c229441ff,False
minilm,167,27587,persistent_omission,256,32,70,d9c3df0de0b6fc8a44e39dee3f8d3fbf4dee3f90e55b9dbf6964b63c4bd72483,False
minilm,368,19304,persistent_omission,239,24,17,daf165f2c46c36fd220840f2535b8d94a4fb7eeb64017b7223818a53912675f7,False
minilm,148,36647,persistent_omission,211,14,53,db77e60b6f8bef1be392bb4e61c7b26c3d341d5362d13bb4ad544bbadeec751d,False
minilm,112,18201,persistent_omission,255,24,84,dbe0795ac4e0ff421fd8e23313804c2021b5c072e12f239cfa886859482e86ea,False
minilm,464,38709,persistent_omission,151,11,12,dbe815fb129e29c18fdb85275c3bab606623d679bcf48a5876372279bd0474ff,False
minilm,115,10482,persistent_omission,191,15,1722,dbebbe623a862370792816d14cd96a16f45b2d8783f5d5f25caeba026512e283,False
minilm,305,29263,persistent_omission,92,8,225,dc808f13652f524a8fe6f650cfb98800f8c4d6132d784cb2a96867e9500b14e0,False
minilm,198,6435,persistent_omission,251,30,150,dc8416fd88f99b5d3217b3d4b8977acd4e7e8993070959c5e877342738bfc674,False
minilm,112,15382,persistent_omission,188,19,64,dcaa1fe174bb63b943819a4b2d67cb6452c189ec7ef93040760d447a6ab9cdb9,False
minilm,368,22321,persistent_omission,207,11,45,dcd60a335998aab88407181ebc44daa4aebe68c898c5bd3c8165c59832d6f873,False
minilm,333,22319,persistent_omission,250,13,21,dd7d3c573d4a85c09b1191c2a8a1b3f2719e40b323fe7849a68bc46528322912,False
minilm,112,10536,persistent_omission,210,19,72,ddf6dc745a7b49ccfa558e8e7676301866a186eb18f805bd4b44042e2c160b5f,False
minilm,185,30208,persistent_omission,236,7,2,de077b89cabb0ab5bc04a3adc2e0ddbe593079728c04fc9c727b5a82d11bbfcc,False
minilm,119,117,persistent_omission,182,22,43,de1082bda302f0bfc79cc95b8aca6e00c46b3b97b0d138de945418cfe9ae5fc9,False
minilm,119,16454,persistent_omission,192,19,55,de8c775f0d2bfbdefa6bd2925fb645a9daf7687a5805fc3660aca9bd0afd912a,False
minilm,476,7099,persistent_omission,165,19,7300,dec61bc462dafc4172822f9fb1941ae94e90bba67f884ad70f402d829ffe94aa,False
minilm,112,21789,persistent_omission,171,11,29,df165cc3d483d04ab9f111f7837b17081e39377cc5306d9f68f1393a284d2cf8,False
minilm,170,11738,persistent_omission,186,21,114,df8fac0544ad9479dc64bc8eb7428d6aa6934115be26710774d6654f99040126,False
minilm,231,20137,persistent_omission,217,20,44,dfeb0a3c904ed4a4726bc5a5e7fff77f5075b997828871c47bf42dd656e3baf2,False
minilm,2,4204,persistent_omission,184,21,57,e0074ce00fa96fb9c06a4481c01132a66c29dcdfa2bbad9cbe510df29a651637,False
minilm,163,20720,persistent_omission,220,22,60,e01f5831140d5080cf7ff8df6b4d7be54b1cacca0369a09df970dcfc0e19ddb9,False
minilm,227,21849,persistent_omission,246,14,195,e031fc2e87931d6f1f837f19722022f6c70ad7a1441876f4ed000e5ae256f4b9,False
minilm,231,9381,persistent_omission,240,28,83,e145bf6647dd828db91ae1341e07a3c3cb8d1108d9e5b7e5eab50a728e3d90bd,False
minilm,421,24304,persistent_omission,252,26,593,e323e97a08b466c8cdf07465b733013fcb27cb4575c197feb078244489efc0de,False
minilm,415,23135,persistent_omission,187,17,31,e33275283c94154b11d94c328e80e6dcdc3f0ce4361cf2b53ced4796b7e17a5e,False
minilm,464,20687,persistent_omission,213,7,29,e34b970d63dc1914b5d6f0d5a7be2a4cc6f2ca106831e232b97f0f531eb131f8,False
minilm,335,20645,persistent_omission,235,21,401,e362f6da33874c1d78f05030af8782dea3e3d0744a3dd838f719f7fef1c59354,False
minilm,297,39975,persistent_omission,142,7,190,e37b94667c038acc6c0cbdad1f8bd4654af70b6aa5d045d11257501cf445810b,False
minilm,368,42275,persistent_omission,209,16,39,e38069f178296913d200b6ad112c0e80113f605434269b829d30bfbb476abad3,False
minilm,138,34162,persistent_omission,149,12,69,e462ef8f8e9a7def780e42e9ec09cbb7634956e4d134c7a340a68ff36ebb9f9e,False
minilm,247,4538,persistent_omission,193,16,12,e53d8723b51549277f5a59aa21d24aec22633653d92226cfc772409a12bc88c6,False
minilm,235,40593,persistent_omission,212,21,451,e55e450099177b01e2385ca37ee78b411922d88cf4165fea4640a97ef1921c6f,False
minilm,473,30280,persistent_omission,235,18,467,e5a8dbbbba3c1d2914d5c0f8d45f2a93034e94a0461b7e0ef5fd054f2b052667,False
minilm,28,8988,persistent_omission,247,21,34,e63bd611a94026175eea3bd97dda4ad60315d185c58d5a37331c111fc271174a,False
minilm,146,19607,persistent_omission,169,16,184,e690ad739f764aabf90be1c93c2381d3b859dc23a8109861c637dd4d87d12b98,False
minilm,230,38398,persistent_omission,208,19,381,e712f94542549fba2282f50cacc0baa21e7406107a5aee20b9baca5199a75204,False
minilm,126,27020,persistent_omission,227,27,104,e77b22cdf3e1151ac4f1be569c09422632065dc963a81c085d56085d5ff20958,False
minilm,456,14519,persistent_omission,240,26,60,e794908b82d02f49699859adf1c080d0eac5a089e86c83623c45e57722743f94,False
minilm,415,41126,persistent_omission,233,19,23,e80a7057bfa8e5a946ea7e7a3d9cd6cac923215d747e6fea34570d57277930aa,False
minilm,464,183,persistent_omission,235,15,32,e817ddd355b8cfdb305619ccb2dc98bc66b846bcb81cd0ea23d8a68c16647dd0,False
minilm,235,18641,persistent_omission,181,19,39,e90753fb9279962891d41a7ed3ecb0403b6977a9221962c1709b94051968d5cb,False
minilm,28,28503,persistent_omission,253,22,17,e931c4171a550a0eeaf09af18bf6795d8c4f8bc6928ddfbc055046cd5abfbb53,False
minilm,112,32554,persistent_omission,230,21,21,e9553ffeda5c7a216dcca12b3954c408c424cc4e0bcf8a54eac9584271f583f0,False
minilm,227,3730,persistent_omission,160,17,90,e9790fa2eae1e271e1ac4738c02bc2ef6e6f6a80cd74f527946b99574e668f34,False
minilm,420,3968,persistent_omission,160,18,206,e9d4d7a8ed567c1708e1f716ecef5f1d8aadbdfe7fd3e3e3336a66ecd03e325f,False
minilm,63,16230,persistent_omission,249,19,27,e9ff53eb9ff4105da2615b27ca6464fd4ca7386a0a0c67fb37c0dbd4c171270e,False
minilm,231,34087,persistent_omission,152,11,43,ebb27bcc0cb122fa7211a8e9a4e459bbc87acb988e3ff16cdc78d7255873ced4,False
minilm,28,14430,persistent_omission,91,3,15,ec6082eaee061a98ad18d67e4c8eb4a63f78d612cc8ec6f8b57712621c94c76f,False
minilm,227,18142,persistent_omission,240,22,28,ec8de5b26a852caec637025d81196fcaae04fba24cbbac31f94416e2dbc9eea5,False
minilm,421,37956,persistent_omission,210,23,160,ecb156a32ff0916a9affeabd0d13bf554327d37f85f9bbfa43becd6de6f2e2e7,False
minilm,115,9609,persistent_omission,202,13,29,ecd7c13b0b95ea040181c4fc07c34a954beab1121ad3ba668d7d4d7ca2375a00,False
minilm,167,11016,persistent_omission,249,24,267,ee02131aa4defc595bc60b391c0f82ea72fe26fb4c573f4f303807937ec565e8,False
minilm,235,33358,persistent_omission,218,21,45,ee37d45dd769ceb9f82f3d0056b69ac3d7a3d9a4a6fecd3847d1f3d5c1255b55,False
minilm,305,34115,persistent_omission,116,12,205,ee71da8274dbea3fa9cdb0645b354dd90b4110b57161941692f86536876a8219,False
minilm,112,37567,persistent_omission,171,18,47,ee8b5806ed18a61a19579e2a016e91e215d1a7bccbf3dccf534d1028536cc58b,False
minilm,148,37187,persistent_omission,158,7,15494,ee9f750149ce37cb64bcd2fd55387da1cd899a7b537cf6ef2dd34a5ad637427e,False
minilm,231,40204,persistent_omission,239,21,27,ef3c796e7b334078135ca001e5868256b525b9732bddd6346079ce37d7f8d8f1,False
minilm,170,17962,persistent_omission,192,22,26,f07b990cac61040dc857a212233e4f80d05599241e8fbbe6c61a42c6c4a98a00,False
minilm,231,9375,persistent_omission,243,29,79,f08ecfb7b346a93cae26ed40326f304a56c769f866fbb4da790ab83bb07dbfaa,False
minilm,159,39628,persistent_omission,235,20,15,f0e0a2e4da2b591fbe7b158fd9e1bbec2fd105bd35668629dd643193e184efbe,False
minilm,160,28773,persistent_omission,147,13,294,f0f625ae15631fd49ad8315b4566ca77f52a13f505b7377127a4bf933c4d2440,False
minilm,167,9249,persistent_omission,253,30,50,f0f8295c9419c2111de3a0d506ff1646a02291fe2e821d246a66ac19e4d404bb,False
minilm,112,37433,persistent_omission,213,19,26,f0fe36144095c3252486408dc03e5645788886f62677692976b4497b0a776d00,False
minilm,112,3277,persistent_omission,216,15,51,f12d6ecb63ec65f4fa7fbcc061375f5caa6803e158183853d0525d94ae1ef441,False
minilm,423,28705,persistent_omission,192,22,111,f14c57a089bc07232a9364b1752cb4ed846dfcfc1c0664f5e52a79b9cff96e53,False
minilm,167,7113,persistent_omission,206,20,10,f2148fd4662a3c6ee94cc41aca74dea026add27a4bfe6662d8404f40ef2227e0,False
minilm,473,30725,persistent_omission,228,26,2174,f26251db89ea633ed316cd881f11e6d0870a7834c4e0a7f836e8d424d1af3b37,False
minilm,115,32432,persistent_omission,247,26,25,f2643d1d41ebefcf550c128ec12bbe1870dff5bf0c004349dbb2d78a11201943,False
minilm,167,12444,persistent_omission,221,24,10,f29e21eda761d3e064d7b403a57c12de67085cf7bc08deec60be16ee413939c6,False
minilm,357,2512,persistent_omission,232,27,7,f2a25383a5498026eea922401f3091aff78660805d733e6bb60b0a5d8b88f5f4,False
minilm,115,10479,persistent_omission,173,11,2243,f2c1da3c810f83bc494f64704e1683578e129e36a3f6782bb4538f8ec8225d45,False
minilm,231,11682,persistent_omission,229,22,72,f313b41f80158b6b8ea716fea1c506c98c22d9fe3559adf5b40cf6f402e5de4c,False
minilm,473,38987,persistent_omission,78,7,1457,f33d2b317979c9d5501f45ba3baa6bffbb9c8d20fe9a266b10b046c3bc884ba5,False
minilm,63,40832,persistent_omission,244,28,30,f3721b4db1ce5513f25066c0ea3a20619fd244f711bb003bc98f8f16e168c73d,False
minilm,112,41127,persistent_omission,220,16,23,f3b468521ee4a5ded6357a59cda8254145036960acc1c7b5b2c0496b0b9d9256,False
minilm,112,2424,persistent_omission,201,12,36,f5edf81d17847f2ec09a30fc1043dc265afbaaaecf3e4f1b759a9dd65ba4234d,False
minilm,119,39350,persistent_omission,251,15,3674,f6beb42f2d3bca780a9e82944fa926585d5534a5a19c3d8854da0d49d79e512c,False
minilm,231,20135,persistent_omission,182,25,74,f734d498c9a937eb22a85a61698f906ed4c532d7cdf0598cf6efdeb5e03d8d68,False
minilm,410,36797,persistent_omission,188,23,47,f7b3dde997c90b7688338e9427f94ec4f9415eed0acfe30db7363bdee4477466,False
minilm,2,4202,persistent_omission,186,21,62,f7bf131272c2e4876879476dc241293eda3a0934b275a8437ff282ff86fb2fb7,False
minilm,159,11727,persistent_omission,242,21,7216,f82a5731bb8e3094021eb392c45038ddc920f7bdaabde3d3db5b334f91e54969,False
minilm,438,419,persistent_omission,228,28,67,f865af44736b31f527212e3e1537a5178b3b34f349dda3127cb42ca8c405a240,False
minilm,472,32434,persistent_omission,186,20,354,f8e874fdd6bd3ebdf5bcfde30381d94e52c0242a2e17bdcb710fca84e2eb98dc,False
minilm,426,28452,persistent_omission,218,14,224,f948e3ee057318c2254f31902b368f509ff90bef9dc3c1ca1258c1df0aa18bc8,False
minilm,160,6445,persistent_omission,139,20,84,fae74bcf949c3f8364c2ad260062b4fdfcf9c738e903aa2f676f06eaed67d44c,False
minilm,417,2049,persistent_omission,250,24,185,fae7c86bd4918bb33c8484c6608eaea4dfd7a93311e0d3aff7058e769e918891,False
minilm,464,7006,persistent_omission,130,15,32,fb58ce368f1b3c71b0c11caef5d7b5392d9a71aa31fb1abebae8bf782cac4239,False
minilm,227,33453,persistent_omission,240,27,658,fbd080265cdd4747a5191e60958441f1415575597e8da160d4df192de01a44d0,False
minilm,234,37795,persistent_omission,190,20,40,fc1b506d2613fc62671ed49b3d9f23eacd65741793bea1cb5a6cf08629d2b494,False
minilm,115,40648,persistent_omission,243,25,23,fc5348b57288f2b1ed7bf34f890ccf1cd9e59d71e2bd46a5e7e4aa406f82401a,False
minilm,231,10876,persistent_omission,228,22,34,fc70e069e0f7ab3a000ba2844ff682740226ea25efb3c60be1593d92f8cf4efc,False
minilm,115,40576,persistent_omission,160,14,359,fc7ec37e72de57cfffdffa56fc14a4a3af48973b75d6e261991200473bd0d856,False
minilm,119,8260,persistent_omission,178,23,194,fcfe8457607feeb8021d2b29a63cc1a59ed43dbf0e6f6553a4c73b6ab354ff97,False
minilm,115,10458,persistent_omission,189,9,436,fdfeb0598536dff2cbc2fd093926b5ee8b55e658fa294a6ff44a74a0925cd945,False
minilm,417,10231,persistent_omission,105,7,414,fe79956020618b5da32be0237a580776d82012ae630a26e6340ed392a2c25827,False
minilm,185,30209,persistent_omission,233,7,1,ff11f4ec3f48c09c7c3a8d0757f305d0b0945b566d45e6ca0f910d132be7db88,False
minilm,28,3364,persistent_omission,172,21,33,ffce2ca086ab694932ed1e592a6d184e6a3319ad3e25a99a40130abeef0fa135,False
bge_base,241,13328,crossing,480,51,67,001124da19693492e7e594581b2d58a9f7d42541a07e83bd16897e3b63bfff33,True
bge_base,235,7253,crossing,512,46,19,0023d7d397ab00d93d588dd9b375413af8f72393b52e101ed5b68b88189a3d3d,True
bge_base,242,14483,crossing,444,44,18,018d741c9c07b4a6efc00c3c374c4ed6f90d11061bfc618bee1c187cd95d0041,True
bge_base,250,2598,crossing,449,41,14,02595ace30e3b1f2c86a43ac5e44454d3b0a75a3c6b4ed2f93c86ff48089f8f6,True
bge_base,138,37822,crossing,508,45,10,025b6106e4a94158e3ec86f43053211d3c3b776c303385e288523ed485dd6f4d,False
bge_base,235,23707,crossing,409,31,9,027624f974b3b2c9ca53a1bdb502219477e23d8a207707fce831a7928359848a,False
bge_base,232,3489,crossing,478,40,30,02822f9442c2d918eeeb4d1f60b9e90cb0cc983b7d870272053c463d23f2c8d1,False
bge_base,167,27586,crossing,254,32,10,02d42163298f50ce251b4540ef616b6a88b9766f26ae0a75e6ac08da819d74a7,False
bge_base,104,18755,crossing,313,35,31,041e15bd9298cee43cb954ad6bf8edf6ed7c14b7ebd69cc3248431563d3ff276,False
bge_base,434,40123,crossing,423,39,28,04f59537d8a1a025f1d97c4ef647434bda7f8ac7cd0bf820d91eeb99fef7f31c,False
bge_base,115,14016,crossing,444,33,21,0571acbb772509127e207c7e7231185d9e4306feaff8d75c59806fbe1dfd8a97,False
bge_base,469,32532,crossing,425,35,2,062616897dce384f7851a71c0307e39d5d684d3c4303a9f82b3e5dacb49fc255,False
bge_base,459,17332,crossing,301,34,65,0626bf2e40370823e3bfef8e448d221585089b29587ca1d5d5ebefe9ff8986b6,False
bge_base,431,20390,crossing,489,44,6,06f84503c9adb4526df38d523a601d6b19618b00e18ddf74c255795ad6553581,False
bge_base,148,39934,crossing,512,55,15,071073299674341cd35770fddcd5405b9993c3b6e390cf0d3fe14cb13bb754a7,False
bge_base,415,19111,crossing,248,21,12,0833904aaec60e487aef8b9b1615f3f95a30ce02a1a8f4b6d52cd509acf51da1,False
bge_base,368,8611,crossing,296,22,9,0845b0bae641081d824901c370661ba8d2a38be5ab167fd864c5986412f899a4,False
