product_id,distinct_full_family_texts,distinct_old_seven_texts,dataset
B00OJ72LHU,6,4,esci
B00OJ9NS0C,6,4,esci
B00OKL14JQ,6,5,esci
B00OMZB22Y,3,3,esci
B00OQG69VI,2,2,esci
B00OQPRQSE,2,2,esci
B00OTZ1YI4,2,2,esci
B00OVFJHJK,6,5,esci
B00P0ZMWMO,2,2,esci
B00P63NMJC,2,2,esci
B00P6KN7JU,6,5,esci
B00P9WVA0I,1,1,esci
B00PBGQ32C,2,2,esci
B00PC5PEG8,6,3,esci
B00PDDMN6S,6,5,esci
B00PK4XY90,2,2,esci
B00PV515DU,6,5,esci
B00PWSZ4V0,2,2,esci
B00Q13EXLW,2,2,esci
B00QAORD00,6,4,esci
B00QE4M040,6,5,esci
B00QMJT7CU,6,4,esci
B00QPBUY0Y,1,1,esci
B00QXKGFZ0,1,1,esci
B00QYHWSNU,6,4,esci
B00R3FY6KA,6,4,esci
B00R3G57CU,6,5,esci
B00R6978F8,6,3,esci
B00RC7S5T2,6,5,esci
B00RDJAD1C,2,2,esci
B00RDLQOIQ,2,2,esci
B00RENJFEI,6,5,esci
B00RI7GKMU,1,1,esci
B00RN77S58,6,4,esci
B00RNCWZEW,6,5,esci
B00RNFSYVC,6,6,esci
B00RX4GF5K,6,5,esci
B00RXPURB2,6,5,esci
B00S0GIUJY,2,2,esci
B00S1A4HNC,2,2,esci
B00S5SRIO0,6,4,esci
B00STPPR38,6,5,esci
B00SU52QO0,6,5,esci
B00T0C9XRK,6,5,esci
B00T3CJDPE,6,4,esci
B00TBJSRLA,6,3,esci
B00TCOP3PC,6,6,esci
B00TEBMHN4,6,4,esci
B00TKU3JT0,6,4,esci
B00TMTG11W,6,4,esci
B00TQ2M0FQ,2,2,esci
B00TQJWF1I,6,3,esci
B00TRMAK98,6,4,esci
B00TY7OHCW,6,5,esci
B00TY7OHEA,6,4,esci
B00TY7OJWU,6,5,esci
B00U0JIWXS,6,5,esci
B00U5TAYFM,6,5,esci
B00U7T93TI,6,5,esci
B00U9L1ATK,6,4,esci
B00UB6OQ4O,2,2,esci
B00UC9RINQ,6,4,esci
B00UH1CA32,6,4,esci
B00UIAGPMY,6,5,esci
B00UVZBAEY,6,4,esci
B00UXG4WR8,6,6,esci
B00UXJ5W3I,1,1,esci
B00UZ4S8R8,6,4,esci
B00V036WRQ,6,5,esci
B00V3MLZYY,6,5,esci
B00V3MND4E,6,4,esci
B00V3VUM0I,6,4,esci
B00V53204U,6,5,esci
B00V7S0GZI,1,1,esci
B00V81DNYK,6,4,esci
B00VBRJSVI,2,2,esci
B00VDRF25C,6,5,esci
B00VGXFX2A,6,4,esci
B00VHFOV3E,6,5,esci
B00VHL3IPA,6,4,esci
B00VJCOTB4,2,2,esci
B00VJKT0LK,6,4,esci
B00VJLMYA8,2,2,esci
B00VZ2P6QA,6,4,esci
B00VZ3NJHM,2,2,esci
B00W1PY07Q,6,5,esci
B00W93FQNM,2,2,esci
B00WCJGH54,6,5,esci
B00WCQZFCI,6,3,esci
B00WFDIWPA,6,4,esci
B00WGZOGJI,6,4,esci
B00WRM0FV8,6,4,esci
B00XC5KNB6,6,5,esci
B00XH7IOGA,6,4,esci
B00XISYB42,2,2,esci
B00XK0B1PU,6,5,esci
B00XLV72H4,6,4,esci
B00XNYQ98M,6,4,esci
B00XTS39EE,6,5,esci
B00XZ4JOZA,2,2,esci
B00Y422O9K,2,2,esci
B00Y60M6QQ,6,3,esci
B00Y94BARU,6,4,esci
B00YJJB7YG,6,4,esci
B00YNGKN9U,2,2,esci
B00YNIUUDC,2,2,esci
B00YRV3DHU,6,4,esci
B00Z04WRBG,6,4,esci
B00Z0AY0W4,6,5,esci
B00Z6JC4K4,6,4,esci
B00Z6JCEL8,6,4,esci
B00Z6JCRRO,6,5,esci
B00Z8HPJG0,6,5,esci
B00ZJBSBD8,2,2,esci
B00ZJN8F5K,6,4,esci
B00ZPQTVSQ,2,2,esci
B00ZPWOA6I,6,6,esci
B00ZQBG1JM,6,6,esci
B00ZUY680M,6,5,esci
B00ZY6JHU4,6,4,esci
B010817MR4,2,2,esci
B010ADEP0W,2,2,esci
B010NZV0GE,6,5,esci
B010NZV14U,6,5,esci
B010P9A9Z6,2,2,esci
B010R023ZM,6,4,esci
B010R02BFE,6,6,esci
B010R04D14,6,5,esci
B010R04KSA,6,4,esci
B010TL7D3Q,6,4,esci
B010TUESDK,2,2,esci
B0114KCMF0,6,4,esci
B0114X0KWY,6,5,esci
B0117RGG8E,6,4,esci
B01195ZBIU,2,2,esci
B0119S7Z9A,6,5,esci
B0119S8PC6,6,4,esci
B0119SSNUK,6,4,esci
B011CRIVD2,6,5,esci
B011JI397C,6,4,esci
B011K4ECRQ,6,5,esci
B011LUQLHS,6,4,esci
B011LV0H4A,6,5,esci
B011LV0Q96,6,4,esci
B011PK0CFQ,6,5,esci
B011PYCZHK,6,5,esci
B011R60BIQ,2,2,esci
B0124EBP5I,6,4,esci
B012DSYW1Y,6,5,esci
B012OVJQVG,6,4,esci
B012S1URHE,1,1,esci
B0134I0CM0,2,2,esci
B0135YHWJO,6,5,esci
B013BFWHJM,6,6,esci
B013CAT1KO,6,4,esci
B013MBB1WO,6,5,esci
B013W0GQC0,6,4,esci
B013YBAURO,6,5,esci
B0146A4SWA,6,4,esci
B0146GD06O,6,4,esci
B014ABUQVC,2,2,esci
B014ECTCB2,2,2,esci
B014FWH7NG,6,5,esci
B014INJCT4,6,4,esci
B014QROIGO,6,3,esci
B014RL14K2,2,2,esci
B014TE4FUS,1,1,esci
B014V7RSE8,6,3,esci
B014VWM1F4,6,5,esci
B0154GGC8I,6,4,esci
B0156SMZCQ,2,2,esci
B0158EQJSY,6,4,esci
B015AKL92C,6,4,esci
B015B8GT9Q,6,4,esci
B015GIW1DE,6,5,esci
B015GSZIZM,6,4,esci
B015MOJMI4,6,5,esci
B015NG9BF0,6,5,esci
B015NZZ628,2,2,esci
B015TKK9DS,2,2,esci
B015W1VMF8,6,5,esci
B01601JZ12,6,6,esci
B0161W0U1E,2,2,esci
B0167HOOEC,2,2,esci
B0168AT5HE,6,4,esci
B016BAOKK8,6,5,esci
B016J7E3PA,6,6,esci
B016ME7TE2,2,2,esci
B016MWUK0Y,2,2,esci
B016MY21XG,6,4,esci
B016N49TX0,6,4,esci
B016OQVYTY,6,3,esci
B016OQXLD6,6,5,esci
B016OQXVHW,6,3,esci
B016OQXZG4,6,4,esci
B016U6ZJGM,6,4,esci
B016Y6HQL4,1,1,esci
B016Z9BJY0,2,2,esci
B0173I4UUM,6,2,esci
B0173I4YVM,6,4,esci
B0176IESKG,6,3,esci
B0177AGO00,1,1,esci
B01783REQE,2,2,esci
B0178PAPE0,6,4,esci
B0179J4X1Q,6,5,esci
B017A7ST3A,2,2,esci
B017N2OI1Y,6,4,esci
B017US6Q16,6,5,esci
B017WZYW5Y,2,2,esci
B0182XXQNO,6,4,esci
B0182XY70U,6,4,esci
B018CD5IJO,6,3,esci
B018DSTWCW,2,2,esci
B018NSPHSK,6,4,esci
B018OS5NBU,2,2,esci
B018THY8X0,6,4,esci
B018VN18SA,6,4,esci
B018WH9HCO,6,5,esci
B018WK2I9U,2,2,esci
B0193H24KE,6,4,esci
B01940RVO4,6,6,esci
B019419ECA,6,5,esci
B0194GFZW8,6,5,esci
B0195YXZ4Y,6,5,esci
B019626WBI,6,4,esci
B01965F24I,6,5,esci
B019CV4JN6,6,5,esci
B019ECI4SO,6,4,esci
B019EEUQ2O,6,5,esci
B019ETCT4M,6,4,esci
B019FCW498,2,2,esci
B019N9W7WC,6,4,esci
B019O8ZAUI,6,5,esci
B019O8ZC2Y,6,5,esci
B019Q6CD30,6,5,esci
B019TUCOM8,6,5,esci
B019VW6OHU,6,5,esci
B019YGC1OI,6,5,esci
B01A3N5ZM6,6,5,esci
B01A80Z5ZQ,6,5,esci
B01A9FNJOE,6,5,esci
B01A9GHXGS,6,4,esci
B01ACAUAFW,6,5,esci
B01ACAUDGI,6,5,esci
B01AD0ZZME,2,2,esci
B01AFQFP6M,6,4,esci
B01AL8KY5Q,6,5,esci
B01ALLT2W4,6,5,esci
B01AM0GRUY,2,2,esci
B01AMTU1ZM,2,2,esci
B01ARHG252,6,5,esci
B01ARHG4J6,6,3,esci
B01ASVCQOI,6,4,esci
B01ASVCR2O,6,4,esci
B01AUQFAM6,2,2,esci
B01AW19L5Q,1,1,esci
B01AW3836W,6,4,esci
B01B13YLPY,6,4,esci
B01B1JQ87C,2,2,esci
B01B3GXVKA,6,4,esci
B01B53DQUG,6,3,esci
B01B53E9AC,2,2,esci
B01B8GQAOO,6,4,esci
B01B8GSXNA,6,5,esci
B01B8O8652,6,4,esci
B01BAZNP3W,6,5,esci
B01BD0R8PU,6,4,esci
B01BFC5JHK,6,5,esci
B01BFUX76W,6,5,esci
B01BGLFH7C,2,2,esci
B01BGLFIQC,6,4,esci
B01BGLFITE,6,5,esci
B01BKUF71U,6,5,esci
B01BKX876E,1,1,esci
B01BLYNWIU,2,2,esci
B01BMW5X6K,6,5,esci
B01BNPLBGW,6,5,esci
B01BTNALW8,2,2,esci
B01BTYQWUM,6,6,esci
B01BTYQYG4,6,6,esci
B01BTYQYK0,6,4,esci
B01BTYQZQI,6,5,esci
B01BTYQZRW,6,4,esci
B01BTYR01M,6,4,esci
B01BTYR17U,6,4,esci
B01BTYR1CA,6,4,esci
B01BXLYEQ0,2,2,esci
B01C3LK4DQ,6,5,esci
B01C3WZGWY,6,4,esci
B01C4H2LI0,6,4,esci
B01C4TOGSG,6,5,esci
B01C8P2XAY,6,6,esci
B01CA1WJ7I,6,4,esci
B01CAH151I,6,4,esci
B01CAQ3NZK,6,5,esci
B01CCIKB5Q,6,4,esci
B01CGDW290,6,4,esci
B01CGNPAI0,6,5,esci
B01CKYYH4S,2,2,esci
B01CL1FKA0,6,3,esci
B01CN3SERM,6,5,esci
B01CN9GBJ4,6,3,esci
B01CNNH6LM,6,3,esci
B01COV4RTM,6,4,esci
B01CS949OS,6,3,esci
B01CTH46YC,1,1,esci
B01CTH48RC,1,1,esci
B01CTH49LM,1,1,esci
B01CZN30J2,6,4,esci
B01D10OJKC,1,1,esci
B01D21QLB0,6,6,esci
B01D43QQ0C,1,1,esci
B01D4LSZTY,6,4,esci
B01D4LT0VG,6,5,esci
B01D4LT2Y6,6,4,esci
B01D4LT87W,6,5,esci
B01D5H8JW0,6,5,esci
B01D8FKNKA,6,4,esci
B01DAEOVCK,2,2,esci
B01DD489WA,2,2,esci
B01DEV46QK,2,2,esci
B01DF7MKQG,6,4,esci
B01DG5PFAA,6,4,esci
B01DJJ8HGM,6,3,esci
B01DLORD5Q,6,4,esci
B01DP7Z2IY,1,1,esci
B01DQA318I,1,1,esci
B01DQA3A8Y,1,1,esci
B01DREMRL0,6,4,esci
B01DTII3VC,2,2,esci
B01DWKV63E,6,6,esci
B01DWOZFI2,6,4,esci
B01DZSM0HY,6,5,esci
B01E1UKBSA,6,4,esci
B01E3SNO1G,6,4,esci
B01E5UTYZM,6,5,esci
B01E6TEAEM,2,2,esci
B01EAG3VZA,6,4,esci
B01EBBK0CQ,1,1,esci
B01EGPJ67C,6,5,esci
B01EIY3E88,2,2,esci
B01EM8ZBKE,2,2,esci
B01ENK42R4,6,4,esci
B01ES64OLW,6,5,esci
B01EV4TV64,2,2,esci
B01F46QTV8,6,4,esci
B01F66M1T0,6,4,esci
B01F6DHWH4,2,2,esci
B01F78T2JY,6,4,esci
B01F9EFQUU,6,5,esci
B01F9JW0KO,6,5,esci
B01FAGPHRO,6,6,esci
B01FDTA63I,6,3,esci
B01FGJC70U,1,1,esci
B01FHFYOUE,6,4,esci
B01FI4GSLM,2,2,esci
B01FL14FR6,6,4,esci
B01FOK8B74,6,5,esci
B01FR5WM2Q,6,5,esci
B01FX762NI,6,5,esci
B01FY3WAFK,6,6,esci
B01FZJDWXM,1,1,esci
B01G265M26,2,2,esci
B01G3WBQYM,2,2,esci
B01G3WBRH8,2,2,esci
B01G84EW6E,6,4,esci
B01G8I7HYE,6,3,esci
B01G8UOVIW,6,3,esci
B01G9HTNEG,6,4,esci
B01GIZ4132,6,4,esci
B01GJ1NFSW,6,3,esci
B01GJ9CY90,1,1,esci
B01GJ9DN7W,1,1,esci
B01GJ9EBSW,1,1,esci
B01GP2Z7KY,6,3,esci
B01GQ5WNC0,2,2,esci
B01GR3DY42,6,4,esci
B01GRP48J0,6,4,esci
B01GSTHI0G,6,5,esci
B01GSW73CQ,6,5,esci
B01GSWXF0K,6,4,esci
B01GTNVWYY,6,4,esci
B01GVOFWS8,6,5,esci
B01GZUJ1O4,2,2,esci
B01H0N1HBA,6,4,esci
B01H30CASE,6,4,esci
B01H44IODE,2,2,esci
B01H8NE5DE,6,4,esci
B01HBV8RHI,6,4,esci
B01HEH31OI,6,4,esci
B01HETFQA8,6,5,esci
B01HHB9T4M,6,5,esci
B01HMAUHNU,6,5,esci
B01HMXB7AY,2,2,esci
B01HOBIYBO,6,6,esci
B01HONIONA,6,4,esci
B01HRL9XYI,2,2,esci
B01HT69QZC,6,4,esci
B01I1EE9JY,1,1,esci
B01I2OXUEI,2,2,esci
B01I57SS5S,6,6,esci
B01I58U0W6,6,5,esci
B01I8JLKUI,6,3,esci
B01I956QMI,6,5,esci
B01IA9BCTA,1,1,esci
B01IAIQCVO,2,2,esci
B01IAYVMN6,6,4,esci
B01IBRVXHC,6,5,esci
B01ICT89DK,6,4,esci
B01IJCO3JO,6,4,esci
B01IJOYU1I,6,5,esci
B01IN5TXQK,6,4,esci
B01IO776JS,6,5,esci
B01IPYQWWC,6,5,esci
B01IQCNB72,1,1,esci
B01IT9EH1Q,6,4,esci
B01IT9NLHW,2,2,esci
B01ITCNWC8,6,5,esci
B01IUT0XSQ,6,5,esci
B01IWM1I0S,6,5,esci
B01IWM1J2A,6,5,esci
B01IZAOGV0,6,5,esci
B01J0BQ9XG,6,4,esci
B01J28O9C0,2,2,esci
B01J374KT2,2,2,esci
B01J3CRP8K,6,4,esci
B01J3O4RYS,2,2,esci
B01J3XT69U,6,4,esci
B01J5P9CH2,2,2,esci
B01J8RBRSY,6,4,esci
B01JA5TOHU,6,3,esci
B01JCPWE0W,6,3,esci
B01JIRW2NI,2,2,esci
B01JTKD6J8,6,4,esci
B01JYUSLPM,6,4,esci
B01JZ4KJC0,6,5,esci
B01JZ4KKLA,6,4,esci
B01JZ4L032,6,4,esci
B01K13I2I2,6,4,esci
B01K3IAYAO,6,5,esci
B01K3VKD98,6,4,esci
B01K6JFHRA,6,5,esci
B01K73IK9M,6,5,esci
B01K8RMDO0,2,2,esci
B01KICBMKQ,6,4,esci
B01KJMK4W2,6,4,esci
B01KKETQPU,6,5,esci
B01KLT2Z4I,6,4,esci
B01KNWRJY4,2,2,esci
B01KT1WAHA,2,2,esci
B01KT1WD5O,2,2,esci
B01KW4M9ES,2,2,esci
B01KYJZI0S,2,2,esci
B01L1CEZ6K,1,1,esci
B01L7C453W,6,3,esci
B01L7PSJFO,6,4,esci
B01L8F1J4Q,6,5,esci
B01LB2TJBG,6,4,esci
B01LBKUXMM,6,5,esci
B01LBSZQ3U,2,2,esci
B01LD3S7AW,6,4,esci
B01LDUGHVQ,6,6,esci
B01LI4IDLO,6,4,esci
B01LKZ0Q20,2,2,esci
B01LKZ0RGA,2,2,esci
B01LSMX2I0,6,6,esci
B01LSY11EU,6,5,esci
B01LT7HT92,6,3,esci
B01LT7LU92,1,1,esci
B01LVTI3TO,6,5,esci
B01LWPA94E,2,2,esci
B01LWQ0HXW,6,5,esci
B01LX3JVQL,2,2,esci
B01LXF8I62,6,5,esci
B01LXG3ODW,1,1,esci
B01LXM1HEK,6,4,esci
B01LXVSNBZ,6,4,esci
B01LXX038W,6,4,esci
B01LY2YISP,2,2,esci
B01LY5HNCR,6,6,esci
B01LY9YK3W,6,4,esci
B01LYBQXRH,6,5,esci
B01LYC48IQ,6,5,esci
B01LYCN6A7,6,6,esci
B01LYFCS68,6,5,esci
B01LYFJ7WP,6,4,esci
B01LZ0OG7K,6,3,esci
B01LZ8K6YH,6,3,esci
B01LZDCMPT,6,5,esci
B01LZEMKJ5,6,4,esci
B01LZMJ3QO,6,3,esci
B01LZVT9SS,6,5,esci
B01LZZYNEJ,2,2,esci
B01M0ERS1V,6,5,esci
B01M0FNU0H,6,4,esci
B01M0XLTT5,6,4,esci
B01M1JTKO2,2,2,esci
B01M296DQ3,2,2,esci
B01M2CO7S1,6,5,esci
B01M35JWT6,2,2,esci
B01M364UGL,6,5,esci
B01M3QL75X,6,4,esci
B01M4S1Z83,2,2,esci
B01M5JGOFT,6,4,esci
B01M60Y2NG,1,1,esci
B01M68AVUB,6,4,esci
B01M69C9CJ,6,5,esci
B01M6C5TG0,6,4,esci
B01M6D8VS1,6,5,esci
B01M6V8CP4,2,2,esci
B01M71S9DU,6,5,esci
B01M74HCHT,1,1,esci
B01M7T3D99,2,2,esci
B01M8FUUSJ,6,5,esci
B01M9F9FCL,6,5,esci
B01MA3EYC5,6,4,esci
B01MAWCY1H,6,5,esci
B01MCZA8OH,1,1,esci
B01MDOYIHE,6,3,esci
B01MDPRDNG,2,2,esci
B01MDUHM8A,6,5,esci
B01MEHSTNY,6,4,esci
B01MF4K2HY,2,2,esci
B01MF5MHRZ,2,2,esci
B01MFGN8S5,2,2,esci
B01MFGP4ET,6,5,esci
B01MG0EULX,6,4,esci
B01MG4PVTR,6,5,esci
B01MG8N2EI,6,4,esci
B01MQCDHIO,6,5,esci
B01MQE00AS,6,5,esci
B01MQYDB1B,2,2,esci
B01MR2HMQ9,6,5,esci
B01MR31D08,6,4,esci
B01MRCB6GO,2,2,esci
B01MRCHE46,1,1,esci
B01MREOH8C,6,3,esci
B01MS461VC,2,2,esci
B01MS6ETGO,6,5,esci
B01MSCXO76,2,2,esci
B01MSDCB7G,6,3,esci
B01MSEE3T4,6,4,esci
B01MSSBXLG,6,6,esci
B01MSUMVUB,6,5,esci
B01MSVJCMT,2,2,esci
B01MSWPO8B,2,2,esci
B01MT1QWVA,6,4,esci
B01MT476U7,6,4,esci
B01MT7VRUO,6,4,esci
B01MTC6S9J,6,4,esci
B01MTEZTVZ,6,5,esci
B01MTGBKPQ,6,5,esci
B01MTJAK7S,2,2,esci
B01MTLV42T,6,5,esci
B01MTP2XMZ,6,4,esci
B01MTYPVAM,6,4,esci
B01MU2M33X,6,5,esci
B01MU7H30F,6,3,esci
B01MUCXBCQ,6,4,esci
B01MXE0FKC,6,5,esci
B01MXGVUTW,2,2,esci
B01MXIUR94,2,2,esci
B01MXKIN3Y,6,4,esci
B01MXPFNU2,6,5,esci
B01MXZYHU9,2,2,esci
B01MY6GWSW,6,5,esci
B01MYA3HRE,6,5,esci
B01MZ77UW6,6,3,esci
B01MZ9I26Z,2,2,esci
B01MZC23D1,6,5,esci
B01MZC3PAD,6,5,esci
B01MZFQD2R,6,4,esci
B01MZHYW4F,2,2,esci
B01N00WPFS,6,6,esci
B01N011V5A,2,2,esci
B01N017BC2,6,5,esci
B01N02MNVQ,6,2,esci
B01N05APQY,2,2,esci
B01N06UEH4,6,5,esci
B01N0C17P1,6,4,esci
B01N0O7EHS,2,2,esci
B01N0WEFQ8,6,5,esci
B01N19HOR8,6,5,esci
B01N19YFTU,6,4,esci
B01N1SUIP5,2,2,esci
B01N1UXYCC,2,2,esci
B01N2QHCL7,6,3,esci
B01N35SUR3,6,4,esci
B01N35UVV2,6,5,esci
B01N3VKKNA,6,4,esci
B01N3ZD6NQ,6,4,esci
B01N4GNWKA,6,5,esci
B01N4N7LXN,6,5,esci
B01N4V262Q,2,2,esci
B01N5K0VLV,6,4,esci
B01N5OKGLH,2,2,esci
B01N5OXWJ3,2,2,esci
B01N5WCA1R,2,2,esci
B01N68WGJD,6,3,esci
B01N6I0TEU,1,1,esci
B01N6UEBSL,6,4,esci
B01N6WOPE8,6,5,esci
B01N6ZJH96,6,5,esci
B01N7KFLES,2,2,esci
B01N7P8X44,6,4,esci
B01N7UIAFY,6,6,esci
B01N7WM437,6,4,esci
B01N7Y4R9R,6,4,esci
B01N97PCBH,6,3,esci
B01N9LG3WO,6,5,esci
B01N9O3UTF,2,2,esci
B01N9TRVFU,6,4,esci
B01N9W4K78,6,4,esci
B01NA9PG8A,2,2,esci
B01NAJGGA2,6,6,esci
B01NAL4K5G,6,5,esci
B01NBE9WTU,6,4,esci
B01NBY59AO,6,4,esci
B01NCIR04C,6,4,esci
B01NCOUY05,2,2,esci
B01ND01F85,6,3,esci
B06VST26M9,2,2,esci
B06VT87HRZ,2,2,esci
B06VV22HWV,2,2,esci
B06W546T92,1,1,esci
B06W5J97W7,6,3,esci
B06WD3TL6F,6,3,esci
B06WD4LH59,6,4,esci
B06WD5NCBW,6,5,esci
B06WP55GNN,6,4,esci
B06WRX6M6T,6,5,esci
B06WVDJHWP,6,5,esci
B06WXXDPY3,6,4,esci
B06X19XT37,6,4,esci
B06X1CVCDW,2,2,esci
B06X3VNJBZ,6,3,esci
B06X9M4579,2,2,esci
B06X9SLLS4,6,6,esci
B06XBHLJJ3,2,2,esci
B06XBMRHRV,6,5,esci
B06XC5KWJN,2,2,esci
B06XCGXVN1,6,4,esci
B06XCXNJK7,6,4,esci
B06XD28HC8,2,2,esci
B06XDLCBHR,1,1,esci
B06XF5H5ZG,6,6,esci
B06XFNVVHY,6,5,esci
B06XGCL6QJ,2,2,esci
B06XGM2Q8P,6,5,esci
B06XGMSDCP,6,4,esci
B06XGPW1YS,6,5,esci
B06XK16K7G,2,2,esci
B06XK2NF4S,6,4,esci
B06XK437FZ,6,4,esci
B06XK5MWJV,1,1,esci
B06XK8P6X4,6,4,esci
B06XKC189X,2,2,esci
B06XKHNCZW,2,2,esci
B06XKJ3N8N,6,3,esci
B06XKSNVVC,6,6,esci
B06XKTG3SZ,6,6,esci
B06XKV8QN3,6,4,esci
B06XKW4DVL,2,2,esci
B06XN6MP7Z,6,4,esci
B06XNMPKQ7,2,2,esci
B06XNS13FR,6,5,esci
B06XPTH9H2,2,2,esci
B06XPTYXS6,6,5,esci
B06XQRSF2F,6,4,esci
B06XR2J5Z7,6,4,esci
B06XRHQQK7,6,4,esci
B06XRJ4HLZ,6,3,esci
B06XRK26PN,6,5,esci
B06XRKRJGM,6,4,esci
B06XRLYY5N,6,3,esci
B06XRVRGJD,6,5,esci
B06XWBY3YP,6,5,esci
B06XX7FTCM,6,4,esci
B06XXZK99F,6,4,esci
B06XY2HPQY,6,5,esci
B06XYJJ5PN,6,6,esci
B06XYVXV4Q,2,2,esci
B06XZ2HHZC,6,5,esci
B06Y1264PX,1,1,esci
B06Y1QSG7R,6,4,esci
B06Y1RBX7F,2,2,esci
B06Y1YD5W7,6,5,esci
B06Y278D6K,6,3,esci
B06Y2H1KM9,1,1,esci
B06Y3ZM12X,2,2,esci
B06Y4467K4,2,2,esci
B06Y47RMX7,2,2,esci
B06Y49M7JC,6,3,esci
B06Y4FJZWL,6,5,esci
B06Y5WLFD7,6,5,esci
B06Y61MVQY,6,4,esci
B06Y653S6X,6,3,esci
B06Y67Q2H9,6,5,esci
B06Y6KVRX4,6,4,esci
B06ZXSCHKW,6,6,esci
B06ZY27MQG,6,6,esci
B06ZYXKDYG,6,5,esci
B06ZZ5GN5Y,6,3,esci
B06ZZ5PZSV,1,1,esci
B06ZZDC1VB,6,5,esci
B06ZZMKRN8,2,2,esci
B07115CYVF,6,6,esci
B0711SHXNF,6,3,esci
B0711T444Q,6,4,esci
B07125J2YP,6,5,esci
B0713Q6F8T,6,4,esci
B0713TDC7H,6,5,esci
B07147XBX1,6,6,esci
B0714BP3H2,6,4,esci
B0714DS829,6,5,esci
B0714FLG56,6,4,esci
B0714PY3KJ,6,4,esci
B0716DQTTC,1,1,esci
B0716KW62Y,2,2,esci
B0716RFPRK,2,2,esci
B07179XBP9,2,2,esci
B07194LHSV,6,4,esci
B0719967WH,1,1,esci
B0719N4VNC,2,2,esci
B0719R8L6S,6,5,esci
B0719W6M2R,6,3,esci
B071CHDXJV,6,4,esci
B071CJR41L,1,1,esci
B071CL29QH,6,4,esci
B071D41YC3,6,5,esci
B071FGTXDW,6,3,esci
B071FJCFK3,6,3,esci
B071G6NSP3,2,2,esci
B071GGC6PM,6,4,esci
B071GYMHKL,6,6,esci
B071HLR65Q,6,5,esci
B071HVZG36,2,2,esci
B071JBM346,6,3,esci
B071JCXRM9,6,5,esci
B071JDDH4B,6,4,esci
B071JFR1XH,6,5,esci
B071JMLDRT,6,4,esci
B071KD3K7D,2,2,esci
B071KDH29W,6,3,esci
B071L78LLB,2,2,esci
B071LF1KKY,2,2,esci
B071NHGZ54,6,3,esci
B071NM2QK5,2,2,esci
B071NSJ9YL,2,2,esci
B071QYCJM3,2,2,esci
B071R4R5B8,2,2,esci
B071RMC3CP,6,5,esci
B071S2PKJS,2,2,esci
B071S2TJM7,6,5,esci
B071VKJRY5,6,5,esci
B071WLR5VC,6,4,esci
B071WRZR25,6,4,esci
B071WSL74F,2,2,esci
B071X8S8WQ,6,4,esci
B071X9PTYV,6,5,esci
B071X9SBDX,2,2,esci
B071XPW655,2,2,esci
B071XV77VM,6,4,esci
B071Y2XWVD,6,4,esci
B071YMT3K2,2,2,esci
B071YMZ4LD,6,4,esci
B071YT91LP,6,4,esci
B071Z9J18H,6,5,esci
B071ZN5QQZ,6,4,esci
B071ZRMN6D,6,4,esci
B07211SQ9S,6,4,esci
B07215KNBH,6,6,esci
B0721T72YF,6,6,esci
B07229QBYM,6,5,esci
B0722YLZTY,6,4,esci
B07232XY39,2,2,esci
B0723CYHPZ,6,5,esci
B0725DBK2H,6,4,esci
B07263RX2K,6,4,esci
B0727PL2CK,6,5,esci
B0727QNHXS,6,4,esci
B0727Y6Z9C,6,4,esci
B07285TFBS,6,5,esci
B0728BP9LV,2,2,esci
B0728C64KH,6,5,esci
B0728L6GYD,6,3,esci
B072B9YCNS,2,2,esci
B072BXHG72,2,2,esci
B072C3TLQY,6,6,esci
B072C4N649,6,4,esci
B072C8HKGZ,2,2,esci
B072FR29X6,2,2,esci
B072HPDYQP,2,2,esci
B072J1S4H7,6,4,esci
B072JJYDVL,6,4,esci
B072JW2CG1,6,5,esci
B072KHW5CN,6,5,esci
B072KJFF19,6,5,esci
B072KP2SGJ,6,5,esci
B072L63RZP,2,2,esci
B072LYZC8Q,6,4,esci
B072N283VG,6,4,esci
B072NL6VT8,6,5,esci
B072PCVP6F,2,2,esci
B072R7NCCS,6,3,esci
B072RQ6DFM,2,2,esci
B072S5J17X,2,2,esci
B072VG3HN7,6,6,esci
B072VLB7B1,6,5,esci
B072VNLGFL,6,4,esci
B07319K943,2,2,esci
B0731FZM7S,6,5,esci
B0732W7JXM,6,5,esci
B0733SJKRC,6,4,esci
B0738NZ7GD,2,2,esci
B073BWPWCC,2,2,esci
B073CGGGQ3,6,5,esci
B073DB8SSW,1,1,esci
B073FB7WW5,6,4,esci
B073JQSV9L,6,4,esci
B073JTVVVQ,6,5,esci
B073P6GWLB,6,5,esci
B073PJ9LB6,6,6,esci
B073QMN75M,2,2,esci
B073SDL1PX,2,2,esci
B073V44H23,6,4,esci
B073WFLD35,6,4,esci
B073WJMKHN,6,5,esci
B073WJRJZZ,6,6,esci
B073WRLNS9,6,4,esci
B073X4HR7H,6,5,esci
B073XB8QLF,6,5,esci
B073XJDDLJ,1,1,esci
B073XKCND9,6,4,esci
B073YDHP6W,2,2,esci
B073YGY4VG,1,1,esci
B073ZCN7BK,6,5,esci
B073ZNVG3N,6,5,esci
B073ZRG3HK,6,4,esci
B07413JY8Z,6,5,esci
B0741BRYNW,2,2,esci
B0742LV7FM,6,5,esci
B07432N7FD,6,4,esci
B074359W73,2,2,esci
B0743KS5PN,6,4,esci
